,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
40,T41,T41,Roberto Castro,97,79.04,743,940
41,T41,T41,Andrew Loupe,75,79.04,377,477
42,43,43,Aaron Baddeley,93,78.99,545,690
43,44,44,John Senden,88,78.95,570,722
44,45,45,Justin Rose,65,78.69,395,502
45,46,46,Billy Horschel,73,78.66,468,595
46,47,47,Tyrone Van Aswegen,105,78.65,593,754
47,T48,T48,Alex Cejka,71,78.55,487,620
48,T48,T48,Harris English,97,78.55,586,746
49,50,50,Jimmy Walker,85,78.42,436,556
50,51,51,Kyle Stanley,92,78.4,628,801
51,52,52,Keegan Bradley,82,78.38,580,740
52,53,53,Tony Finau,95,78.34,546,697
53,54,54,Bill Haas,86,78.32,560,715
54,T55,T55,Steve Marino,72,78.24,435,556
55,T55,T55,Harold Varner III,92,78.24,597,763
56,57,57,Hideki Matsuyama,76,78.23,496,634
57,T58,T58,Kelly Kraft,63,78.11,389,498
58,T58,T58,Henrik Norlander,71,78.11,464,594
59,60,60,Bubba Watson,72,78.09,417,534
60,61,61,Matt Kuchar,100,78.07,687,880
61,62,62,Sung Kang,89,78.06,562,720
62,T63,T63,Ricky Barnes,97,78.01,550,705
63,T63,T63,Sean O'Hair,89,78.01,571,732
64,65,65,Cameron Tringale,81,78.0,500,641
65,66,66,Smylie Kaufman,91,77.98,510,654
66,67,67,Scott Pinckney,87,77.97,584,749
67,68,68,Robert Streb,87,77.96,527,676
68,69,69,Andres Gonzales,80,77.95,463,594
69,70,70,Graham DeLaet,70,77.94,431,553
70,T71,T71,Chad Campbell,90,77.78,630,810
71,T71,T71,Brooks Koepka,75,77.78,448,576
72,73,73,Jamie Lovemark,91,77.75,566,728
73,74,74,Patton Kizzire,93,77.7,533,686
74,75,75,Branden Grace,63,77.66,358,461
75,T76,T76,Kevin Chappell,93,77.64,611,787
76,T76,T76,Si Woo Kim,113,77.64,743,957
77,78,78,Thomas Aiken,70,77.59,516,665
78,79,79,Kevin Kisner,97,77.48,664,857
79,80,80,Derek Ernst,59,77.45,371,479
80,T81,T81,William McGirt,98,77.43,693,895
81,T81,T81,Chris Stroud,82,77.43,525,678
82,T81,T81,Michael Thompson,71,77.43,446,576
83,84,84,Adam Hadwin,93,77.39,640,827
84,85,85,Webb Simpson,70,77.3,470,608
85,86,86,Justin Thomas,99,77.24,560,725
86,87,87,Seung-Yul Noh,85,77.12,428,555
87,88,88,Kevin Na,96,77.1,653,847
88,89,89,Will MacKenzie,84,76.99,522,678
89,90,90,Boo Weekley,83,76.96,598,777
90,91,91,Kevin Streelman,82,76.93,567,737
91,92,92,David Hearn,95,76.8,672,875
92,93,93,Matt Jones,83,76.71,494,644
93,94,94,Phil Mickelson,75,76.63,423,552
94,95,95,Shawn Stefani,91,76.59,543,709
95,96,96,Blayne Barber,84,76.58,533,696
96,97,97,Robert Allenby,51,76.53,300,392
97,T98,T98,Jason Gore,78,76.52,502,656
98,T98,T98,Charley Hoffman,91,76.52,515,673
99,100,100,Graeme McDowell,63,76.49,436,570
100,101,101,Ernie Els,66,76.43,373,488
101,102,102,Vaughn Taylor,72,76.41,473,619
102,103,103,Brandt Snedeker,93,76.4,560,733
103,104,104,Patrick Reed,105,76.39,592,775
104,105,105,Danny Lee,93,76.33,616,807
105,106,106,Jason Kokrak,89,76.17,553,726
106,107,107,Carlos Ortiz,79,76.09,420,552
107,108,108,Ryan Moore,86,76.03,571,751
108,T109,T109,Zach Johnson,90,76.02,599,788
109,T109,T109,Jeff Overton,69,76.02,409,538
110,111,111,Camilo Villegas,83,76.0,437,575
111,112,112,Bronson Burgoon,83,75.95,480,632
112,113,113,Retief Goosen,55,75.93,328,432
113,114,114,Derek Fathauer,94,75.84,518,683
114,115,115,Rod Pampling,54,75.62,338,447
115,116,116,Marc Leishman,89,75.58,551,729
116,117,117,Jordan Spieth,80,75.57,467,618
117,118,118,Steve Stricker,53,75.54,352,466
118,119,119,David Toms,62,75.51,444,588
119,120,120,Luke Donald,81,75.47,483,640
120,121,121,Jerry Kelly,76,75.46,569,754
121,122,122,Morgan Hoffmann,71,75.42,408,541
122,123,123,Tim Wilkinson,72,75.38,447,593
123,124,124,Brendon de Jonge,83,75.37,505,670
124,T125,T125,Jason Bohn,67,75.36,477,633
125,T125,T125,Luke List,79,75.36,413,548
126,127,127,Jim Herman,93,75.35,642,852
127,128,128,Scott Piercy,87,75.32,528,701
128,129,129,Sam Saunders,69,75.23,407,541
129,130,130,Fabián Gómez,82,75.22,513,682
130,131,131,K.J. Choi,73,75.04,505,673
131,132,132,George McNeill,51,74.83,324,433
132,133,133,Troy Merritt,77,74.73,491,657
133,134,134,Francesco Molinari,64,74.56,425,570
134,T135,T135,James Hahn,85,74.55,539,723
135,T135,T135,Spencer Levin,104,74.55,706,947
136,137,137,Rob Oppenheim,67,74.54,363,487
137,138,138,Shane Lowry,57,74.52,348,467
138,T139,T139,Freddie Jacobson,86,74.47,528,709
139,T139,T139,Martin Piller,59,74.47,350,470
140,141,141,Padraig Harrington,54,74.45,341,458
141,142,142,Whee Kim,82,74.35,513,690
142,143,143,Chez Reavie,90,74.33,608,818
143,144,144,Anirban Lahiri,72,74.26,404,544
144,145,145,Mark Wilson,66,74.13,424,572
145,146,146,Hunter Mahan,61,74.02,359,485
146,147,147,Tom Hoge,81,74.0,444,600
147,148,148,Ángel Cabrera,62,73.81,372,504
148,149,149,Luke Guthrie,57,73.77,315,427
149,150,150,David Lingmerth,84,73.49,549,747
150,151,151,Chris Kirk,90,73.44,542,738
151,152,152,Brian Harman,104,73.43,677,922
152,153,153,Mark Hubbard,101,73.32,643,877
153,154,154,Vijay Singh,72,73.29,417,569
154,T155,T155,Peter Malnati,85,73.23,528,721
155,T155,T155,Rory Sabbatini,57,73.23,342,467
156,T157,T157,John Huh,86,73.21,593,810
157,T157,T157,Daniel Summerhays,99,73.21,593,810
158,159,159,Ben Crane,80,73.17,491,671
159,T160,T160,Bryce Molder,80,73.13,498,681
160,T160,T160,Wes Roach,59,73.13,343,469
161,162,162,Scott Brown,88,73.11,571,781
162,163,163,Billy Hurley III,66,73.09,440,602
163,164,164,Steve Wheatcroft,85,72.98,497,681
164,165,165,D.A. Points,55,72.88,309,424
165,166,166,Michael Kim,100,72.55,571,787
166,167,167,Steven Bowditch,71,72.43,310,428
167,168,168,Colt Knost,90,72.3,637,881
168,169,169,Jon Curran,99,72.25,643,890
169,170,170,Cameron Smith,73,72.06,410,569
170,171,171,Erik Compton,65,72.03,340,472
171,172,172,Scott Langley,65,71.8,410,571
172,173,173,Chad Collins,73,71.79,420,585
173,174,174,Andrew Landry,53,71.71,322,449
174,175,175,Geoff Ogilvy,63,71.63,361,504
175,176,176,Stuart Appleby,71,71.33,428,600
176,177,177,Jonas Blixt,79,71.24,436,612
177,178,178,Brian Stuard,66,70.88,465,656
178,179,179,Zac Blair,99,70.55,654,927
179,180,180,D.H. Lee,61,70.1,340,485
180,181,181,Dicky Pride,55,69.67,340,488
181,182,182,Abraham Ancer,51,69.25,304,439
182,183,183,Hiroshi Iwata,85,68.59,463,675
183,184,184,Brendon Todd,66,67.45,344,510
184,185,185,Ken Duke,58,65.15,314,482
