,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
38,T39,T39,Derek Ernst,59,1613,28867350.0,4.97
39,T39,T39,Justin Thomas,99,1613,48548440.0,8.36
40,T41,T41,Jordan Spieth,80,1614,37313460.0,6.42
41,T41,T41,Harold Varner III,92,1614,50260020.0,8.65
42,T43,T43,Brian Harman,104,1615,60116150.0,10.34
43,T43,T43,Jerry Kelly,76,1615,42557170.0,7.32
44,T43,T43,Patrick Rodgers,89,1615,46803370.0,8.05
45,T46,T46,Tony Finau,95,1616,49871160.0,8.57
46,T46,T46,Rory McIlroy,69,1616,29965480.0,5.15
47,T46,T46,Brendon Todd,66,1616,36411800.0,6.26
48,T46,T46,Boo Weekley,83,1616,46063520.0,7.92
49,T50,T50,Scott Brown,88,1617,46405130.0,7.97
50,T50,T50,Ryan Palmer,86,1617,49371940.0,8.48
51,T52,T52,Stewart Cink,61,1618,32970700.0,5.66
52,T52,T52,Erik Compton,65,1618,33377570.0,5.73
53,T52,T52,Jason Day,76,1618,34779210.0,5.97
54,T52,T52,Smylie Kaufman,91,1618,45555460.0,7.82
55,T52,T52,Ben Martin,92,1618,50802020.0,8.72
56,T52,T52,Patrick Reed,105,1618,51727780.0,8.88
57,T58,T58,David Hearn,95,1619,57015690.0,9.78
58,T58,T58,Geoff Ogilvy,63,1619,33580480.0,5.76
59,T58,T58,Louis Oosthuizen,63,1619,28559380.0,4.9
60,T61,T61,Chad Collins,73,1620,43397380.0,7.44
61,T61,T61,Scott Langley,65,1620,36925200.0,6.33
62,T63,T63,Jason Dufner,105,1621,52007340.0,8.91
63,T63,T63,J.J. Henry,68,1621,42024460.0,7.2
64,T63,T63,Brooks Koepka,75,1621,37414650.0,6.41
65,T63,T63,Johnson Wagner,86,1621,50712260.0,8.69
66,T67,T67,Lucas Glover,75,1622,45789600.0,7.84
67,T67,T67,Russell Knox,92,1622,44485850.0,7.62
68,T67,T67,Seung-Yul Noh,85,1622,45181590.0,7.74
69,T67,T67,David Toms,62,1622,37382350.0,6.4
70,T67,T67,Steve Wheatcroft,85,1622,46587360.0,7.98
71,T72,T72,Luke Guthrie,57,1623,30095910.0,5.15
72,T72,T72,Will MacKenzie,84,1623,44767230.0,7.66
73,T74,T74,Chesson Hadley,81,1624,41970780.0,7.18
74,T74,T74,Michael Kim,100,1624,56836600.0,9.72
75,T74,T74,Kyle Stanley,92,1624,51850340.0,8.87
76,T74,T74,Nick Taylor,83,1624,44444500.0,7.6
77,78,78,Stuart Appleby,71,1625,45226470.0,7.73
78,T79,T79,Brendon de Jonge,83,1626,43853280.0,7.49
79,T79,T79,Charley Hoffman,91,1626,45941740.0,7.85
80,T79,T79,Sean O'Hair,89,1626,54735030.0,9.35
81,T79,T79,Scott Pinckney,87,1626,46252390.0,7.9
82,T79,T79,Hudson Swafford,104,1626,58787880.0,10.04
83,T84,T84,Alex Cejka,71,1627,35604230.0,6.08
84,T84,T84,Carlos Ortiz,79,1627,38003060.0,6.49
85,T86,T86,Robert Garrigus,69,1628,34353720.0,5.86
86,T86,T86,Si Woo Kim,113,1628,65767300.0,11.22
87,T88,T88,Freddie Jacobson,86,1629,47026490.0,8.02
88,T88,T88,Spencer Levin,104,1629,56588580.0,9.65
89,T88,T88,Jamie Lovemark,91,1629,53887930.0,9.19
90,T88,T88,Scott Piercy,87,1629,42520510.0,7.25
91,T92,T92,Bronson Burgoon,83,1630,43550200.0,7.42
92,T92,T92,Bryce Molder,80,1630,46289130.0,7.89
93,T94,T94,Blayne Barber,84,1631,48843330.0,8.32
94,T94,T94,Ricky Barnes,97,1631,53247200.0,9.07
95,T94,T94,Derek Fathauer,94,1631,49622660.0,8.45
96,T97,T97,Ernie Els,66,1632,36547330.0,6.22
97,T97,T97,Greg Owen,85,1632,45656250.0,7.77
98,T97,T97,Brandt Snedeker,93,1632,50238200.0,8.55
99,T100,T100,Robert Allenby,51,1633,27860950.0,4.74
100,T100,T100,Retief Goosen,55,1633,32914110.0,5.6
101,102,102,Henrik Norlander,71,1635,35436420.0,6.02
102,T103,T103,Chris Kirk,90,1636,50997520.0,8.66
103,T103,T103,Jason Kokrak,89,1636,50521900.0,8.58
104,T105,T105,James Hahn,85,1637,45902420.0,7.79
105,T105,T105,Jim Herman,93,1637,48192180.0,8.18
106,T105,T105,Scott Stallings,74,1637,42543870.0,7.22
107,108,108,D.A. Points,55,1638,25244120.0,4.28
108,T109,T109,Aaron Baddeley,93,1639,50690370.0,8.59
109,T109,T109,Bill Haas,86,1639,46502600.0,7.88
110,T109,T109,Kevin Kisner,97,1639,49032560.0,8.31
111,T109,T109,Jimmy Walker,85,1639,44716540.0,7.58
112,T113,T113,Matt Kuchar,100,1640,52078640.0,8.82
113,T113,T113,Steve Stricker,53,1640,31401200.0,5.32
114,115,115,Matt Jones,83,1641,41243210.0,6.98
115,T116,T116,K.J. Choi,73,1642,45266950.0,7.66
116,T116,T116,Gary Woodland,95,1642,53093550.0,8.98
117,T118,T118,Chad Campbell,90,1643,55656090.0,9.41
118,T118,T118,Luke Donald,81,1643,42475010.0,7.18
119,T118,T118,Colt Knost,90,1643,49815390.0,8.42
120,T118,T118,Sam Saunders,69,1643,33189350.0,5.61
121,T118,T118,Brendan Steele,88,1643,46244700.0,7.82
122,123,123,Zach Johnson,90,1644,49359000.0,8.34
123,T124,T124,Ben Crane,80,1645,45612970.0,7.7
124,T124,T124,Harris English,97,1645,49197900.0,8.31
125,T124,T124,Billy Hurley III,66,1645,40869350.0,6.9
126,T124,T124,Whee Kim,82,1645,45012070.0,7.6
127,T124,T124,Cameron Tringale,81,1645,45647490.0,7.71
128,T124,T124,Tyrone Van Aswegen,105,1645,60567500.0,10.23
129,T130,T130,Adam Hadwin,93,1646,58320080.0,9.84
130,T130,T130,Kyle Reifers,115,1646,66608720.0,11.24
131,T130,T130,Charl Schwartzel,73,1646,37748790.0,6.37
132,T130,T130,Mark Wilson,66,1646,39279560.0,6.63
133,134,134,Luke List,79,1647,43466610.0,7.33
134,135,135,Vijay Singh,72,1648,42775600.0,7.21
135,T136,T136,David Lingmerth,84,1649,41091340.0,6.92
136,T136,T136,Troy Merritt,77,1649,43453320.0,7.32
137,T136,T136,Chez Reavie,90,1649,53000710.0,8.93
138,T139,T139,Rickie Fowler,80,1650,45205470.0,7.61
139,T139,T139,Padraig Harrington,54,1650,29701320.0,5.0
140,T139,T139,Marc Leishman,89,1650,45140340.0,7.6
141,T142,T142,Thomas Aiken,70,1651,33403800.0,5.62
142,T142,T142,Justin Rose,65,1651,32804470.0,5.52
143,144,144,Roberto Castro,97,1653,61716780.0,10.37
144,T145,T145,Kevin Chappell,93,1654,52756880.0,8.86
145,T145,T145,Graham DeLaet,70,1654,37561010.0,6.31
146,T145,T145,Adam Scott,79,1654,37939980.0,6.37
147,T148,T148,Sung Kang,89,1655,50571800.0,8.49
148,T148,T148,Francesco Molinari,64,1655,39312960.0,6.6
149,150,150,Rob Oppenheim,67,1656,34942320.0,5.86
150,T151,T151,Zac Blair,99,1657,56597850.0,9.49
151,T151,T151,Ángel Cabrera,62,1657,32570750.0,5.46
152,T153,T153,Keegan Bradley,82,1658,42844470.0,7.18
153,T153,T153,Phil Mickelson,75,1658,40527170.0,6.79
154,T155,T155,Daniel Berger,92,1659,49215430.0,8.24
155,T155,T155,Mark Hubbard,101,1659,56318220.0,9.43
156,T155,T155,John Senden,88,1659,54658170.0,9.15
157,T155,T155,Brian Stuard,66,1659,41102090.0,6.88
158,T159,T159,Hiroshi Iwata,85,1660,45424130.0,7.6
159,T159,T159,George McNeill,51,1660,31322090.0,5.24
160,T161,T161,Patton Kizzire,93,1662,49782570.0,8.32
161,T161,T161,Chris Stroud,82,1662,46908100.0,7.84
162,T161,T161,Willy Wilcox,67,1662,38343980.0,6.41
163,164,164,Jonas Blixt,79,1664,43964090.0,7.34
164,T165,T165,Paul Casey,77,1665,40766380.0,6.8
165,T165,T165,Rory Sabbatini,57,1665,26491060.0,4.42
166,T165,T165,Webb Simpson,70,1665,39489630.0,6.59
167,T165,T165,Daniel Summerhays,99,1665,51843040.0,8.65
168,T169,T169,Emiliano Grillo,93,1666,48581460.0,8.1
169,T169,T169,Anirban Lahiri,72,1666,31661130.0,5.28
170,171,171,Jeff Overton,69,1667,40681250.0,6.78
171,172,172,Fabián Gómez,82,1669,49270100.0,8.2
172,T173,T173,Jon Curran,99,1670,58807400.0,9.78
173,T173,T173,Ryan Moore,86,1670,45678570.0,7.6
174,175,175,Jason Bohn,67,1671,39879380.0,6.63
175,T176,T176,Billy Horschel,73,1674,37792660.0,6.27
176,T176,T176,William McGirt,98,1674,62119900.0,10.31
177,178,178,Jhonattan Vegas,97,1676,55518390.0,9.2
178,T179,T179,Danny Lee,93,1679,47082380.0,7.79
179,T179,T179,Graeme McDowell,63,1679,31311370.0,5.18
180,181,181,John Huh,86,1683,56045200.0,9.25
181,182,182,Sergio Garcia,54,1684,21455020.0,3.54
182,183,183,Jim Furyk,52,1687,32318260.0,5.32
183,184,184,Hideki Matsuyama,76,1695,39600390.0,6.49
184,185,185,Kevin Na,96,1705,48374450.0,7.88
