,Birdie_or_Better_Percentage_-_Fairway_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Fairway_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Fairway_PLAYER NAME,Birdie_or_Better_Percentage_-_Fairway_ROUNDS,Birdie_or_Better_Percentage_-_Fairway_%,Birdie_or_Better_Percentage_-_Fairway_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Fairway_TOTAL HOLES
91,T92,T92,Brian Harman,104,21.82,259,1187
92,T92,T92,Vijay Singh,72,21.82,177,811
93,94,94,Andres Gonzales,80,21.81,176,807
94,T95,T95,Tom Hoge,81,21.77,167,767
95,T95,T95,Spencer Levin,104,21.77,248,1139
96,97,97,Keegan Bradley,82,21.75,186,855
97,98,98,Kevin Chappell,93,21.74,220,1012
98,99,99,Chris Stroud,82,21.69,193,890
99,100,100,Wes Roach,59,21.63,122,564
100,101,101,Jon Curran,99,21.62,251,1161
101,102,102,Harris English,97,21.6,192,889
102,103,103,Steve Stricker,53,21.59,130,602
103,104,104,Derek Fathauer,94,21.58,188,871
104,105,105,Carlos Ortiz,79,21.56,155,719
105,106,106,D.H. Lee,61,21.51,128,595
106,107,107,Jason Bohn,67,21.45,175,816
107,108,108,Russell Knox,92,21.44,197,919
108,109,109,Michael Kim,100,21.42,236,1102
109,T110,T110,Tony Finau,95,21.35,187,876
110,T110,T110,Sung Kang,89,21.35,196,918
111,112,112,Scott Brown,88,21.32,197,924
112,113,113,Abraham Ancer,51,21.29,109,512
113,114,114,Scott Pinckney,87,21.27,198,931
114,115,115,John Senden,88,21.24,212,998
115,116,116,Louis Oosthuizen,63,21.21,116,547
116,T117,T117,Dicky Pride,55,21.16,117,553
117,T117,T117,Chez Reavie,90,21.16,223,1054
118,119,119,Graeme McDowell,63,21.1,131,621
119,T120,T120,Stewart Cink,61,21.06,131,622
120,T120,T120,Brendon de Jonge,83,21.06,175,831
121,122,122,Jeff Overton,69,21.05,149,708
122,123,123,Stuart Appleby,71,21.03,183,870
123,124,124,Willy Wilcox,67,21.02,152,723
124,125,125,Marc Leishman,89,21.01,174,828
125,126,126,Chad Campbell,90,20.94,227,1084
126,127,127,Tyrone Van Aswegen,105,20.9,228,1091
127,128,128,Mark Hubbard,101,20.89,229,1096
128,129,129,Brendan Steele,88,20.88,189,905
129,130,130,Steven Bowditch,71,20.85,123,590
130,131,131,Robert Streb,87,20.83,171,821
131,132,132,Brett Stegmaier,87,20.8,204,981
132,T133,T133,James Hahn,85,20.78,186,895
133,T133,T133,Padraig Harrington,54,20.78,117,563
134,135,135,Will MacKenzie,84,20.77,178,857
135,136,136,Steve Wheatcroft,85,20.72,185,893
136,137,137,Jason Gore,78,20.71,164,792
137,138,138,Camilo Villegas,83,20.7,177,855
138,T139,T139,Luke Donald,81,20.69,155,749
139,T139,T139,Kyle Reifers,115,20.69,274,1324
140,141,141,D.A. Points,55,20.68,104,503
141,142,142,Seung-Yul Noh,85,20.62,167,810
142,143,143,Matt Jones,83,20.52,159,775
143,T144,T144,Thomas Aiken,70,20.5,140,683
144,T144,T144,Vaughn Taylor,72,20.5,179,873
145,T146,T146,Jim Furyk,52,20.47,130,635
146,T146,T146,Luke List,79,20.47,149,728
147,T148,T148,Rob Oppenheim,67,20.45,126,616
148,T148,T148,Scott Stallings,74,20.45,156,763
149,150,150,Hiroshi Iwata,85,20.42,167,818
150,151,151,John Huh,86,20.35,221,1086
151,152,152,Brian Stuard,66,20.31,173,852
152,153,153,Derek Ernst,59,20.29,112,552
153,154,154,Greg Owen,85,20.26,171,844
154,155,155,Martin Piller,59,20.24,118,583
155,156,156,Zac Blair,99,20.09,224,1115
156,157,157,Peter Malnati,85,20.0,191,955
157,158,158,Bill Haas,86,19.95,167,837
158,159,159,Andrew Landry,53,19.91,90,452
159,160,160,Cameron Smith,73,19.9,115,578
160,161,161,Bronson Burgoon,83,19.73,158,801
161,162,162,Hunter Mahan,61,19.67,121,615
162,163,163,Ben Crane,80,19.66,171,870
163,164,164,Ken Duke,58,19.63,126,642
164,165,165,Chad Collins,73,19.61,159,811
165,166,166,David Toms,62,19.57,146,746
166,167,167,Francesco Molinari,64,19.53,151,773
167,168,168,Tyler Aldridge,83,19.52,163,835
168,169,169,George McNeill,51,19.51,119,610
169,T170,T170,Ángel Cabrera,62,19.47,118,606
170,T170,T170,Geoff Ogilvy,63,19.47,125,642
171,172,172,Jerry Kelly,76,19.44,167,859
172,173,173,Whee Kim,82,19.14,161,841
173,174,174,Shawn Stefani,91,19.09,184,964
174,175,175,Scott Langley,65,18.97,132,696
175,176,176,Branden Grace,63,18.91,97,513
176,177,177,Rod Pampling,54,18.76,94,501
177,178,178,Jim Herman,93,18.64,176,944
178,179,179,Colt Knost,90,18.63,190,1020
179,180,180,J.J. Henry,68,18.3,146,798
180,181,181,Erik Compton,65,18.15,114,628
181,182,182,Robert Allenby,51,16.7,86,515
182,183,183,Brendon Todd,66,16.47,112,680
183,184,184,Rory Sabbatini,57,16.24,82,505
184,185,185,Mark Wilson,66,16.18,122,754
