,Par_5_Going_for_the_Green_RANK THIS WEEK,Par_5_Going_for_the_Green_RANK LAST WEEK,Par_5_Going_for_the_Green_PLAYER NAME,Par_5_Going_for_the_Green_ROUNDS,Par_5_Going_for_the_Green_%,Par_5_Going_for_the_Green_ATTEMPTS,Par_5_Going_for_the_Green_NON-ATTEMPTS
79,80,80,Nick Taylor,83,53.52,114,99
80,81,81,Brendan Steele,88,53.51,122,106
81,82,82,Chesson Hadley,81,53.33,112,98
82,83,83,Brandt Snedeker,93,53.1,120,106
83,84,84,Geoff Ogilvy,63,53.01,88,78
84,85,85,Chad Campbell,90,52.94,126,112
85,86,86,Scott Langley,65,52.91,91,81
86,87,87,William McGirt,98,52.88,147,131
87,88,88,Graeme McDowell,63,52.86,74,66
88,89,89,Whee Kim,82,52.68,108,97
89,90,90,Ben Martin,92,52.38,132,120
90,91,91,Hunter Mahan,61,52.35,89,81
91,92,92,Kyle Reifers,115,51.48,157,148
92,93,93,Charley Hoffman,91,51.36,113,107
93,94,94,Alex Cejka,71,51.2,85,81
94,95,95,Bill Haas,86,50.99,103,99
95,96,96,Andres Gonzales,80,50.75,102,99
96,97,97,Troy Merritt,77,50.49,103,101
97,98,98,Jason Dufner,105,50.44,114,112
98,99,99,Johnson Wagner,86,50.43,118,116
99,100,100,Chez Reavie,90,50.41,122,120
100,T101,T101,Aaron Baddeley,93,50.0,119,119
101,T101,T101,Patton Kizzire,93,50.0,119,119
102,T101,T101,Andrew Landry,53,50.0,49,49
103,T101,T101,Dawie van der Walt,72,50.0,86,86
104,T105,T105,Matt Kuchar,100,49.57,116,118
105,T105,T105,Shawn Stefani,91,49.57,116,118
106,107,107,Jim Herman,93,49.55,111,113
107,108,108,Kevin Na,96,49.52,103,105
108,109,109,Seung-Yul Noh,85,49.28,102,105
109,110,110,Brendon de Jonge,83,49.27,101,104
110,111,111,John Senden,88,49.17,119,123
111,112,112,Brian Harman,104,48.99,146,152
112,113,113,Russell Henley,76,48.56,101,107
113,114,114,Robert Streb,87,48.53,99,105
114,115,115,Derek Fathauer,94,48.47,111,118
115,116,116,Shane Lowry,57,48.15,52,56
116,117,117,Wes Roach,59,48.12,64,69
117,118,118,Retief Goosen,55,48.05,74,80
118,119,119,Jeff Overton,69,48.04,86,93
119,120,120,Blayne Barber,84,47.79,108,118
120,121,121,Francesco Molinari,64,47.7,83,91
121,122,122,Louis Oosthuizen,63,47.66,61,67
122,123,123,Chris Stroud,82,47.47,103,114
123,124,124,Rod Pampling,54,47.41,55,61
124,125,125,David Lingmerth,84,47.37,90,100
125,126,126,Erik Compton,65,47.13,74,83
126,127,127,Russell Knox,92,47.0,94,106
127,128,128,Scott Brown,88,46.54,101,116
128,129,129,James Hahn,85,46.4,103,119
129,130,130,John Huh,86,46.34,114,132
130,131,131,Branden Grace,63,46.27,62,72
131,132,132,Ricky Barnes,97,45.97,114,134
132,133,133,Kevin Streelman,82,45.91,101,119
133,134,134,Roberto Castro,97,45.83,132,156
134,135,135,Michael Thompson,71,45.68,74,88
135,136,136,Ken Duke,58,45.33,68,82
136,137,137,Chris Kirk,90,45.3,106,128
137,138,138,Tom Hoge,81,45.21,85,103
138,T139,T139,Luke Guthrie,57,44.93,62,76
139,T139,T139,Camilo Villegas,83,44.93,102,125
140,T141,T141,Steven Bowditch,71,44.91,75,92
141,T141,T141,Tyrone Van Aswegen,105,44.91,119,146
142,143,143,Mark Hubbard,101,44.78,120,148
143,144,144,Cameron Tringale,81,44.44,104,130
144,145,145,Jason Gore,78,44.33,86,108
145,146,146,George McNeill,51,44.3,66,83
146,147,147,D.A. Points,55,43.8,53,68
147,148,148,Tyler Aldridge,83,43.75,91,117
148,149,149,Kyle Stanley,92,43.59,102,132
149,150,150,Jerry Kelly,76,43.01,80,106
150,151,151,Jason Bohn,67,42.47,79,107
151,152,152,Michael Kim,100,42.21,111,152
152,153,153,J.J. Henry,68,41.75,81,113
153,154,154,Will MacKenzie,84,41.67,85,119
154,155,155,Spencer Levin,104,41.6,109,153
155,156,156,Freddie Jacobson,86,41.36,91,129
156,157,157,Robert Allenby,51,40.63,52,76
157,158,158,Zach Johnson,90,40.28,87,129
158,159,159,Rob Oppenheim,67,40.0,64,96
159,160,160,Zac Blair,99,39.84,100,151
160,161,161,Ryan Moore,86,39.71,81,123
161,162,162,Stuart Appleby,71,39.5,79,121
162,163,163,Ben Crane,80,38.89,77,121
163,164,164,Martin Piller,59,38.36,56,90
164,165,165,Chad Collins,73,37.76,74,122
165,166,166,Vaughn Taylor,72,37.14,78,132
166,167,167,Abraham Ancer,51,36.84,42,72
167,168,168,Jim Furyk,52,36.72,47,81
168,169,169,Cameron Smith,73,36.62,52,90
169,170,170,Luke Donald,81,35.64,67,121
170,171,171,Brendon Todd,66,35.29,60,110
171,172,172,Bryce Molder,80,34.86,76,142
172,173,173,D.H. Lee,61,34.67,52,98
173,174,174,Mark Wilson,66,34.15,56,108
174,175,175,Peter Malnati,85,33.62,78,154
175,176,176,Billy Hurley III,66,32.42,59,123
176,177,177,K.J. Choi,73,31.53,70,152
177,178,178,David Hearn,95,31.2,83,183
178,179,179,Brian Stuard,66,30.98,57,127
179,180,180,Dicky Pride,55,29.69,38,90
180,181,181,Steve Stricker,53,29.23,38,92
181,182,182,Tim Wilkinson,72,29.05,43,105
182,183,183,Colt Knost,90,27.44,59,156
183,184,184,Jon Curran,99,24.05,63,199
184,185,185,David Toms,62,18.45,31,137
