,Average_Distance_after_Going_for_it_Shot_RANK THIS WEEK,Average_Distance_after_Going_for_it_Shot_RANK LAST WEEK,Average_Distance_after_Going_for_it_Shot_PLAYER NAME,Average_Distance_after_Going_for_it_Shot_ROUNDS,Average_Distance_after_Going_for_it_Shot_AVG,Average_Distance_after_Going_for_it_Shot_TOTAL DIST AFTER GFG SHOT,Average_Distance_after_Going_for_it_Shot_TOTAL GFG SHOTS
60,T59,T59,Ryan Palmer,86,23.3,150381.0,179
61,T62,T62,Luke Donald,81,23.4,64005.0,76
62,T62,T62,Fabián Gómez,82,23.4,123180.0,146
63,T62,T62,Branden Grace,63,23.4,63301.0,75
64,T62,T62,Tim Wilkinson,72,23.4,41353.0,49
65,T66,T66,Charl Schwartzel,73,23.5,102266.0,121
66,T66,T66,Harold Varner III,92,23.5,153895.0,182
67,T68,T68,Andrew Loupe,75,23.6,155623.0,183
68,T68,T68,Shawn Stefani,91,23.6,114061.0,134
69,T70,T70,Paul Casey,77,23.7,104257.0,122
70,T70,T70,Jim Herman,93,23.7,105682.0,124
71,T70,T70,Rob Oppenheim,67,23.7,59793.0,70
72,T70,T70,Brian Stuard,66,23.7,57151.0,67
73,T74,T74,Jonas Blixt,79,23.8,119075.0,139
74,T74,T74,David Hearn,95,23.8,81443.0,95
75,T74,T74,Robert Streb,87,23.8,94335.0,110
76,T77,T77,Rhein Gibson,58,23.9,79026.0,92
77,T77,T77,Bill Haas,86,23.9,97281.0,113
78,T77,T77,Billy Horschel,73,23.9,98775.0,115
79,T77,T77,Si Woo Kim,113,23.9,189682.0,220
80,T77,T77,Danny Lee,93,23.9,129930.0,151
81,T77,T77,Henrik Norlander,71,23.9,89434.0,104
82,T77,T77,Patrick Reed,105,23.9,144557.0,168
83,84,84,Padraig Harrington,54,24.0,77742.0,90
84,T85,T85,Andres Gonzales,80,24.1,101367.0,117
85,T85,T85,Brian Harman,104,24.1,144028.0,166
86,T85,T85,Martin Laird,82,24.1,121343.0,140
87,T85,T85,Geoff Ogilvy,63,24.1,84184.0,97
88,T89,T89,Zac Blair,99,24.2,95756.0,110
89,T89,T89,J.J. Henry,68,24.2,87239.0,100
90,T89,T89,Matt Jones,83,24.2,108908.0,125
91,T89,T89,Troy Merritt,77,24.2,103697.0,119
92,T93,T93,Jamie Lovemark,91,24.3,170254.0,195
93,T93,T93,Jimmy Walker,85,24.3,146039.0,167
94,T95,T95,Ricky Barnes,97,24.4,115032.0,131
95,T95,T95,Chris Kirk,90,24.4,106955.0,122
96,T95,T95,Colt Knost,90,24.4,60569.0,69
97,T95,T95,John Senden,88,24.4,119321.0,136
98,T95,T95,Dawie van der Walt,72,24.4,88742.0,101
99,T95,T95,Johnson Wagner,86,24.4,119618.0,136
100,T101,T101,J.B. Holmes,77,24.5,143661.0,163
101,T101,T101,Francesco Molinari,64,24.5,84613.0,96
102,T101,T101,David Toms,62,24.5,35257.0,40
103,T104,T104,Steven Bowditch,71,24.6,80698.0,91
104,T104,T104,Zach Johnson,90,24.6,90332.0,102
105,T104,T104,Sung Kang,89,24.6,127270.0,144
106,T104,T104,Justin Rose,65,24.6,121455.0,137
107,T104,T104,Scott Stallings,74,24.6,113314.0,128
108,T104,T104,Daniel Summerhays,99,24.6,142818.0,161
109,T110,T110,Harris English,97,24.7,116595.0,131
110,T110,T110,Emiliano Grillo,93,24.7,141100.0,159
111,T110,T110,Luke Guthrie,57,24.7,63917.0,72
112,T110,T110,Dicky Pride,55,24.7,39193.0,44
113,T110,T110,Cameron Tringale,81,24.7,101181.0,114
114,115,115,Shane Lowry,57,24.8,52654.0,59
115,T116,T116,Bronson Burgoon,83,24.9,115735.0,129
116,T116,T116,Alex Cejka,71,24.9,86925.0,97
117,T116,T116,Adam Hadwin,93,24.9,157614.0,176
118,T116,T116,Smylie Kaufman,91,24.9,156199.0,174
119,T116,T116,D.H. Lee,61,24.9,56545.0,63
120,T116,T116,Chez Reavie,90,24.9,126244.0,141
121,T116,T116,Tyrone Van Aswegen,105,24.9,126156.0,141
122,T123,T123,Charles Howell III,91,25.0,142300.0,158
123,T123,T123,Brandt Snedeker,93,25.0,127023.0,141
124,T125,T125,Jason Day,76,25.1,128140.0,142
125,T125,T125,Kevin Na,96,25.1,101363.0,112
126,T125,T125,Michael Thompson,71,25.1,76765.0,85
127,T128,T128,Rickie Fowler,80,25.2,148575.0,164
128,T128,T128,Chesson Hadley,81,25.2,114176.0,126
129,T128,T128,Billy Hurley III,66,25.2,60729.0,67
130,T128,T128,George McNeill,51,25.2,65258.0,72
131,T132,T132,Scott Brown,88,25.4,108756.0,119
132,T132,T132,James Hahn,85,25.4,110617.0,121
133,T132,T132,Sean O'Hair,89,25.4,172809.0,189
134,T132,T132,Kyle Stanley,92,25.4,108969.0,119
135,T136,T136,Erik Compton,65,25.5,77050.0,84
136,T136,T136,Kelly Kraft,63,25.5,76092.0,83
137,T138,T138,Jason Bohn,67,25.6,83754.0,91
138,T138,T138,Martin Piller,59,25.6,59846.0,65
139,T138,T138,Nick Taylor,83,25.6,127227.0,138
140,T141,T141,Brendon de Jonge,83,25.7,105396.0,114
141,T141,T141,David Lingmerth,84,25.7,96996.0,105
142,T143,T143,Freddie Jacobson,86,25.9,96824.0,104
143,T143,T143,Chris Stroud,82,25.9,114757.0,123
144,T145,T145,Graeme McDowell,63,26.0,78521.0,84
145,T145,T145,Cameron Smith,73,26.0,57066.0,61
146,T147,T147,Tom Hoge,81,26.1,94943.0,101
147,T147,T147,Ryan Moore,86,26.1,93902.0,100
148,T147,T147,Mark Wilson,66,26.1,62090.0,66
149,150,150,Graham DeLaet,70,26.2,125628.0,133
150,T151,T151,Aaron Baddeley,93,26.3,132474.0,140
151,T151,T151,Blayne Barber,84,26.3,117378.0,124
152,T153,T153,Derek Fathauer,94,26.4,120519.0,127
153,T153,T153,Whee Kim,82,26.4,120542.0,127
154,155,155,Scott Langley,65,26.5,95428.0,100
155,T156,T156,Jon Curran,99,26.6,72717.0,76
156,T156,T156,Michael Kim,100,26.6,120743.0,126
157,T156,T156,Rod Pampling,54,26.6,59346.0,62
158,T156,T156,Kevin Streelman,82,26.6,110962.0,116
159,160,160,Greg Owen,85,26.7,140191.0,146
160,161,161,Carlos Ortiz,79,26.8,126389.0,131
161,T162,T162,K.J. Choi,73,26.9,73522.0,76
162,T162,T162,Steve Marino,72,26.9,106416.0,110
163,164,164,Seung-Yul Noh,85,27.0,114493.0,118
164,165,165,Will MacKenzie,84,27.1,92780.0,95
165,166,166,Ernie Els,66,27.3,109954.0,112
166,T167,T167,Retief Goosen,55,27.5,85203.0,86
167,T167,T167,Hiroshi Iwata,85,27.5,125541.0,127
168,T167,T167,Kevin Kisner,97,27.5,130537.0,132
169,T167,T167,Vijay Singh,72,27.5,121955.0,123
170,171,171,Sergio Garcia,54,27.7,88608.0,89
171,T172,T172,Morgan Hoffmann,71,27.8,118229.0,118
172,T172,T172,Jeff Overton,69,27.8,109110.0,109
173,174,174,Chad Collins,73,27.9,86428.0,86
174,175,175,Steve Wheatcroft,85,28.2,139083.0,137
175,176,176,Peter Malnati,85,28.3,93853.0,92
176,177,177,Bryce Molder,80,28.7,95935.0,93
177,178,178,Derek Ernst,59,28.9,93512.0,90
178,179,179,Brendon Todd,66,29.1,72396.0,69
179,180,180,Ben Crane,80,29.5,93521.0,88
180,181,181,Hunter Mahan,61,30.2,114323.0,105
181,182,182,Rory Sabbatini,57,30.5,94310.0,86
182,183,183,Abraham Ancer,51,30.9,56712.0,51
183,184,184,Anirban Lahiri,72,31.9,107951.0,94
184,185,185,John Huh,86,32.0,152272.0,132
