,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
79,T80,T80,Chad Campbell,90,-.088
80,T80,T80,Sean O'Hair,89,-.088
81,82,82,Marc Leishman,89,-.087
82,T83,T83,Ernie Els,66,-.086
83,T83,T83,Scott Piercy,87,-.086
84,85,85,John Senden,88,-.085
85,86,86,Kevin Chappell,93,-.084
86,T87,T87,Jon Curran,99,-.083
87,T87,T87,Scott Stallings,74,-.083
88,T89,T89,Shane Lowry,57,-.082
89,T89,T89,Kyle Reifers,115,-.082
90,T91,T91,Billy Horschel,73,-.081
91,T91,T91,Freddie Jacobson,86,-.081
92,T91,T91,Harold Varner III,92,-.081
93,T94,T94,Jonas Blixt,79,-.080
94,T94,T94,Chris Stroud,82,-.080
95,T96,T96,Brendon de Jonge,83,-.079
96,T96,T96,Brian Harman,104,-.079
97,T96,T96,Kyle Stanley,92,-.079
98,T96,T96,Daniel Summerhays,99,-.079
99,100,100,Sung Kang,89,-.077
100,T101,T101,Keegan Bradley,82,-.076
101,T101,T101,Jamie Lovemark,91,-.076
102,T103,T103,Thomas Aiken,70,-.075
103,T103,T103,Luke Donald,81,-.075
104,T105,T105,Brendan Steele,88,-.074
105,T105,T105,Cameron Tringale,81,-.074
106,T107,T107,Tom Hoge,81,-.072
107,T107,T107,John Huh,86,-.072
108,T107,T107,Willy Wilcox,67,-.072
109,T110,T110,Harris English,97,-.071
110,T110,T110,Andres Gonzales,80,-.071
111,T110,T110,Mark Hubbard,101,-.071
112,T110,T110,Steve Marino,72,-.071
113,T114,T114,Rhein Gibson,58,-.070
114,T114,T114,Sam Saunders,69,-.070
115,T114,T114,Tyrone Van Aswegen,105,-.070
116,T114,T114,Camilo Villegas,83,-.070
117,T118,T118,Anirban Lahiri,72,-.068
118,T118,T118,Boo Weekley,83,-.068
119,T120,T120,Derek Fathauer,94,-.067
120,T120,T120,Michael Kim,100,-.067
121,T120,T120,Seung-Yul Noh,85,-.067
122,T120,T120,Rob Oppenheim,67,-.067
123,T124,T124,Andrew Landry,53,-.066
124,T124,T124,Wes Roach,59,-.066
125,126,126,Greg Owen,85,-.065
126,T127,T127,Jerry Kelly,76,-.064
127,T127,T127,Graeme McDowell,63,-.064
128,T129,T129,Scott Brown,88,-.063
129,T129,T129,Shawn Stefani,91,-.063
130,T129,T129,Brett Stegmaier,87,-.063
131,T132,T132,Stewart Cink,61,-.061
132,T132,T132,Whee Kim,82,-.061
133,T132,T132,Will MacKenzie,84,-.061
134,T135,T135,Jason Bohn,67,-.060
135,T135,T135,Martin Piller,59,-.060
136,T135,T135,Dicky Pride,55,-.060
137,T135,T135,Robert Streb,87,-.060
138,T135,T135,Kevin Streelman,82,-.060
139,T140,T140,Bronson Burgoon,83,-.059
140,T140,T140,Tony Finau,95,-.059
141,T140,T140,Padraig Harrington,54,-.059
142,T140,T140,Jeff Overton,69,-.059
143,T140,T140,Steve Wheatcroft,85,-.059
144,145,145,Brian Stuard,66,-.058
145,146,146,Hiroshi Iwata,85,-.057
146,T147,T147,Jim Herman,93,-.056
147,T147,T147,Rod Pampling,54,-.056
148,T147,T147,David Toms,62,-.056
149,T150,T150,Tyler Aldridge,83,-.055
150,T150,T150,Branden Grace,63,-.055
151,T150,T150,Luke List,79,-.055
152,T150,T150,Vijay Singh,72,-.055
153,T154,T154,Ben Crane,80,-.054
154,T154,T154,Derek Ernst,59,-.054
155,T154,T154,Morgan Hoffmann,71,-.054
156,T157,T157,Matt Jones,83,-.053
157,T157,T157,Peter Malnati,85,-.053
158,T157,T157,Francesco Molinari,64,-.053
159,160,160,Chad Collins,73,-.052
160,T161,T161,Zac Blair,99,-.048
161,T161,T161,J.J. Henry,68,-.048
162,T161,T161,Scott Pinckney,87,-.048
163,164,164,Graham DeLaet,70,-.046
164,T165,T165,Abraham Ancer,51,-.045
165,T165,T165,James Hahn,85,-.045
166,T165,T165,Geoff Ogilvy,63,-.045
167,168,168,Cameron Smith,73,-.043
168,T169,T169,Colt Knost,90,-.042
169,T169,T169,Vaughn Taylor,72,-.042
170,171,171,D.A. Points,55,-.040
171,172,172,Scott Langley,65,-.039
172,173,173,D.H. Lee,61,-.034
173,T174,T174,Jason Gore,78,-.033
174,T174,T174,George McNeill,51,-.033
175,T174,T174,Carlos Ortiz,79,-.033
176,177,177,Hunter Mahan,61,-.021
177,178,178,Ángel Cabrera,62,-.018
178,179,179,Erik Compton,65,-.016
179,180,180,Mark Wilson,66,-.013
180,181,181,Ken Duke,58,-.002
181,182,182,Brendon Todd,66,E
182,183,183,Steven Bowditch,71,+.022
183,184,184,Robert Allenby,51,+.023
184,185,185,Rory Sabbatini,57,+.038
