,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
120,121,121,Anirban Lahiri,72,+.142
121,T122,T122,Jerry Kelly,76,+.143
122,T122,T122,Brett Stegmaier,87,+.143
123,124,124,Roberto Castro,97,+.144
124,125,125,Jim Furyk,52,+.148
125,T126,T126,Tom Hoge,81,+.150
126,T126,T126,Chez Reavie,90,+.150
127,128,128,Derek Ernst,59,+.152
128,129,129,Jim Herman,93,+.154
129,130,130,Rod Pampling,54,+.156
130,131,131,Mark Hubbard,101,+.159
131,T132,T132,Russell Knox,92,+.160
132,T132,T132,Ryan Moore,86,+.160
133,T132,T132,Dicky Pride,55,+.160
134,T135,T135,Rob Oppenheim,67,+.161
135,T135,T135,Cameron Tringale,81,+.161
136,137,137,Zach Johnson,90,+.165
137,T138,T138,Jonas Blixt,79,+.167
138,T138,T138,Retief Goosen,55,+.167
139,T138,T138,Jeff Overton,69,+.167
140,T141,T141,Troy Merritt,77,+.168
141,T141,T141,Nick Taylor,83,+.168
142,T141,T141,Dawie van der Walt,72,+.168
143,T144,T144,Michael Thompson,71,+.170
144,T144,T144,Camilo Villegas,83,+.170
145,T146,T146,Shane Lowry,57,+.172
146,T146,T146,Sam Saunders,69,+.172
147,T148,T148,Morgan Hoffmann,71,+.173
148,T148,T148,Chris Stroud,82,+.173
149,T150,T150,Hiroshi Iwata,85,+.174
150,T150,T150,Kelly Kraft,63,+.174
151,T150,T150,Kyle Stanley,92,+.174
152,153,153,Zac Blair,99,+.175
153,154,154,Matt Kuchar,100,+.177
154,155,155,Bronson Burgoon,83,+.179
155,156,156,Robert Allenby,51,+.181
156,157,157,Sean O'Hair,89,+.182
157,158,158,Alex Cejka,71,+.183
158,159,159,Danny Lee,93,+.184
159,T160,T160,K.J. Choi,73,+.190
160,T160,T160,Erik Compton,65,+.190
161,162,162,Freddie Jacobson,86,+.191
162,163,163,Jason Bohn,67,+.193
163,T164,T164,Abraham Ancer,51,+.194
164,T164,T164,Blayne Barber,84,+.194
165,166,166,Patton Kizzire,93,+.197
166,T167,T167,Emiliano Grillo,93,+.200
167,T167,T167,Steve Marino,72,+.200
168,169,169,David Hearn,95,+.204
169,170,170,Tyler Aldridge,83,+.210
170,171,171,Wes Roach,59,+.211
171,T172,T172,Fabián Gómez,82,+.212
172,T172,T172,Brendon Todd,66,+.212
173,174,174,Adam Hadwin,93,+.213
174,175,175,Whee Kim,82,+.221
175,176,176,Peter Malnati,85,+.225
176,177,177,Kevin Kisner,97,+.226
177,178,178,Jon Curran,99,+.230
178,179,179,Henrik Norlander,71,+.241
179,180,180,Cameron Smith,73,+.261
180,181,181,David Lingmerth,84,+.271
181,182,182,George McNeill,51,+.273
182,183,183,D.H. Lee,61,+.276
183,184,184,Graeme McDowell,63,+.295
184,185,185,Steven Bowditch,71,+.311
