,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
32,33,33,Chris Stroud,82,1663,15028210.0,2.51
33,34,34,Michael Kim,100,1666,17810470.0,2.97
34,35,35,Tom Hoge,81,1667,13325410.0,2.22
35,T36,T36,Kelly Kraft,63,1668,9909550.0,1.65
36,T36,T36,Steve Stricker,53,1668,9667030.0,1.61
37,38,38,Ernie Els,66,1669,11472940.0,1.91
38,39,39,Dustin Johnson,87,1674,18017750.0,2.99
39,40,40,Brian Harman,104,1675,19962580.0,3.31
40,T41,T41,Seung-Yul Noh,85,1676,14959810.0,2.48
41,T41,T41,Michael Thompson,71,1676,12491900.0,2.07
42,T43,T43,Hunter Mahan,61,1678,9786040.0,1.62
43,T43,T43,George McNeill,51,1678,8516950.0,1.41
44,T45,T45,Russell Henley,76,1679,15109820.0,2.5
45,T45,T45,Ryan Moore,86,1679,15168790.0,2.51
46,47,47,Hudson Swafford,104,1681,21609590.0,3.57
47,T48,T48,Ricky Barnes,97,1682,18412080.0,3.04
48,T48,T48,David Hearn,95,1682,17318220.0,2.86
49,50,50,Geoff Ogilvy,63,1684,9943490.0,1.64
50,T51,T51,Zac Blair,99,1686,15785620.0,2.6
51,T51,T51,Matt Kuchar,100,1686,19001370.0,3.13
52,T53,T53,Scott Brown,88,1688,14521500.0,2.39
53,T53,T53,Stewart Cink,61,1688,10029570.0,1.65
54,55,55,Robert Allenby,51,1689,6446240.0,1.06
55,56,56,Alex Cejka,71,1691,11323950.0,1.86
56,T57,T57,Luke Guthrie,57,1692,9684510.0,1.59
57,T57,T57,Kevin Streelman,82,1692,13766540.0,2.26
58,59,59,Wes Roach,59,1693,9570990.0,1.57
59,T60,T60,Ryan Palmer,86,1694,19448970.0,3.19
60,T60,T60,Brandt Snedeker,93,1694,17682440.0,2.9
61,62,62,Vijay Singh,72,1695,14276830.0,2.34
62,T63,T63,Kevin Kisner,97,1696,16970240.0,2.78
63,T63,T63,Kyle Stanley,92,1696,16975020.0,2.78
64,65,65,Hideki Matsuyama,76,1697,15031520.0,2.46
65,66,66,Chesson Hadley,81,1698,14794200.0,2.42
66,T67,T67,Jim Herman,93,1699,13765480.0,2.25
67,T67,T67,Rod Pampling,54,1699,6848480.0,1.12
68,69,69,Roberto Castro,97,1700,19587070.0,3.2
69,70,70,Jerry Kelly,76,1701,11571440.0,1.89
70,71,71,Tyrone Van Aswegen,105,1703,17600400.0,2.87
71,T72,T72,Kevin Na,96,1705,15957570.0,2.6
72,T72,T72,Cameron Tringale,81,1705,15404920.0,2.51
73,74,74,Jeff Overton,69,1706,11548540.0,1.88
74,T75,T75,Morgan Hoffmann,71,1707,13702520.0,2.23
75,T75,T75,D.H. Lee,61,1707,9278250.0,1.51
76,77,77,Blayne Barber,84,1709,16613940.0,2.7
77,78,78,Steve Marino,72,1713,12210780.0,1.98
78,79,79,Bill Haas,86,1714,12645940.0,2.05
79,80,80,Thomas Aiken,70,1715,10249390.0,1.66
80,81,81,Webb Simpson,70,1716,13897270.0,2.25
81,T82,T82,Mark Hubbard,101,1718,17563850.0,2.84
82,T82,T82,Jamie Lovemark,91,1718,19787660.0,3.2
83,T84,T84,Chris Kirk,90,1719,16952980.0,2.74
84,T84,T84,Shane Lowry,57,1719,7922710.0,1.28
85,86,86,Sam Saunders,69,1723,11286230.0,1.82
86,87,87,James Hahn,85,1725,14780450.0,2.38
87,88,88,Luke Donald,81,1726,11743530.0,1.89
88,89,89,Nick Taylor,83,1727,14173880.0,2.28
89,90,90,David Lingmerth,84,1728,13188520.0,2.12
90,91,91,Freddie Jacobson,86,1729,16186310.0,2.6
91,T92,T92,Greg Owen,85,1730,14449010.0,2.32
92,T92,T92,Johnson Wagner,86,1730,17559030.0,2.82
93,T94,T94,Keegan Bradley,82,1731,14329480.0,2.3
94,T94,T94,Spencer Levin,104,1731,17761750.0,2.85
95,T94,T94,Chez Reavie,90,1731,16888940.0,2.71
96,T97,T97,Lucas Glover,75,1732,15652040.0,2.51
97,T97,T97,Hiroshi Iwata,85,1732,13152980.0,2.11
98,T97,T97,Carlos Ortiz,79,1732,13218350.0,2.12
99,T100,T100,Erik Compton,65,1733,9544750.0,1.53
100,T100,T100,Brendon de Jonge,83,1733,13409740.0,2.15
101,T100,T100,Patrick Reed,105,1733,19215480.0,3.08
102,103,103,Henrik Norlander,71,1734,11675020.0,1.87
103,104,104,Russell Knox,92,1737,14444770.0,2.31
104,105,105,Andres Gonzales,80,1738,14077730.0,2.25
105,106,106,Rory Sabbatini,57,1739,7387400.0,1.18
106,T107,T107,Patton Kizzire,93,1741,17174600.0,2.74
107,T107,T107,Boo Weekley,83,1741,16668980.0,2.66
108,T109,T109,William McGirt,98,1742,20449260.0,3.26
109,T109,T109,Dawie van der Walt,72,1742,12102670.0,1.93
110,T111,T111,Charley Hoffman,91,1745,16269900.0,2.59
111,T111,T111,Steve Wheatcroft,85,1745,15013340.0,2.39
112,113,113,Kyle Reifers,115,1746,20612060.0,3.28
113,114,114,Jason Day,76,1747,15596110.0,2.48
114,T115,T115,Si Woo Kim,113,1748,22975030.0,3.65
115,T115,T115,Brett Stegmaier,87,1748,16234720.0,2.58
116,117,117,Harris English,97,1749,16242740.0,2.58
117,118,118,Whee Kim,82,1750,13290770.0,2.11
118,119,119,Emiliano Grillo,93,1752,18097030.0,2.87
119,T120,T120,Charles Howell III,91,1757,18912380.0,2.99
120,T120,T120,Francesco Molinari,64,1757,12398700.0,1.96
121,122,122,Shawn Stefani,91,1758,15189510.0,2.4
122,T123,T123,J.J. Henry,68,1759,11147850.0,1.76
123,T123,T123,Troy Merritt,77,1759,14948430.0,2.36
124,T123,T123,Scott Pinckney,87,1759,16082630.0,2.54
125,T123,T123,Camilo Villegas,83,1759,14694350.0,2.32
126,127,127,Jordan Spieth,80,1760,16222580.0,2.56
127,128,128,Ben Martin,92,1761,19463940.0,3.07
128,129,129,Graham DeLaet,70,1762,14146690.0,2.23
129,T130,T130,Bronson Burgoon,83,1763,13391990.0,2.11
130,T130,T130,Billy Horschel,73,1763,13962140.0,2.2
131,132,132,Robert Streb,87,1764,13847380.0,2.18
132,133,133,Adam Scott,79,1766,15254580.0,2.4
133,134,134,Chad Collins,73,1768,13047400.0,2.05
134,T135,T135,Jonas Blixt,79,1769,16239360.0,2.55
135,T135,T135,Sean O'Hair,89,1769,20637050.0,3.24
136,T137,T137,J.B. Holmes,77,1771,16002020.0,2.51
137,T137,T137,Scott Piercy,87,1771,14857430.0,2.33
138,139,139,Graeme McDowell,63,1773,9829450.0,1.54
139,T140,T140,Aaron Baddeley,93,1774,16925780.0,2.65
140,T140,T140,Patrick Rodgers,89,1774,17246120.0,2.7
141,T140,T140,Bubba Watson,72,1774,13027370.0,2.04
142,T140,T140,Willy Wilcox,67,1774,12641510.0,1.98
143,144,144,Derek Ernst,59,1775,9074160.0,1.42
144,145,145,Fabián Gómez,82,1777,16955040.0,2.65
145,146,146,Justin Thomas,99,1778,17983100.0,2.81
146,147,147,Steven Bowditch,71,1780,11021730.0,1.72
147,148,148,Brendan Steele,88,1781,15390520.0,2.4
148,T149,T149,John Huh,86,1783,16883170.0,2.63
149,T149,T149,Smylie Kaufman,91,1783,18098770.0,2.82
150,T151,T151,Chad Campbell,90,1784,17665980.0,2.75
151,T151,T151,Robert Garrigus,69,1784,14703890.0,2.29
152,T151,T151,Anirban Lahiri,72,1784,10980480.0,1.71
153,154,154,Retief Goosen,55,1786,10737640.0,1.67
154,155,155,Scott Stallings,74,1787,13636490.0,2.12
155,156,156,Branden Grace,63,1789,9207270.0,1.43
156,157,157,Sung Kang,89,1793,16133230.0,2.5
157,T158,T158,Brooks Koepka,75,1797,16950480.0,2.62
158,T158,T158,Andrew Loupe,75,1797,17211340.0,2.66
159,T158,T158,Daniel Summerhays,99,1797,19150260.0,2.96
160,161,161,Padraig Harrington,54,1799,9781410.0,1.51
161,162,162,Martin Laird,82,1800,16786180.0,2.59
162,163,163,Kevin Chappell,93,1801,18671210.0,2.88
163,T164,T164,Jason Kokrak,89,1802,17842000.0,2.75
164,T164,T164,Louis Oosthuizen,63,1802,9797100.0,1.51
165,166,166,Daniel Berger,92,1803,17974840.0,2.77
166,167,167,Jhonattan Vegas,97,1805,19749670.0,3.04
167,T168,T168,Matt Jones,83,1806,13653360.0,2.1
168,T168,T168,Marc Leishman,89,1806,15019040.0,2.31
169,170,170,Danny Lee,93,1807,17111930.0,2.63
170,171,171,Harold Varner III,92,1810,19092890.0,2.93
171,172,172,Jimmy Walker,85,1811,19236390.0,2.95
172,173,173,Scott Langley,65,1813,10572180.0,1.62
173,174,174,Adam Hadwin,93,1814,22069830.0,3.38
174,175,175,Gary Woodland,95,1818,19045320.0,2.91
175,176,176,Charl Schwartzel,73,1820,14609120.0,2.23
176,177,177,Paul Casey,77,1829,13955950.0,2.12
177,178,178,Rory McIlroy,69,1832,14576310.0,2.21
178,179,179,Luke List,79,1844,16128160.0,2.43
179,180,180,Rickie Fowler,80,1846,16684670.0,2.51
180,181,181,Phil Mickelson,75,1849,15912860.0,2.39
181,182,182,Tony Finau,95,1871,19057760.0,2.83
182,183,183,Ángel Cabrera,62,1897,10449060.0,1.53
183,184,184,Sergio Garcia,54,1908,8036730.0,1.17
184,185,185,Justin Rose,65,1912,13354440.0,1.94
