,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
67,T67,T67,Jamie Lovemark,91,164.3,8688505.0,1469
68,T67,T67,Carlos Ortiz,79,164.3,6335836.0,1071
69,T67,T67,Patrick Reed,105,164.3,8243178.0,1394
70,T67,T67,Bubba Watson,72,164.3,5369776.0,908
71,T72,T72,Derek Ernst,59,164.4,4528773.0,765
72,T72,T72,Charley Hoffman,91,164.4,7382305.0,1247
73,T72,T72,Martin Laird,82,164.4,7397602.0,1250
74,T75,T75,Zach Johnson,90,164.5,7728688.0,1305
75,T75,T75,Colt Knost,90,164.5,7401479.0,1250
76,T75,T75,Sean O'Hair,89,164.5,8876295.0,1499
77,T78,T78,Jon Curran,99,164.6,8896793.0,1501
78,T78,T78,Louis Oosthuizen,63,164.6,4450774.0,751
79,T78,T78,Rob Oppenheim,67,164.6,5303781.0,895
80,T78,T78,D.A. Points,55,164.6,4135170.0,698
81,T82,T82,K.J. Choi,73,164.7,6970882.0,1176
82,T82,T82,Lucas Glover,75,164.7,7069021.0,1192
83,T82,T82,James Hahn,85,164.7,7312138.0,1233
84,T82,T82,Matt Kuchar,100,164.7,8169077.0,1378
85,T82,T82,Greg Owen,85,164.7,7191222.0,1213
86,T82,T82,Boo Weekley,83,164.7,7482747.0,1262
87,T88,T88,Freddie Jacobson,86,164.8,7505578.0,1265
88,T88,T88,Si Woo Kim,113,164.8,10402224.0,1753
89,T88,T88,Scott Pinckney,87,164.8,7521653.0,1268
90,T88,T88,Patrick Rodgers,89,164.8,7544400.0,1272
91,T88,T88,Sam Saunders,69,164.8,5387352.0,908
92,T88,T88,Steve Wheatcroft,85,164.8,7367426.0,1242
93,T94,T94,Bronson Burgoon,83,164.9,6795865.0,1145
94,T94,T94,Jim Herman,93,164.9,7403094.0,1247
95,T94,T94,Johnson Wagner,86,164.9,8071412.0,1360
96,T97,T97,Jason Day,76,165.0,5719735.0,963
97,T97,T97,Brandt Snedeker,93,165.0,7832680.0,1319
98,T99,T99,Brendon de Jonge,83,165.1,6858246.0,1154
99,T99,T99,Jordan Spieth,80,165.1,6159354.0,1036
100,T99,T99,Steve Stricker,53,165.1,4756040.0,800
101,T99,T99,Mark Wilson,66,165.1,5848789.0,984
102,T103,T103,Bill Haas,86,165.2,6817406.0,1146
103,T103,T103,Henrik Norlander,71,165.2,5525960.0,929
104,105,105,Harold Varner III,92,165.3,8355921.0,1404
105,T106,T106,Ben Crane,80,165.4,6919185.0,1162
106,T106,T106,Kevin Kisner,97,165.4,7699734.0,1293
107,T106,T106,Chris Stroud,82,165.4,7371000.0,1238
108,T106,T106,Justin Thomas,99,165.4,7956499.0,1336
109,T106,T106,Tyrone Van Aswegen,105,165.4,9262897.0,1556
110,T111,T111,Robert Garrigus,69,165.5,5725856.0,961
111,T111,T111,Brooks Koepka,75,165.5,6375936.0,1070
112,T113,T113,Spencer Levin,104,165.7,8721171.0,1462
113,T113,T113,David Lingmerth,84,165.7,6401887.0,1073
114,T113,T113,John Senden,88,165.7,8327184.0,1396
115,T113,T113,Vijay Singh,72,165.7,6907804.0,1158
116,T117,T117,Zac Blair,99,165.9,8629760.0,1445
117,T117,T117,Harris English,97,165.9,7674010.0,1285
118,T117,T117,Chez Reavie,90,165.9,8112381.0,1358
119,T117,T117,Brian Stuard,66,165.9,6397714.0,1071
120,T121,T121,Keegan Bradley,82,166.1,6731509.0,1126
121,T121,T121,Chad Collins,73,166.1,6829424.0,1142
122,T123,T123,Thomas Aiken,70,166.2,5128863.0,857
123,T123,T123,Jason Bohn,67,166.2,6288187.0,1051
124,T123,T123,Roberto Castro,97,166.2,9424528.0,1575
125,T123,T123,Chris Kirk,90,166.2,7931938.0,1326
126,T123,T123,Ben Martin,92,166.2,8516001.0,1423
127,T123,T123,Francesco Molinari,64,166.2,6127529.0,1024
128,T123,T123,Scott Stallings,74,166.2,6605412.0,1104
129,T130,T130,Luke Donald,81,166.3,6303093.0,1053
130,T130,T130,Matt Jones,83,166.3,6596744.0,1102
131,T130,T130,Scott Langley,65,166.3,5676412.0,948
132,T130,T130,Kyle Reifers,115,166.3,10299025.0,1720
133,T130,T130,Rory Sabbatini,57,166.3,4184179.0,699
134,T130,T130,Brendan Steele,88,166.3,7269812.0,1214
135,T136,T136,Retief Goosen,55,166.5,5124030.0,855
136,T136,T136,Whee Kim,82,166.5,6918522.0,1154
137,138,138,Cameron Tringale,81,166.6,7504040.0,1251
138,T139,T139,George McNeill,51,166.7,4934403.0,822
139,T139,T139,Troy Merritt,77,166.7,6944346.0,1157
140,T141,T141,Mark Hubbard,101,166.8,8876898.0,1478
141,T141,T141,Jason Kokrak,89,166.8,7939470.0,1322
142,143,143,Hiroshi Iwata,85,166.9,7016243.0,1168
143,144,144,Patton Kizzire,93,167.1,7962482.0,1324
144,145,145,Scott Piercy,87,167.2,6899244.0,1146
145,T146,T146,Aaron Baddeley,93,167.3,7938247.0,1318
146,T146,T146,Tony Finau,95,167.3,8201617.0,1362
147,T146,T146,Jeff Overton,69,167.3,6252649.0,1038
148,T149,T149,Chad Campbell,90,167.4,8541541.0,1417
149,T149,T149,Marc Leishman,89,167.4,6979456.0,1158
150,T149,T149,Ryan Moore,86,167.4,6996244.0,1161
151,152,152,Adam Scott,79,167.5,6023606.0,999
152,T153,T153,Adam Hadwin,93,167.6,9374421.0,1554
153,T153,T153,Rory McIlroy,69,167.6,5121121.0,849
154,T155,T155,Jonas Blixt,79,167.7,7185493.0,1190
155,T155,T155,Emiliano Grillo,93,167.7,7865215.0,1303
156,T155,T155,Luke List,79,167.7,7013366.0,1162
157,T158,T158,Kevin Chappell,93,167.8,8441295.0,1397
158,T158,T158,Graham DeLaet,70,167.8,6284045.0,1040
159,T160,T160,Jim Furyk,52,167.9,4781140.0,791
160,T160,T160,Webb Simpson,70,167.9,6249882.0,1034
161,T160,T160,Jimmy Walker,85,167.9,7578552.0,1254
162,T160,T160,Willy Wilcox,67,167.9,6148238.0,1017
163,164,164,Sung Kang,89,168.1,7883797.0,1303
164,T165,T165,Fabián Gómez,82,168.2,7872681.0,1300
165,T165,T165,Charl Schwartzel,73,168.2,6078121.0,1004
166,167,167,William McGirt,98,168.4,9563945.0,1578
167,168,168,Hideki Matsuyama,76,168.6,6277083.0,1034
168,T169,T169,Rickie Fowler,80,168.7,6919238.0,1139
169,T169,T169,Gary Woodland,95,168.7,8348451.0,1375
170,T171,T171,Padraig Harrington,54,168.9,4754921.0,782
171,T171,T171,Phil Mickelson,75,168.9,6383788.0,1050
172,173,173,Ángel Cabrera,62,169.0,5215062.0,857
173,T174,T174,Daniel Berger,92,169.1,7799577.0,1281
174,T174,T174,Graeme McDowell,63,169.1,4889712.0,803
175,T174,T174,Jhonattan Vegas,97,169.1,8705251.0,1430
176,T177,T177,John Huh,86,169.3,8489252.0,1393
177,T177,T177,Daniel Summerhays,99,169.3,8594839.0,1410
178,179,179,Anirban Lahiri,72,169.4,5212799.0,855
179,180,180,Billy Horschel,73,169.6,6112683.0,1001
180,181,181,Danny Lee,93,170.1,7629305.0,1246
181,182,182,Kevin Na,96,170.2,7559218.0,1234
182,183,183,Paul Casey,77,170.6,6244454.0,1017
183,184,184,Justin Rose,65,170.9,5378453.0,874
184,185,185,Sergio Garcia,54,173.2,3434995.0,551
