,Average_Distance_to_Hole_After_Tee_Shot_RANK THIS WEEK,Average_Distance_to_Hole_After_Tee_Shot_RANK LAST WEEK,Average_Distance_to_Hole_After_Tee_Shot_PLAYER NAME,Average_Distance_to_Hole_After_Tee_Shot_ROUNDS,Average_Distance_to_Hole_After_Tee_Shot_AVG,Average_Distance_to_Hole_After_Tee_Shot_TOTAL DIST AFTER TEE SHOT,Average_Distance_to_Hole_After_Tee_Shot_TOTAL TEE SHOTS
69,T70,T70,Matt Jones,83,173.9,5346096.0,854
70,T70,T70,Kevin Kisner,97,173.9,6397415.0,1022
71,T72,T72,Scott Brown,88,174.0,5993424.0,957
72,T72,T72,Shawn Stefani,91,174.0,6639372.0,1060
73,T74,T74,Martin Piller,59,174.1,3991652.0,637
74,T74,T74,Sam Saunders,69,174.1,4381229.0,699
75,T76,T76,Emiliano Grillo,93,174.2,6339562.0,1011
76,T76,T76,Tom Hoge,81,174.2,5442401.0,868
77,T76,T76,Webb Simpson,70,174.2,5017182.0,800
78,79,79,Daniel Berger,92,174.4,6202400.0,988
79,80,80,Rod Pampling,54,174.6,3224070.0,513
80,81,81,Vijay Singh,72,175.0,5652242.0,897
81,82,82,Sung Kang,89,175.1,6323313.0,1003
82,T83,T83,Paul Casey,77,175.2,4994362.0,792
83,T83,T83,Branden Grace,63,175.2,3652903.0,579
84,T83,T83,Johnson Wagner,86,175.2,6641983.0,1053
85,86,86,Willy Wilcox,67,175.3,4941832.0,783
86,87,87,Phil Mickelson,75,175.4,5108366.0,809
87,88,88,Henrik Norlander,71,175.5,4580138.0,725
88,T89,T89,Hideki Matsuyama,76,175.6,5121361.0,810
89,T89,T89,Louis Oosthuizen,63,175.6,3654325.0,578
90,91,91,Marc Leishman,89,175.7,5693023.0,900
91,T92,T92,J.J. Henry,68,175.8,5317643.0,840
92,T92,T92,Whee Kim,82,175.8,5694845.0,900
93,94,94,Alex Cejka,71,175.9,4470418.0,706
94,T95,T95,Tyler Aldridge,83,176.0,5835180.0,921
95,T95,T95,Kyle Stanley,92,176.0,6798717.0,1073
96,97,97,Brian Harman,104,176.1,7987117.0,1260
97,98,98,Robert Streb,87,176.2,5701390.0,899
98,99,99,Kevin Chappell,93,176.3,6849799.0,1079
99,T100,T100,Adam Hadwin,93,176.4,7647594.0,1204
100,T100,T100,Padraig Harrington,54,176.4,3803354.0,599
101,T100,T100,Matt Kuchar,100,176.4,6783857.0,1068
102,103,103,Geoff Ogilvy,63,176.5,4364169.0,687
103,T104,T104,Derek Fathauer,94,176.6,6553758.0,1031
104,T104,T104,Jason Gore,78,176.6,5161270.0,812
105,106,106,Hiroshi Iwata,85,176.7,5775814.0,908
106,T107,T107,Blayne Barber,84,176.8,6493321.0,1020
107,T107,T107,James Hahn,85,176.8,6083898.0,956
108,109,109,Steve Wheatcroft,85,176.9,6145158.0,965
109,T110,T110,Troy Merritt,77,177.0,5729643.0,899
110,T110,T110,Chris Stroud,82,177.0,6071204.0,953
111,T112,T112,Chad Campbell,90,177.1,6986530.0,1096
112,T112,T112,Luke Guthrie,57,177.1,3915307.0,614
113,T112,T112,Jim Herman,93,177.1,6178746.0,969
114,T115,T115,Bill Haas,86,177.4,5676198.0,889
115,T115,T115,Russell Knox,92,177.4,5746607.0,900
116,T115,T115,Jeff Overton,69,177.4,5114802.0,801
117,T115,T115,Daniel Summerhays,99,177.4,6953706.0,1089
118,119,119,John Senden,88,177.5,6915716.0,1082
119,120,120,Ricky Barnes,97,177.6,7021366.0,1098
120,T121,T121,Cameron Smith,73,177.8,4032212.0,630
121,T121,T121,Kevin Streelman,82,177.8,5562501.0,869
122,123,123,Will MacKenzie,84,177.9,5854893.0,914
123,124,124,Tyrone Van Aswegen,105,178.0,7638247.0,1192
124,T125,T125,Thomas Aiken,70,178.1,4270588.0,666
125,T125,T125,Abraham Ancer,51,178.1,3384551.0,528
126,T125,T125,Aaron Baddeley,93,178.1,6495734.0,1013
127,T125,T125,David Lingmerth,84,178.1,5374285.0,838
128,T129,T129,Anirban Lahiri,72,178.2,4239996.0,661
129,T129,T129,Ben Martin,92,178.2,7095125.0,1106
130,T131,T131,Jonas Blixt,79,178.3,5892249.0,918
131,T131,T131,Chez Reavie,90,178.3,6757988.0,1053
132,133,133,Billy Horschel,73,178.4,4976387.0,775
133,T134,T134,Brendon de Jonge,83,178.6,5762458.0,896
134,T134,T134,Michael Kim,100,178.6,7573837.0,1178
135,T134,T134,Vaughn Taylor,72,178.6,5947319.0,925
136,137,137,Danny Lee,93,178.7,6252961.0,972
137,138,138,Fabián Gómez,82,178.9,6549098.0,1017
138,139,139,William McGirt,98,179.1,7925483.0,1229
139,T140,T140,Erik Compton,65,179.2,4411432.0,684
140,T140,T140,Chris Kirk,90,179.2,6652657.0,1031
141,142,142,Patton Kizzire,93,179.4,6580952.0,1019
142,T143,T143,Francesco Molinari,64,179.6,5119576.0,792
143,T143,T143,Camilo Villegas,83,179.6,6277414.0,971
144,145,145,Scott Langley,65,179.8,4763240.0,736
145,146,146,Retief Goosen,55,179.9,4210116.0,650
146,T147,T147,Stuart Appleby,71,180.2,5930096.0,914
147,T147,T147,D.H. Lee,61,180.2,4099250.0,632
148,T147,T147,Kyle Reifers,115,180.2,8603009.0,1326
149,150,150,Tim Wilkinson,72,180.5,4482763.0,690
150,151,151,Roberto Castro,97,180.6,7968885.0,1226
151,152,152,Robert Allenby,51,180.8,3664080.0,563
152,T153,T153,Ken Duke,58,180.9,4324559.0,664
153,T153,T153,Peter Malnati,85,180.9,6650210.0,1021
154,155,155,Jerry Kelly,76,181.0,5414793.0,831
155,156,156,D.A. Points,55,181.4,3533596.0,541
156,157,157,Ryan Moore,86,181.5,5868289.0,898
157,T158,T158,Zach Johnson,90,181.7,6621368.0,1012
158,T158,T158,Graeme McDowell,63,181.7,4088371.0,625
159,160,160,Freddie Jacobson,86,182.1,6437421.0,982
160,161,161,Spencer Levin,104,182.4,7472893.0,1138
161,162,162,Mark Hubbard,101,182.5,7503257.0,1142
162,163,163,Dicky Pride,55,182.9,3740063.0,568
163,T164,T164,Jason Bohn,67,183.4,5408705.0,819
164,T164,T164,George McNeill,51,183.4,4159345.0,630
165,166,166,Brendon Todd,66,183.6,4870904.0,737
166,167,167,Bryce Molder,80,183.7,6151402.0,930
167,168,168,John Huh,86,183.8,7171975.0,1084
168,169,169,Ben Crane,80,184.4,5993680.0,903
169,170,170,Chad Collins,73,184.7,5858728.0,881
170,171,171,Rob Oppenheim,67,184.9,4618809.0,694
171,172,172,Mark Wilson,66,185.0,5027374.0,755
172,173,173,David Hearn,95,185.1,7530749.0,1130
173,174,174,Jim Furyk,52,185.2,4079691.0,612
174,175,175,Cameron Tringale,81,185.7,6464510.0,967
175,176,176,Billy Hurley III,66,185.9,5473157.0,818
176,177,177,Luke Donald,81,186.0,5418500.0,809
177,T178,T178,Zac Blair,99,186.4,7583782.0,1130
178,T178,T178,Steve Stricker,53,186.4,4153871.0,619
179,180,180,Kevin Na,96,186.5,6424222.0,957
180,181,181,Brian Stuard,66,186.9,5637377.0,838
181,182,182,Colt Knost,90,188.9,6617160.0,973
182,183,183,K.J. Choi,73,189.5,6193411.0,908
183,184,184,David Toms,62,189.8,5130712.0,751
184,185,185,Jon Curran,99,190.9,7952715.0,1157
