,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
28,29,29,Webb Simpson,70,26.61,29,109,-29,29 Under
29,30,30,Keegan Bradley,82,26.56,34,128,-34,34 Under
30,31,31,Scott Pinckney,87,26.49,40,151,-39,39 Under
31,32,32,Bronson Burgoon,83,26.36,34,129,-34,34 Under
32,T33,T33,Ben Martin,92,26.17,39,149,-47,47 Under
33,T33,T33,Brendan Steele,88,26.17,39,149,-39,39 Under
34,35,35,Camilo Villegas,83,25.89,29,112,-34,34 Under
35,36,36,Sam Saunders,69,25.81,24,93,-28,28 Under
36,37,37,Tyler Aldridge,83,25.49,26,102,-26,26 Under
37,38,38,Seung-Yul Noh,85,25.42,30,118,-31,31 Under
38,39,39,Jordan Spieth,80,25.41,31,122,-32,32 Under
39,40,40,Kelly Kraft,63,25.3,21,83,-23,23 Under
40,41,41,Jason Dufner,105,25.2,32,127,-35,35 Under
41,42,42,Chad Campbell,90,25.17,36,143,-31,31 Under
42,T43,T43,Sung Kang,89,25.0,36,144,-41,41 Under
43,T43,T43,Si Woo Kim,113,25.0,55,220,-60,60 Under
44,45,45,Steve Wheatcroft,85,24.82,34,137,-31,31 Under
45,46,46,Graham DeLaet,70,24.81,33,133,-35,35 Under
46,47,47,Patton Kizzire,93,24.64,34,138,-34,34 Under
47,48,48,Zac Blair,99,24.55,27,110,-25,25 Under
48,49,49,Zach Johnson,90,24.51,25,102,-25,25 Under
49,50,50,Lucas Glover,75,24.46,34,139,-30,30 Under
50,51,51,Patrick Reed,105,24.4,41,168,-46,46 Under
51,52,52,Brooks Koepka,75,24.36,38,156,-38,38 Under
52,53,53,Mark Hubbard,101,24.29,34,140,-36,36 Under
53,54,54,Patrick Rodgers,89,24.28,42,173,-48,48 Under
54,55,55,David Hearn,95,24.21,23,95,-28,28 Under
55,T56,T56,Scott Piercy,87,24.11,34,141,-36,36 Under
56,T56,T56,Tyrone Van Aswegen,105,24.11,34,141,-27,27 Under
57,T58,T58,Andres Gonzales,80,23.93,28,117,-29,29 Under
58,T58,T58,Russell Henley,76,23.93,28,117,-29,29 Under
59,60,60,Bill Haas,86,23.89,27,113,-26,26 Under
60,61,61,Brian Stuard,66,23.88,16,67,-15,15 Under
61,T62,T62,David Lingmerth,84,23.81,25,105,-27,27 Under
62,T62,T62,Graeme McDowell,63,23.81,20,84,-20,20 Under
63,64,64,Rickie Fowler,80,23.78,39,164,-42,42 Under
64,65,65,Dawie van der Walt,72,23.76,24,101,-25,25 Under
65,66,66,Geoff Ogilvy,63,23.71,23,97,-25,25 Under
66,67,67,K.J. Choi,73,23.68,18,76,-23,23 Under
67,68,68,Ángel Cabrera,62,23.64,26,110,-26,26 Under
68,69,69,Troy Merritt,77,23.53,28,119,-28,28 Under
69,70,70,Blayne Barber,84,23.39,29,124,-28,28 Under
70,71,71,Louis Oosthuizen,63,23.29,17,73,-20,20 Under
71,72,72,Jason Day,76,23.24,33,142,-39,39 Under
72,T73,T73,Andrew Landry,53,23.21,13,56,-16,16 Under
73,T73,T73,Kevin Na,96,23.21,26,112,-27,27 Under
74,T73,T73,D.A. Points,55,23.21,13,56,-10,10 Under
75,76,76,James Hahn,85,23.14,28,121,-28,28 Under
76,77,77,Daniel Berger,92,22.98,37,161,-36,36 Under
77,78,78,Jhonattan Vegas,97,22.6,47,208,-54,54 Under
78,79,79,Smylie Kaufman,91,22.41,39,174,-40,40 Under
79,80,80,Shawn Stefani,91,22.39,30,134,-32,32 Under
80,81,81,Jason Gore,78,22.34,21,94,-22,22 Under
81,82,82,Charl Schwartzel,73,22.31,27,121,-29,29 Under
82,83,83,Brian Harman,104,22.29,37,166,-39,39 Under
83,84,84,Luke Guthrie,57,22.22,16,72,-19,19 Under
84,85,85,Harris English,97,22.14,29,131,-30,30 Under
85,86,86,Paul Casey,77,22.13,27,122,-29,29 Under
86,87,87,Boo Weekley,83,22.07,32,145,-34,34 Under
87,88,88,Shane Lowry,57,22.03,13,59,-15,15 Under
88,89,89,Ryan Moore,86,22.0,22,100,-22,22 Under
89,90,90,Danny Lee,93,21.85,33,151,-35,35 Under
90,T91,T91,Rhein Gibson,58,21.74,20,92,-21,21 Under
91,T91,T91,Nick Taylor,83,21.74,30,138,-29,29 Under
92,93,93,Marc Leishman,89,21.71,28,129,-29,29 Under
93,94,94,Matt Kuchar,100,21.64,29,134,-31,31 Under
94,95,95,Roberto Castro,97,21.57,33,153,-33,33 Under
95,96,96,Martin Piller,59,21.54,14,65,-14,14 Under
96,T97,T97,Erik Compton,65,21.43,18,84,-18,18 Under
97,T97,T97,Rob Oppenheim,67,21.43,15,70,-14,14 Under
98,99,99,Ricky Barnes,97,21.37,28,131,-26,26 Under
99,100,100,Sergio Garcia,54,21.35,19,89,-19,19 Under
100,101,101,Luke List,79,21.3,36,169,-33,33 Under
101,T102,T102,Chez Reavie,90,21.28,30,141,-31,31 Under
102,T102,T102,Brandt Snedeker,93,21.28,30,141,-28,28 Under
103,T104,T104,Kevin Kisner,97,21.21,28,132,-30,30 Under
104,T104,T104,Phil Mickelson,75,21.21,28,132,-29,29 Under
105,106,106,Daniel Summerhays,99,21.12,34,161,-39,39 Under
106,107,107,Padraig Harrington,54,21.11,19,90,-18,18 Under
107,108,108,Jamie Lovemark,91,21.03,41,195,-42,42 Under
108,109,109,Kevin Chappell,93,21.02,33,157,-37,37 Under
109,110,110,Steven Bowditch,71,20.88,19,91,-20,20 Under
110,111,111,J.B. Holmes,77,20.86,34,163,-28,28 Under
111,112,112,Francesco Molinari,64,20.83,20,96,-21,21 Under
112,113,113,Kevin Streelman,82,20.69,24,116,-26,26 Under
113,T114,T114,John Senden,88,20.59,28,136,-29,29 Under
114,T114,T114,Johnson Wagner,86,20.59,28,136,-31,31 Under
115,T116,T116,Greg Owen,85,20.55,30,146,-28,28 Under
116,T116,T116,Wes Roach,59,20.55,15,73,-18,18 Under
117,118,118,Hiroshi Iwata,85,20.47,26,127,-29,29 Under
118,119,119,Justin Rose,65,20.44,28,137,-32,32 Under
119,120,120,Henrik Norlander,71,20.19,21,104,-24,24 Under
120,121,121,Russell Knox,92,20.18,22,109,-23,23 Under
121,122,122,Scott Brown,88,20.17,24,119,-26,26 Under
122,123,123,Hideki Matsuyama,76,20.16,25,124,-22,22 Under
123,124,124,Steve Marino,72,20.0,22,110,-22,22 Under
124,125,125,Carlos Ortiz,79,19.85,26,131,-26,26 Under
125,126,126,Sean O'Hair,89,19.58,37,189,-39,39 Under
126,127,127,Vaughn Taylor,72,19.57,18,92,-20,20 Under
127,128,128,Ryan Palmer,86,19.55,35,179,-38,38 Under
128,129,129,Kyle Stanley,92,19.33,23,119,-25,25 Under
129,130,130,Aaron Baddeley,93,19.29,27,140,-28,28 Under
130,131,131,William McGirt,98,19.28,32,166,-35,35 Under
131,132,132,Fabián Gómez,82,19.18,28,146,-24,24 Under
132,133,133,Andrew Loupe,75,19.13,35,183,-36,36 Under
133,134,134,J.J. Henry,68,19.0,19,100,-18,18 Under
134,135,135,Spencer Levin,104,18.9,24,127,-26,26 Under
135,136,136,Chris Kirk,90,18.85,23,122,-18,18 Under
136,T137,T137,Jonas Blixt,79,18.71,26,139,-31,31 Under
137,T137,T137,Kyle Reifers,115,18.71,32,171,-32,32 Under
138,139,139,Branden Grace,63,18.67,14,75,-13,13 Under
139,T140,T140,Jon Curran,99,18.42,14,76,-11,11 Under
140,T140,T140,Luke Donald,81,18.42,14,76,-14,14 Under
141,142,142,Willy Wilcox,67,18.33,22,120,-22,22 Under
142,143,143,Michael Kim,100,18.25,23,126,-23,23 Under
143,144,144,Mark Wilson,66,18.18,12,66,-13,13 Under
144,145,145,Charley Hoffman,91,18.12,25,138,-29,29 Under
145,146,146,Anirban Lahiri,72,18.09,17,94,-18,18 Under
146,T147,T147,Derek Ernst,59,17.78,16,90,-17,17 Under
147,T147,T147,Steve Stricker,53,17.78,8,45,-10,10 Under
148,149,149,Cameron Tringale,81,17.54,20,114,-26,26 Under
149,150,150,Alex Cejka,71,17.53,17,97,-17,17 Under
150,151,151,David Toms,62,17.5,7,40,-6,6 Under
151,152,152,Chesson Hadley,81,17.46,22,126,-18,18 Under
152,153,153,John Huh,86,17.42,23,132,-20,20 Under
153,154,154,Colt Knost,90,17.39,12,69,-13,13 Under
154,155,155,Scott Stallings,74,17.19,22,128,-22,22 Under
155,156,156,Adam Hadwin,93,17.05,30,176,-31,31 Under
156,157,157,Matt Jones,83,16.8,21,125,-20,20 Under
157,158,158,Jim Furyk,52,16.36,9,55,-9,9 Under
158,159,159,Freddie Jacobson,86,16.35,17,104,-17,17 Under
159,160,160,Peter Malnati,85,16.3,15,92,-15,15 Under
160,161,161,Rory Sabbatini,57,16.28,14,86,-14,14 Under
161,162,162,Chris Stroud,82,16.26,20,123,-23,23 Under
162,T163,T163,Jim Herman,93,16.13,20,124,-17,17 Under
163,T163,T163,Rod Pampling,54,16.13,10,62,-9,9 Under
164,165,165,Ernie Els,66,16.07,18,112,-21,21 Under
165,166,166,Scott Langley,65,16.0,16,100,-17,17 Under
166,167,167,Stuart Appleby,71,15.91,14,88,-13,13 Under
167,168,168,Tom Hoge,81,15.84,16,101,-16,16 Under
168,T169,T169,Brendon de Jonge,83,15.79,18,114,-20,20 Under
169,T169,T169,Will MacKenzie,84,15.79,15,95,-13,13 Under
170,T171,T171,Derek Fathauer,94,15.75,20,127,-20,20 Under
171,T171,T171,Whee Kim,82,15.75,20,127,-20,20 Under
172,173,173,Jeff Overton,69,15.6,17,109,-15,15 Under
173,174,174,Bryce Molder,80,15.05,14,93,-13,13 Under
174,175,175,Billy Hurley III,66,14.93,10,67,-11,11 Under
175,176,176,Ben Crane,80,14.77,13,88,-13,13 Under
176,177,177,Retief Goosen,55,13.95,12,86,-13,13 Under
177,178,178,Abraham Ancer,51,13.73,7,51,-6,6 Under
178,179,179,Jason Bohn,67,13.19,12,91,-8,8 Under
179,180,180,Brendon Todd,66,13.04,9,69,-11,11 Under
180,181,181,Chad Collins,73,12.79,11,86,-13,13 Under
181,182,182,George McNeill,51,12.5,9,72,-8,8 Under
182,183,183,Hunter Mahan,61,12.38,13,105,-16,16 Under
183,184,184,Dicky Pride,55,11.36,5,44,-2,2 Under
184,185,185,Vijay Singh,72,9.76,12,123,-13,13 Under
