,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
31,T32,T32,Luke Donald,81,"40' 8""",136,5533.25,+18.00
32,T32,T32,Kyle Reifers,115,"40' 8""",143,5812.0,+15.00
33,34,34,Jamie Lovemark,91,"40' 10""",169,6897.3330000000005,+14.00
34,T35,T35,Shawn Stefani,91,"40' 11""",161,6592.4169999999995,+13.00
35,T35,T35,Dawie van der Walt,72,"40' 11""",113,4626.333,+19.00
36,T37,T37,Shane Lowry,57,"41' 0""",64,2625.167,+11.00
37,T37,T37,Bubba Watson,72,"41' 0""",124,5085.25,+4.00
38,T39,T39,Stewart Cink,61,"41' 1""",106,4354.083,+7.00
39,T39,T39,Jim Furyk,52,"41' 1""",61,2508.25,+9.00
40,T39,T39,Chesson Hadley,81,"41' 1""",148,6076.3330000000005,+14.00
41,T39,T39,Rod Pampling,54,"41' 1""",64,2627.25,+10.00
42,T39,T39,Brian Stuard,66,"41' 1""",110,4518.667,+14.00
43,44,44,Charl Schwartzel,73,"41' 2""",111,4569.083,+12.00
44,45,45,Scott Pinckney,87,"41' 3""",128,5283.75,+12.00
45,46,46,Brian Harman,104,"41' 4""",148,6119.5830000000005,+5.00
46,47,47,Mark Wilson,66,"41' 5""",85,3517.833,+11.00
47,T48,T48,Ben Crane,80,"41' 6""",124,5149.583,+6.00
48,T48,T48,Chris Kirk,90,"41' 6""",146,6062.3330000000005,+15.00
49,T48,T48,Rob Oppenheim,67,"41' 6""",93,3860.667,+15.00
50,51,51,Jimmy Walker,85,"41' 8""",161,6712.25,+1.00
51,52,52,Zac Blair,99,"41' 9""",114,4757.167,+20.00
52,T53,T53,Thomas Aiken,70,"41' 10""",51,2133.083,-3.00
53,T53,T53,Patton Kizzire,93,"41' 10""",127,5311.25,+25.00
54,T53,T53,Martin Laird,82,"41' 10""",133,5559.3330000000005,+14.00
55,T53,T53,Chez Reavie,90,"41' 10""",120,5015.25,+18.00
56,57,57,Derek Fathauer,94,"41' 11""",179,7505.8330000000005,+19.00
57,T58,T58,Brendon de Jonge,83,"42' 0""",133,5584.5,+15.00
58,T58,T58,J.J. Henry,68,"42' 0""",100,4199.583,+3.00
59,T60,T60,Abraham Ancer,51,"42' 1""",67,2817.0,+13.00
60,T60,T60,Charles Howell III,91,"42' 1""",156,6560.1669999999995,+12.00
61,T62,T62,Rory Sabbatini,57,"42' 2""",65,2741.917,+5.00
62,T62,T62,Cameron Smith,73,"42' 2""",88,3712.5,+23.00
63,T64,T64,Tyler Aldridge,83,"42' 4""",119,5033.333,+25.00
64,T64,T64,Tony Finau,95,"42' 4""",163,6898.3330000000005,+1.00
65,T64,T64,James Hahn,85,"42' 4""",127,5373.1669999999995,+4.00
66,T67,T67,Ricky Barnes,97,"42' 7""",154,6554.0,+18.00
67,T67,T67,Lucas Glover,75,"42' 7""",114,4857.5,+7.00
68,T67,T67,Greg Owen,85,"42' 7""",137,5833.3330000000005,+12.00
69,T67,T67,Sam Saunders,69,"42' 7""",99,4215.833,+17.00
70,T71,T71,Ken Duke,58,"42' 8""",84,3585.917,+8.00
71,T71,T71,Vaughn Taylor,72,"42' 8""",126,5373.3330000000005,+8.00
72,T71,T71,Michael Thompson,71,"42' 8""",106,4524.083,+18.00
73,74,74,Aaron Baddeley,93,"42' 9""",130,5555.5,+12.00
74,75,75,Mark Hubbard,101,"42' 10""",132,5652.3330000000005,+21.00
75,T76,T76,Scott Brown,88,"42' 11""",115,4935.0,+4.00
76,T76,T76,Whee Kim,82,"42' 11""",95,4079.5,+21.00
77,T76,T76,Geoff Ogilvy,63,"42' 11""",85,3645.583,E
78,T76,T76,Robert Streb,87,"42' 11""",128,5494.25,+15.00
79,T76,T76,Johnson Wagner,86,"42' 11""",147,6307.0830000000005,+8.00
80,T81,T81,Graham DeLaet,70,"43' 0""",105,4513.083,+12.00
81,T81,T81,Hunter Mahan,61,"43' 0""",93,4002.667,+3.00
82,T81,T81,Gary Woodland,95,"43' 0""",156,6712.1669999999995,-5.00
83,84,84,Ben Martin,92,"43' 1""",134,5769.0,+17.00
84,85,85,Roberto Castro,97,"43' 2""",125,5393.4169999999995,+18.00
85,T86,T86,Robert Allenby,51,"43' 3""",94,4067.083,+17.00
86,T86,T86,Kevin Chappell,93,"43' 3""",145,6267.5,+8.00
87,T86,T86,Robert Garrigus,69,"43' 3""",108,4675.333,+12.00
88,T86,T86,Adam Hadwin,93,"43' 3""",150,6487.8330000000005,+32.00
89,T90,T90,Freddie Jacobson,86,"43' 5""",136,5904.5830000000005,+26.00
90,T90,T90,Henrik Norlander,71,"43' 5""",87,3774.917,+21.00
91,T90,T90,Martin Piller,59,"43' 5""",86,3736.0,E
92,T90,T90,Chris Stroud,82,"43' 5""",127,5510.1669999999995,+22.00
93,T94,T94,Danny Lee,93,"43' 7""",136,5923.0830000000005,+25.00
94,T94,T94,Phil Mickelson,75,"43' 7""",159,6932.3330000000005,+7.00
95,96,96,Alex Cejka,71,"43' 9""",82,3587.75,+15.00
96,97,97,David Lingmerth,84,"43' 10""",96,4207.667,+26.00
97,T98,T98,Jason Dufner,105,"44' 0""",153,6731.3330000000005,+17.00
98,T98,T98,Bill Haas,86,"44' 0""",116,5101.583,+7.00
99,T98,T98,Hideki Matsuyama,76,"44' 0""",99,4356.333,+10.00
100,T101,T101,Jason Day,76,"44' 1""",120,5287.5830000000005,-2.00
101,T101,T101,Marc Leishman,89,"44' 1""",115,5069.417,+11.00
102,T101,T101,Patrick Reed,105,"44' 1""",138,6079.5,+11.00
103,T101,T101,Scott Stallings,74,"44' 1""",98,4323.5,+4.00
104,105,105,Ernie Els,66,"44' 2""",112,4943.667,+11.00
105,T106,T106,Michael Kim,100,"44' 3""",135,5969.5830000000005,+16.00
106,T106,T106,Scott Langley,65,"44' 3""",71,3140.667,+7.00
107,108,108,Blayne Barber,84,"44' 4""",129,5722.8330000000005,+25.00
108,109,109,Si Woo Kim,113,"44' 5""",149,6616.0830000000005,+16.00
109,T110,T110,Louis Oosthuizen,63,"44' 6""",75,3334.667,+5.00
110,T110,T110,Kevin Streelman,82,"44' 6""",116,5161.167,+13.00
111,T110,T110,Harold Varner III,92,"44' 6""",143,6362.0830000000005,+20.00
112,T110,T110,Camilo Villegas,83,"44' 6""",153,6812.8330000000005,+26.00
113,T114,T114,Stuart Appleby,71,"44' 7""",111,4951.25,+9.00
114,T114,T114,Chad Campbell,90,"44' 7""",138,6156.5,+9.00
115,116,116,Jordan Spieth,80,"44' 8""",104,4643.0,+2.00
116,T117,T117,Andres Gonzales,80,"44' 9""",130,5819.75,+8.00
117,T117,T117,Tyrone Van Aswegen,105,"44' 9""",186,8319.667,+18.00
118,T119,T119,Keegan Bradley,82,"44' 10""",115,5156.75,+11.00
119,T119,T119,Tom Hoge,81,"44' 10""",127,5688.9169999999995,+19.00
120,T121,T121,Fabián Gómez,82,"44' 11""",118,5300.0830000000005,+25.00
121,T121,T121,Kelly Kraft,63,"44' 11""",69,3097.5,+12.00
122,T121,T121,Matt Kuchar,100,"44' 11""",124,5569.3330000000005,+22.00
123,T121,T121,Daniel Summerhays,99,"44' 11""",156,7010.0,+12.00
124,T125,T125,Padraig Harrington,54,"45' 0""",95,4276.25,+12.00
125,T125,T125,Cameron Tringale,81,"45' 0""",155,6971.9169999999995,+25.00
126,T127,T127,Steven Bowditch,71,"45' 1""",151,6810.1669999999995,+47.00
127,T127,T127,Harris English,97,"45' 1""",154,6938.3330000000005,+12.00
128,T127,T127,Anirban Lahiri,72,"45' 1""",113,5090.667,+16.00
129,T127,T127,Will MacKenzie,84,"45' 1""",127,5728.3330000000005,+17.00
130,T127,T127,Willy Wilcox,67,"45' 1""",109,4909.75,+10.00
131,132,132,Paul Casey,77,"45' 2""",88,3977.75,+12.00
132,T133,T133,Luke Guthrie,57,"45' 3""",95,4295.417,+9.00
133,T133,T133,Billy Hurley III,66,"45' 3""",126,5701.1669999999995,+14.00
134,T135,T135,Peter Malnati,85,"45' 4""",138,6256.9169999999995,+31.00
135,T135,T135,Seung-Yul Noh,85,"45' 4""",154,6982.75,+8.00
136,T137,T137,Spencer Levin,104,"45' 5""",153,6951.9169999999995,+21.00
137,T137,T137,William McGirt,98,"45' 5""",142,6452.6669999999995,+19.00
138,T139,T139,Chad Collins,73,"45' 6""",122,5553.6669999999995,+16.00
139,T139,T139,Rickie Fowler,80,"45' 6""",128,5822.3330000000005,+6.00
140,T139,T139,Billy Horschel,73,"45' 6""",114,5184.667,+4.00
141,T139,T139,Ryan Moore,86,"45' 6""",94,4279.25,+15.00
142,T139,T139,Justin Rose,65,"45' 6""",92,4182.583,+11.00
143,144,144,Sean O'Hair,89,"45' 7""",148,6744.3330000000005,+27.00
144,145,145,Adam Scott,79,"45' 8""",119,5435.3330000000005,+9.00
145,T146,T146,Matt Jones,83,"45' 9""",112,5125.083,+9.00
146,T146,T146,Brett Stegmaier,87,"45' 9""",140,6400.0830000000005,+20.00
147,148,148,Vijay Singh,72,"45' 10""",137,6283.75,+12.00
148,149,149,Luke List,79,"45' 11""",147,6751.25,+5.00
149,150,150,Brooks Koepka,75,"46' 1""",125,5763.75,+7.00
150,151,151,Daniel Berger,92,"46' 2""",124,5727.9169999999995,+10.00
151,T152,T152,Steve Stricker,53,"46' 3""",76,3517.333,+10.00
152,T152,T152,Tim Wilkinson,72,"46' 3""",101,4671.333,+8.00
153,T154,T154,Jason Bohn,67,"46' 4""",83,3845.25,+16.00
154,T154,T154,Ángel Cabrera,62,"46' 4""",85,3934.917,+8.00
155,T154,T154,Russell Knox,92,"46' 4""",94,4358.583,+15.00
156,157,157,Steve Marino,72,"46' 5""",100,4642.0,+20.00
157,158,158,Morgan Hoffmann,71,"46' 7""",104,4848.917,+18.00
158,159,159,Erik Compton,65,"46' 9""",105,4912.333,+20.00
159,T160,T160,George McNeill,51,"47' 0""",77,3616.0,+21.00
160,T160,T160,Steve Wheatcroft,85,"47' 0""",123,5778.9169999999995,+11.00
161,162,162,Jonas Blixt,79,"47' 2""",126,5942.3330000000005,+21.00
162,163,163,Justin Thomas,99,"47' 3""",159,7514.9169999999995,+12.00
163,T164,T164,Hiroshi Iwata,85,"47' 4""",115,5444.8330000000005,+20.00
164,T164,T164,Zach Johnson,90,"47' 4""",127,6015.5830000000005,+21.00
165,166,166,Jhonattan Vegas,97,"47' 8""",155,7390.9169999999995,+1.00
166,T167,T167,Bronson Burgoon,83,"47' 9""",112,5351.0830000000005,+20.00
167,T167,T167,Graeme McDowell,63,"47' 9""",61,2913.833,+18.00
168,169,169,Retief Goosen,55,"47' 10""",102,4875.917,+17.00
169,170,170,Brendon Todd,66,"48' 2""",113,5441.0,+24.00
170,171,171,K.J. Choi,73,"48' 5""",84,4066.5,+16.00
171,172,172,J.B. Holmes,77,"48' 6""",144,6981.5,+12.00
172,173,173,Brendan Steele,88,"48' 7""",92,4471.583,+10.00
173,T174,T174,Emiliano Grillo,93,"48' 8""",120,5842.0830000000005,+24.00
174,T174,T174,John Huh,86,"48' 8""",99,4822.0,+11.00
175,176,176,Jon Curran,99,"48' 9""",148,7212.5830000000005,+34.00
176,177,177,Sergio Garcia,54,"49' 3""",56,2760.0,-3.00
177,178,178,Sung Kang,89,"49' 4""",163,8042.5830000000005,+14.00
178,T179,T179,Wes Roach,59,"49' 7""",76,3767.5,+16.00
179,T179,T179,Kyle Stanley,92,"49' 7""",115,5699.4169999999995,+20.00
180,181,181,Carlos Ortiz,79,"50' 4""",151,7595.5,+12.00
181,182,182,John Senden,88,"50' 11""",145,7385.9169999999995,+14.00
182,183,183,Troy Merritt,77,"51' 1""",125,6387.0830000000005,+21.00
183,184,184,Kevin Kisner,97,"51' 6""",137,7054.0830000000005,+31.00
184,185,185,Derek Ernst,59,"52' 10""",66,3488.417,+10.00
