,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
44,45,45,Adam Hadwin,93,1599,13354300.0,2.32
45,46,46,James Hahn,85,1600,12438510.0,2.16
46,T47,T47,Harris English,97,1601,11299460.0,1.96
47,T47,T47,David Lingmerth,84,1601,9739010.0,1.69
48,T47,T47,Brendan Steele,88,1601,11062900.0,1.92
49,T50,T50,Marc Leishman,89,1603,9635180.0,1.67
50,T50,T50,Rod Pampling,54,1603,5942300.0,1.03
51,T50,T50,Adam Scott,79,1603,7041500.0,1.22
52,T53,T53,Jason Gore,78,1604,10452160.0,1.81
53,T53,T53,Harold Varner III,92,1604,14206300.0,2.46
54,T55,T55,Ángel Cabrera,62,1605,9130810.0,1.58
55,T55,T55,Jason Dufner,105,1605,13228450.0,2.29
56,T55,T55,Carlos Ortiz,79,1605,12136950.0,2.1
57,T58,T58,Jason Day,76,1606,6822030.0,1.18
58,T58,T58,Will MacKenzie,84,1606,11390480.0,1.97
59,T60,T60,Michael Kim,100,1607,14574610.0,2.52
60,T60,T60,Patrick Rodgers,89,1607,11394510.0,1.97
61,T62,T62,Ernie Els,66,1608,10479760.0,1.81
62,T62,T62,Charles Howell III,91,1608,11747780.0,2.03
63,T62,T62,Greg Owen,85,1608,11806960.0,2.04
64,T65,T65,Geoff Ogilvy,63,1609,8978350.0,1.55
65,T65,T65,Chez Reavie,90,1609,11234160.0,1.94
66,67,67,Jonas Blixt,79,1610,11651480.0,2.01
67,T68,T68,Matt Kuchar,100,1611,10610760.0,1.83
68,T68,T68,Chris Stroud,82,1611,11773690.0,2.03
69,T68,T68,Camilo Villegas,83,1611,12987100.0,2.24
70,71,71,Patrick Reed,105,1612,11488520.0,1.98
71,T72,T72,Shane Lowry,57,1613,6850900.0,1.18
72,T72,T72,Scott Stallings,74,1613,9873760.0,1.7
73,T74,T74,Robert Allenby,51,1614,8776150.0,1.51
74,T74,T74,Patton Kizzire,93,1614,12667650.0,2.18
75,T74,T74,Bryce Molder,80,1614,9874650.0,1.7
76,T77,T77,Fabián Gómez,82,1615,12501670.0,2.15
77,T77,T77,Emiliano Grillo,93,1615,11973660.0,2.06
78,T77,T77,J.J. Henry,68,1615,10521470.0,1.81
79,T80,T80,Kevin Chappell,93,1617,12984860.0,2.23
80,T80,T80,Henrik Norlander,71,1617,8148160.0,1.4
81,82,82,D.H. Lee,61,1619,9148930.0,1.57
82,T83,T83,Stuart Appleby,71,1620,10615670.0,1.82
83,T83,T83,Derek Ernst,59,1620,7346220.0,1.26
84,T85,T85,John Huh,86,1621,11964150.0,2.05
85,T85,T85,Freddie Jacobson,86,1621,11842980.0,2.03
86,T85,T85,Jason Kokrak,89,1621,11030800.0,1.89
87,T88,T88,Branden Grace,63,1622,6480840.0,1.11
88,T88,T88,Rob Oppenheim,67,1622,8525530.0,1.46
89,T88,T88,Jordan Spieth,80,1622,8057500.0,1.38
90,T91,T91,Troy Merritt,77,1623,11041710.0,1.89
91,T91,T91,Shawn Stefani,91,1623,11863710.0,2.03
92,T93,T93,Scott Brown,88,1624,11691640.0,2.0
93,T93,T93,Martin Piller,59,1624,7133140.0,1.22
94,95,95,Charl Schwartzel,73,1625,8423300.0,1.44
95,96,96,Hideki Matsuyama,76,1626,8138920.0,1.39
96,T97,T97,Stewart Cink,61,1627,8667610.0,1.48
97,T97,T97,Brian Harman,104,1627,14818870.0,2.53
98,99,99,Derek Fathauer,94,1628,13951110.0,2.38
99,100,100,Cameron Smith,73,1629,8739080.0,1.49
100,101,101,Hudson Swafford,104,1630,15138010.0,2.58
101,T102,T102,Rhein Gibson,58,1632,8165940.0,1.39
102,T102,T102,Billy Hurley III,66,1632,8989910.0,1.53
103,T104,T104,Jon Curran,99,1633,13523950.0,2.3
104,T104,T104,Tyrone Van Aswegen,105,1633,14461070.0,2.46
105,T106,T106,Hiroshi Iwata,85,1634,11585320.0,1.97
106,T106,T106,Kyle Reifers,115,1634,15769470.0,2.68
107,T106,T106,Vaughn Taylor,72,1634,12179600.0,2.07
108,T109,T109,David Hearn,95,1635,11827730.0,2.01
109,T109,T109,Jimmy Walker,85,1635,11832590.0,2.01
110,T111,T111,Lucas Glover,75,1636,9248570.0,1.57
111,T111,T111,Russell Henley,76,1636,9892940.0,1.68
112,T111,T111,Steve Wheatcroft,85,1636,12073560.0,2.05
113,114,114,Dicky Pride,55,1637,7247790.0,1.23
114,T115,T115,Zac Blair,99,1638,13914130.0,2.36
115,T115,T115,Tony Finau,95,1638,13087250.0,2.22
116,T115,T115,Willy Wilcox,67,1638,10496890.0,1.78
117,T118,T118,Bill Haas,86,1639,9025520.0,1.53
118,T118,T118,Rory McIlroy,69,1639,6669420.0,1.13
119,T120,T120,Kyle Stanley,92,1640,13517000.0,2.29
120,T120,T120,Kevin Streelman,82,1640,11278020.0,1.91
121,122,122,Jerry Kelly,76,1641,8979010.0,1.52
122,123,123,Robert Streb,87,1642,11822180.0,2.0
123,T124,T124,Zach Johnson,90,1643,11416590.0,1.93
124,T124,T124,William McGirt,98,1643,13070290.0,2.21
125,T126,T126,Thomas Aiken,70,1644,7635440.0,1.29
126,T126,T126,Jim Herman,93,1644,12073280.0,2.04
127,T126,T126,Michael Thompson,71,1644,9350100.0,1.58
128,T129,T129,Graeme McDowell,63,1645,7756300.0,1.31
129,T129,T129,John Senden,88,1645,12139070.0,2.05
130,131,131,Vijay Singh,72,1646,12025610.0,2.03
131,T132,T132,Abraham Ancer,51,1647,7411250.0,1.25
132,T132,T132,Retief Goosen,55,1647,7588550.0,1.28
133,T132,T132,Danny Lee,93,1647,12098740.0,2.04
134,T132,T132,Boo Weekley,83,1647,12094970.0,2.04
135,136,136,Mark Hubbard,101,1648,14886910.0,2.51
136,137,137,Roberto Castro,97,1649,12941430.0,2.18
137,138,138,Dawie van der Walt,72,1651,10815320.0,1.82
138,T139,T139,Sung Kang,89,1652,12132940.0,2.04
139,T139,T139,Whee Kim,82,1652,10882380.0,1.83
140,141,141,Justin Thomas,99,1653,13033450.0,2.19
141,T142,T142,Hunter Mahan,61,1654,8989470.0,1.51
142,T142,T142,Brett Stegmaier,87,1654,12803990.0,2.15
143,T142,T142,Johnson Wagner,86,1654,12442830.0,2.09
144,T145,T145,Brendon de Jonge,83,1655,11319440.0,1.9
145,T145,T145,Justin Rose,65,1655,7625620.0,1.28
146,147,147,Brendon Todd,66,1656,10968370.0,1.84
147,148,148,Ken Duke,58,1658,11162670.0,1.87
148,149,149,Kevin Kisner,97,1660,10994540.0,1.84
149,T150,T150,Jim Furyk,52,1661,6937070.0,1.16
150,T150,T150,Brandt Snedeker,93,1661,10406160.0,1.74
151,T152,T152,Graham DeLaet,70,1663,11132750.0,1.86
152,T152,T152,Jeff Overton,69,1663,10296700.0,1.72
153,T154,T154,K.J. Choi,73,1667,10503480.0,1.75
154,T154,T154,Brian Stuard,66,1667,10563200.0,1.76
155,T156,T156,Daniel Berger,92,1668,10805500.0,1.8
156,T156,T156,Daniel Summerhays,99,1668,14955090.0,2.49
157,158,158,D.A. Points,55,1670,7695460.0,1.28
158,T159,T159,Chad Campbell,90,1671,12093340.0,2.01
159,T159,T159,Mark Wilson,66,1671,9924600.0,1.65
160,161,161,Luke Donald,81,1677,8812390.0,1.46
161,T162,T162,Scott Langley,65,1682,9266740.0,1.53
162,T162,T162,George McNeill,51,1682,9504990.0,1.57
163,T162,T162,Kevin Na,96,1682,11260160.0,1.86
164,165,165,Colt Knost,90,1683,11148050.0,1.84
165,T166,T166,Aaron Baddeley,93,1685,11766320.0,1.94
166,T166,T166,Spencer Levin,104,1685,12861380.0,2.12
167,T166,T166,Steve Stricker,53,1685,6492170.0,1.07
168,T169,T169,Sergio Garcia,54,1687,4858200.0,0.8
169,T169,T169,Webb Simpson,70,1687,9111920.0,1.5
170,T171,T171,Ben Crane,80,1688,11001210.0,1.81
171,T171,T171,Ryan Moore,86,1688,9115080.0,1.5
172,T173,T173,Anirban Lahiri,72,1689,9486380.0,1.56
173,T173,T173,Tim Wilkinson,72,1689,7479310.0,1.23
174,175,175,Billy Horschel,73,1690,9372030.0,1.54
175,176,176,Gary Woodland,95,1694,11345640.0,1.86
176,T177,T177,Jason Bohn,67,1696,10565620.0,1.73
177,T177,T177,Ben Martin,92,1696,14894050.0,2.44
178,179,179,Cameron Tringale,81,1697,13987990.0,2.29
179,180,180,Chris Kirk,90,1698,11368880.0,1.86
180,181,181,Chad Collins,73,1705,11849460.0,1.93
181,182,182,David Toms,62,1708,9098410.0,1.48
182,183,183,Padraig Harrington,54,1710,8066480.0,1.31
183,T184,T184,Paul Casey,77,1716,7722210.0,1.25
184,T184,T184,Scott Piercy,87,1716,11614500.0,1.88
