,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
174,175,175,Sergio Garcia,54,+.235
175,176,176,Stuart Appleby,71,+.236
176,177,177,Ernie Els,66,+.237
177,178,178,Kyle Stanley,92,+.239
178,179,179,Jim Furyk,52,+.246
179,180,180,Dawie van der Walt,72,+.261
180,181,181,Rory Sabbatini,57,+.281
181,182,182,Chesson Hadley,81,+.289
182,183,183,Steven Bowditch,71,+.328
183,184,184,Robert Allenby,51,+.329
184,185,185,J.J. Henry,68,+.355
