,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
57,T57,T57,Bill Haas,86,0.272,17.42,64
58,T57,T57,Brendan Steele,88,0.272,18.502,68
59,60,60,Kyle Stanley,92,0.258,20.085,78
60,T61,T61,Colt Knost,90,0.257,18.015,70
61,T61,T61,Cameron Tringale,81,0.257,18.014,70
62,63,63,William McGirt,98,0.256,22.516,88
63,64,64,Emiliano Grillo,93,0.255,18.617,73
64,65,65,Tom Hoge,81,0.23600000000000002,14.860999999999999,63
65,66,66,Ryan Palmer,86,0.23399999999999999,18.217,78
66,67,67,Billy Hurley III,66,0.226,13.306,59
67,68,68,Johnson Wagner,86,0.21899999999999997,16.652,76
68,69,69,Dawie van der Walt,72,0.21,11.753,56
69,70,70,Kevin Streelman,82,0.203,12.797,63
70,71,71,Scott Stallings,74,0.201,12.47,62
71,72,72,Harris English,97,0.2,14.378,72
72,73,73,Ricky Barnes,97,0.19899999999999998,15.959000000000001,80
73,74,74,John Senden,88,0.198,15.475,78
74,75,75,Charley Hoffman,91,0.188,13.145,70
75,76,76,Brandt Snedeker,93,0.17600000000000002,13.049000000000001,74
76,77,77,Geoff Ogilvy,63,0.17300000000000001,8.669,50
77,78,78,K.J. Choi,73,0.166,10.940999999999999,66
78,79,79,Zach Johnson,90,0.163,11.87,73
79,80,80,Graeme McDowell,63,0.161,7.256,45
80,T81,T81,Padraig Harrington,54,0.159,6.979,44
81,T81,T81,Chris Stroud,82,0.159,10.974,69
82,T81,T81,Willy Wilcox,67,0.159,9.068,57
83,84,84,Patrick Reed,105,0.158,12.318,78
84,85,85,Michael Thompson,71,0.154,8.156,53
85,86,86,Jhonattan Vegas,97,0.15,12.002,80
86,87,87,Jordan Spieth,80,0.145,8.436,58
87,88,88,Anirban Lahiri,72,0.14300000000000002,6.851,48
88,89,89,Brooks Koepka,75,0.139,8.321,60
89,90,90,Russell Henley,76,0.135,9.338,69
90,T91,T91,Chesson Hadley,81,0.133,8.754,66
91,T91,T91,Brett Stegmaier,87,0.133,9.995,75
92,T93,T93,Blayne Barber,84,0.127,9.362,74
93,T93,T93,Bronson Burgoon,83,0.127,8.12,64
94,95,95,Carlos Ortiz,79,0.122,7.314,60
95,96,96,David Lingmerth,84,0.11599999999999999,6.965,60
96,97,97,Seung-Yul Noh,85,0.114,7.851,69
97,98,98,Thomas Aiken,70,0.10099999999999999,4.8389999999999995,48
98,99,99,Charles Howell III,91,0.08199999999999999,6.382999999999999,78
99,100,100,Ben Martin,92,0.081,6.44,80
100,T101,T101,Retief Goosen,55,0.08,3.82,48
101,T101,T101,Camilo Villegas,83,0.08,5.6579999999999995,71
102,103,103,Shawn Stefani,91,0.073,5.601,77
103,T104,T104,Will MacKenzie,84,0.07200000000000001,4.756,66
104,T104,T104,Henrik Norlander,71,0.07200000000000001,3.7510000000000003,52
105,106,106,John Huh,86,0.07,5.452999999999999,78
106,107,107,Smylie Kaufman,91,0.065,4.613,71
107,108,108,Kyle Reifers,115,0.061,5.871,96
108,109,109,Nick Taylor,83,0.06,3.9730000000000003,66
109,110,110,Scott Piercy,87,0.039,2.467,64
110,111,111,Harold Varner III,92,0.021,1.6480000000000001,79
111,112,112,Spencer Levin,104,0.003,0.243,82
112,113,113,Jon Curran,99,0.001,0.08800000000000001,84
113,114,114,Rhein Gibson,58,0.0,,44
114,115,115,Steve Stricker,53,-0.003,-0.14,45
115,116,116,Ben Crane,80,-0.006,-0.381,65
116,117,117,Patrick Rodgers,89,-0.009000000000000001,-0.628,71
117,118,118,Vijay Singh,72,-0.01,-0.65,65
118,119,119,Tyler Aldridge,83,-0.031,-2.094,67
119,120,120,Kelly Kraft,63,-0.035,-1.536,44
120,121,121,Jason Gore,78,-0.036000000000000004,-2.1,59
121,T122,T122,Adam Hadwin,93,-0.061,-5.285,87
122,T122,T122,Mark Wilson,66,-0.061,-3.341,55
123,124,124,Luke Guthrie,57,-0.075,-3.3789999999999996,45
124,125,125,James Hahn,85,-0.08900000000000001,-6.148,69
125,126,126,Boo Weekley,83,-0.09,-6.39,71
126,127,127,Marc Leishman,89,-0.092,-6.002999999999999,65
127,128,128,Stuart Appleby,71,-0.1,-6.581,66
128,T129,T129,Michael Kim,100,-0.105,-8.952,85
129,T129,T129,Sam Saunders,69,-0.105,-5.33,51
130,131,131,Brian Stuard,66,-0.11,-6.607,60
131,132,132,Andres Gonzales,80,-0.11199999999999999,-7.186,64
132,133,133,Sung Kang,89,-0.121,-8.809,73
133,134,134,Freddie Jacobson,86,-0.129,-9.162,71
134,135,135,Scott Brown,88,-0.13,-8.995,69
135,136,136,Si Woo Kim,113,-0.131,-12.886,98
136,137,137,Kevin Kisner,97,-0.136,-9.896,73
137,138,138,Shane Lowry,57,-0.13699999999999998,-4.939,36
138,139,139,Troy Merritt,77,-0.138,-9.002,65
139,140,140,Jeff Overton,69,-0.157,-9.099,58
140,141,141,Tony Finau,95,-0.174,-13.386,77
141,142,142,Sean O'Hair,89,-0.187,-15.695,84
142,143,143,Mark Hubbard,101,-0.18899999999999997,-15.710999999999999,83
143,144,144,Morgan Hoffmann,71,-0.192,-11.347000000000001,59
144,145,145,Brendon de Jonge,83,-0.196,-12.718,65
145,146,146,Ken Duke,58,-0.20199999999999999,-9.687999999999999,48
146,147,147,J.B. Holmes,77,-0.20800000000000002,-12.497,60
147,T148,T148,Chad Collins,73,-0.226,-14.459000000000001,64
148,T148,T148,J.J. Henry,68,-0.226,-13.585,60
149,150,150,Derek Fathauer,94,-0.22699999999999998,-17.018,75
150,151,151,Jim Herman,93,-0.239,-16.736,70
151,152,152,Ángel Cabrera,62,-0.254,-12.171,48
152,153,153,Daniel Summerhays,99,-0.257,-20.307000000000002,79
153,154,154,Wes Roach,59,-0.262,-11.273,43
154,155,155,Matt Jones,83,-0.272,-16.834,62
155,156,156,Cameron Smith,73,-0.28600000000000003,-13.165999999999999,46
156,157,157,Fabián Gómez,82,-0.289,-21.073,73
157,158,158,Derek Ernst,59,-0.29100000000000004,-12.509,43
158,159,159,Andrew Loupe,75,-0.295,-19.499000000000002,66
159,160,160,Bryce Molder,80,-0.331,-22.147,67
160,161,161,Abraham Ancer,51,-0.34,-12.935,38
161,162,162,Steve Marino,72,-0.34299999999999997,-18.867,55
162,163,163,Jonas Blixt,79,-0.361,-24.195999999999998,67
163,164,164,Rod Pampling,54,-0.37200000000000005,-13.779000000000002,37
164,165,165,Aaron Baddeley,93,-0.382,-28.25,74
165,166,166,Whee Kim,82,-0.39,-25.378,65
166,167,167,Erik Compton,65,-0.39299999999999996,-19.628,50
167,168,168,Steve Wheatcroft,85,-0.39399999999999996,-27.587,70
168,169,169,Scott Pinckney,87,-0.396,-28.138,71
169,170,170,Robert Allenby,51,-0.46,-18.851,41
170,171,171,Martin Piller,59,-0.478,-21.984,46
171,172,172,Ernie Els,66,-0.48,-26.857,56
172,173,173,Jamie Lovemark,91,-0.49700000000000005,-40.739000000000004,82
173,174,174,Zac Blair,99,-0.498,-40.34,81
174,175,175,Peter Malnati,85,-0.532,-39.385999999999996,74
175,176,176,Hiroshi Iwata,85,-0.606,-40.009,66
176,177,177,Brian Harman,104,-0.622,-56.641000000000005,91
177,178,178,Rory Sabbatini,57,-0.628,-24.493000000000002,39
178,179,179,Hunter Mahan,61,-0.787,-38.546,49
179,180,180,Dicky Pride,55,-0.856,-35.095,41
180,181,181,Andrew Landry,53,-0.892,-29.45,33
181,182,182,Scott Langley,65,-0.9990000000000001,-52.92100000000001,53
182,183,183,D.H. Lee,61,-1.317,-60.593,46
183,184,184,Brendon Todd,66,-1.4240000000000002,-76.9,54
184,185,185,Steven Bowditch,71,-1.68,-92.40100000000001,55
