,Greens_in_Regulation_Percentage_RANK THIS WEEK,Greens_in_Regulation_Percentage_RANK LAST WEEK,Greens_in_Regulation_Percentage_PLAYER NAME,Greens_in_Regulation_Percentage_ROUNDS,Greens_in_Regulation_Percentage_%,Greens_in_Regulation_Percentage_GREENS HIT,Greens_in_Regulation_Percentage_# HOLES,Greens_in_Regulation_Percentage_RELATIVE/PAR
26,27,27,Emiliano Grillo,93,68.52,1110,1620,-0.26
27,28,28,Graham DeLaet,70,68.35,812,1188,-0.28
28,T29,T29,Jim Furyk,52,68.27,639,936,-0.22
29,T29,T29,Russell Henley,76,68.27,934,1368,-0.25
30,31,31,David Hearn,95,68.25,1167,1710,-0.26
31,32,32,Henrik Norlander,71,68.24,823,1206,-0.25
32,T33,T33,Chad Campbell,90,68.15,1104,1620,-0.25
33,T33,T33,Louis Oosthuizen,63,68.15,687,1008,-0.25
34,T35,T35,Rhein Gibson,58,68.11,662,972,-0.22
35,T35,T35,Hideki Matsuyama,76,68.11,895,1314,-0.3
36,37,37,Chez Reavie,90,68.09,1054,1548,-0.26
37,38,38,Charles Howell III,91,68.01,1114,1638,-0.29
38,39,39,Alex Cejka,71,67.99,820,1206,-0.28
39,40,40,Justin Rose,65,67.92,758,1116,-0.27
40,41,41,Boo Weekley,83,67.87,1014,1494,-0.26
41,42,42,Ryan Palmer,86,67.83,1050,1548,-0.29
42,T43,T43,Dustin Johnson,87,67.82,1001,1476,-0.36
43,T43,T43,Matt Kuchar,100,67.82,1172,1728,-0.28
44,45,45,Billy Horschel,73,67.7,853,1260,-0.27
45,46,46,Daniel Berger,92,67.67,1084,1602,-0.28
46,47,47,Martin Laird,82,67.66,950,1404,-0.27
47,48,48,Kyle Reifers,115,67.62,1351,1998,-0.27
48,49,49,J.J. Henry,68,67.51,802,1188,-0.18
49,50,50,Kelly Kraft,63,67.42,716,1062,-0.27
50,51,51,William McGirt,98,67.35,1188,1764,-0.26
51,52,52,Scott Piercy,87,67.33,1018,1512,-0.26
52,53,53,Jason Day,76,67.23,835,1242,-0.34
53,T54,T54,Luke List,79,67.17,931,1386,-0.26
54,T54,T54,Sean O'Hair,89,67.17,1076,1602,-0.28
55,T54,T54,Kyle Stanley,92,67.17,1076,1602,-0.25
56,T57,T57,Bill Haas,86,67.14,991,1476,-0.23
57,T57,T57,Webb Simpson,70,67.14,846,1260,-0.26
58,59,59,Brooks Koepka,75,66.98,844,1260,-0.31
59,60,60,Brett Stegmaier,87,66.8,1022,1530,-0.25
60,61,61,Branden Grace,63,66.76,721,1080,-0.26
61,62,62,Dawie van der Walt,72,66.75,841,1260,-0.26
62,63,63,Blayne Barber,84,66.74,961,1440,-0.25
63,T64,T64,Ben Martin,92,66.73,1057,1584,-0.28
64,T64,T64,Kevin Na,96,66.73,1117,1674,-0.28
65,66,66,Jerry Kelly,76,66.67,912,1368,-0.24
66,67,67,Chris Stroud,82,66.6,959,1440,-0.27
67,68,68,Jason Gore,78,66.52,886,1332,-0.26
68,69,69,Shawn Stefani,91,66.48,1041,1566,-0.23
69,70,70,Will MacKenzie,84,66.39,956,1440,-0.23
70,71,71,Kevin Chappell,93,66.37,1111,1674,-0.27
71,T72,T72,Jason Bohn,67,66.33,800,1206,-0.28
72,T72,T72,Spencer Levin,104,66.33,1194,1800,-0.27
73,74,74,Smylie Kaufman,91,66.29,1050,1584,-0.29
74,T75,T75,Bronson Burgoon,83,66.24,942,1422,-0.25
75,T75,T75,Harold Varner III,92,66.24,1097,1656,-0.25
76,77,77,John Huh,86,66.21,1013,1530,-0.24
77,78,78,Robert Streb,87,66.2,1001,1512,-0.23
78,T79,T79,Derek Ernst,59,66.18,679,1026,-0.21
79,T79,T79,Michael Thompson,71,66.18,810,1224,-0.28
80,81,81,Andres Gonzales,80,66.17,929,1404,-0.25
81,82,82,Scott Stallings,74,66.11,833,1260,-0.25
82,83,83,Adam Hadwin,93,66.07,1106,1674,-0.3
83,84,84,Phil Mickelson,75,66.05,856,1296,-0.31
84,85,85,Steve Marino,72,66.01,808,1224,-0.25
85,86,86,Nick Taylor,83,65.82,936,1422,-0.27
86,87,87,Ryan Moore,86,65.78,959,1458,-0.28
87,88,88,Ricky Barnes,97,65.77,1101,1674,-0.29
88,89,89,Whee Kim,82,65.74,923,1404,-0.23
89,90,90,Brandt Snedeker,93,65.67,1052,1602,-0.28
90,91,91,Cameron Tringale,81,65.66,910,1386,-0.27
91,92,92,Jim Herman,93,65.65,1099,1674,-0.24
92,93,93,Brendon de Jonge,83,65.64,957,1458,-0.25
93,94,94,Justin Thomas,99,65.63,1134,1728,-0.29
94,95,95,Tyler Aldridge,83,65.54,932,1422,-0.24
95,96,96,David Toms,62,65.5,731,1116,-0.21
96,97,97,K.J. Choi,73,65.37,859,1314,-0.26
97,98,98,D.A. Points,55,65.36,600,918,-0.24
98,99,99,Jamie Lovemark,91,65.32,1070,1638,-0.28
99,100,100,Marc Leishman,89,65.31,1011,1548,-0.27
100,T101,T101,Chesson Hadley,81,65.26,928,1422,-0.25
101,T101,T101,Sung Kang,89,65.26,1022,1566,-0.27
102,103,103,Colt Knost,90,65.25,1010,1548,-0.25
103,104,104,Kevin Kisner,97,65.19,1103,1692,-0.3
104,105,105,J.B. Holmes,77,65.17,868,1332,-0.29
105,106,106,Tony Finau,95,65.09,1113,1710,-0.29
106,107,107,Scott Brown,88,65.03,1030,1584,-0.27
107,108,108,Mark Wilson,66,64.96,725,1116,-0.21
108,109,109,Francesco Molinari,64,64.93,748,1152,-0.25
109,110,110,Freddie Jacobson,86,64.86,1004,1548,-0.28
110,111,111,Brian Harman,104,64.85,1214,1872,-0.28
111,T112,T112,Harris English,97,64.83,1132,1746,-0.26
112,T112,T112,Si Woo Kim,113,64.83,1272,1962,-0.29
113,114,114,Tyrone Van Aswegen,105,64.81,1190,1836,-0.25
114,115,115,Tim Wilkinson,72,64.71,792,1224,-0.27
115,116,116,Patrick Reed,105,64.65,1152,1782,-0.3
116,117,117,Andrew Landry,53,64.63,570,882,-0.25
117,118,118,Luke Donald,81,64.61,942,1458,-0.23
118,T119,T119,James Hahn,85,64.58,988,1530,-0.25
119,T119,T119,Charley Hoffman,91,64.58,1023,1584,-0.25
120,121,121,Seung-Yul Noh,85,64.54,941,1458,-0.27
121,122,122,Zach Johnson,90,64.53,999,1548,-0.27
122,123,123,Shane Lowry,57,64.51,627,972,-0.24
123,124,124,Patton Kizzire,93,64.48,1033,1602,-0.27
124,T125,T125,Graeme McDowell,63,64.44,696,1080,-0.25
125,T125,T125,Carlos Ortiz,79,64.44,870,1350,-0.27
126,127,127,Vaughn Taylor,72,64.43,835,1296,-0.28
127,128,128,Sam Saunders,69,64.36,753,1170,-0.25
128,129,129,Martin Piller,59,64.33,660,1026,-0.25
129,130,130,Rory Sabbatini,57,64.3,625,972,-0.23
130,131,131,George McNeill,51,64.16,589,918,-0.24
131,132,132,Chris Kirk,90,64.05,980,1530,-0.25
132,133,133,Rod Pampling,54,64.0,576,900,-0.23
133,134,134,David Lingmerth,84,63.99,910,1422,-0.27
134,T135,T135,Matt Jones,83,63.96,921,1440,-0.28
135,T135,T135,Jimmy Walker,85,63.96,944,1476,-0.3
136,137,137,Danny Lee,93,63.95,1036,1620,-0.26
137,138,138,Scott Langley,65,63.93,725,1134,-0.22
138,139,139,Jeff Overton,69,63.85,747,1170,-0.22
139,140,140,Robert Allenby,51,63.73,585,918,-0.19
140,141,141,Fabián Gómez,82,63.71,906,1422,-0.27
141,142,142,Geoff Ogilvy,63,63.65,676,1062,-0.26
142,143,143,Ben Crane,80,63.6,870,1368,-0.26
143,144,144,Rob Oppenheim,67,63.58,721,1134,-0.24
144,T145,T145,Mark Hubbard,101,63.52,1109,1746,-0.27
145,T145,T145,Jordan Spieth,80,63.52,869,1368,-0.34
146,147,147,Willy Wilcox,67,63.42,742,1170,-0.28
147,148,148,Andrew Loupe,75,63.41,856,1350,-0.31
148,149,149,Brian Stuard,66,63.3,752,1188,-0.24
149,150,150,Morgan Hoffmann,71,63.27,763,1206,-0.29
150,151,151,Wes Roach,59,63.23,626,990,-0.28
151,T152,T152,Luke Guthrie,57,63.13,625,990,-0.3
152,T152,T152,Troy Merritt,77,63.13,875,1386,-0.29
153,154,154,Aaron Baddeley,93,63.11,1011,1602,-0.29
154,155,155,Ángel Cabrera,62,63.08,704,1116,-0.23
155,T156,T156,Jon Curran,99,63.02,1123,1782,-0.26
156,T156,T156,Daniel Summerhays,99,63.02,1123,1782,-0.3
157,158,158,Steve Stricker,53,63.0,601,954,-0.29
158,T159,T159,Padraig Harrington,54,62.96,612,972,-0.26
159,T159,T159,Michael Kim,100,62.96,1088,1728,-0.26
160,161,161,Anirban Lahiri,72,62.88,781,1242,-0.28
161,162,162,Hunter Mahan,61,62.75,689,1098,-0.26
162,T163,T163,Retief Goosen,55,62.73,621,990,-0.28
163,T163,T163,Vijay Singh,72,62.73,813,1296,-0.25
164,165,165,Cameron Smith,73,62.72,779,1242,-0.26
165,166,166,Billy Hurley III,66,62.71,745,1188,-0.27
166,167,167,Tom Hoge,81,62.48,866,1386,-0.25
167,168,168,Chad Collins,73,62.4,820,1314,-0.24
168,169,169,Zac Blair,99,62.34,1066,1710,-0.24
169,170,170,Camilo Villegas,83,62.1,883,1422,-0.26
170,171,171,Peter Malnati,85,62.09,950,1530,-0.26
171,172,172,Derek Fathauer,94,62.0,1049,1692,-0.27
172,173,173,Steve Wheatcroft,85,61.93,903,1458,-0.27
173,174,174,Abraham Ancer,51,61.81,534,864,-0.24
174,175,175,Stuart Appleby,71,61.43,763,1242,-0.27
175,176,176,Bryce Molder,80,61.32,861,1404,-0.28
176,177,177,Ernie Els,66,61.2,727,1188,-0.27
177,178,178,Jonas Blixt,79,60.96,834,1368,-0.3
178,179,179,Dicky Pride,55,60.9,581,954,-0.24
179,180,180,D.H. Lee,61,60.14,617,1026,-0.26
180,181,181,Hiroshi Iwata,85,59.5,889,1494,-0.28
181,182,182,Ken Duke,58,59.26,576,972,-0.26
182,183,183,Erik Compton,65,58.64,665,1134,-0.26
183,184,184,Steven Bowditch,71,54.46,696,1278,-0.26
184,185,185,Brendon Todd,66,54.23,615,1134,-0.25
