,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
149,T150,T150,Robert Allenby,83,"29' 8""",563.5,19,+4
150,T150,T150,Kevin Na,94,"29' 8""",889.6669999999999,30,+2
151,152,152,Jerry Kelly,80,"29' 9""",893.3330000000001,30,+5
152,153,153,Ryan Palmer,85,"29' 11""",1017.5,34,+8
153,T154,T154,Brice Garnett,92,"30' 0""",1050.917,35,+14
154,T154,T154,Chris Stroud,88,"30' 0""",988.9169999999999,33,+3
155,156,156,Trevor Immelman,84,"30' 1""",692.0,23,+7
156,157,157,Spencer Levin,59,"30' 3""",454.0,15,+4
157,T158,T158,Roberto Castro,76,"30' 8""",889.0,29,+8
158,T158,T158,Nick Watney,80,"30' 8""",491.25,16,+1
159,160,160,Sergio Garcia,61,"30' 9""",522.25,17,+3
160,161,161,Jhonattan Vegas,77,"31' 0""",589.75,19,+11
161,162,162,Graeme McDowell,66,"31' 2""",498.75,16,+7
162,163,163,Billy Horschel,92,"31' 4""",782.8330000000001,25,+6
163,164,164,John Peterson,62,"31' 7""",599.9169999999999,19,+11
164,T165,T165,James Hahn,82,"32' 0""",1055.333,33,+7
165,T165,T165,Jim Herman,62,"32' 0""",736.0,23,+10
166,167,167,Richard Lee,80,"33' 2""",1062.167,32,+9
167,168,168,Brendan Steele,89,"33' 6""",669.5830000000001,20,+9
168,169,169,D.H. Lee,54,"33' 8""",538.25,16,E
169,170,170,Paul Casey,56,"33' 11""",678.9169999999999,20,+7
170,171,171,Wes Roach,67,"34' 4""",824.5,24,+9
171,172,172,Willy Wilcox,51,"34' 5""",515.75,15,+4
172,173,173,Derek Ernst,80,"35' 9""",929.8330000000001,26,+20
173,174,174,Keegan Bradley,89,"36' 0""",1331.8329999999999,37,+7
174,175,175,Ben Martin,80,"38' 6""",846.75,22,+11
175,176,176,David Lingmerth,80,"40' 7""",1135.917,28,+11
176,177,177,Jason Dufner,57,"44' 5""",577.5830000000001,13,+8
