,GIR_Percentage_from_Fairway_RANK THIS WEEK,GIR_Percentage_from_Fairway_RANK LAST WEEK,GIR_Percentage_from_Fairway_PLAYER NAME,GIR_Percentage_from_Fairway_ROUNDS,GIR_Percentage_from_Fairway_%,GIR_Percentage_from_Fairway_GREENS HIT,GIR_Percentage_from_Fairway_# OF HOLES
35,36,36,Ricky Barnes,92,77.86,524,673
36,37,37,Rickie Fowler,91,77.81,554,712
37,38,38,Cameron Tringale,111,77.73,768,988
38,39,39,Ernie Els,85,77.72,457,588
39,40,40,Russell Knox,92,77.71,673,866
40,41,41,Trevor Immelman,84,77.68,508,654
41,42,42,Brad Fritsch,50,77.67,313,403
42,43,43,Ian Poulter,57,77.55,373,481
43,44,44,Gary Woodland,93,77.52,593,765
44,45,45,Louis Oosthuizen,50,77.49,303,391
45,46,46,Michael Thompson,74,77.48,499,644
46,T47,T47,Kevin Chappell,100,77.33,672,869
47,T47,T47,David Hearn,97,77.33,706,913
48,T47,T47,Kevin Tway,64,77.33,382,494
49,50,50,Justin Rose,70,77.29,439,568
50,51,51,Hudson Swafford,75,77.24,492,637
51,52,52,Seung-Yul Noh,92,77.23,546,707
52,T53,T53,Charlie Beljan,76,77.03,456,592
53,T53,T53,Retief Goosen,94,77.03,540,701
54,55,55,Jim Renner,61,76.99,358,465
55,56,56,John Rollins,84,76.95,514,668
56,T57,T57,Steven Bowditch,93,76.92,550,715
57,T57,T57,Henrik Stenson,56,76.92,400,520
58,59,59,Webb Simpson,87,76.91,563,732
59,60,60,Willy Wilcox,51,76.9,323,420
60,61,61,Hunter Mahan,88,76.87,595,774
61,62,62,Scott Langley,95,76.86,608,791
62,63,63,Ryan Moore,86,76.85,634,825
63,64,64,Marc Leishman,81,76.82,497,647
64,65,65,John Merrick,87,76.76,611,796
65,66,66,Johnson Wagner,69,76.74,396,516
66,67,67,Kevin Kisner,85,76.65,558,728
67,68,68,Matt Every,85,76.6,514,671
68,69,69,Lucas Glover,68,76.57,451,589
69,70,70,Paul Casey,56,76.53,362,473
70,71,71,Graeme McDowell,66,76.5,459,600
71,72,72,Jason Day,54,76.4,301,394
72,73,73,Sean O'Hair,77,76.39,440,576
73,74,74,Bubba Watson,76,76.38,472,618
74,75,75,Chris Stroud,88,76.37,601,787
75,76,76,Jim Furyk,84,76.35,623,816
76,T77,T77,Ben Martin,80,76.32,548,718
77,T77,T77,Patrick Reed,92,76.32,535,701
78,T79,T79,Zach Johnson,97,76.29,724,949
79,T79,T79,Andrew Loupe,65,76.29,325,426
80,81,81,Josh Teater,90,76.27,572,750
81,82,82,Ryan Palmer,85,76.26,530,695
82,83,83,Nicholas Thompson,85,76.19,576,756
83,84,84,Nick Watney,80,76.15,511,671
84,T85,T85,Jason Dufner,57,76.14,367,482
85,T85,T85,Martin Kaymer,65,76.14,418,549
86,87,87,Andrew Svoboda,77,76.09,541,711
87,88,88,Troy Matteson,62,76.05,327,430
88,89,89,Charley Hoffman,93,75.92,577,760
89,90,90,Rory Sabbatini,82,75.91,457,602
90,91,91,Chris Kirk,105,75.87,695,916
91,T92,T92,Ken Duke,80,75.82,580,765
92,T92,T92,Vijay Singh,83,75.82,533,703
93,94,94,Pat Perez,84,75.78,532,702
94,95,95,Hideki Matsuyama,82,75.76,522,689
95,96,96,Will MacKenzie,82,75.68,557,736
96,97,97,Matt Jones,83,75.66,513,678
97,98,98,Daniel Summerhays,98,75.58,684,905
98,99,99,Bryce Molder,77,75.54,457,605
99,100,100,Brooks Koepka,56,75.51,336,445
100,101,101,Stewart Cink,91,75.5,570,755
101,102,102,Jamie Lovemark,64,75.44,341,452
102,103,103,Morgan Hoffmann,103,75.37,563,747
103,104,104,Tyrone Van Aswegen,79,75.3,439,583
104,105,105,Brian Harman,111,75.29,710,943
105,106,106,Troy Merritt,62,75.19,400,532
106,T107,T107,"Ted Potter, Jr.",68,75.08,494,658
107,T107,T107,Scott Stallings,77,75.08,446,594
108,109,109,Bronson La'Cassie,51,75.0,294,392
109,110,110,Jim Herman,62,74.95,377,503
110,111,111,Billy Hurley III,86,74.94,634,846
111,112,112,William McGirt,96,74.86,661,883
112,113,113,Shawn Stefani,60,74.77,403,539
113,114,114,James Hahn,82,74.74,506,677
114,115,115,Jordan Spieth,102,74.69,602,806
115,116,116,Spencer Levin,59,74.67,398,533
116,117,117,Heath Slocum,71,74.64,521,698
117,T118,T118,Keegan Bradley,89,74.58,572,767
118,T118,T118,Lee Westwood,57,74.58,358,480
119,120,120,Phil Mickelson,71,74.48,429,576
120,121,121,Wes Roach,67,74.44,399,536
121,122,122,Geoff Ogilvy,84,74.43,486,653
122,123,123,Sergio Garcia,61,74.26,375,505
123,124,124,Ben Crane,81,74.23,556,749
124,125,125,Erik Compton,88,74.2,532,717
125,T126,T126,Stuart Appleby,92,74.11,561,757
126,T126,T126,Luke Guthrie,85,74.11,518,699
127,128,128,Jerry Kelly,80,73.92,547,740
128,T129,T129,Jonathan Byrd,76,73.91,456,617
129,T129,T129,D.A. Points,75,73.91,473,640
130,131,131,Aaron Baddeley,74,73.9,388,525
131,132,132,Kevin Na,94,73.87,622,842
132,133,133,Brendon de Jonge,109,73.77,762,1033
133,134,134,David Toms,64,73.66,481,653
134,135,135,Brandt Snedeker,89,73.64,570,774
135,136,136,Jason Bohn,81,73.63,539,732
136,T137,T137,Ángel Cabrera,69,73.53,414,563
137,T137,T137,Charlie Wi,72,73.53,414,563
138,139,139,Kyle Stanley,87,73.52,522,710
139,T140,T140,David Lingmerth,80,73.46,465,633
140,T140,T140,Tim Wilkinson,86,73.46,501,682
141,T142,T142,Jonas Blixt,64,73.36,358,488
142,T142,T142,Luke Donald,57,73.36,358,488
143,144,144,Danny Lee,84,73.28,532,726
144,145,145,John Peterson,62,73.27,392,535
145,T146,T146,Woody Austin,63,73.18,371,507
146,T146,T146,K.J. Choi,80,73.18,524,716
147,148,148,Gonzalo Fernandez-Castaño,83,72.97,502,688
148,149,149,Charl Schwartzel,64,72.87,376,516
149,T150,T150,Tommy Gainey,73,72.84,405,556
150,T150,T150,Andres Romero,81,72.84,429,589
151,152,152,James Driscoll,71,72.69,378,520
152,153,153,Freddie Jacobson,91,72.61,546,752
153,154,154,Roberto Castro,76,72.57,471,649
154,155,155,Brendon Todd,108,72.54,708,976
155,156,156,Brian Stuard,91,72.48,582,803
156,157,157,Scott Brown,100,72.4,674,931
157,158,158,Russell Henley,92,72.38,595,822
158,T159,T159,J.B. Holmes,86,72.26,474,656
159,T159,T159,John Huh,87,72.26,560,775
160,161,161,Y.E. Yang,79,72.15,513,711
161,T162,T162,Derek Ernst,80,72.01,494,686
162,T162,T162,Kevin Streelman,79,72.01,535,743
163,164,164,Mark Wilson,69,71.99,437,607
164,165,165,Greg Chalmers,85,71.97,475,660
165,166,166,Jeff Maggert,54,71.68,372,519
166,167,167,Sangmoon Bae,76,71.63,467,652
167,T168,T168,Briny Baird,50,71.62,318,444
168,T168,T168,Ben Curtis,77,71.62,472,659
169,170,170,Tim Clark,75,71.35,553,775
170,171,171,Chad Collins,78,70.36,432,614
171,172,172,Mike Weir,69,70.08,335,478
172,173,173,Richard Lee,80,69.99,471,673
173,174,174,Brian Davis,93,69.72,608,872
174,175,175,Justin Leonard,75,69.22,470,679
175,176,176,Brian Gay,81,68.32,468,685
176,177,177,D.H. Lee,54,67.97,314,462
