,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
55,T53,T53,George McNeill,79,"42' 5""",143,6066.9169999999995,+9.00
56,T57,T57,Andrew Loupe,65,"42' 6""",132,5605.25,+13.00
57,T57,T57,Chris Stroud,88,"42' 6""",119,5055.0,+28.00
58,59,59,Scott Stallings,77,"42' 7""",140,5961.6669999999995,+21.00
59,T60,T60,Brian Gay,81,"42' 8""",106,4521.5,+11.00
60,T60,T60,J.B. Holmes,86,"42' 8""",148,6312.0830000000005,+13.00
61,T60,T60,Robert Streb,75,"42' 8""",104,4434.333,+5.00
62,T60,T60,Hudson Swafford,75,"42' 8""",108,4608.5,+20.00
63,T60,T60,Y.E. Yang,79,"42' 8""",108,4605.0,+16.00
64,65,65,Shawn Stefani,60,"42' 9""",98,4193.5,+22.00
65,66,66,Jason Dufner,57,"42' 10""",81,3466.333,+14.00
66,67,67,Brian Stuard,91,"42' 11""",107,4587.667,+5.00
67,T68,T68,Martin Kaymer,65,"43' 0""",92,3952.5,+8.00
68,T68,T68,John Merrick,87,"43' 0""",81,3485.833,+15.00
69,T70,T70,Morgan Hoffmann,103,"43' 1""",208,8967.167,+40.00
70,T70,T70,Daniel Summerhays,98,"43' 1""",133,5727.0830000000005,-5.00
71,72,72,Jason Kokrak,65,"43' 3""",124,5361.1669999999995,+5.00
72,T73,T73,Charles Howell III,106,"43' 4""",223,9656.167,+31.00
73,T73,T73,Adam Scott,68,"43' 4""",103,4465.667,+1.00
74,T75,T75,Ben Martin,80,"43' 5""",95,4126.083,+19.00
75,T75,T75,Andres Romero,81,"43' 5""",154,6688.5830000000005,+17.00
76,T77,T77,Stewart Cink,91,"43' 6""",132,5736.8330000000005,+10.00
77,T77,T77,Sergio Garcia,61,"43' 6""",76,3308.0,-2.00
78,T77,T77,Hideki Matsuyama,82,"43' 6""",130,5659.0830000000005,+16.00
79,T77,T77,Cameron Tringale,111,"43' 6""",142,6174.4169999999995,+23.00
80,T81,T81,Jason Day,54,"43' 7""",71,3091.833,+11.00
81,T81,T81,Bronson La'Cassie,51,"43' 7""",63,2744.417,+4.00
82,T83,T83,Ian Poulter,57,"43' 8""",97,4238.333,+27.00
83,T83,T83,Charlie Wi,72,"43' 8""",153,6680.8330000000005,+11.00
84,T85,T85,Bill Haas,107,"43' 9""",140,6121.5830000000005,+14.00
85,T85,T85,John Huh,87,"43' 9""",114,4991.917,+20.00
86,T85,T85,Jerry Kelly,80,"43' 9""",125,5471.5830000000005,+15.00
87,T85,T85,Rory Sabbatini,82,"43' 9""",156,6826.9169999999995,+18.00
88,T85,T85,Bo Van Pelt,83,"43' 9""",102,4462.5,+13.00
89,90,90,Scott Langley,95,"43' 10""",190,8332.75,+16.00
90,T91,T91,Ben Crane,81,"43' 11""",125,5487.5,+32.00
91,T91,T91,Geoff Ogilvy,84,"43' 11""",142,6231.75,+12.00
92,T93,T93,Tommy Gainey,73,"44' 0""",127,5588.5,+10.00
93,T93,T93,Kevin Na,94,"44' 0""",136,5978.5,+3.00
94,95,95,Erik Compton,88,"44' 1""",142,6263.4169999999995,+23.00
95,T96,T96,Robert Garrigus,80,"44' 2""",145,6406.3330000000005,+24.00
96,T96,T96,Troy Merritt,62,"44' 2""",130,5736.3330000000005,+43.00
97,T96,T96,Webb Simpson,87,"44' 2""",124,5476.1669999999995,+11.00
98,99,99,Gary Woodland,93,"44' 3""",133,5883.8330000000005,+7.00
99,100,100,Wes Roach,67,"44' 4""",107,4741.583,+27.00
100,T101,T101,Stuart Appleby,92,"44' 5""",151,6713.0,+16.00
101,T101,T101,Woody Austin,63,"44' 5""",111,4931.083,+34.00
102,T101,T101,Ángel Cabrera,69,"44' 5""",121,5375.8330000000005,-1.00
103,T101,T101,Matt Every,85,"44' 5""",101,4482.417,+8.00
104,T101,T101,David Hearn,97,"44' 5""",130,5774.3330000000005,+33.00
105,T101,T101,Kevin Tway,64,"44' 5""",106,4706.333,+23.00
106,T107,T107,Steven Bowditch,93,"44' 6""",149,6633.0,+33.00
107,T107,T107,Matt Kuchar,91,"44' 6""",107,4758.083,+10.00
108,T109,T109,Harris English,95,"44' 7""",137,6104.4169999999995,+11.00
109,T109,T109,Matt Jones,83,"44' 7""",117,5218.083,+24.00
110,T109,T109,Martin Laird,66,"44' 7""",96,4281.0,+20.00
111,T109,T109,Graeme McDowell,66,"44' 7""",62,2766.333,+11.00
112,T113,T113,Keegan Bradley,89,"44' 8""",114,5093.0,+11.00
113,T113,T113,Russell Henley,92,"44' 8""",130,5808.6669999999995,+12.00
114,T115,T115,Bud Cauley,56,"44' 9""",84,3755.833,+15.00
115,T115,T115,Brendon Todd,108,"44' 9""",163,7299.5,+17.00
116,T117,T117,Billy Horschel,92,"44' 10""",92,4122.917,+19.00
117,T117,T117,Patrick Reed,92,"44' 10""",177,7937.8330000000005,+22.00
118,119,119,J.J. Henry,91,"44' 11""",118,5295.75,+15.00
119,120,120,Danny Lee,84,"45' 0""",104,4684.167,+9.00
120,121,121,Willy Wilcox,51,"45' 1""",77,3471.417,+14.00
121,T122,T122,Ernie Els,85,"45' 4""",161,7295.5830000000005,+20.00
122,T122,T122,Michael Putnam,106,"45' 4""",168,7621.4169999999995,+33.00
123,T122,T122,Michael Thompson,74,"45' 4""",101,4578.833,+15.00
124,T125,T125,Scott Brown,100,"45' 7""",121,5513.5830000000005,+13.00
125,T125,T125,Brendon de Jonge,109,"45' 7""",134,6105.5830000000005,+18.00
126,T125,T125,Camilo Villegas,95,"45' 7""",128,5838.5,+25.00
127,T128,T128,Ryo Ishikawa,75,"45' 8""",131,5986.4169999999995,+22.00
128,T128,T128,John Rollins,84,"45' 8""",135,6169.5,+17.00
129,T128,T128,Kevin Stadler,90,"45' 8""",102,4659.5,+10.00
130,T131,T131,James Hahn,82,"45' 10""",151,6917.5,+15.00
131,T131,T131,Jhonattan Vegas,77,"45' 10""",126,5772.25,+20.00
132,133,133,Rory McIlroy,66,"45' 11""",86,3945.75,+7.00
133,134,134,D.A. Points,75,"46' 0""",89,4095.083,+19.00
134,T135,T135,Brad Fritsch,50,"46' 1""",94,4335.25,+7.00
135,T135,T135,Trevor Immelman,84,"46' 1""",155,7137.4169999999995,+20.00
136,T135,T135,John Senden,99,"46' 1""",139,6406.8330000000005,+17.00
137,T138,T138,Jonas Blixt,64,"46' 2""",89,4110.5,+14.00
138,T138,T138,Spencer Levin,59,"46' 2""",82,3787.75,+18.00
139,T138,T138,Jeff Overton,80,"46' 2""",135,6233.75,+26.00
140,T138,T138,Jordan Spieth,102,"46' 2""",178,8223.75,+31.00
141,T142,T142,Aaron Baddeley,74,"46' 3""",158,7306.0,+23.00
142,T142,T142,Derek Ernst,80,"46' 3""",119,5506.9169999999995,+29.00
143,T142,T142,Nicholas Thompson,85,"46' 3""",115,5320.9169999999995,+24.00
144,145,145,Bryce Molder,77,"46' 6""",150,6971.75,+26.00
145,T146,T146,Justin Hicks,103,"46' 7""",113,5266.1669999999995,+8.00
146,T146,T146,Kevin Kisner,85,"46' 7""",138,6432.3330000000005,+29.00
147,148,148,Jim Herman,62,"46' 8""",94,4388.0,+20.00
148,149,149,Gonzalo Fernandez-Castaño,83,"46' 9""",135,6312.5,+24.00
149,T150,T150,K.J. Choi,80,"46' 10""",102,4780.25,+21.00
150,T150,T150,Chad Collins,78,"46' 10""",126,5899.5,+18.00
151,152,152,Jim Renner,61,"47' 1""",92,4335.25,+29.00
152,T153,T153,Tim Clark,75,"47' 2""",94,4432.25,+26.00
153,T153,T153,Richard Lee,80,"47' 2""",123,5796.5830000000005,+15.00
154,T155,T155,Will MacKenzie,82,"47' 3""",134,6333.6669999999995,+21.00
155,T155,T155,Pat Perez,84,"47' 3""",143,6757.6669999999995,+18.00
156,157,157,Chris Kirk,105,"47' 6""",142,6743.5,+2.00
157,T158,T158,Mike Weir,69,"47' 7""",131,6232.0830000000005,+7.00
158,T158,T158,Lee Westwood,57,"47' 7""",87,4143.0,+17.00
159,160,160,Ricky Barnes,92,"47' 8""",157,7481.4169999999995,+14.00
160,T161,T161,Rickie Fowler,91,"47' 10""",124,5930.25,+27.00
161,T161,T161,Lucas Glover,68,"47' 10""",70,3347.417,+14.00
162,T161,T161,Tim Wilkinson,86,"47' 10""",176,8425.833,+24.00
163,T164,T164,Chad Campbell,57,"47' 11""",77,3690.917,+19.00
164,T164,T164,Johnson Wagner,69,"47' 11""",105,5030.417,+28.00
165,166,166,Roberto Castro,76,"48' 0""",96,4605.0,+25.00
166,167,167,Mark Wilson,69,"48' 1""",106,5094.667,+27.00
167,T168,T168,Sangmoon Bae,76,"48' 2""",148,7126.0,+13.00
168,T168,T168,James Driscoll,71,"48' 2""",139,6700.5830000000005,+22.00
169,170,170,Robert Allenby,83,"48' 8""",89,4333.25,+14.00
170,171,171,Heath Slocum,71,"48' 10""",68,3319.167,+14.00
171,172,172,Ben Curtis,77,"48' 11""",108,5287.4169999999995,+17.00
172,173,173,Andrew Svoboda,77,"49' 7""",105,5208.25,+16.00
173,174,174,D.H. Lee,54,"49' 9""",80,3979.833,+11.00
174,175,175,Brice Garnett,92,"49' 11""",152,7584.6669999999995,+29.00
175,176,176,Justin Leonard,75,"50' 0""",110,5500.6669999999995,+40.00
176,177,177,Luke Donald,57,"50' 7""",62,3138.167,+11.00
