,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
81,82,82,Ryan Palmer,85,0.133,8.927999999999999,67
82,T83,T83,Billy Horschel,92,0.132,9.077,69
83,T83,T83,Chris Stroud,88,0.132,9.469,72
84,85,85,John Senden,99,0.127,10.323,81
85,86,86,Vijay Singh,83,0.126,9.575,76
86,87,87,Luke Guthrie,85,0.113,8.552999999999999,76
87,88,88,Brad Fritsch,50,0.098,3.821,39
88,T89,T89,Carl Pettersson,91,0.096,8.196,85
89,T89,T89,"Ted Potter, Jr.",68,0.096,5.747999999999999,60
90,91,91,Steven Bowditch,93,0.094,7.355,78
91,92,92,Heath Slocum,71,0.083,5.167000000000001,62
92,93,93,Ángel Cabrera,69,0.078,4.766,61
93,94,94,Kevin Kisner,85,0.076,5.332999999999999,70
94,95,95,Erik Compton,88,0.066,4.9319999999999995,75
95,96,96,Shawn Stefani,60,0.065,3.7230000000000003,57
96,97,97,Pat Perez,84,0.063,4.735,75
97,98,98,Davis Love III,74,0.053,3.3160000000000003,63
98,99,99,K.J. Choi,80,0.049,3.279,67
99,100,100,Boo Weekley,73,0.044000000000000004,2.445,56
100,101,101,Geoff Ogilvy,84,0.038,2.792,73
101,102,102,Lee Westwood,57,0.037000000000000005,1.6,43
102,103,103,Matt Every,85,0.028999999999999998,1.909,65
103,104,104,Rory Sabbatini,82,0.021,1.381,65
104,105,105,Charles Howell III,106,0.017,1.652,95
105,106,106,John Huh,87,0.016,1.148,70
106,107,107,Hudson Swafford,75,0.015,0.867,58
107,108,108,James Hahn,82,0.009000000000000001,0.6579999999999999,73
108,109,109,Bryce Molder,77,0.006,0.39299999999999996,64
109,110,110,John Rollins,84,0.002,0.10300000000000001,67
110,111,111,Danny Lee,84,-0.006999999999999999,-0.514,69
111,112,112,Ben Crane,81,-0.009000000000000001,-0.72,78
112,113,113,Brendon de Jonge,109,-0.012,-1.08,92
113,114,114,Trevor Immelman,84,-0.013000000000000001,-0.8690000000000001,67
114,115,115,Will MacKenzie,82,-0.040999999999999995,-3.009,73
115,116,116,Michael Thompson,74,-0.046,-2.73,60
116,117,117,Tommy Gainey,73,-0.057,-3.417,60
117,118,118,Jeff Overton,80,-0.059000000000000004,-3.885,66
118,119,119,Gonzalo Fernandez-Castaño,83,-0.07,-4.828,69
119,120,120,Josh Teater,90,-0.091,-6.841,75
120,121,121,Ben Martin,80,-0.09699999999999999,-6.117000000000001,63
121,122,122,Wes Roach,67,-0.107,-5.33,50
122,123,123,Bud Cauley,56,-0.109,-5.035,46
123,124,124,Mark Wilson,69,-0.11199999999999999,-6.362,57
124,125,125,Spencer Levin,59,-0.113,-5.665,50
125,126,126,J.J. Henry,91,-0.11900000000000001,-9.306000000000001,78
126,127,127,Charlie Beljan,76,-0.128,-8.567,67
127,128,128,Scott Brown,100,-0.139,-11.503,83
128,129,129,Louis Oosthuizen,50,-0.145,-4.35,30
129,130,130,James Driscoll,71,-0.146,-8.458,58
130,131,131,Roberto Castro,76,-0.159,-9.37,59
131,132,132,Stuart Appleby,92,-0.16,-13.462,84
132,133,133,Woody Austin,63,-0.16899999999999998,-9.63,57
133,134,134,David Lingmerth,80,-0.171,-11.472000000000001,67
134,135,135,Brendon Todd,108,-0.174,-15.870999999999999,91
135,136,136,Ian Poulter,57,-0.17600000000000002,-7.202000000000001,41
136,137,137,Briny Baird,50,-0.183,-8.219,45
137,138,138,Brice Garnett,92,-0.19699999999999998,-15.357999999999999,78
138,139,139,Freddie Jacobson,91,-0.19899999999999998,-16.151,81
139,140,140,William McGirt,96,-0.20199999999999999,-17.0,84
140,141,141,Martin Laird,66,-0.205,-11.270999999999999,55
141,T142,T142,Hunter Mahan,88,-0.221,-15.911,72
142,T142,T142,Scott Stallings,77,-0.221,-13.929,63
143,144,144,Jim Herman,62,-0.23800000000000002,-11.433,48
144,145,145,Kevin Streelman,79,-0.242,-14.494000000000002,60
145,146,146,Charlie Wi,72,-0.253,-16.468,65
146,147,147,Johnson Wagner,69,-0.254,-14.757,58
147,148,148,Robert Streb,75,-0.259,-16.558,64
148,149,149,Jonathan Byrd,76,-0.265,-17.202,65
149,150,150,Tim Wilkinson,86,-0.287,-20.35,71
150,151,151,Aaron Baddeley,74,-0.29100000000000004,-17.143,59
151,T152,T152,Sangmoon Bae,76,-0.299,-19.461,65
152,T152,T152,Jonas Blixt,64,-0.299,-12.866,43
153,154,154,D.A. Points,75,-0.308,-16.948,55
154,155,155,J.B. Holmes,86,-0.317,-24.401,77
155,156,156,Jamie Lovemark,64,-0.321,-15.067,47
156,157,157,Patrick Reed,92,-0.35200000000000004,-26.07,74
157,158,158,Russell Henley,92,-0.371,-27.833000000000002,75
158,159,159,Andres Romero,81,-0.381,-27.416999999999998,72
159,160,160,Ben Curtis,77,-0.41600000000000004,-26.622,64
160,161,161,Troy Matteson,62,-0.41700000000000004,-20.445,49
161,162,162,Brian Davis,93,-0.419,-33.965,81
162,163,163,Matt Jones,83,-0.42100000000000004,-25.287,60
163,164,164,Morgan Hoffmann,103,-0.425,-38.251999999999995,90
164,165,165,Jhonattan Vegas,77,-0.439,-28.092,64
165,166,166,Sean O'Hair,77,-0.473,-31.698,67
166,167,167,Justin Leonard,75,-0.49700000000000005,-30.835,62
167,168,168,Brian Gay,81,-0.501,-31.552,63
168,169,169,Andrew Loupe,65,-0.509,-25.453000000000003,50
169,170,170,Chad Collins,78,-0.522,-31.83,61
170,171,171,Bronson La'Cassie,51,-0.535,-19.277,36
171,172,172,Y.E. Yang,79,-0.586,-35.736999999999995,61
172,173,173,D.H. Lee,54,-0.591,-26.596999999999998,45
173,174,174,Kevin Tway,64,-0.623,-29.281999999999996,47
174,175,175,Greg Chalmers,85,-0.636,-46.46,73
175,176,176,Derek Ernst,80,-0.6940000000000001,-43.744,63
176,177,177,Richard Lee,80,-0.75,-45.726000000000006,61
