,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
63,64,64,Josh Teater,90,+.102
64,T65,T65,Brian Gay,81,+.104
65,T65,T65,Retief Goosen,94,+.104
66,T65,T65,William McGirt,96,+.104
67,T65,T65,Brendon Todd,108,+.104
68,T69,T69,Stuart Appleby,92,+.106
69,T69,T69,Dustin Johnson,58,+.106
70,71,71,Scott Brown,100,+.107
71,72,72,Jonathan Byrd,76,+.108
72,73,73,Andres Romero,81,+.110
73,T74,T74,Briny Baird,50,+.115
74,T74,T74,Rory Sabbatini,82,+.115
75,76,76,Jerry Kelly,80,+.120
76,T77,T77,Richard Lee,80,+.122
77,T77,T77,John Senden,99,+.122
78,79,79,Hideki Matsuyama,82,+.123
79,T80,T80,Ernie Els,85,+.124
80,T80,T80,Patrick Reed,92,+.124
81,82,82,Ryan Moore,86,+.125
82,T83,T83,Pat Perez,84,+.126
83,T83,T83,John Rollins,84,+.126
84,T83,T83,Boo Weekley,73,+.126
85,T86,T86,J.J. Henry,91,+.127
86,T86,T86,Bo Van Pelt,83,+.127
87,T88,T88,Trevor Immelman,84,+.129
88,T88,T88,Bubba Watson,76,+.129
89,90,90,Carl Pettersson,91,+.130
90,91,91,Brendon de Jonge,109,+.134
91,T92,T92,Martin Flores,85,+.136
92,T92,T92,Tim Wilkinson,86,+.136
93,94,94,Charl Schwartzel,64,+.137
94,95,95,D.H. Lee,54,+.138
95,96,96,Charles Howell III,106,+.139
96,97,97,Chad Collins,78,+.143
97,98,98,Sean O'Hair,77,+.145
98,T99,T99,Aaron Baddeley,74,+.146
99,T99,T99,Kevin Chappell,100,+.146
100,T101,T101,Jim Furyk,84,+.148
101,T101,T101,Y.E. Yang,79,+.148
102,103,103,Michael Thompson,74,+.149
103,104,104,Scott Stallings,77,+.150
104,T105,T105,Kyle Stanley,87,+.152
105,T105,T105,Andrew Svoboda,77,+.152
106,107,107,Jason Day,54,+.155
107,T108,T108,Robert Allenby,83,+.157
108,T108,T108,Jonas Blixt,64,+.157
109,T108,T108,Ben Curtis,77,+.157
110,T108,T108,Will MacKenzie,82,+.157
111,T108,T108,Brendan Steele,89,+.157
112,113,113,James Driscoll,71,+.158
113,114,114,Jhonattan Vegas,77,+.159
114,115,115,Louis Oosthuizen,50,+.160
115,116,116,Zach Johnson,97,+.161
116,T117,T117,Erik Compton,88,+.162
117,T117,T117,Cameron Tringale,111,+.162
118,119,119,John Peterson,62,+.165
119,120,120,Robert Garrigus,80,+.166
120,T121,T121,Ken Duke,80,+.168
121,T121,T121,Ryo Ishikawa,75,+.168
122,T123,T123,Jason Dufner,57,+.173
123,T123,T123,Russell Knox,92,+.173
124,T123,T123,Bryce Molder,77,+.173
125,126,126,Jordan Spieth,102,+.174
126,127,127,John Huh,87,+.175
127,T128,T128,Luke Donald,57,+.177
128,T128,T128,Graeme McDowell,66,+.177
129,130,130,Gonzalo Fernandez-Castaño,83,+.178
130,T131,T131,Bud Cauley,56,+.179
131,T131,T131,Marc Leishman,81,+.179
132,133,133,Willy Wilcox,51,+.182
133,T134,T134,John Merrick,87,+.185
134,T134,T134,Hudson Swafford,75,+.185
135,136,136,Brice Garnett,92,+.191
136,137,137,Morgan Hoffmann,103,+.192
137,138,138,Jeff Overton,80,+.193
138,T139,T139,Camilo Villegas,95,+.195
139,T139,T139,Lee Westwood,57,+.195
140,141,141,Michael Putnam,106,+.196
141,142,142,Charlie Beljan,76,+.199
142,T143,T143,Lucas Glover,68,+.200
143,T143,T143,Ben Martin,80,+.200
144,145,145,Tyrone Van Aswegen,79,+.203
145,T146,T146,Chesson Hadley,84,+.205
146,T146,T146,Matt Jones,83,+.205
147,T148,T148,K.J. Choi,80,+.206
148,T148,T148,Heath Slocum,71,+.206
149,150,150,Billy Horschel,92,+.207
150,151,151,Martin Laird,66,+.208
151,152,152,Nicholas Thompson,85,+.209
152,153,153,Kevin Kisner,85,+.210
153,154,154,Kevin Streelman,79,+.211
154,T155,T155,Jim Herman,62,+.213
155,T155,T155,D.A. Points,75,+.213
156,157,157,Kevin Tway,64,+.217
157,158,158,Rickie Fowler,91,+.218
158,159,159,Spencer Levin,59,+.220
159,160,160,Steven Bowditch,93,+.221
160,161,161,Shawn Stefani,60,+.224
161,162,162,Chris Stroud,88,+.235
162,163,163,Derek Ernst,80,+.244
163,164,164,Chad Campbell,57,+.247
164,165,165,Wes Roach,67,+.252
165,166,166,David Hearn,97,+.254
166,167,167,Mark Wilson,69,+.255
167,168,168,Ben Crane,81,+.256
168,169,169,Troy Matteson,62,+.257
169,170,170,Roberto Castro,76,+.260
170,171,171,Johnson Wagner,69,+.267
171,172,172,Tim Clark,75,+.277
172,173,173,Ian Poulter,57,+.278
173,174,174,Woody Austin,63,+.306
174,175,175,Jim Renner,61,+.315
175,176,176,Troy Merritt,62,+.331
176,177,177,Justin Leonard,75,+.364
