,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
75,T75,T75,Ken Duke,80,"31' 5""",925,29033.5,-59.00
76,T75,T75,David Hearn,97,"31' 5""",1158,36370.833,-114.00
77,T75,T75,Billy Hurley III,86,"31' 5""",1024,32144.25,-64.00
78,T75,T75,Kevin Na,94,"31' 5""",1031,32391.917,-106.00
79,T80,T80,Steven Bowditch,93,"31' 6""",938,29565.667,-55.00
80,T80,T80,Ángel Cabrera,69,"31' 6""",760,23970.0,-23.00
81,T80,T80,Martin Kaymer,65,"31' 6""",611,19269.667,-50.00
82,T80,T80,David Lingmerth,80,"31' 6""",866,27276.917,-45.00
83,T80,T80,Pat Perez,84,"31' 6""",996,31386.583,-31.00
84,T80,T80,Hudson Swafford,75,"31' 6""",775,24409.917,-44.00
85,T86,T86,Kevin Kisner,85,"31' 7""",925,29207.667,-84.00
86,T86,T86,Carl Pettersson,91,"31' 7""",1071,33811.917,-58.00
87,T86,T86,Brendon Todd,108,"31' 7""",1243,39300.75,-104.00
88,T86,T86,Mark Wilson,69,"31' 7""",794,25078.583,-11.00
89,T90,T90,Brice Garnett,92,"31' 8""",1000,31706.0,-76.00
90,T90,T90,James Hahn,82,"31' 8""",949,30060.917,-35.00
91,T90,T90,Ryan Palmer,85,"31' 8""",837,26528.333,-71.00
92,T90,T90,Gary Woodland,93,"31' 8""",930,29460.5,-85.00
93,T94,T94,J.B. Holmes,86,"31' 9""",934,29671.833,-66.00
94,T94,T94,Freddie Jacobson,91,"31' 9""",1038,32957.0,-76.00
95,T94,T94,Jeff Overton,80,"31' 9""",807,25606.083,-78.00
96,T97,T97,Scott Brown,100,"31' 10""",1126,35831.583,-93.00
97,T97,T97,Tommy Gainey,73,"31' 10""",767,24423.833,-36.00
98,T97,T97,Billy Horschel,92,"31' 10""",949,30228.833,-108.00
99,T97,T97,Josh Teater,90,"31' 10""",983,31321.333,-56.00
100,T101,T101,Spencer Levin,59,"31' 11""",665,21246.5,-33.00
101,T101,T101,Louis Oosthuizen,50,"31' 11""",390,12459.833,-13.00
102,T101,T101,Ian Poulter,57,"31' 11""",522,16657.167,-36.00
103,T101,T101,Kevin Streelman,79,"31' 11""",823,26267.75,-62.00
104,T105,T105,Brendon de Jonge,109,"32' 0""",1266,40485.917,-58.00
105,T105,T105,Luke Donald,57,"32' 0""",596,19063.0,-52.00
106,T105,T105,Retief Goosen,94,"32' 0""",977,31233.75,-89.00
107,T105,T105,Luke Guthrie,85,"32' 0""",974,31208.167,-71.00
108,T105,T105,John Merrick,87,"32' 0""",1017,32580.333,-15.00
109,T105,T105,Rory Sabbatini,82,"32' 0""",788,25195.75,-30.00
110,T105,T105,Vijay Singh,83,"32' 0""",988,31611.25,-54.00
111,T105,T105,Brandt Snedeker,89,"32' 0""",895,28663.75,-63.00
112,T105,T105,Cameron Tringale,111,"32' 0""",1338,42817.583,-120.00
113,T105,T105,Tim Wilkinson,86,"32' 0""",905,28945.833,-44.00
114,T115,T115,Morgan Hoffmann,103,"32' 1""",1087,34885.333,-101.00
115,T115,T115,Johnson Wagner,69,"32' 1""",740,23713.833,-59.00
116,T117,T117,Stuart Appleby,92,"32' 2""",1128,36329.75,-63.00
117,T117,T117,Bill Haas,107,"32' 2""",1081,34789.167,-120.00
118,T117,T117,Charles Howell III,106,"32' 2""",1115,35907.167,-106.00
119,T117,T117,Davis Love III,74,"32' 2""",821,26404.0,-17.00
120,T117,T117,John Senden,99,"32' 2""",1093,35189.667,-121.00
121,T117,T117,Boo Weekley,73,"32' 2""",771,24820.333,-6.00
122,T123,T123,Phil Mickelson,71,"32' 3""",620,19980.917,-40.00
123,T123,T123,Shawn Stefani,60,"32' 3""",757,24386.417,-71.00
124,T125,T125,Gonzalo Fernandez-Castaño,83,"32' 4""",888,28690.75,-46.00
125,T125,T125,Michael Putnam,106,"32' 4""",1190,38441.417,-96.00
126,T127,T127,Danny Lee,84,"32' 5""",928,30060.333,-48.00
127,T127,T127,Will MacKenzie,82,"32' 5""",971,31473.917,-72.00
128,T129,T129,Woody Austin,63,"32' 6""",737,23937.833,-27.00
129,T129,T129,Martin Flores,85,"32' 6""",856,27803.083,-60.00
130,T129,T129,J.J. Henry,91,"32' 6""",1072,34869.25,-37.00
131,T129,T129,Martin Laird,66,"32' 6""",722,23477.333,-48.00
132,T129,T129,D.A. Points,75,"32' 6""",735,23874.083,-13.00
133,T129,T129,John Rollins,84,"32' 6""",872,28317.167,+12.00
134,T135,T135,John Huh,87,"32' 7""",965,31458.083,-42.00
135,T135,T135,Justin Leonard,75,"32' 7""",856,27866.0,-57.00
136,T135,T135,Wes Roach,67,"32' 7""",664,21630.0,-20.00
137,T135,T135,Nicholas Thompson,85,"32' 7""",970,31566.5,-19.00
138,T135,T135,Michael Thompson,74,"32' 7""",805,26201.0,-57.00
139,140,140,Henrik Stenson,56,"32' 8""",532,17360.0,-45.00
140,T141,T141,Erik Compton,88,"32' 9""",955,31250.833,-63.00
141,T141,T141,Andrew Loupe,65,"32' 9""",582,19044.5,-20.00
142,T143,T143,Briny Baird,50,"32' 10""",601,19750.583,-17.00
143,T143,T143,Roberto Castro,76,"32' 10""",803,26396.0,-19.00
144,145,145,Charlie Wi,72,"32' 11""",837,27563.833,-27.00
145,146,146,Sean O'Hair,77,"33' 0""",825,27243.0,-47.00
146,T147,T147,Jonathan Byrd,76,"33' 1""",867,28653.083,-23.00
147,T147,T147,Chris Stroud,88,"33' 1""",952,31475.583,-90.00
148,T147,T147,Jhonattan Vegas,77,"33' 1""",831,27474.0,-39.00
149,T150,T150,Jamie Lovemark,64,"33' 2""",550,18227.333,-29.00
150,T150,T150,Charl Schwartzel,64,"33' 2""",681,22571.417,-78.00
151,T150,T150,Daniel Summerhays,98,"33' 2""",1211,40185.833,-97.00
152,T153,T153,Russell Henley,92,"33' 3""",995,33068.25,-55.00
153,T153,T153,Troy Matteson,62,"33' 3""",603,20060.5,-5.00
154,155,155,Mike Weir,69,"33' 4""",649,21610.5,+7.00
155,T156,T156,Chad Collins,78,"33' 5""",778,26026.333,-30.00
156,T156,T156,Y.E. Yang,79,"33' 5""",803,26859.0,-31.00
157,T158,T158,Sangmoon Bae,76,"33' 7""",855,28739.167,-49.00
158,T158,T158,Brian Davis,93,"33' 7""",1097,36823.833,-67.00
159,T158,T158,Bronson La'Cassie,51,"33' 7""",458,15365.583,+2.00
160,T158,T158,Hunter Mahan,88,"33' 7""",953,32031.917,-57.00
161,T158,T158,Geoff Ogilvy,84,"33' 7""",920,30870.667,-21.00
162,163,163,William McGirt,96,"33' 8""",1109,37379.5,-70.00
163,164,164,Brian Gay,81,"33' 9""",819,27667.667,-5.00
164,165,165,Lee Westwood,57,"33' 10""",553,18713.25,-33.00
165,T166,T166,Jonas Blixt,64,"34' 0""",529,17967.5,-28.00
166,T166,T166,James Driscoll,71,"34' 0""",679,23079.25,-23.00
167,T166,T166,Trevor Immelman,84,"34' 0""",867,29471.333,-23.00
168,169,169,Ben Curtis,77,"34' 1""",887,30259.417,-29.00
169,170,170,Kevin Tway,64,"34' 2""",598,20435.0,-8.00
170,171,171,Richard Lee,80,"34' 5""",785,27005.333,-36.00
171,T172,T172,D.H. Lee,54,"34' 6""",624,21552.75,E
172,T172,T172,Andres Romero,81,"34' 6""",878,30307.917,-49.00
173,174,174,Aaron Baddeley,74,"34' 7""",714,24665.5,-46.00
174,175,175,Derek Ernst,80,"34' 8""",844,29260.667,-3.00
175,176,176,Greg Chalmers,85,"35' 1""",916,32123.167,-49.00
176,177,177,Matt Jones,83,"35' 2""",745,26192.833,-52.00
