,GIR_Percentage_from_Other_than_Fairway_RANK THIS WEEK,GIR_Percentage_from_Other_than_Fairway_RANK LAST WEEK,GIR_Percentage_from_Other_than_Fairway_PLAYER NAME,GIR_Percentage_from_Other_than_Fairway_ROUNDS,GIR_Percentage_from_Other_than_Fairway_%,GIR_Percentage_from_Other_than_Fairway_GREENS HIT,GIR_Percentage_from_Other_than_Fairway_# OF HOLES
66,67,67,Jerry Kelly,80,51.21,191,373
67,68,68,Billy Horschel,92,51.2,213,416
68,69,69,Shawn Stefani,60,51.16,154,301
69,70,70,Brendan Steele,89,51.14,246,481
70,71,71,Trevor Immelman,84,51.08,237,464
71,T72,T72,Stuart Appleby,92,51.01,253,496
72,T72,T72,Martin Kaymer,65,51.01,177,347
73,74,74,John Rollins,84,51.0,229,449
74,75,75,Nicholas Thompson,85,50.94,189,371
75,76,76,Bo Van Pelt,83,50.93,219,430
76,T77,T77,Steven Bowditch,93,50.86,296,582
77,T77,T77,Will MacKenzie,82,50.86,206,405
78,79,79,Luke Guthrie,85,50.82,247,486
79,80,80,Hideki Matsuyama,82,50.81,219,431
80,T81,T81,Chad Campbell,57,50.78,130,256
81,T81,T81,John Huh,87,50.78,195,384
82,83,83,Keegan Bradley,89,50.76,235,463
83,84,84,Cameron Tringale,111,50.63,283,559
84,85,85,Russell Knox,92,50.6,210,415
85,86,86,Wes Roach,67,50.58,173,342
86,87,87,Scott Brown,100,50.43,236,468
87,88,88,Ryan Moore,86,50.42,179,355
88,89,89,Tommy Gainey,73,50.25,203,404
89,90,90,Martin Laird,66,50.15,169,337
90,T91,T91,Jason Dufner,57,50.0,137,274
91,T91,T91,Troy Matteson,62,50.0,190,380
92,T91,T91,George McNeill,79,50.0,208,416
93,T91,T91,Charl Schwartzel,64,50.0,176,352
94,95,95,David Lingmerth,80,49.88,212,425
95,96,96,Ricky Barnes,92,49.82,276,554
96,T97,T97,Briny Baird,50,49.8,126,253
97,T97,T97,Tyrone Van Aswegen,79,49.8,252,506
98,99,99,Morgan Hoffmann,103,49.68,315,634
99,100,100,Robert Allenby,83,49.66,216,435
100,101,101,"Ted Potter, Jr.",68,49.65,143,288
101,102,102,Michael Thompson,74,49.62,194,391
102,103,103,Ryo Ishikawa,75,49.59,242,488
103,104,104,William McGirt,96,49.56,226,456
104,T105,T105,Davis Love III,74,49.51,203,410
105,T105,T105,Bryce Molder,77,49.51,204,412
106,107,107,Brian Stuard,91,49.39,203,411
107,108,108,J.B. Holmes,86,49.36,268,543
108,T109,T109,Jonas Blixt,64,49.34,188,381
109,T109,T109,Lee Westwood,57,49.34,150,304
110,111,111,David Hearn,97,49.32,217,440
111,112,112,James Hahn,82,49.31,215,436
112,113,113,Kevin Streelman,79,49.28,172,349
113,114,114,Brooks Koepka,56,49.26,166,337
114,115,115,James Driscoll,71,49.25,230,467
115,116,116,Camilo Villegas,95,49.15,261,531
116,117,117,Tim Wilkinson,86,49.14,228,464
117,118,118,Jeff Overton,80,49.12,222,452
118,119,119,Josh Teater,90,49.05,233,475
119,120,120,Brice Garnett,92,48.91,247,505
120,121,121,Brian Gay,81,48.81,205,420
121,122,122,Patrick Reed,92,48.75,273,560
122,123,123,Johnson Wagner,69,48.72,190,390
123,124,124,Scott Langley,95,48.61,245,504
124,125,125,Kevin Kisner,85,48.58,222,457
125,126,126,Matt Kuchar,91,48.51,195,402
126,127,127,Heath Slocum,71,48.5,129,266
127,T128,T128,Troy Merritt,62,48.2,161,334
128,T128,T128,Webb Simpson,87,48.2,214,444
129,130,130,Derek Ernst,80,48.02,182,379
130,131,131,Brian Harman,111,48.01,290,604
131,132,132,Ken Duke,80,48.0,156,325
132,133,133,Russell Henley,92,47.97,225,469
133,134,134,Billy Hurley III,86,47.89,170,355
134,T135,T135,Jason Bohn,81,47.85,189,395
135,T135,T135,Brendon de Jonge,109,47.85,234,489
136,T135,T135,Brandt Snedeker,89,47.85,211,441
137,138,138,Jordan Spieth,102,47.79,270,565
138,139,139,Brian Davis,93,47.76,203,425
139,140,140,Chris Stroud,88,47.75,212,444
140,141,141,Andres Romero,81,47.74,232,486
141,142,142,Jason Day,54,47.65,132,277
142,143,143,Zach Johnson,97,47.61,189,397
143,144,144,Jim Furyk,84,47.49,142,299
144,145,145,Y.E. Yang,79,47.34,178,376
145,146,146,Rickie Fowler,91,47.06,224,476
146,147,147,Chesson Hadley,84,46.92,236,503
147,148,148,K.J. Choi,80,46.87,187,399
148,149,149,Chris Kirk,105,46.78,254,543
149,150,150,Aaron Baddeley,74,46.76,224,479
150,151,151,Matt Every,85,46.48,238,512
151,152,152,Retief Goosen,94,46.47,257,553
152,153,153,Greg Chalmers,85,46.37,217,468
153,T154,T154,Matt Jones,83,46.36,223,481
154,T154,T154,Charlie Wi,72,46.36,191,412
155,156,156,Graeme McDowell,66,46.07,123,267
156,157,157,John Senden,99,46.04,227,493
157,158,158,Woody Austin,63,45.91,146,318
158,159,159,Mark Wilson,69,45.82,137,299
159,160,160,Jim Renner,61,45.81,164,358
160,161,161,Richard Lee,80,45.54,189,415
161,T162,T162,Brad Fritsch,50,45.49,121,266
162,T162,T162,Spencer Levin,59,45.49,131,288
163,164,164,Bronson La'Cassie,51,45.45,120,264
164,165,165,Chad Collins,78,45.3,188,415
165,166,166,Ben Curtis,77,44.69,160,358
166,167,167,D.H. Lee,54,44.64,104,233
167,168,168,Ben Crane,81,44.33,168,379
168,169,169,Roberto Castro,76,44.24,169,382
169,170,170,Ernie Els,85,44.19,228,516
170,171,171,Mike Weir,69,44.16,189,428
171,172,172,Gonzalo Fernandez-Castaño,83,44.13,203,460
172,173,173,Ian Poulter,57,43.89,133,303
173,174,174,D.A. Points,75,43.86,168,383
174,175,175,Luke Donald,57,43.49,127,292
175,176,176,Tim Clark,75,41.91,114,272
176,177,177,Justin Leonard,75,36.71,134,365
