,Birdie_or_Better_Percentage_-_Fairway_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Fairway_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Fairway_PLAYER NAME,Birdie_or_Better_Percentage_-_Fairway_ROUNDS,Birdie_or_Better_Percentage_-_Fairway_%,Birdie_or_Better_Percentage_-_Fairway_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Fairway_TOTAL HOLES
69,70,70,Bo Van Pelt,83,21.91,202,922
70,71,71,Brian Harman,111,21.88,289,1321
71,72,72,Aaron Baddeley,74,21.85,156,714
72,73,73,Wes Roach,67,21.84,145,664
73,T74,T74,Bill Haas,107,21.83,236,1081
74,T74,T74,Will MacKenzie,82,21.83,212,971
75,T76,T76,Stuart Appleby,92,21.81,246,1128
76,T76,T76,Scott Langley,95,21.81,227,1041
77,78,78,Retief Goosen,94,21.8,213,977
78,79,79,Charlie Beljan,76,21.78,186,854
79,80,80,Patrick Reed,92,21.72,194,893
80,81,81,Stewart Cink,91,21.71,203,935
81,82,82,Seung-Yul Noh,92,21.69,205,945
82,83,83,Brad Fritsch,50,21.65,110,508
83,84,84,Steven Bowditch,93,21.64,203,938
84,85,85,Marc Leishman,81,21.63,188,869
85,T86,T86,Phil Mickelson,71,21.61,134,620
86,T86,T86,Gary Woodland,93,21.61,201,930
87,88,88,Brandt Snedeker,89,21.56,193,895
88,89,89,Andrew Svoboda,77,21.55,195,905
89,90,90,Cameron Tringale,111,21.52,288,1338
90,T91,T91,Jamie Lovemark,64,21.45,118,550
91,T91,T91,Rory Sabbatini,82,21.45,169,788
92,93,93,Brendon Todd,108,21.4,266,1243
93,94,94,Ernie Els,85,21.37,159,744
94,95,95,Hudson Swafford,75,21.29,165,775
95,96,96,John Senden,99,21.23,232,1093
96,97,97,Daniel Summerhays,98,21.22,257,1211
97,98,98,David Toms,64,21.15,166,785
98,99,99,Tommy Gainey,73,21.12,162,767
99,100,100,Brian Davis,93,21.06,231,1097
100,101,101,Martin Flores,85,21.03,180,856
101,102,102,David Lingmerth,80,21.02,182,866
102,103,103,William McGirt,96,21.01,233,1109
103,104,104,Freddie Jacobson,91,21.0,218,1038
104,105,105,Hunter Mahan,88,20.99,200,953
105,T106,T106,Jonas Blixt,64,20.98,111,529
106,T106,T106,Jim Renner,61,20.98,137,653
107,108,108,Ken Duke,80,20.97,194,925
108,109,109,Michael Putnam,106,20.92,249,1190
109,110,110,Justin Leonard,75,20.91,179,856
110,111,111,Woody Austin,63,20.9,154,737
111,112,112,Brice Garnett,92,20.8,208,1000
112,113,113,Ángel Cabrera,69,20.79,158,760
113,114,114,Shawn Stefani,60,20.74,157,757
114,115,115,Erik Compton,88,20.73,198,955
115,116,116,Troy Merritt,62,20.58,148,719
116,T117,T117,Matt Jones,83,20.54,153,745
117,T117,T117,Carl Pettersson,91,20.54,220,1071
118,119,119,Greg Chalmers,85,20.52,188,916
119,120,120,Robert Allenby,83,20.47,190,928
120,T121,T121,Russell Knox,92,20.46,238,1163
121,T121,T121,Willy Wilcox,51,20.46,106,518
122,123,123,K.J. Choi,80,20.34,189,929
123,124,124,Jerry Kelly,80,20.31,181,891
124,125,125,Billy Hurley III,86,20.12,206,1024
125,126,126,Troy Matteson,62,20.07,121,603
126,127,127,Jim Furyk,84,20.02,195,974
127,128,128,Sean O'Hair,77,20.0,165,825
128,129,129,Pat Perez,84,19.98,199,996
129,130,130,Bryce Molder,77,19.86,167,841
130,131,131,Vijay Singh,83,19.74,195,988
131,T132,T132,James Driscoll,71,19.73,134,679
132,T132,T132,Justin Hicks,103,19.73,262,1328
133,134,134,James Hahn,82,19.7,187,949
134,135,135,Tim Clark,75,19.65,180,916
135,T136,T136,Briny Baird,50,19.63,118,601
136,T136,T136,Ben Crane,81,19.63,211,1075
137,T138,T138,Ben Curtis,77,19.62,174,887
138,T138,T138,Richard Lee,80,19.62,154,785
139,140,140,Charlie Wi,72,19.59,164,837
140,141,141,Tim Wilkinson,86,19.56,177,905
141,142,142,Spencer Levin,59,19.55,130,665
142,143,143,Brendon de Jonge,109,19.51,247,1266
143,144,144,Jhonattan Vegas,77,19.49,162,831
144,T145,T145,Derek Ernst,80,19.43,164,844
145,T145,T145,Heath Slocum,71,19.43,177,911
146,T145,T145,Scott Stallings,77,19.43,156,803
147,T145,T145,Y.E. Yang,79,19.43,156,803
148,149,149,Josh Teater,90,19.33,190,983
149,150,150,Jim Herman,62,19.21,121,630
150,151,151,Chad Collins,78,19.15,149,778
151,152,152,Davis Love III,74,19.12,157,821
152,T153,T153,Jason Bohn,81,19.07,189,991
153,T153,T153,John Huh,87,19.07,184,965
154,T153,T153,John Peterson,62,19.07,140,734
155,T153,T153,Kyle Stanley,87,19.07,180,944
156,157,157,Lucas Glover,68,19.02,124,652
157,158,158,Jonathan Byrd,76,18.92,164,867
158,159,159,Geoff Ogilvy,84,18.8,173,920
159,160,160,Nicholas Thompson,85,18.76,182,970
160,161,161,Johnson Wagner,69,18.65,138,740
161,162,162,Trevor Immelman,84,18.57,161,867
162,163,163,Roberto Castro,76,18.56,149,803
163,164,164,Chad Campbell,57,18.33,114,622
164,165,165,John Merrick,87,18.29,186,1017
165,166,166,D.A. Points,75,18.1,133,735
166,167,167,"Ted Potter, Jr.",68,18.06,151,836
167,168,168,Brian Gay,81,17.7,145,819
168,169,169,Boo Weekley,73,17.51,135,771
169,170,170,Kevin Tway,64,17.39,104,598
170,171,171,D.H. Lee,54,17.31,108,624
171,172,172,Mike Weir,69,17.1,111,649
172,173,173,Mark Wilson,69,17.0,135,794
173,174,174,J.J. Henry,91,16.7,179,1072
174,175,175,Jeff Maggert,54,16.33,98,600
175,176,176,John Rollins,84,16.28,142,872
176,177,177,Bronson La'Cassie,51,15.94,73,458
