,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
24,T25,T25,Adam Scott,68,"40' 9""",87,3542.833,E
25,T25,T25,Kevin Tway,64,"40' 9""",80,3260.333,+9.00
26,27,27,Robert Allenby,83,"40' 10""",165,6740.6669999999995,+18.00
27,28,28,Chad Campbell,57,"41' 1""",80,3286.5,+7.00
28,T29,T29,Paul Casey,56,"41' 2""",81,3334.833,+17.00
29,T29,T29,Hunter Mahan,88,"41' 2""",96,3948.917,+17.00
30,T31,T31,Charlie Beljan,76,"41' 3""",122,5027.917,+12.00
31,T31,T31,Martin Flores,85,"41' 3""",129,5316.25,+11.00
32,T31,T31,Kevin Na,94,"41' 3""",145,5986.8330000000005,+16.00
33,T31,T31,Tim Wilkinson,86,"41' 3""",124,5116.25,+13.00
34,T35,T35,Jonas Blixt,64,"41' 4""",90,3722.5,+15.00
35,T35,T35,Bo Van Pelt,83,"41' 4""",110,4548.583,+16.00
36,37,37,George McNeill,79,"41' 5""",93,3853.167,+13.00
37,T38,T38,Heath Slocum,71,"41' 6""",96,3984.083,+6.00
38,T38,T38,Boo Weekley,73,"41' 6""",75,3113.833,E
39,40,40,Jimmy Walker,98,"41' 7""",158,6565.9169999999995,+2.00
40,T41,T41,Jason Bohn,81,"41' 8""",124,5169.083,+22.00
41,T41,T41,James Driscoll,71,"41' 8""",148,6162.0,+48.00
42,43,43,Hudson Swafford,75,"41' 9""",97,4046.0,+5.00
43,T44,T44,Jim Herman,62,"41' 10""",86,3600.583,+12.00
44,T44,T44,Morgan Hoffmann,103,"41' 10""",186,7773.4169999999995,+42.00
45,T44,T44,Bubba Watson,76,"41' 10""",101,4224.083,-6.00
46,T47,T47,Jim Furyk,84,"42' 0""",75,3153.0,+4.00
47,T47,T47,Andres Romero,81,"42' 0""",147,6174.75,+11.00
48,49,49,Phil Mickelson,71,"42' 1""",101,4246.583,+5.00
49,T50,T50,John Rollins,84,"42' 2""",119,5022.167,+12.00
50,T50,T50,Y.E. Yang,79,"42' 2""",110,4637.833,+18.00
51,T52,T52,John Merrick,87,"42' 3""",113,4773.083,E
52,T52,T52,Shawn Stefani,60,"42' 3""",107,4521.167,+8.00
53,T54,T54,James Hahn,82,"42' 4""",122,5167.417,+19.00
54,T54,T54,Seung-Yul Noh,92,"42' 4""",125,5296.75,+21.00
55,56,56,Danny Lee,84,"42' 5""",119,5044.0,+15.00
56,T57,T57,Brian Harman,111,"42' 6""",185,7862.0,+33.00
57,T57,T57,Chris Kirk,105,"42' 6""",139,5910.75,+13.00
58,T57,T57,Camilo Villegas,95,"42' 6""",161,6840.9169999999995,+26.00
59,T60,T60,Steven Bowditch,93,"42' 8""",175,7469.25,+28.00
60,T60,T60,Matt Jones,83,"42' 8""",114,4862.333,+13.00
61,T60,T60,Troy Matteson,62,"42' 8""",97,4139.917,+24.00
62,T60,T60,Jim Renner,61,"42' 8""",115,4908.5,+25.00
63,T64,T64,Graeme McDowell,66,"42' 9""",66,2821.583,+8.00
64,T64,T64,Tyrone Van Aswegen,79,"42' 9""",147,6280.4169999999995,+29.00
65,T64,T64,Charlie Wi,72,"42' 9""",105,4492.083,+4.00
66,67,67,Josh Teater,90,"42' 10""",124,5306.1669999999995,+13.00
67,68,68,Bill Haas,107,"42' 11""",140,6004.5830000000005,+16.00
68,T69,T69,Scott Brown,100,"43' 2""",143,6169.0,+27.00
69,T69,T69,Kevin Chappell,100,"43' 2""",119,5135.25,+13.00
70,T69,T69,Charley Hoffman,93,"43' 2""",117,5047.5,+3.00
71,T69,T69,Matt Kuchar,91,"43' 2""",127,5479.0,+10.00
72,T69,T69,Andrew Loupe,65,"43' 2""",100,4314.417,+14.00
73,74,74,Jeff Maggert,54,"43' 3""",66,2856.75,+15.00
74,75,75,Brendan Steele,89,"43' 4""",125,5421.0,+19.00
75,T76,T76,Sangmoon Bae,76,"43' 5""",95,4121.167,+7.00
76,T76,T76,Jason Day,54,"43' 5""",66,2863.667,+5.00
77,T76,T76,William McGirt,96,"43' 5""",154,6682.1669999999995,+18.00
78,T76,T76,Brendon Todd,108,"43' 5""",146,6337.8330000000005,+12.00
79,T76,T76,David Toms,64,"43' 5""",63,2736.167,+10.00
80,T81,T81,Kevin Kisner,85,"43' 6""",111,4828.083,+9.00
81,T81,T81,Carl Pettersson,91,"43' 6""",169,7351.6669999999995,+4.00
82,T83,T83,Ricky Barnes,92,"43' 7""",167,7283.0830000000005,+14.00
83,T83,T83,Jordan Spieth,102,"43' 7""",134,5845.25,+14.00
84,T85,T85,Zach Johnson,97,"43' 8""",125,5456.75,+8.00
85,T85,T85,Michael Putnam,106,"43' 8""",168,7337.8330000000005,+26.00
86,T87,T87,Roberto Castro,76,"43' 9""",103,4509.833,+8.00
87,T87,T87,Scott Stallings,77,"43' 9""",119,5207.333,+35.00
88,T89,T89,Ken Duke,80,"43' 10""",101,4430.75,+19.00
89,T89,T89,Rory McIlroy,66,"43' 10""",99,4338.583,-13.00
90,91,91,Bud Cauley,56,"43' 11""",93,4085.5,+21.00
91,T92,T92,Brendon de Jonge,109,"44' 0""",151,6647.6669999999995,+6.00
92,T92,T92,Retief Goosen,94,"44' 0""",154,6778.0830000000005,+23.00
93,T92,T92,Will MacKenzie,82,"44' 0""",124,5455.3330000000005,+30.00
94,T95,T95,Scott Langley,95,"44' 1""",113,4983.833,+14.00
95,T95,T95,Pat Perez,84,"44' 1""",123,5421.3330000000005,+17.00
96,T95,T95,Ian Poulter,57,"44' 1""",65,2866.667,-1.00
97,T95,T95,Johnson Wagner,69,"44' 1""",115,5071.417,+27.00
98,99,99,Greg Chalmers,85,"44' 2""",110,4861.667,+20.00
99,100,100,Richard Lee,80,"44' 4""",105,4657.667,+18.00
100,101,101,Jason Kokrak,65,"44' 5""",133,5904.3330000000005,+4.00
101,102,102,Sean O'Hair,77,"44' 6""",140,6229.9169999999995,+28.00
102,T103,T103,Brice Garnett,92,"44' 7""",130,5796.1669999999995,+9.00
103,T103,T103,Billy Hurley III,86,"44' 7""",114,5085.167,+21.00
104,T103,T103,Ryo Ishikawa,75,"44' 7""",149,6647.8330000000005,+24.00
105,T103,T103,Brian Stuard,91,"44' 7""",118,5259.25,+21.00
106,T107,T107,Jason Dufner,57,"44' 8""",66,2947.167,+9.00
107,T107,T107,Russell Henley,92,"44' 8""",134,5981.1669999999995,+32.00
108,T109,T109,Tommy Gainey,73,"44' 11""",110,4938.667,+20.00
109,T109,T109,Davis Love III,74,"44' 11""",129,5797.1669999999995,+20.00
110,T109,T109,Rory Sabbatini,82,"44' 11""",114,5115.917,+21.00
111,112,112,Bronson La'Cassie,51,"45' 0""",81,3641.833,+9.00
112,T113,T113,Justin Rose,70,"45' 1""",83,3743.0,+15.00
113,T113,T113,Brandt Snedeker,89,"45' 1""",111,5001.083,+10.00
114,T115,T115,Chesson Hadley,84,"45' 2""",153,6915.1669999999995,+23.00
115,T115,T115,Jeff Overton,80,"45' 2""",143,6464.0830000000005,+15.00
116,T115,T115,"Ted Potter, Jr.",68,"45' 2""",90,4064.75,+24.00
117,118,118,Luke Guthrie,85,"45' 3""",135,6108.9169999999995,+11.00
118,T119,T119,Keegan Bradley,89,"45' 4""",120,5435.8330000000005,+22.00
119,T119,T119,Nick Watney,80,"45' 4""",80,3623.833,+16.00
120,121,121,Justin Hicks,103,"45' 5""",114,5173.833,+26.00
121,122,122,Woody Austin,63,"45' 6""",118,5370.5,+18.00
122,123,123,Russell Knox,92,"45' 7""",116,5287.1669999999995,+19.00
123,T124,T124,J.J. Henry,91,"45' 8""",136,6206.6669999999995,+7.00
124,T124,T124,John Huh,87,"45' 8""",118,5392.25,+29.00
125,T124,T124,Wes Roach,67,"45' 8""",81,3698.667,+16.00
126,T127,T127,Ben Crane,81,"45' 9""",114,5211.333,+16.00
127,T127,T127,Luke Donald,57,"45' 9""",78,3566.25,+12.00
128,T129,T129,Patrick Reed,92,"45' 10""",149,6825.6669999999995,+13.00
129,T129,T129,Jhonattan Vegas,77,"45' 10""",113,5179.0,+4.00
130,T131,T131,Stuart Appleby,92,"45' 11""",143,6571.5830000000005,+21.00
131,T131,T131,Derek Ernst,80,"45' 11""",97,4457.583,+19.00
132,T133,T133,Robert Streb,75,"46' 0""",142,6528.5830000000005,+14.00
133,T133,T133,Michael Thompson,74,"46' 0""",104,4787.083,+20.00
134,T135,T135,Trevor Immelman,84,"46' 1""",96,4422.083,+12.00
135,T135,T135,D.A. Points,75,"46' 1""",101,4654.583,+27.00
136,137,137,Martin Laird,66,"46' 2""",98,4525.417,+9.00
137,T138,T138,Brian Davis,93,"46' 4""",149,6901.6669999999995,+27.00
138,T138,T138,Charl Schwartzel,64,"46' 4""",94,4356.833,-7.00
139,140,140,Mark Wilson,69,"46' 6""",68,3164.0,+8.00
140,T141,T141,Erik Compton,88,"46' 8""",153,7144.3330000000005,+34.00
141,T141,T141,Gonzalo Fernandez-Castaño,83,"46' 8""",108,5038.5,+18.00
142,T141,T141,Chris Stroud,88,"46' 8""",115,5365.4169999999995,+13.00
143,T141,T141,Andrew Svoboda,77,"46' 8""",97,4525.917,+17.00
144,T145,T145,Aaron Baddeley,74,"46' 9""",83,3883.333,+4.00
145,T145,T145,Jonathan Byrd,76,"46' 9""",110,5141.167,+10.00
146,T145,T145,J.B. Holmes,86,"46' 9""",164,7662.6669999999995,+25.00
147,T148,T148,Ryan Moore,86,"46' 10""",78,3655.417,+16.00
148,T148,T148,Cameron Tringale,111,"46' 10""",176,8248.667,+21.00
149,150,150,Brad Fritsch,50,"47' 0""",64,3006.667,+9.00
150,151,151,Briny Baird,50,"47' 2""",81,3818.333,+24.00
151,152,152,Jerry Kelly,80,"47' 3""",100,4721.333,+7.00
152,T153,T153,K.J. Choi,80,"47' 6""",96,4556.583,+15.00
153,T153,T153,Graham DeLaet,80,"47' 6""",112,5324.1669999999995,+18.00
154,155,155,Robert Garrigus,80,"47' 8""",144,6868.75,+30.00
155,T156,T156,Ernie Els,85,"47' 9""",114,5441.0,+18.00
156,T156,T156,Daniel Summerhays,98,"47' 9""",141,6736.5830000000005,+23.00
157,T158,T158,Matt Every,85,"47' 10""",150,7176.0,+10.00
158,T158,T158,Webb Simpson,87,"47' 10""",144,6892.75,+18.00
159,T158,T158,Mike Weir,69,"47' 10""",104,4971.583,+18.00
160,161,161,Lee Westwood,57,"47' 11""",68,3257.0,+6.00
161,162,162,Martin Kaymer,65,"48' 0""",79,3793.833,+23.00
162,163,163,Willy Wilcox,51,"48' 1""",80,3848.083,+7.00
163,T164,T164,Brian Gay,81,"48' 2""",126,6070.4169999999995,+12.00
164,T164,T164,David Lingmerth,80,"48' 2""",127,6116.8330000000005,+34.00
165,T166,T166,David Hearn,97,"48' 3""",95,4582.417,+23.00
166,T166,T166,Spencer Levin,59,"48' 3""",97,4680.833,+21.00
167,168,168,Gary Woodland,93,"48' 4""",138,6668.5,+21.00
168,169,169,Billy Horschel,92,"48' 6""",110,5331.9169999999995,+19.00
169,170,170,Kevin Streelman,79,"49' 1""",79,3876.0,+20.00
170,171,171,Ben Martin,80,"49' 3""",102,5023.833,+10.00
171,172,172,D.H. Lee,54,"49' 9""",70,3483.5,+19.00
172,173,173,Louis Oosthuizen,50,"49' 10""",66,3286.917,+19.00
173,174,174,Ben Curtis,77,"51' 2""",99,5067.75,+20.00
174,175,175,Justin Leonard,75,"52' 8""",105,5531.0830000000005,+24.00
175,176,176,Chad Collins,78,"52' 10""",115,6080.0,+24.00
176,177,177,Henrik Stenson,56,"53' 7""",48,2573.0,+5.00
