,Going_for_the_Green_-_Birdie_or_Better_RANK THIS WEEK,Going_for_the_Green_-_Birdie_or_Better_RANK LAST WEEK,Going_for_the_Green_-_Birdie_or_Better_PLAYER NAME,Going_for_the_Green_-_Birdie_or_Better_ROUNDS,Going_for_the_Green_-_Birdie_or_Better_%,Going_for_the_Green_-_Birdie_or_Better_# OF BIRDIE OR BETTER,Going_for_the_Green_-_Birdie_or_Better_ATTEMPTS,Going_for_the_Green_-_Birdie_or_Better_RTP-SUCCESSES,Going_for_the_Green_-_Birdie_or_Better_RTP-NOT GOING FOR THE GRN
60,T60,T60,J.B. Holmes,86,58.43,104,178,-106,+6.00
61,62,62,Matt Jones,83,58.27,81,139,-92,+4.00
62,63,63,Scott Langley,95,58.25,60,103,-63,-28.00
63,64,64,Kevin Kisner,85,58.18,64,110,-66,-17.00
64,65,65,Jhonattan Vegas,77,58.16,82,141,-85,-6.00
65,66,66,Vijay Singh,83,58.14,75,129,-79,-23.00
66,67,67,Kevin Chappell,100,58.13,93,160,-99,-4.00
67,68,68,Gonzalo Fernandez-Castaño,83,58.12,68,117,-71,+9.00
68,69,69,Charlie Beljan,76,58.06,72,124,-78,+2.00
69,70,70,Harris English,95,57.99,98,169,-105,-4.00
70,71,71,Russell Henley,92,57.97,80,138,-85,-3.00
71,72,72,Henrik Stenson,56,57.89,55,95,-57,-10.00
72,73,73,Sangmoon Bae,76,57.78,78,135,-83,-10.00
73,74,74,Bronson La'Cassie,51,57.63,34,59,-36,-3.00
74,75,75,Webb Simpson,87,57.58,76,132,-82,-26.00
75,76,76,Dustin Johnson,58,57.55,61,106,-68,-6.00
76,77,77,Brandt Snedeker,89,57.27,63,110,-67,-16.00
77,T78,T78,Greg Chalmers,85,57.14,56,98,-57,-12.00
78,T78,T78,Billy Horschel,92,57.14,80,140,-87,-3.00
79,80,80,Rickie Fowler,91,56.94,82,144,-84,-9.00
80,81,81,Seung-Yul Noh,92,56.83,79,139,-84,-17.00
81,82,82,Stewart Cink,91,56.78,67,118,-76,-13.00
82,83,83,Troy Merritt,62,56.67,34,60,-37,-3.00
83,84,84,Jeff Overton,80,56.56,69,122,-74,+3.00
84,85,85,Trevor Immelman,84,56.48,61,108,-68,-4.00
85,86,86,Ryan Moore,86,56.41,66,117,-73,-6.00
86,87,87,David Toms,64,56.36,31,55,-33,-16.00
87,88,88,Andres Romero,81,56.25,81,144,-90,-2.00
88,89,89,Jim Renner,61,56.0,42,75,-44,+1.00
89,90,90,Mike Weir,69,55.93,33,59,-36,-5.00
90,91,91,Brendon de Jonge,109,55.76,92,165,-96,-2.00
91,92,92,Wes Roach,67,55.68,49,88,-51,+6.00
92,T93,T93,Lucas Glover,68,55.56,55,99,-59,+9.00
93,T93,T93,Luke Guthrie,85,55.56,70,126,-74,-16.00
94,95,95,Martin Flores,85,55.46,66,119,-69,-11.00
95,96,96,Nick Watney,80,55.45,56,101,-57,-10.00
96,97,97,Charles Howell III,106,55.44,107,193,-115,-24.00
97,98,98,Davis Love III,74,55.34,57,103,-62,+3.00
98,99,99,Ben Martin,80,55.24,58,105,-62,+1.00
99,100,100,David Hearn,97,55.1,54,98,-55,-34.00
100,101,101,Michael Putnam,106,55.03,104,189,-111,+3.00
101,102,102,Phil Mickelson,71,54.87,62,113,-64,-4.00
102,103,103,Justin Hicks,103,54.76,69,126,-70,-24.00
103,104,104,Ken Duke,80,54.63,59,108,-61,-14.00
104,105,105,Brooks Koepka,56,54.55,48,88,-51,E
105,106,106,Hunter Mahan,88,54.48,79,145,-82,-12.00
106,107,107,Ernie Els,85,54.41,74,136,-79,+1.00
107,108,108,Freddie Jacobson,91,54.39,62,114,-66,-15.00
108,109,109,Camilo Villegas,95,54.35,75,138,-79,-2.00
109,110,110,Daniel Summerhays,98,54.27,89,164,-99,-19.00
110,111,111,Brian Harman,111,54.25,83,153,-92,-13.00
111,112,112,Johnson Wagner,69,54.02,47,87,-53,-1.00
112,113,113,Tim Clark,75,54.0,27,50,-28,-24.00
113,114,114,Justin Leonard,75,53.85,21,39,-21,-33.00
114,115,115,Y.E. Yang,79,53.76,50,93,-52,-6.00
115,116,116,Jason Day,54,53.73,36,67,-37,-6.00
116,T117,T117,Pat Perez,84,53.72,65,121,-69,-21.00
117,T117,T117,Kevin Streelman,79,53.72,65,121,-70,-8.00
118,119,119,Shawn Stefani,60,53.7,58,108,-65,-11.00
119,120,120,Charlie Wi,72,53.68,51,95,-54,-12.00
120,121,121,Bud Cauley,56,53.66,44,82,-47,-3.00
121,122,122,Martin Kaymer,65,53.64,59,110,-62,+11.00
122,123,123,Erik Compton,88,53.62,74,138,-80,+1.00
123,124,124,Tim Wilkinson,86,53.57,45,84,-49,-34.00
124,125,125,George McNeill,79,53.45,62,116,-69,-16.00
125,126,126,Hudson Swafford,75,53.4,55,103,-59,+4.00
126,127,127,Graham DeLaet,80,53.38,71,133,-75,-11.00
127,128,128,Sean O'Hair,77,53.33,72,135,-78,E
128,T129,T129,Russell Knox,92,53.1,60,113,-67,-15.00
129,T129,T129,Jamie Lovemark,64,53.1,60,113,-62,+1.00
130,T129,T129,Kevin Stadler,90,53.1,77,145,-82,-5.00
131,132,132,Chad Collins,78,52.94,36,68,-37,-8.00
132,133,133,Jonathan Byrd,76,52.78,57,108,-59,-9.00
133,134,134,Danny Lee,84,52.76,67,127,-69,-7.00
134,135,135,Ángel Cabrera,69,52.67,69,131,-71,-1.00
135,136,136,Brendon Todd,108,52.53,52,99,-56,-40.00
136,137,137,Andrew Loupe,65,52.43,54,103,-57,+3.00
137,138,138,Brian Gay,81,52.31,34,65,-37,-8.00
138,139,139,Carl Pettersson,91,52.2,83,159,-90,-7.00
139,140,140,Robert Garrigus,80,51.98,92,177,-99,-6.00
140,T141,T141,John Merrick,87,51.85,70,135,-77,-6.00
141,T141,T141,Louis Oosthuizen,50,51.85,28,54,-28,+4.00
142,T141,T141,Mark Wilson,69,51.85,42,81,-45,-3.00
143,144,144,Brian Stuard,91,51.82,57,110,-62,-33.00
144,145,145,Bo Van Pelt,83,51.46,53,103,-60,-16.00
145,146,146,Andrew Svoboda,77,51.4,55,107,-57,-16.00
146,147,147,Gary Woodland,93,51.35,95,185,-99,+2.00
147,148,148,Billy Hurley III,86,51.25,41,80,-44,-27.00
148,149,149,Boo Weekley,73,51.02,50,98,-52,-2.00
149,150,150,Graeme McDowell,66,50.94,27,53,-29,-23.00
150,151,151,Marc Leishman,81,50.7,72,142,-83,-13.00
151,152,152,Keegan Bradley,89,50.69,73,144,-76,+4.00
152,153,153,Troy Matteson,62,50.59,43,85,-43,E
153,154,154,Nicholas Thompson,85,50.45,56,111,-63,-12.00
154,155,155,Kyle Stanley,87,50.31,80,159,-83,+8.00
155,156,156,David Lingmerth,80,50.0,53,106,-57,-2.00
156,157,157,J.J. Henry,91,49.55,55,111,-57,+3.00
157,158,158,Tommy Gainey,73,49.52,52,105,-56,-2.00
158,159,159,Ben Crane,81,49.48,48,97,-51,-2.00
159,160,160,Derek Ernst,80,49.25,66,134,-69,+11.00
160,161,161,William McGirt,96,48.94,69,141,-72,-21.00
161,162,162,Scott Stallings,77,48.74,58,119,-64,-2.00
162,163,163,John Rollins,84,48.45,47,97,-48,-9.00
163,164,164,Scott Brown,100,47.77,75,157,-79,-13.00
164,165,165,Spencer Levin,59,47.76,32,67,-32,-15.00
165,166,166,D.A. Points,75,47.73,42,88,-43,+1.00
166,167,167,"Ted Potter, Jr.",68,46.51,40,86,-42,-9.00
167,168,168,Rory Sabbatini,82,46.4,58,125,-61,-4.00
168,169,169,Sergio Garcia,61,46.15,36,78,-38,+3.00
169,170,170,John Huh,87,45.87,50,109,-53,-11.00
170,171,171,Geoff Ogilvy,84,45.74,59,129,-65,-22.00
171,172,172,John Peterson,62,44.92,53,118,-54,+5.00
172,173,173,Jim Herman,62,43.33,39,90,-41,E
173,174,174,D.H. Lee,54,42.59,23,54,-24,-8.00
174,175,175,Jeff Maggert,54,42.11,24,57,-25,-6.00
175,176,176,Chad Campbell,57,41.27,26,63,-28,-7.00
176,177,177,Richard Lee,80,39.39,39,99,-42,-20.00
