,Average_Distance_after_Going_for_it_Shot_RANK THIS WEEK,Average_Distance_after_Going_for_it_Shot_RANK LAST WEEK,Average_Distance_after_Going_for_it_Shot_PLAYER NAME,Average_Distance_after_Going_for_it_Shot_ROUNDS,Average_Distance_after_Going_for_it_Shot_AVG,Average_Distance_after_Going_for_it_Shot_TOTAL DIST AFTER GFG SHOT,Average_Distance_after_Going_for_it_Shot_TOTAL GFG SHOTS
99,T95,T95,Jhonattan Vegas,77,24.6,124637.0,141
100,101,101,Brandt Snedeker,89,24.7,97891.0,110
101,T102,T102,Roberto Castro,76,24.8,76684.0,86
102,T102,T102,Luke Guthrie,85,24.8,112601.0,126
103,T102,T102,Bryce Molder,77,24.8,63315.0,71
104,T102,T102,Vijay Singh,83,24.8,115213.0,129
105,T106,T106,Briny Baird,50,24.9,60870.0,68
106,T106,T106,Brendon de Jonge,109,24.9,147873.0,165
107,T106,T106,Rickie Fowler,91,24.9,128957.0,144
108,T106,T106,Andres Romero,81,24.9,129088.0,144
109,T106,T106,Brian Stuard,91,24.9,98794.0,110
110,T111,T111,Jason Bohn,81,25.0,80189.0,89
111,T111,T111,Will MacKenzie,82,25.0,117835.0,131
112,T111,T111,Graeme McDowell,66,25.0,47689.0,53
113,T114,T114,Derek Ernst,80,25.1,121175.0,134
114,T114,T114,Matt Kuchar,91,25.1,107467.0,119
115,T116,T116,Shawn Stefani,60,25.2,97954.0,108
116,T116,T116,Lee Westwood,57,25.2,88108.0,97
117,118,118,Troy Merritt,62,25.3,54679.0,60
118,T119,T119,Sergio Garcia,61,25.4,71284.0,78
119,T119,T119,Rory Sabbatini,82,25.4,114255.0,125
120,T121,T121,Brian Davis,93,25.5,109341.0,119
121,T121,T121,Brice Garnett,92,25.5,114583.0,125
122,T121,T121,Russell Henley,92,25.5,126780.0,138
123,124,124,Bronson La'Cassie,51,25.6,54437.0,59
124,T125,T125,Jerry Kelly,80,25.9,72832.0,78
125,T125,T125,Andrew Loupe,65,25.9,96026.0,103
126,T125,T125,Mark Wilson,69,25.9,75551.0,81
127,T128,T128,Matt Every,85,26.0,100911.0,108
128,T128,T128,Scott Langley,95,26.0,96478.0,103
129,T128,T128,Chris Stroud,88,26.0,119061.0,127
130,T128,T128,Jimmy Walker,98,26.0,160220.0,171
131,T132,T132,Chad Collins,78,26.1,63973.0,68
132,T132,T132,David Lingmerth,80,26.1,99772.0,106
133,T132,T132,Hunter Mahan,88,26.1,136307.0,145
134,T132,T132,John Merrick,87,26.1,126986.0,135
135,T136,T136,Sangmoon Bae,76,26.2,127278.0,135
136,T136,T136,George McNeill,79,26.2,109424.0,116
137,T136,T136,Justin Rose,70,26.2,101733.0,108
138,T139,T139,Jason Kokrak,65,26.3,136474.0,144
139,T139,T139,Gary Woodland,93,26.3,175173.0,185
140,T141,T141,Jonathan Byrd,76,26.4,102545.0,108
141,T141,T141,Greg Chalmers,85,26.4,93289.0,98
142,T141,T141,Ernie Els,85,26.4,129406.0,136
143,T141,T141,Danny Lee,84,26.4,120862.0,127
144,T141,T141,Jeff Overton,80,26.4,116114.0,122
145,T146,T146,Freddie Jacobson,91,26.5,108584.0,114
146,T146,T146,Jamie Lovemark,64,26.5,107629.0,113
147,T146,T146,Phil Mickelson,71,26.5,107792.0,113
148,T146,T146,Ryan Palmer,85,26.5,146913.0,154
149,T146,T146,Cameron Tringale,111,26.5,151808.0,159
150,151,151,Richard Lee,80,26.6,94791.0,99
151,T152,T152,Brian Gay,81,26.7,62486.0,65
152,T152,T152,Boo Weekley,73,26.7,94282.0,98
153,T154,T154,Ben Crane,81,26.8,93652.0,97
154,T154,T154,Charlie Wi,72,26.8,91751.0,95
155,156,156,Seung-Yul Noh,92,27.1,135803.0,139
156,T157,T157,John Huh,87,27.3,107309.0,109
157,T157,T157,William McGirt,96,27.3,138783.0,141
158,T157,T157,Louis Oosthuizen,50,27.3,52982.0,54
159,160,160,Woody Austin,63,27.4,80940.0,82
160,T161,T161,Ken Duke,80,27.6,107284.0,108
161,T161,T161,Retief Goosen,94,27.6,109266.0,110
162,T161,T161,David Hearn,97,27.6,97444.0,98
163,164,164,Tim Wilkinson,86,27.7,83624.0,84
164,165,165,D.H. Lee,54,27.9,54178.0,54
165,T166,T166,Erik Compton,88,28.1,139409.0,138
166,T166,T166,Geoff Ogilvy,84,28.1,130434.0,129
167,168,168,Luke Donald,57,28.2,58939.0,58
168,T169,T169,Patrick Reed,92,28.9,134076.0,129
169,T169,T169,Y.E. Yang,79,28.9,96590.0,93
170,171,171,Brendon Todd,108,29.1,103823.0,99
171,172,172,Scott Brown,100,29.3,165578.0,157
172,173,173,Jeff Maggert,54,30.0,61500.0,57
173,T174,T174,Stuart Appleby,92,30.4,100794.0,92
174,T174,T174,David Toms,64,30.4,60179.0,55
175,176,176,Justin Leonard,75,31.3,43890.0,39
176,177,177,Tim Clark,75,34.9,62838.0,50
