,Total_Hole_Outs_RANK THIS WEEK,Total_Hole_Outs_RANK LAST WEEK,Total_Hole_Outs_PLAYER NAME,Total_Hole_Outs_ROUNDS,Total_Hole_Outs_HOLE OUTS
130,T114,T114,Nicholas Thompson,85,7
131,T114,T114,Michael Thompson,74,7
132,T114,T114,Jhonattan Vegas,77,7
133,T134,T134,Aaron Baddeley,74,6
134,T134,T134,Briny Baird,50,6
135,T134,T134,Ángel Cabrera,69,6
136,T134,T134,Paul Casey,56,6
137,T134,T134,K.J. Choi,80,6
138,T134,T134,Jason Dufner,57,6
139,T134,T134,Sergio Garcia,61,6
140,T134,T134,John Huh,87,6
141,T134,T134,Graeme McDowell,66,6
142,T134,T134,Phil Mickelson,71,6
143,T134,T134,Bryce Molder,77,6
144,T134,T134,Geoff Ogilvy,84,6
145,T134,T134,John Rollins,84,6
146,T134,T134,Heath Slocum,71,6
147,T134,T134,Brandt Snedeker,89,6
148,T134,T134,Bubba Watson,76,6
149,T134,T134,Mike Weir,69,6
150,T151,T151,Woody Austin,63,5
151,T151,T151,Jonas Blixt,64,5
152,T151,T151,Chad Campbell,57,5
153,T151,T151,Luke Donald,57,5
154,T151,T151,Charley Hoffman,93,5
155,T151,T151,Dustin Johnson,58,5
156,T151,T151,Brooks Koepka,56,5
157,T151,T151,Troy Merritt,62,5
158,T151,T151,D.A. Points,75,5
159,T151,T151,Justin Rose,70,5
160,T151,T151,Camilo Villegas,95,5
161,T162,T162,Sangmoon Bae,76,4
162,T162,T162,Jason Day,54,4
163,T162,T162,Martin Kaymer,65,4
164,T162,T162,Bronson La'Cassie,51,4
165,T162,T162,D.H. Lee,54,4
166,T162,T162,Davis Love III,74,4
167,T162,T162,Hunter Mahan,88,4
168,T162,T162,David Toms,64,4
169,T170,T170,Tommy Gainey,73,3
170,T170,T170,Lucas Glover,68,3
171,T170,T170,Jeff Maggert,54,3
172,T170,T170,Louis Oosthuizen,50,3
173,T170,T170,Ian Poulter,57,3
174,T170,T170,Henrik Stenson,56,3
175,T176,T176,Nick Watney,80,2
176,T176,T176,Lee Westwood,57,2
