,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
67,T66,T66,Brian Stuard,91,"35' 4""",46931.667,1329,122
68,T69,T69,James Hahn,82,"35' 5""",46232.833,1306,120
69,T69,T69,Ryo Ishikawa,75,"35' 5""",39311.917,1109,92
70,T69,T69,Brandt Snedeker,89,"35' 5""",41680.5,1177,136
71,T69,T69,Brendan Steele,89,"35' 5""",44416.167,1254,53
72,T69,T69,Andrew Svoboda,77,"35' 5""",41870.167,1183,18
73,T69,T69,Mark Wilson,69,"35' 5""",36134.5,1021,137
74,T75,T75,Chris Kirk,105,"35' 6""",54790.417,1542,129
75,T75,T75,John Merrick,87,"35' 6""",45849.167,1291,19
76,T77,T77,Stuart Appleby,92,"35' 7""",53546.5,1506,145
77,T77,T77,Retief Goosen,94,"35' 7""",49766.833,1398,124
78,T77,T77,Kevin Kisner,85,"35' 7""",44543.083,1251,76
79,T77,T77,Davis Love III,74,"35' 7""",40099.0,1126,100
80,T77,T77,Seung-Yul Noh,92,"35' 7""",47819.667,1343,38
81,T77,T77,Willy Wilcox,51,"35' 7""",25504.667,717,42
82,T83,T83,Ricky Barnes,92,"35' 8""",49883.583,1398,92
83,T83,T83,Ben Crane,81,"35' 8""",49887.083,1400,130
84,T83,T83,Brendon de Jonge,109,"35' 8""",58687.833,1644,103
85,T83,T83,Phil Mickelson,71,"35' 8""",31611.583,887,79
86,T83,T83,Shawn Stefani,60,"35' 8""",36339.833,1019,60
87,T88,T88,Ángel Cabrera,69,"35' 9""",38886.25,1088,90
88,T88,T88,Carl Pettersson,91,"35' 9""",54326.583,1518,46
89,T90,T90,Rickie Fowler,91,"35' 10""",39853.083,1111,100
90,T90,T90,Robert Garrigus,80,"35' 10""",46826.0,1306,84
91,T90,T90,Luke Guthrie,85,"35' 10""",48616.333,1356,126
92,T90,T90,John Huh,87,"35' 10""",45020.667,1255,106
93,T90,T90,Ryan Palmer,85,"35' 10""",42848.25,1195,46
94,T90,T90,Josh Teater,90,"35' 10""",48073.583,1342,86
95,T96,T96,Briny Baird,50,"35' 11""",29061.0,810,130
96,T96,T96,Scott Brown,100,"35' 11""",53529.583,1489,89
97,T96,T96,Bill Haas,107,"35' 11""",52812.25,1472,15
98,T96,T96,Pat Perez,84,"35' 11""",48334.75,1347,107
99,T96,T96,Webb Simpson,87,"35' 11""",47378.083,1320,77
100,T101,T101,Bud Cauley,56,"36' 0""",29690.167,825,30
101,T101,T101,Kevin Streelman,79,"36' 0""",38520.333,1071,137
102,T103,T103,Luke Donald,57,"36' 1""",28357.75,785,144
103,T103,T103,Tommy Gainey,73,"36' 1""",38665.583,1072,117
104,T103,T103,Danny Lee,84,"36' 1""",44500.167,1234,104
105,T103,T103,Wes Roach,67,"36' 1""",32352.417,897,112
106,T103,T103,Jordan Spieth,102,"36' 1""",51004.333,1415,152
107,T108,T108,Martin Kaymer,65,"36' 2""",31052.583,858,99
108,T108,T108,David Lingmerth,80,"36' 2""",43367.083,1200,135
109,T108,T108,John Rollins,84,"36' 2""",43475.0,1201,96
110,T108,T108,John Senden,99,"36' 2""",52502.5,1452,25
111,T108,T108,Michael Thompson,74,"36' 2""",38817.417,1074,68
112,T108,T108,Cameron Tringale,111,"36' 2""",63525.75,1755,45
113,T114,T114,Woody Austin,63,"36' 3""",37032.417,1022,167
114,T114,T114,Matt Every,85,"36' 3""",42153.417,1163,134
115,T114,T114,Martin Flores,85,"36' 3""",43988.25,1214,52
116,T114,T114,Jason Kokrak,65,"36' 3""",39556.667,1092,74
117,T118,T118,Billy Horschel,92,"36' 4""",44699.0,1229,4
118,T118,T118,D.A. Points,75,"36' 4""",35731.583,984,148
119,T118,T118,Patrick Reed,92,"36' 4""",48179.083,1326,124
120,T121,T121,Steven Bowditch,93,"36' 5""",50714.333,1393,133
121,T121,T121,Roberto Castro,76,"36' 5""",38497.25,1057,169
122,T121,T121,Charles Howell III,106,"36' 5""",62082.417,1705,26
123,T121,T121,Ian Poulter,57,"36' 5""",26573.083,729,153
124,T121,T121,Rory Sabbatini,82,"36' 5""",42383.75,1164,74
125,T126,T126,Morgan Hoffmann,103,"36' 6""",58841.0,1612,147
126,T126,T126,Henrik Stenson,56,"36' 6""",24786.083,679,8
127,T126,T126,Chris Stroud,88,"36' 6""",47004.417,1289,80
128,T126,T126,Jimmy Walker,98,"36' 6""",47616.75,1305,28
129,T130,T130,Hunter Mahan,88,"36' 7""",46996.833,1285,46
130,T130,T130,Daniel Summerhays,98,"36' 7""",57683.75,1575,42
131,T130,T130,Johnson Wagner,69,"36' 7""",37795.333,1033,115
132,T130,T130,Tim Wilkinson,86,"36' 7""",46665.417,1275,157
133,T134,T134,Jonathan Byrd,76,"36' 8""",42517.75,1160,95
134,T134,T134,Gonzalo Fernandez-Castaño,83,"36' 8""",45066.917,1228,166
135,T134,T134,J.J. Henry,91,"36' 8""",51313.333,1398,5
136,T134,T134,Will MacKenzie,82,"36' 8""",48033.75,1311,70
137,T134,T134,Michael Putnam,106,"36' 8""",59731.25,1628,36
138,T134,T134,Charlie Wi,72,"36' 8""",42771.833,1166,165
139,140,140,Geoff Ogilvy,84,"36' 9""",47998.417,1305,100
140,T141,T141,Brian Davis,93,"36' 10""",53577.25,1456,160
141,T141,T141,Jamie Lovemark,64,"36' 10""",30849.75,838,94
142,T141,T141,Jeff Overton,80,"36' 10""",43531.0,1181,64
143,T141,T141,Gary Woodland,93,"36' 10""",48161.5,1307,51
144,T141,T141,Y.E. Yang,79,"36' 10""",40153.583,1091,158
145,T146,T146,Brian Gay,81,"36' 11""",41631.75,1128,175
146,T146,T146,Russell Henley,92,"36' 11""",49359.0,1337,156
147,T146,T146,Spencer Levin,59,"36' 11""",33077.083,897,109
148,T149,T149,Troy Matteson,62,"37' 0""",32515.083,878,155
149,T149,T149,William McGirt,96,"37' 0""",55548.833,1503,105
150,T151,T151,Brice Garnett,92,"37' 1""",51711.75,1394,83
151,T151,T151,Martin Laird,66,"37' 1""",36477.583,983,58
152,T153,T153,Erik Compton,88,"37' 2""",49975.167,1344,142
153,T153,T153,Justin Leonard,75,"37' 2""",41328.833,1111,176
154,T153,T153,Sean O'Hair,77,"37' 2""",44539.583,1199,132
155,T156,T156,Bronson La'Cassie,51,"37' 4""",24084.5,645,161
156,T156,T156,Charl Schwartzel,64,"37' 4""",36113.167,967,126
157,158,158,Sangmoon Bae,76,"37' 5""",43428.083,1161,146
158,159,159,Jonas Blixt,64,"37' 7""",28880.917,769,162
159,160,160,J.B. Holmes,86,"37' 9""",52065.75,1380,163
160,T161,T161,Kevin Tway,64,"37' 10""",31790.083,841,107
161,T161,T161,Mike Weir,69,"37' 10""",35887.417,948,177
162,163,163,Andrew Loupe,65,"37' 11""",33952.833,895,141
163,T164,T164,Trevor Immelman,84,"38' 0""",45632.25,1202,77
164,T164,T164,Jhonattan Vegas,77,"38' 0""",43600.25,1147,7
165,T166,T166,Ernie Els,85,"38' 1""",42908.083,1127,159
166,T166,T166,D.H. Lee,54,"38' 1""",30656.833,805,172
167,168,168,Ben Curtis,77,"38' 2""",43924.667,1150,150
168,169,169,Chad Collins,78,"38' 3""",41753.75,1091,170
169,T170,T170,Greg Chalmers,85,"38' 4""",50123.917,1308,173
170,T170,T170,Andres Romero,81,"38' 4""",49397.75,1289,168
171,172,172,James Driscoll,71,"38' 6""",40039.083,1041,164
172,T173,T173,Derek Ernst,80,"38' 7""",43548.5,1129,128
173,T173,T173,Matt Jones,83,"38' 7""",41505.25,1075,137
174,T173,T173,Lee Westwood,57,"38' 7""",29666.917,769,123
175,176,176,Richard Lee,80,"38' 8""",41898.25,1084,171
176,177,177,Aaron Baddeley,74,"39' 1""",41249.417,1056,174
