,Birdie_or_Better_Percentage_-_Right_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Right_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Right_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Right_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Right_Rough_%,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL HOLES
111,112,112,Jason Dufner,57,12.35,10,81
112,113,113,Brendon Todd,108,12.27,20,163
113,114,114,Kevin Tway,64,12.26,13,106
114,115,115,James Driscoll,71,12.23,17,139
115,T116,T116,Richard Lee,80,12.2,15,123
116,T116,T116,Tyrone Van Aswegen,79,12.2,15,123
117,118,118,Scott Langley,95,12.11,23,190
118,119,119,Zach Johnson,97,12.1,15,124
119,120,120,Brandt Snedeker,89,12.0,12,100
120,121,121,Marc Leishman,81,11.92,18,151
121,122,122,Michael Putnam,106,11.9,20,168
122,123,123,Brice Garnett,92,11.84,18,152
123,124,124,William McGirt,96,11.81,17,144
124,T125,T125,Heath Slocum,71,11.76,8,68
125,T125,T125,Bo Van Pelt,83,11.76,12,102
126,127,127,Kyle Stanley,87,11.72,17,145
127,128,128,Brad Fritsch,50,11.7,11,94
128,129,129,Willy Wilcox,51,11.69,9,77
129,130,130,Troy Merritt,62,11.54,15,130
130,131,131,Troy Matteson,62,11.43,12,105
131,132,132,Charlie Beljan,76,11.35,16,141
132,133,133,Rickie Fowler,91,11.29,14,124
133,T134,T134,Matt Jones,83,11.11,13,117
134,T134,T134,Jeff Overton,80,11.11,15,135
135,T134,T134,Hudson Swafford,75,11.11,12,108
136,137,137,Sean O'Hair,77,11.03,16,145
137,138,138,Retief Goosen,94,10.98,19,173
138,139,139,Chris Stroud,88,10.92,13,119
139,140,140,Tim Wilkinson,86,10.8,19,176
140,141,141,Kevin Stadler,90,10.78,11,102
141,142,142,Brooks Koepka,56,10.59,9,85
142,143,143,Andrew Svoboda,77,10.48,11,105
143,144,144,Brendon de Jonge,109,10.45,14,134
144,145,145,Lee Westwood,57,10.34,9,87
145,146,146,Jhonattan Vegas,77,10.32,13,126
146,147,147,Chesson Hadley,84,10.26,12,117
147,148,148,Brendan Steele,89,10.24,13,127
148,149,149,Jim Furyk,84,10.23,9,88
149,150,150,Shawn Stefani,60,10.2,10,98
150,151,151,Robert Allenby,83,10.11,9,89
151,T152,T152,Steven Bowditch,93,10.07,15,149
152,T152,T152,John Senden,99,10.07,14,139
153,154,154,Jonathan Byrd,76,10.0,12,120
154,155,155,John Merrick,87,9.88,8,81
155,T156,T156,Jason Day,54,9.86,7,71
156,T156,T156,Cameron Tringale,111,9.86,14,142
157,158,158,Russell Knox,92,9.77,13,133
158,159,159,Justin Hicks,103,9.73,11,113
159,160,160,Martin Flores,85,9.52,14,147
160,161,161,Matt Kuchar,91,9.35,10,107
161,162,162,Chad Campbell,57,9.09,7,77
162,163,163,Woody Austin,63,9.01,10,111
163,164,164,Jim Renner,61,8.7,8,92
164,165,165,Spencer Levin,59,8.54,7,82
165,166,166,Mark Wilson,69,8.49,9,106
166,167,167,Ian Poulter,57,8.25,8,97
167,168,168,Gonzalo Fernandez-Castaño,83,8.15,11,135
168,169,169,Ben Crane,81,8.0,10,125
169,170,170,Billy Horschel,92,7.61,7,92
170,171,171,Martin Laird,66,7.29,7,96
171,172,172,David Hearn,97,6.92,9,130
172,T173,T173,Bryce Molder,77,6.67,10,150
173,T173,T173,Johnson Wagner,69,6.67,7,105
174,175,175,Luke Donald,57,6.45,4,62
175,176,176,Ben Martin,80,6.32,6,95
176,177,177,Justin Leonard,75,3.64,4,110
