,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
58,T59,T59,Tim Clark,75,"43' 0""",86738,168,7228.1669999999995,34.0
59,T59,T59,Kevin Stadler,90,"43' 0""",112035,217,9336.25,39.0
60,T61,T61,Greg Chalmers,85,"43' 1""",153027,296,12752.25,29.0
61,T61,T61,Chesson Hadley,84,"43' 1""",139680,270,11640.0,47.0
62,T61,T61,Scott Stallings,77,"43' 1""",134028,259,11169.0,56.0
63,T64,T64,Luke Guthrie,85,"43' 3""",146472,282,12206.0,25.0
64,T64,T64,Sean O'Hair,77,"43' 3""",148046,285,12337.167,49.0
65,T64,T64,Kevin Streelman,79,"43' 3""",90372,174,7531.0,40.0
66,T67,T67,Bill Haas,107,"43' 4""",145514,280,12126.167,30.0
67,T67,T67,Charlie Wi,72,"43' 4""",134075,258,11172.917,15.0
68,T69,T69,Brian Davis,93,"43' 5""",143892,276,11991.0,36.0
69,T69,T69,Davis Love III,74,"43' 5""",121288,233,10107.333,28.0
70,T69,T69,John Senden,99,"43' 5""",138105,265,11508.75,32.0
71,T69,T69,Brandt Snedeker,89,"43' 5""",109887,211,9157.25,19.0
72,T73,T73,Steven Bowditch,93,"43' 6""",169227,324,14102.25,61.0
73,T73,T73,Jason Day,54,"43' 6""",71466,137,5955.5,16.0
74,T73,T73,"Ted Potter, Jr.",68,"43' 6""",98126,188,8177.1669999999995,26.0
75,T73,T73,Charl Schwartzel,64,"43' 6""",113819,218,9484.917,10.0
76,T77,T77,Robert Allenby,83,"43' 7""",132887,254,11073.917,32.0
77,T77,T77,Danny Lee,84,"43' 7""",116738,223,9728.167,24.0
78,T79,T79,Jason Dufner,57,"43' 8""",76962,147,6413.5,23.0
79,T79,T79,Matt Jones,83,"43' 8""",120965,231,10080.417,37.0
80,T79,T79,Graeme McDowell,66,"43' 8""",67055,128,5587.9169999999995,19.0
81,T82,T82,Jonas Blixt,64,"43' 9""",93996,179,7833.0,29.0
82,T82,T82,Matt Kuchar,91,"43' 9""",122845,234,10237.083,20.0
83,T82,T82,Brian Stuard,91,"43' 9""",118163,225,9846.917,26.0
84,T85,T85,Russell Knox,92,"43' 10""",131019,249,10918.25,42.0
85,T85,T85,Jason Kokrak,65,"43' 10""",135186,257,11265.5,9.0
86,T85,T85,Ian Poulter,57,"43' 10""",85260,162,7105.0,26.0
87,T85,T85,Camilo Villegas,95,"43' 10""",152153,289,12679.417,51.0
88,T89,T89,Lucas Glover,68,"43' 11""",74901,142,6241.75,31.0
89,T89,T89,Scott Langley,95,"43' 11""",159799,303,13316.583,30.0
90,T89,T89,Bryce Molder,77,"43' 11""",122309,232,10192.417,37.0
91,T92,T92,Briny Baird,50,"44' 1""",84129,159,7010.75,33.0
92,T92,T92,Ryan Moore,86,"44' 1""",83570,158,6964.1669999999995,26.0
93,T92,T92,John Rollins,84,"44' 1""",134300,254,11191.667,29.0
94,T95,T95,Rickie Fowler,91,"44' 2""",118185,223,9848.75,41.0
95,T95,T95,Brendon Todd,108,"44' 2""",163648,309,13637.333,29.0
96,T97,T97,Scott Brown,100,"44' 3""",140191,264,11682.583,40.0
97,T97,T97,James Hahn,82,"44' 3""",145019,273,12084.917,34.0
98,T97,T97,Rory Sabbatini,82,"44' 3""",143314,270,11942.833,39.0
99,T100,T100,Bud Cauley,56,"44' 4""",94096,177,7841.3330000000005,36.0
100,T100,T100,Bronson La'Cassie,51,"44' 4""",76635,144,6386.25,13.0
101,T102,T102,Chad Campbell,57,"44' 5""",83729,157,6977.4169999999995,26.0
102,T102,T102,Tommy Gainey,73,"44' 5""",126326,237,10527.167,30.0
103,T102,T102,Jim Herman,62,"44' 5""",95863,180,7988.5830000000005,32.0
104,T105,T105,Jonathan Byrd,76,"44' 6""",122737,230,10228.083,23.0
105,T105,T105,Michael Putnam,106,"44' 6""",179511,336,14959.25,59.0
106,T105,T105,Heath Slocum,71,"44' 6""",87639,164,7303.25,20.0
107,T105,T105,Chris Stroud,88,"44' 6""",125045,234,10420.417,41.0
108,109,109,Robert Streb,75,"44' 7""",131555,246,10962.917,19.0
109,T110,T110,Russell Henley,92,"44' 8""",141478,264,11789.833,44.0
110,T110,T110,Jim Renner,61,"44' 8""",110925,207,9243.75,54.0
111,T112,T112,Ben Crane,81,"44' 9""",128386,239,10698.833,48.0
112,T112,T112,Brendon de Jonge,109,"44' 9""",153039,285,12753.25,24.0
113,T112,T112,J.B. Holmes,86,"44' 9""",167697,312,13974.75,38.0
114,T112,T112,John Huh,87,"44' 9""",124610,232,10384.167,49.0
115,T112,T112,Rory McIlroy,66,"44' 9""",99412,185,8284.333,-6.0
116,T117,T117,Graham DeLaet,80,"44' 10""",115564,215,9630.333,20.0
117,T117,T117,James Driscoll,71,"44' 10""",154351,287,12862.583,70.0
118,119,119,Wes Roach,67,"44' 11""",101283,188,8440.25,43.0
119,T120,T120,Woody Austin,63,"45' 0""",123619,229,10301.583,52.0
120,T120,T120,Keegan Bradley,89,"45' 0""",126346,234,10528.833,33.0
121,T120,T120,Chris Kirk,105,"45' 0""",151851,281,12654.25,15.0
122,T123,T123,Ryo Ishikawa,75,"45' 1""",151611,280,12634.25,46.0
123,T123,T123,Louis Oosthuizen,50,"45' 1""",62730,116,5227.5,27.0
124,T123,T123,Jordan Spieth,102,"45' 1""",168828,312,14069.0,45.0
125,T126,T126,Stuart Appleby,92,"45' 2""",159415,294,13284.583,37.0
126,T126,T126,Tim Wilkinson,86,"45' 2""",162505,300,13542.083,37.0
127,T128,T128,J.J. Henry,91,"45' 3""",138029,254,11502.417,22.0
128,T128,T128,Kevin Kisner,85,"45' 3""",135125,249,11260.417,38.0
129,T128,T128,David Lingmerth,80,"45' 3""",138013,254,11501.083,46.0
130,T128,T128,Patrick Reed,92,"45' 3""",177162,326,14763.5,35.0
131,T132,T132,Martin Kaymer,65,"45' 4""",92956,171,7746.3330000000005,31.0
132,T132,T132,Jerry Kelly,80,"45' 4""",122315,225,10192.917,22.0
133,T132,T132,Cameron Tringale,111,"45' 4""",173077,318,14423.083,44.0
134,T135,T135,Erik Compton,88,"45' 5""",160893,295,13407.75,57.0
135,T135,T135,Martin Laird,66,"45' 5""",105677,194,8806.417,29.0
136,137,137,Daniel Summerhays,98,"45' 6""",149564,274,12463.667,18.0
137,138,138,Ricky Barnes,92,"45' 7""",177174,324,14764.5,28.0
138,T139,T139,Brian Gay,81,"45' 8""",127103,232,10591.917,23.0
139,T139,T139,Will MacKenzie,82,"45' 8""",141468,258,11789.0,51.0
140,T139,T139,Jeff Overton,80,"45' 8""",152374,278,12697.833,41.0
141,T139,T139,Michael Thompson,74,"45' 8""",112391,205,9365.917,35.0
142,143,143,Pat Perez,84,"45' 9""",146148,266,12179.0,35.0
143,T144,T144,Roberto Castro,76,"45' 10""",109378,199,9114.833,33.0
144,T144,T144,Richard Lee,80,"45' 10""",125451,228,10454.25,33.0
145,T144,T144,Jhonattan Vegas,77,"45' 10""",131415,239,10951.25,24.0
146,T147,T147,Robert Garrigus,80,"45' 11""",159301,289,13275.083,54.0
147,T147,T147,Johnson Wagner,69,"45' 11""",121222,220,10101.833,55.0
148,T149,T149,David Hearn,97,"46' 0""",124281,225,10356.75,56.0
149,T149,T149,Justin Hicks,103,"46' 0""",125280,227,10440.0,34.0
150,T151,T151,Trevor Immelman,84,"46' 1""",138714,251,11559.5,32.0
151,T151,T151,D.A. Points,75,"46' 1""",104996,190,8749.667,46.0
152,T153,T153,Derek Ernst,80,"46' 2""",119574,216,9964.5,48.0
153,T153,T153,Webb Simpson,87,"46' 2""",148427,268,12368.917,29.0
154,155,155,Sangmoon Bae,76,"46' 3""",134966,243,11247.167,20.0
155,T156,T156,Ernie Els,85,"46' 4""",152839,275,12736.583,38.0
156,T156,T156,Gary Woodland,93,"46' 4""",150628,271,12552.333,28.0
157,T158,T158,Aaron Baddeley,74,"46' 5""",134272,241,11189.333,27.0
158,T158,T158,Matt Every,85,"46' 5""",139901,251,11658.417,18.0
159,T158,T158,Ben Martin,80,"46' 5""",109799,197,9149.917,29.0
160,161,161,Brad Fritsch,50,"46' 6""",88103,158,7341.9169999999995,16.0
161,162,162,Willy Wilcox,51,"46' 7""",87834,157,7319.5,21.0
162,163,163,Gonzalo Fernandez-Castaño,83,"46' 9""",136212,243,11351.0,42.0
163,164,164,Billy Horschel,92,"46' 10""",113458,202,9454.833,38.0
164,165,165,K.J. Choi,80,"47' 2""",112042,198,9336.833,36.0
165,166,166,Spencer Levin,59,"47' 4""",101623,179,8468.583,39.0
166,167,167,Brice Garnett,92,"47' 5""",160570,282,13380.833,38.0
167,168,168,Mark Wilson,69,"47' 6""",99104,174,8258.667,35.0
168,169,169,Mike Weir,69,"47' 8""",134444,235,11203.667,25.0
169,T170,T170,Henrik Stenson,56,"47' 9""",57301,100,4775.083,9.0
170,T170,T170,Lee Westwood,57,"47' 9""",88800,155,7400.0,23.0
171,172,172,Luke Donald,57,"47' 11""",80453,140,6704.4169999999995,23.0
172,173,173,Andrew Svoboda,77,"48' 2""",116810,202,9734.167,33.0
173,174,174,Chad Collins,78,"49' 8""",143754,241,11979.5,42.0
174,175,175,D.H. Lee,54,"49' 9""",89560,150,7463.3330000000005,30.0
175,176,176,Ben Curtis,77,"50' 0""",124262,207,10355.167,37.0
176,177,177,Justin Leonard,75,"51' 4""",132381,215,11031.75,64.0
