,Carry_Distance_RANK THIS WEEK,Carry_Distance_RANK LAST WEEK,Carry_Distance_PLAYER NAME,Carry_Distance_ROUNDS,Carry_Distance_AVG.,Carry_Distance_TOTAL DIST. TO IMPACT,Carry_Distance_TOTAL ATTEMPTS,Carry_Distance_LONGEST CARRY DISTANCE,Carry_Distance_SHORTEST CARRY DISTANCE
36,37,37,Martin Flores,95,286.6,22927.2,80,315.4,225.5
37,38,38,Retief Goosen,81,286.1,17451.2,61,322.1,229.2
38,39,39,Sean O'Hair,86,285.9,15727.1,55,308.9,239.9
39,40,40,Scott Stallings,60,285.6,12853.1,45,334.6,255.3
40,41,41,Andres Gonzales,90,285.3,20543.6,72,315.3,250.7
41,42,42,James Hahn,94,285.2,17109.5,60,318.8,255.5
42,43,43,Morgan Hoffmann,85,284.9,19370.0,68,309.2,251.3
43,44,44,Sergio Garcia,59,284.6,10247.1,36,310.5,253.5
44,T45,T45,Andres Romero,69,284.5,11094.3,39,309.6,252.7
45,T45,T45,Shawn Stefani,94,284.5,22759.7,80,309.8,247.1
46,47,47,Roger Sloan,56,284.2,9663.0,34,308.9,261.7
47,48,48,Max Homa,78,284.1,15340.5,54,312.1,251.5
48,49,49,Davis Love III,51,283.8,10216.6,36,319.9,246.9
49,50,50,Henrik Stenson,63,283.6,5956.2,21,299.3,249.9
50,T51,T51,Russell Henley,87,283.5,17580.0,62,315.0,252.0
51,T51,T51,Jordan Spieth,91,283.5,15873.6,56,319.4,250.8
52,53,53,Billy Horschel,99,283.2,20390.0,72,305.3,224.2
53,T54,T54,Lucas Glover,79,282.9,17821.3,63,306.3,257.2
54,T54,T54,Sam Saunders,83,282.9,16405.6,58,311.7,248.4
55,T56,T56,Marc Leishman,74,282.8,13572.8,48,308.6,258.3
56,T56,T56,Hideki Matsuyama,95,282.8,18945.7,67,309.6,250.4
57,58,58,Nick Taylor,91,282.6,21198.5,75,314.6,255.8
58,T59,T59,Paul Casey,87,282.4,14402.9,51,309.0,253.0
59,T59,T59,Michael Thompson,83,282.4,19766.3,70,315.1,247.1
60,61,61,Derek Ernst,75,282.3,16657.6,59,308.2,248.1
61,62,62,Ernie Els,57,282.0,8742.5,31,302.0,264.5
62,T63,T63,Stewart Cink,77,281.8,14089.5,50,316.5,245.2
63,T63,T63,Ryo Ishikawa,90,281.8,19729.3,70,309.4,238.9
64,65,65,Geoff Ogilvy,50,281.7,9579.5,34,301.6,251.2
65,66,66,Charl Schwartzel,67,281.6,9575.1,34,319.9,249.5
66,67,67,Nick Watney,91,281.4,18857.0,67,302.4,244.5
67,68,68,Willy Wilcox,58,281.2,8999.0,32,305.0,245.6
68,69,69,Louis Oosthuizen,68,280.6,10944.2,39,312.8,252.9
69,T70,T70,Padraig Harrington,60,280.4,11775.7,42,301.7,253.6
70,T70,T70,Lee Westwood,56,280.4,9252.9,33,297.8,226.5
71,72,72,Cameron Percy,72,279.4,14810.8,53,299.7,251.8
72,T73,T73,Jamie Donaldson,50,279.2,10887.3,39,304.8,231.2
73,T73,T73,Adam Hadwin,95,279.2,21776.9,78,316.8,242.1
74,T73,T73,Robert Streb,110,279.2,25962.2,93,313.6,250.9
75,76,76,Matt Jones,89,279.0,16181.8,58,303.0,250.1
76,77,77,Chesson Hadley,101,278.9,19243.0,69,321.1,238.2
77,T78,T78,Hunter Mahan,88,278.8,16446.4,59,304.7,248.1
78,T78,T78,Greg Owen,58,278.8,11990.4,43,298.8,250.2
79,T80,T80,Gonzalo Fernandez-Castaño,81,278.7,15604.8,56,304.7,250.5
80,T80,T80,J.J. Henry,94,278.7,16721.6,60,303.0,237.3
81,T82,T82,Tom Hoge,83,278.3,16142.3,58,297.4,248.5
82,T82,T82,Patrick Reed,103,278.3,18092.5,65,307.1,250.1
83,84,84,Carl Pettersson,106,278.2,23093.6,83,301.6,236.0
84,85,85,Scott Pinckney,88,277.8,17781.9,64,302.5,252.5
85,86,86,Vijay Singh,78,277.6,15822.2,57,299.0,244.2
86,T87,T87,Oscar Fraustro,58,276.8,9133.6,33,292.0,250.7
87,T87,T87,Bill Haas,89,276.8,18269.7,66,299.1,230.7
88,89,89,Michael Putnam,87,276.7,15494.0,56,300.6,251.6
89,90,90,Jim Herman,88,276.6,17977.6,65,305.0,249.5
90,T91,T91,Matt Every,73,276.3,14918.8,54,308.0,251.9
91,T91,T91,Bo Van Pelt,81,276.3,16299.9,59,300.9,248.7
92,T93,T93,Blayne Barber,76,276.1,15187.3,55,292.5,240.9
93,T93,T93,David Lingmerth,90,276.1,20433.7,74,303.0,240.6
94,95,95,Luke Guthrie,84,276.0,19318.3,70,297.6,248.2
95,96,96,Byron Smith,59,275.9,8001.7,29,293.9,251.5
96,T97,T97,John Senden,80,275.8,14067.6,51,310.2,237.8
97,T97,T97,Johnson Wagner,68,275.8,10755.2,39,300.0,245.1
98,99,99,Camilo Villegas,83,275.2,15687.2,57,298.6,250.1
99,100,100,Jason Gore,76,275.0,14576.3,53,310.2,236.3
100,101,101,Rory Sabbatini,81,274.7,16757.8,61,310.3,242.8
101,T102,T102,Nicholas Thompson,90,274.5,18937.2,69,307.0,241.6
102,T102,T102,Boo Weekley,79,274.5,13725.7,50,309.5,231.1
103,104,104,Kevin Streelman,95,274.2,20018.9,73,300.5,239.3
104,105,105,Jonathan Byrd,69,274.0,12056.9,44,292.7,227.2
105,T106,T106,Scott Brown,97,273.9,18895.9,69,300.4,235.8
106,T106,T106,Matt Kuchar,97,273.9,19172.1,70,303.5,242.7
107,108,108,Jonas Blixt,78,273.7,12865.2,47,294.6,238.6
108,109,109,Troy Merritt,91,273.5,17504.7,64,296.3,247.7
109,110,110,Tyrone Van Aswegen,58,273.4,8749.2,32,289.3,248.2
110,T111,T111,Danny Lee,120,273.1,25672.4,94,304.8,232.5
111,T111,T111,Jim Renner,68,273.1,13655.4,50,292.9,249.1
112,T113,T113,Sangmoon Bae,98,273.0,21017.7,77,300.2,242.3
113,T113,T113,Kyle Reifers,96,273.0,18838.2,69,304.8,239.6
114,T115,T115,Erik Compton,86,272.7,17451.1,64,304.6,244.8
115,T115,T115,Chez Reavie,56,272.7,14451.2,53,293.9,247.3
116,T117,T117,Whee Kim,71,272.4,10350.6,38,292.5,241.8
117,T117,T117,D.A. Points,72,272.4,11169.1,41,294.6,248.9
118,119,119,Brandt Snedeker,98,272.2,20956.6,77,300.0,240.6
119,120,120,Bill Lunde,50,272.1,8979.9,33,295.2,253.2
120,121,121,John Peterson,84,272.0,22032.5,81,309.6,243.6
121,T122,T122,Brice Garnett,81,271.8,17125.0,63,307.8,231.9
122,T122,T122,Kevin Kisner,104,271.8,24734.2,91,296.3,225.6
123,124,124,Webb Simpson,81,271.6,15480.0,57,291.8,249.0
124,T125,T125,George McNeill,93,271.4,17643.2,65,309.1,246.7
125,T125,T125,Steve Wheatcroft,87,271.4,20080.0,74,292.6,226.5
126,127,127,Robert Allenby,63,271.1,14098.0,52,296.0,242.5
127,T128,T128,Derek Fathauer,81,270.8,16245.5,60,292.4,238.3
128,T128,T128,Brian Harman,90,270.8,18145.1,67,295.2,241.8
129,130,130,Chris Kirk,76,270.7,13533.3,50,296.9,234.8
130,131,131,Andrew Svoboda,80,270.3,16488.2,61,301.0,239.2
131,132,132,Ian Poulter,68,269.9,11604.8,43,296.9,248.8
132,133,133,Brendon de Jonge,106,269.6,24799.2,92,292.1,232.3
133,134,134,Eric Axley,57,269.5,10779.7,40,292.9,245.3
134,T135,T135,Ben Martin,93,269.4,19667.5,73,293.2,247.4
135,T135,T135,Jeff Overton,94,269.4,17783.3,66,298.0,234.5
136,T137,T137,Mark Hubbard,79,268.8,14245.3,53,294.2,243.1
137,T137,T137,Pat Perez,96,268.8,19353.9,72,293.4,229.1
138,139,139,Sung Joon Park,79,268.7,14512.1,54,297.1,241.5
139,140,140,Chad Campbell,97,268.4,22278.8,83,300.1,239.3
140,141,141,Scott Langley,94,268.3,18243.8,68,293.1,234.8
141,T142,T142,Roberto Castro,54,268.2,7777.2,29,286.3,244.1
142,T142,T142,Fabián Gómez,83,268.2,17966.1,67,288.9,241.5
143,144,144,Cameron Tringale,96,268.1,20910.0,78,295.0,226.6
144,145,145,Ricky Barnes,82,268.0,11257.3,42,292.4,228.4
145,146,146,Chris Stroud,84,267.9,15808.8,59,294.8,234.5
146,T147,T147,Zach Johnson,90,267.2,19771.0,74,294.3,239.1
147,T147,T147,Andrew Putnam,68,267.2,13095.0,49,307.5,239.6
148,149,149,David Hearn,97,266.9,22153.9,83,307.0,236.1
149,150,150,John Huh,102,266.8,25076.8,94,301.5,228.8
150,151,151,Ryan Moore,81,266.5,15725.2,59,287.7,228.3
151,152,152,Francesco Molinari,56,265.4,10350.4,39,283.5,247.4
152,153,153,K.J. Choi,66,265.3,12471.0,47,291.9,243.5
153,T154,T154,Luke Donald,71,265.2,11933.0,45,293.7,237.5
154,T154,T154,Daniel Summerhays,101,265.2,18034.2,68,288.5,232.2
155,T156,T156,Alex Cejka,94,265.1,18555.4,70,287.0,239.4
156,T156,T156,John Merrick,78,265.1,13255.7,50,286.2,237.5
157,158,158,Jonathan Randolph,72,265.0,13517.2,51,292.4,243.5
158,159,159,Jim Furyk,71,264.2,11622.7,44,283.7,237.7
159,T160,T160,Jason Dufner,76,264.0,12405.8,47,295.6,236.6
160,T160,T160,Mark Wilson,89,264.0,18219.2,69,289.6,235.7
161,162,162,Kevin Na,98,263.8,16621.6,63,301.7,236.0
162,163,163,Greg Chalmers,58,263.5,9749.5,37,285.6,234.0
163,164,164,Tim Wilkinson,73,263.4,13961.3,53,289.2,241.5
164,165,165,Russell Knox,96,263.2,21586.3,82,287.5,230.1
165,166,166,William McGirt,103,262.8,23917.0,91,285.7,232.0
166,167,167,Brian Davis,86,261.9,18594.7,71,279.4,239.7
167,168,168,Steven Alker,62,261.8,13088.0,50,284.2,230.7
168,T169,T169,Chad Collins,79,261.5,16213.7,62,285.9,236.8
169,T169,T169,Spencer Levin,99,261.5,21181.0,81,289.4,230.1
170,171,171,Brian Stuard,97,261.1,20363.2,78,301.1,228.9
171,172,172,Bryce Molder,91,260.1,20027.9,77,287.2,235.3
172,173,173,Jason Bohn,95,259.7,22075.2,85,282.6,227.7
173,174,174,Billy Hurley III,83,259.5,15050.7,58,282.5,231.5
174,T175,T175,Zac Blair,108,258.9,22010.0,85,282.7,230.4
175,T175,T175,Ben Crane,62,258.9,11648.7,45,274.0,235.3
176,T175,T175,Brendon Todd,96,258.9,18642.6,72,285.1,230.8
177,178,178,Jon Curran,83,257.6,16227.3,63,277.2,237.8
178,179,179,Jerry Kelly,79,256.8,14896.0,58,276.9,220.9
179,180,180,Heath Slocum,57,255.6,10223.1,40,278.6,234.3
180,181,181,Ken Duke,93,255.5,16865.0,66,284.5,232.6
181,182,182,Colt Knost,90,255.2,19396.7,76,282.3,227.1
182,183,183,David Toms,62,254.5,14763.8,58,279.0,231.0
183,184,184,Justin Leonard,61,253.9,13712.2,54,280.1,232.0
