,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
85,86,86,Johnson Wagner,68,62.11,590,950
86,87,87,Rickie Fowler,76,62.08,622,1002
87,88,88,Shawn Stefani,94,62.06,813,1310
88,89,89,Alex Prugh,84,62.03,691,1114
89,90,90,Chris Kirk,76,61.97,634,1023
90,91,91,Scott Langley,94,61.9,793,1281
91,92,92,Daniel Summerhays,101,61.79,870,1408
92,93,93,Oscar Fraustro,58,61.78,464,751
93,94,94,Kyle Reifers,96,61.59,789,1281
94,95,95,Michael Putnam,87,61.47,726,1181
95,96,96,Brice Garnett,81,61.25,675,1102
96,97,97,Brendan Steele,88,61.13,717,1173
97,98,98,Nick Watney,91,61.08,772,1264
98,99,99,Brandt Snedeker,98,60.98,808,1325
99,100,100,Gonzalo Fernandez-Castaño,81,60.97,653,1071
100,101,101,Scott Pinckney,88,60.95,746,1224
101,102,102,Fabián Gómez,83,60.88,705,1158
102,103,103,Charl Schwartzel,67,60.81,540,888
103,T104,T104,Daniel Berger,97,60.74,823,1355
104,T104,T104,Sean O'Hair,86,60.74,727,1197
105,106,106,Bo Van Pelt,81,60.73,668,1100
106,107,107,Adam Scott,51,60.69,403,664
107,108,108,Whee Kim,71,60.4,581,962
108,109,109,Cameron Percy,72,60.31,588,975
109,110,110,Rory Sabbatini,81,60.3,679,1126
110,111,111,J.J. Henry,94,60.29,756,1254
111,112,112,Jonas Blixt,78,60.26,614,1019
112,113,113,Jamie Donaldson,50,60.09,399,664
113,114,114,Vijay Singh,78,60.06,651,1084
114,115,115,Sangmoon Bae,98,60.03,823,1371
115,116,116,James Hahn,94,59.89,787,1314
116,T117,T117,Louis Oosthuizen,68,59.84,523,874
117,T117,T117,Carlos Ortiz,100,59.84,800,1337
118,T119,T119,Matt Jones,89,59.7,714,1196
119,T119,T119,Lee Westwood,56,59.7,437,732
120,121,121,Greg Owen,58,59.63,486,815
121,122,122,Geoff Ogilvy,50,59.59,407,683
122,T123,T123,Sergio Garcia,59,59.47,471,792
123,T123,T123,Robert Streb,110,59.47,923,1552
124,125,125,Roger Sloan,56,59.45,431,725
125,126,126,Andrew Svoboda,80,59.32,646,1089
126,127,127,Erik Compton,86,59.31,710,1197
127,128,128,Scott Piercy,90,59.3,746,1258
128,129,129,Luke Donald,71,59.28,591,997
129,130,130,Carl Pettersson,106,59.05,874,1480
130,131,131,Hunter Mahan,88,58.91,681,1156
131,132,132,Jeff Overton,94,58.87,753,1279
132,133,133,Luke Guthrie,84,58.86,671,1140
133,134,134,Tom Hoge,83,58.84,649,1103
134,135,135,Martin Laird,77,58.54,627,1071
135,136,136,Harris English,105,58.51,835,1427
136,T137,T137,Justin Thomas,106,58.24,859,1475
137,T137,T137,Michael Thompson,83,58.24,657,1128
138,139,139,Byron Smith,59,58.15,446,767
139,140,140,Andres Gonzales,90,58.06,695,1197
140,141,141,Charley Hoffman,97,58.01,764,1317
141,142,142,Scott Stallings,60,57.74,485,840
142,143,143,Jim Renner,68,57.44,529,921
143,144,144,Stewart Cink,77,57.35,620,1081
144,145,145,Brooks Koepka,84,57.33,653,1139
145,146,146,Patrick Rodgers,57,56.97,421,739
146,147,147,Chesson Hadley,101,56.87,803,1412
147,148,148,Martin Flores,95,56.83,720,1267
148,149,149,Ernie Els,57,56.79,456,803
149,150,150,Robert Garrigus,70,56.72,519,915
150,T151,T151,Retief Goosen,81,56.57,611,1080
151,T151,T151,Ryan Palmer,80,56.57,603,1066
152,153,153,Bubba Watson,71,56.55,535,946
153,154,154,Max Homa,78,56.45,582,1031
154,155,155,Jason Kokrak,88,56.41,691,1225
155,156,156,Ryo Ishikawa,90,56.39,693,1229
156,157,157,D.A. Points,72,56.37,549,974
157,158,158,Gary Woodland,81,56.21,584,1039
158,159,159,Nick Taylor,91,56.05,713,1272
159,160,160,Jhonattan Vegas,90,56.01,671,1198
160,161,161,Phil Mickelson,70,55.98,552,986
161,162,162,Jason Day,75,55.94,570,1019
162,163,163,Ángel Cabrera,53,55.9,417,746
163,164,164,Eric Axley,57,55.54,426,767
164,165,165,Dustin Johnson,75,55.53,562,1012
165,166,166,Jonathan Randolph,72,55.19,537,973
166,167,167,Marc Leishman,74,54.99,534,971
167,168,168,Andrew Putnam,68,54.98,491,893
168,169,169,Seung-Yul Noh,65,54.87,501,913
169,170,170,Morgan Hoffmann,85,54.83,653,1191
170,171,171,Patrick Reed,103,54.78,762,1391
171,172,172,Tony Finau,106,54.3,802,1477
172,173,173,Camilo Villegas,83,54.12,631,1166
173,174,174,Ricky Barnes,82,54.1,587,1085
174,175,175,J.B. Holmes,89,54.05,647,1197
175,176,176,Steven Bowditch,103,54.04,782,1447
176,177,177,Tyrone Van Aswegen,58,53.39,402,753
177,178,178,Andres Romero,69,52.67,484,919
178,179,179,Charles Howell III,105,52.43,767,1463
179,180,180,Jimmy Walker,89,52.23,633,1212
180,181,181,Padraig Harrington,60,51.72,437,845
181,182,182,Derek Fathauer,81,51.63,554,1073
182,183,183,Matt Every,73,51.52,508,986
183,184,184,Aaron Baddeley,76,50.29,520,1034
