,Left_Rough_Tendency_RANK THIS WEEK,Left_Rough_Tendency_RANK LAST WEEK,Left_Rough_Tendency_PLAYER NAME,Left_Rough_Tendency_ROUNDS,Left_Rough_Tendency_%,Left_Rough_Tendency_TOTAL LEFT ROUGH,Left_Rough_Tendency_POSSIBLE FWYS,Left_Rough_Tendency_RELATIVE TO PAR
102,103,103,Ryo Ishikawa,90,13.97,144,1031,+0.02
103,104,104,Graham DeLaet,65,14.08,105,746,+0.12
104,105,105,Ben Crane,62,14.15,102,721,+0.05
105,106,106,Jonas Blixt,78,14.19,101,712,+0.16
106,107,107,Johnson Wagner,68,14.25,113,793,+0.18
107,108,108,Lucas Glover,79,14.3,143,1000,+0.12
108,T109,T109,Sangmoon Bae,98,14.32,176,1229,+0.04
109,T109,T109,Chad Campbell,97,14.32,181,1264,+0.09
110,T109,T109,Matt Jones,89,14.32,133,929,+0.02
111,T109,T109,Sean O'Hair,86,14.32,160,1117,+0.09
112,113,113,Justin Thomas,106,14.33,189,1319,-0.03
113,114,114,Tyrone Van Aswegen,58,14.36,83,578,+0.07
114,115,115,Cameron Percy,72,14.5,116,800,+0.10
115,116,116,Daniel Summerhays,101,14.56,180,1236,+0.04
116,117,117,Harris English,105,14.69,177,1205,+0.01
117,118,118,Erik Compton,86,14.75,142,963,+0.08
118,119,119,Billy Horschel,99,14.86,151,1016,+0.03
119,120,120,Morgan Hoffmann,85,14.97,143,955,+0.03
120,121,121,Tony Finau,106,14.98,190,1268,E
121,122,122,Jeff Overton,94,15.02,155,1032,+0.04
122,123,123,Max Homa,78,15.03,129,858,+0.06
123,124,124,Retief Goosen,81,15.04,123,818,+0.02
124,125,125,Henrik Stenson,63,15.11,92,609,+0.02
125,126,126,Tim Wilkinson,73,15.17,122,804,+0.15
126,127,127,Ricky Barnes,82,15.18,131,863,+0.02
127,128,128,Brooks Koepka,84,15.21,136,894,-0.06
128,129,129,Charl Schwartzel,67,15.26,87,570,+0.07
129,130,130,Jim Renner,68,15.3,118,771,+0.23
130,131,131,Geoff Ogilvy,50,15.31,75,490,+0.11
131,132,132,Luke Guthrie,84,15.35,144,938,+0.10
132,T133,T133,Davis Love III,51,15.38,90,585,+0.13
133,T133,T133,Rory Sabbatini,81,15.38,140,910,+0.06
134,135,135,Camilo Villegas,83,15.46,158,1022,-0.03
135,136,136,Bo Van Pelt,81,15.61,140,897,+0.24
136,137,137,Jhonattan Vegas,90,15.63,155,992,+0.03
137,138,138,Alex Cejka,94,15.65,171,1093,+0.06
138,139,139,Louis Oosthuizen,68,15.67,102,651,-0.01
139,140,140,Stewart Cink,77,15.69,142,905,+0.11
140,141,141,Andrew Putnam,68,15.74,116,737,+0.09
141,142,142,Carl Pettersson,106,15.75,209,1327,+0.06
142,143,143,Russell Henley,87,15.76,147,933,+0.20
143,144,144,Nick Taylor,91,15.77,181,1148,+0.09
144,145,145,Blayne Barber,76,15.81,138,873,+0.12
145,146,146,Billy Hurley III,83,15.84,138,871,+0.17
146,T147,T147,Andres Gonzales,90,15.85,165,1041,+0.09
147,T147,T147,Carlos Ortiz,100,15.85,182,1148,+0.05
148,149,149,Patrick Reed,103,15.98,168,1051,+0.08
149,150,150,Matt Kuchar,97,16.09,172,1069,+0.03
150,151,151,Kevin Na,98,16.11,158,981,E
151,152,152,Robert Allenby,63,16.12,114,707,+0.24
152,153,153,Hunter Mahan,88,16.19,146,902,E
153,154,154,Martin Flores,95,16.22,177,1091,-0.05
154,155,155,Phil Mickelson,70,16.23,123,758,-0.06
155,156,156,Adam Scott,51,16.29,72,442,+0.19
156,157,157,Michael Thompson,83,16.38,171,1044,+0.07
157,158,158,Derek Fathauer,81,16.48,149,904,+0.05
158,159,159,Ryan Palmer,80,16.51,123,745,-0.06
159,160,160,J.B. Holmes,89,16.61,149,897,+0.01
160,161,161,Vijay Singh,78,16.65,159,955,-0.03
161,162,162,Robert Garrigus,70,16.71,126,754,+0.10
162,163,163,Dustin Johnson,75,16.73,125,747,+0.09
163,164,164,Jason Kokrak,88,16.82,185,1100,-0.01
164,165,165,Marc Leishman,74,16.84,126,748,+0.02
165,166,166,Ángel Cabrera,53,16.89,99,586,+0.08
166,167,167,D.A. Points,72,16.94,135,797,+0.10
167,168,168,Ernie Els,57,16.95,91,537,+0.07
168,169,169,Andres Romero,69,17.05,127,745,E
169,170,170,Andrew Svoboda,80,17.08,166,972,+0.21
170,171,171,Luke Donald,71,17.14,127,741,+0.01
171,172,172,Brandt Snedeker,98,17.18,179,1042,+0.07
172,173,173,Chesson Hadley,101,17.33,214,1235,+0.14
173,174,174,Padraig Harrington,60,17.34,116,669,+0.09
174,175,175,Jimmy Walker,89,17.65,155,878,+0.06
175,176,176,Paul Casey,87,17.71,155,875,+0.02
176,177,177,Seung-Yul Noh,65,17.83,133,746,+0.07
177,178,178,Bubba Watson,71,17.91,139,776,-0.05
178,179,179,Eric Axley,57,18.15,108,595,-0.05
179,180,180,J.J. Henry,94,18.35,193,1052,+0.15
180,181,181,Jason Day,75,18.56,147,792,+0.01
181,182,182,Matt Every,73,18.69,143,765,E
182,183,183,Jonathan Randolph,72,19.02,148,778,+0.05
183,184,184,Steven Bowditch,103,19.85,242,1219,+0.04
