,Driving_Distance_-_All_Drives_RANK THIS WEEK,Driving_Distance_-_All_Drives_RANK LAST WEEK,Driving_Distance_-_All_Drives_PLAYER NAME,Driving_Distance_-_All_Drives_ROUNDS,Driving_Distance_-_All_Drives_ALL DRIVES,Driving_Distance_-_All_Drives_TOTAL DISTANCE,Driving_Distance_-_All_Drives_# OF DRIVES
71,T71,T71,Willy Wilcox,58,283.9,161804,570
72,73,73,Sam Saunders,83,283.8,248907,877
73,T74,T74,Sangmoon Bae,98,283.5,349327,1232
74,T74,T74,Sean O'Hair,86,283.5,319742,1128
75,T74,T74,Hudson Swafford,97,283.5,328601,1159
76,77,77,Chesson Hadley,101,283.4,352864,1245
77,T78,T78,Matt Every,73,283.2,222593,786
78,T78,T78,Marc Leishman,74,283.2,213501,754
79,80,80,Camilo Villegas,83,283.0,294340,1040
80,T81,T81,Davis Love III,51,282.9,166374,588
81,T81,T81,John Senden,80,282.9,202541,716
82,T83,T83,Andres Gonzales,90,282.8,299472,1059
83,T83,T83,Jim Herman,88,282.8,304522,1077
84,T83,T83,David Lingmerth,90,282.8,292387,1034
85,86,86,Graham DeLaet,65,282.5,213027,754
86,87,87,Bill Haas,89,282.4,280152,992
87,T88,T88,Stewart Cink,77,282.3,259436,919
88,T88,T88,Scott Pinckney,88,282.3,291337,1032
89,90,90,Aaron Baddeley,76,282.2,260726,924
90,91,91,J.J. Henry,94,282.1,299067,1060
91,92,92,Steve Wheatcroft,87,282.0,283104,1004
92,93,93,Henrik Stenson,63,281.8,172484,612
93,T94,T94,Bill Lunde,50,281.6,141352,502
94,T94,T94,Webb Simpson,81,281.6,251785,894
95,96,96,Rory Sabbatini,81,281.5,258987,920
96,97,97,Derek Fathauer,81,281.4,259150,921
97,T98,T98,Kyle Reifers,96,281.3,314191,1117
98,T98,T98,Vijay Singh,78,281.3,270627,962
99,T100,T100,Padraig Harrington,60,281.2,192365,684
100,T100,T100,Byron Smith,59,281.2,168974,601
101,T100,T100,Michael Thompson,83,281.2,294737,1048
102,T103,T103,Andrew Svoboda,80,281.1,274901,978
103,T103,T103,Johnson Wagner,68,281.1,224320,798
104,105,105,Jason Gore,76,281.0,227862,811
105,T106,T106,Michael Putnam,87,280.9,265690,946
106,T106,T106,Chez Reavie,56,280.9,195772,697
107,108,108,Scott Brown,97,280.8,317622,1131
108,109,109,Jeff Overton,94,280.7,293091,1044
109,110,110,Gonzalo Fernandez-Castaño,81,280.6,246333,878
110,T111,T111,Jonathan Randolph,72,280.5,219038,781
111,T111,T111,Brandt Snedeker,98,280.5,293135,1045
112,113,113,Adam Hadwin,95,280.4,316283,1128
113,114,114,Blayne Barber,76,280.3,246104,878
114,115,115,Eric Axley,57,280.1,168345,601
115,T116,T116,Erik Compton,86,279.7,272946,976
116,T116,T116,Ryo Ishikawa,90,279.7,292849,1047
117,T118,T118,Kevin Kisner,104,279.6,366614,1311
118,T118,T118,Bo Van Pelt,81,279.6,253631,907
119,120,120,Sung Joon Park,79,279.4,244781,876
120,121,121,Jonas Blixt,78,279.3,202506,725
121,122,122,Brice Garnett,81,279.2,249084,892
122,123,123,Ben Martin,93,279.0,301904,1082
123,124,124,Nicholas Thompson,90,278.8,271563,974
124,125,125,John Peterson,84,278.7,298812,1072
125,126,126,Brendon de Jonge,106,278.6,357146,1282
126,127,127,John Merrick,78,278.4,225243,809
127,128,128,Chris Kirk,76,277.8,218387,786
128,T129,T129,Luke Guthrie,84,277.7,262985,947
129,T129,T129,Troy Merritt,91,277.7,317123,1142
130,T131,T131,Zach Johnson,90,277.6,272912,983
131,T131,T131,Spencer Levin,99,277.6,321196,1157
132,133,133,Fabián Gómez,83,277.4,267373,964
133,134,134,Pat Perez,96,277.3,321658,1160
134,135,135,Greg Chalmers,58,277.2,138588,500
135,136,136,Russell Knox,96,277.0,336027,1213
136,137,137,Daniel Summerhays,101,276.9,343601,1241
137,138,138,Ryan Moore,81,276.8,236073,853
138,T139,T139,Jason Dufner,76,276.7,184548,667
139,T139,T139,Danny Lee,120,276.7,385761,1394
140,141,141,Roberto Castro,54,276.6,138875,502
141,142,142,Jonathan Byrd,69,276.5,196883,712
142,143,143,Chad Campbell,97,276.4,350745,1269
143,T144,T144,Whee Kim,71,276.3,216350,783
144,T144,T144,Ian Poulter,68,276.3,184586,668
145,146,146,Tyrone Van Aswegen,58,276.2,162147,587
146,147,147,Jim Renner,68,276.0,216104,783
147,T148,T148,Ricky Barnes,82,275.8,241870,877
148,T148,T148,Jim Furyk,71,275.8,199714,724
149,150,150,Francesco Molinari,56,275.6,164259,596
150,151,151,Mark Hubbard,79,275.3,234574,852
151,152,152,Alex Cejka,94,275.2,302717,1100
152,153,153,Chris Stroud,84,274.8,261358,951
153,T154,T154,Robert Allenby,63,274.7,195552,712
154,T154,T154,Scott Langley,94,274.7,302452,1101
155,T154,T154,George McNeill,93,274.7,341138,1242
156,T157,T157,William McGirt,103,274.5,371937,1355
157,T157,T157,Tim Wilkinson,73,274.5,222071,809
158,T159,T159,Jason Bohn,95,274.4,332556,1212
159,T159,T159,Ken Duke,93,274.4,298282,1087
160,T159,T159,Kevin Na,98,274.4,271132,988
161,162,162,Steven Alker,62,274.2,191414,698
162,163,163,Mark Wilson,89,273.9,308968,1128
163,164,164,David Hearn,97,273.8,324472,1185
164,165,165,Cameron Tringale,96,273.6,300951,1100
165,166,166,Brian Stuard,97,273.0,301069,1103
166,167,167,Chad Collins,79,272.9,240165,880
167,T168,T168,Colt Knost,90,272.3,280974,1032
168,T168,T168,Andrew Putnam,68,272.3,205616,755
169,T170,T170,K.J. Choi,66,272.2,216706,796
170,T170,T170,Brian Davis,86,272.2,268918,988
171,T170,T170,Heath Slocum,57,272.2,148101,544
172,T170,T170,Brendon Todd,96,272.2,289331,1063
173,174,174,D.A. Points,72,272.1,219833,808
174,175,175,Jerry Kelly,79,271.3,249869,921
175,176,176,John Huh,102,271.1,336217,1240
176,177,177,Luke Donald,71,270.5,203175,751
177,178,178,Bryce Molder,91,269.7,289943,1075
178,179,179,Zac Blair,108,269.5,331156,1229
179,180,180,Ben Crane,62,268.7,195902,729
180,181,181,David Toms,62,268.5,205678,766
181,182,182,Billy Hurley III,83,268.4,235088,876
182,T183,T183,Jon Curran,83,267.7,242235,905
183,T183,T183,Justin Leonard,61,267.7,201598,753
