,Left_Rough_Tendency_RTP_Score_RANK THIS WEEK,Left_Rough_Tendency_RTP_Score_RANK LAST WEEK,Left_Rough_Tendency_RTP_Score_PLAYER NAME,Left_Rough_Tendency_RTP_Score_ROUNDS,Left_Rough_Tendency_RTP_Score_RTP SCORE
82,T83,T83,Brendan Steele,88,+.065
83,T83,T83,Jimmy Walker,89,+.065
84,85,85,Ernie Els,57,+.066
85,86,86,Seung-Yul Noh,65,+.068
86,87,87,Charl Schwartzel,67,+.069
87,88,88,Michael Thompson,83,+.070
88,89,89,Tyrone Van Aswegen,58,+.072
89,T90,T90,William McGirt,103,+.073
90,T90,T90,Brandt Snedeker,98,+.073
91,T90,T90,Robert Streb,110,+.073
92,93,93,Brendon Todd,96,+.074
93,T94,T94,Byron Smith,59,+.076
94,T94,T94,Boo Weekley,79,+.076
95,96,96,Bill Haas,89,+.077
96,97,97,K.J. Choi,66,+.078
97,98,98,Scott Langley,94,+.080
98,99,99,Ángel Cabrera,53,+.081
99,T100,T100,Alex Prugh,84,+.083
100,T100,T100,Patrick Reed,103,+.083
101,102,102,Hudson Swafford,97,+.084
102,T103,T103,Jonathan Byrd,69,+.085
103,T103,T103,Erik Compton,86,+.085
104,105,105,Andrew Putnam,68,+.086
105,106,106,Bryce Molder,91,+.087
106,T107,T107,Chad Campbell,97,+.088
107,T107,T107,Dustin Johnson,75,+.088
108,T107,T107,Sean O'Hair,86,+.088
109,110,110,Zach Johnson,90,+.089
110,111,111,Andres Gonzales,90,+.091
111,112,112,Scott Stallings,60,+.093
112,113,113,Nick Taylor,91,+.094
113,T114,T114,Robert Garrigus,70,+.095
114,T114,T114,Padraig Harrington,60,+.095
115,116,116,Brian Stuard,97,+.098
116,117,117,Chris Kirk,76,+.099
117,T118,T118,Jason Bohn,95,+.103
118,T118,T118,Cameron Percy,72,+.103
119,T120,T120,Luke Guthrie,84,+.104
120,T120,T120,D.A. Points,72,+.104
121,122,122,John Peterson,84,+.105
122,123,123,Stewart Cink,77,+.106
123,124,124,Geoff Ogilvy,50,+.107
124,125,125,Troy Merritt,91,+.110
125,126,126,Scott Pinckney,88,+.111
126,127,127,Steve Wheatcroft,87,+.112
127,128,128,David Lingmerth,90,+.114
128,129,129,Brian Harman,90,+.115
129,130,130,Blayne Barber,76,+.116
130,131,131,Lucas Glover,79,+.119
131,T132,T132,Jason Gore,76,+.120
132,T132,T132,Nicholas Thompson,90,+.120
133,T134,T134,Zac Blair,108,+.121
134,T134,T134,Greg Chalmers,58,+.121
135,136,136,Russell Knox,96,+.123
136,T137,T137,Graham DeLaet,65,+.124
137,T137,T137,Chris Stroud,84,+.124
138,T139,T139,Ken Duke,93,+.126
139,T139,T139,Michael Putnam,87,+.126
140,T139,T139,Webb Simpson,81,+.126
141,142,142,Oscar Fraustro,58,+.129
142,T143,T143,Davis Love III,51,+.133
143,T143,T143,Lee Westwood,56,+.133
144,T145,T145,Sergio Garcia,59,+.134
145,T145,T145,Kevin Kisner,104,+.134
146,T145,T145,Spencer Levin,99,+.134
147,148,148,Chesson Hadley,101,+.136
148,149,149,Jim Herman,88,+.142
149,T150,T150,Brice Garnett,81,+.143
150,T150,T150,Ryan Moore,81,+.143
151,152,152,John Merrick,78,+.144
152,153,153,Tim Wilkinson,73,+.148
153,154,154,Patrick Rodgers,57,+.149
154,155,155,J.J. Henry,94,+.150
155,156,156,Roberto Castro,54,+.153
156,157,157,Brian Davis,86,+.157
157,158,158,Jonas Blixt,78,+.158
158,159,159,Francesco Molinari,56,+.161
159,160,160,David Toms,62,+.163
160,161,161,Charlie Beljan,76,+.173
161,T162,T162,Scott Brown,97,+.174
162,T162,T162,Billy Hurley III,83,+.174
163,T164,T164,Ben Martin,93,+.177
164,T164,T164,Roger Sloan,56,+.177
165,T164,T164,Johnson Wagner,68,+.177
166,167,167,John Senden,80,+.183
167,168,168,John Huh,102,+.189
168,169,169,Adam Scott,51,+.194
169,170,170,Russell Henley,87,+.197
170,171,171,Justin Leonard,61,+.200
171,172,172,Jon Curran,83,+.203
172,173,173,Andrew Svoboda,80,+.211
173,174,174,Chad Collins,79,+.212
174,175,175,Mark Wilson,89,+.218
175,176,176,Jim Renner,68,+.229
176,177,177,Heath Slocum,57,+.233
177,T178,T178,Fabián Gómez,83,+.236
178,T178,T178,Bo Van Pelt,81,+.236
179,180,180,Robert Allenby,63,+.237
180,181,181,Colt Knost,90,+.239
181,182,182,Mark Hubbard,79,+.242
182,183,183,Steven Alker,62,+.296
183,184,184,Bill Lunde,50,+.388
