,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
129,130,130,Brendon de Jonge,106,285.3,57635,202
130,T131,T131,Chad Campbell,97,285.2,55327,194
131,T131,T131,Troy Merritt,91,285.2,49623,174
132,133,133,John Merrick,78,285.0,41606,146
133,134,134,Jeff Overton,94,284.8,49554,174
134,135,135,Pat Perez,96,284.6,52364,184
135,136,136,Russell Knox,96,284.4,54605,192
136,137,137,Daniel Summerhays,101,284.0,57365,202
137,138,138,Luke Guthrie,84,283.9,43727,154
138,T139,T139,Spencer Levin,99,283.7,54461,192
139,T139,T139,Sung Joon Park,79,283.7,43126,152
140,T141,T141,Ricky Barnes,82,283.3,41926,148
141,T141,T141,Alex Cejka,94,283.3,52119,184
142,T141,T141,Jim Renner,68,283.3,36827,130
143,144,144,Fabián Gómez,83,283.2,46448,164
144,145,145,Danny Lee,120,283.1,65103,230
145,146,146,Chris Stroud,84,283.0,45275,160
146,147,147,Robert Allenby,63,282.7,30534,108
147,T148,T148,Zach Johnson,90,282.6,48615,172
148,T148,T148,Ryan Moore,81,282.6,39568,140
149,150,150,Whee Kim,71,282.4,38976,138
150,151,151,Jim Furyk,71,281.9,36084,128
151,152,152,Cameron Tringale,96,281.8,54114,192
152,153,153,Francesco Molinari,56,281.6,29849,106
153,154,154,Greg Chalmers,58,281.5,27583,98
154,155,155,D.A. Points,72,280.8,38744,138
155,156,156,David Hearn,97,280.6,54445,194
156,157,157,Scott Langley,94,280.5,51323,183
157,158,158,William McGirt,103,280.4,57762,206
158,159,159,Kevin Na,98,280.1,48732,174
159,T160,T160,Roberto Castro,54,279.8,25185,90
160,T160,T160,John Huh,102,279.8,56527,202
161,162,162,Mark Wilson,89,279.2,47456,170
162,163,163,Tim Wilkinson,73,279.1,36840,132
163,164,164,Andrew Putnam,68,278.7,35114,126
164,165,165,Mark Hubbard,79,278.5,42325,152
165,166,166,Chad Collins,79,278.4,43438,156
166,167,167,Steven Alker,62,278.3,33396,120
167,168,168,Ken Duke,93,278.1,48946,176
168,169,169,Bryce Molder,91,277.9,48359,174
169,170,170,Jerry Kelly,79,277.2,43515,157
170,171,171,Jason Bohn,95,277.1,52655,190
171,172,172,Luke Donald,71,277.0,37123,134
172,173,173,Colt Knost,90,276.6,47030,170
173,T174,T174,K.J. Choi,66,276.5,32070,116
174,T174,T174,Brian Stuard,97,276.5,48666,176
175,176,176,Brendon Todd,96,276.4,48638,176
176,177,177,Heath Slocum,57,275.8,26480,96
177,178,178,Brian Davis,86,275.5,42983,156
178,179,179,Jon Curran,83,273.5,43209,158
179,180,180,Zac Blair,108,273.1,56528,207
180,181,181,Billy Hurley III,83,271.9,40778,150
181,182,182,Justin Leonard,61,271.6,33131,122
182,183,183,Ben Crane,62,271.0,30893,114
183,184,184,David Toms,62,270.0,31315,116
