,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
49,50,50,Hideki Matsuyama,95,84.37,1085,1286
50,51,51,David Lingmerth,90,84.34,1066,1264
51,52,52,Ken Duke,93,84.32,1043,1237
52,53,53,Martin Flores,95,84.21,1067,1267
53,T54,T54,Ryan Moore,81,84.2,922,1095
54,T54,T54,Shawn Stefani,94,84.2,1103,1310
55,T56,T56,Kevin Chappell,86,84.18,1011,1201
56,T56,T56,Lucas Glover,79,84.18,926,1100
57,58,58,Davis Love III,51,84.01,599,713
58,59,59,David Hearn,97,84.0,1139,1356
59,60,60,Adam Hadwin,95,83.99,1086,1293
60,61,61,Justin Rose,69,83.98,781,930
61,62,62,Heath Slocum,57,83.88,619,738
62,63,63,Nick Watney,91,83.86,1060,1264
63,64,64,Matt Kuchar,97,83.85,1106,1319
64,65,65,Sam Saunders,83,83.82,943,1125
65,66,66,Russell Henley,87,83.8,993,1185
66,67,67,Mark Hubbard,79,83.77,898,1072
67,T68,T68,Ben Crane,62,83.74,680,812
68,T68,T68,Michael Putnam,87,83.74,989,1181
69,70,70,Ben Martin,93,83.65,1064,1272
70,71,71,Oscar Fraustro,58,83.62,628,751
71,72,72,Graham DeLaet,65,83.55,762,912
72,T73,T73,Brian Harman,90,83.45,1054,1263
73,T73,T73,Danny Lee,120,83.45,1397,1674
74,75,75,Bill Lunde,50,83.44,534,640
75,76,76,Sung Joon Park,79,83.43,891,1068
76,77,77,Scott Brown,97,83.42,1127,1351
77,78,78,Chris Stroud,84,83.39,979,1174
78,79,79,Greg Owen,58,83.31,679,815
79,T80,T80,Brian Davis,86,83.26,950,1141
80,T80,T80,James Hahn,94,83.26,1094,1314
81,T82,T82,Alex Prugh,84,83.21,927,1114
82,T82,T82,Rory Sabbatini,81,83.21,937,1126
83,84,84,Charlie Beljan,76,83.15,834,1003
84,T85,T85,Jason Kokrak,88,83.1,1018,1225
85,T85,T85,Daniel Summerhays,101,83.1,1170,1408
86,87,87,Cameron Percy,72,83.08,810,975
87,88,88,Jordan Spieth,91,82.95,1022,1232
88,89,89,Greg Chalmers,58,82.94,627,756
89,90,90,Vijay Singh,78,82.93,899,1084
90,91,91,Justin Thomas,106,82.92,1223,1475
91,92,92,Keegan Bradley,87,82.89,974,1175
92,93,93,Charl Schwartzel,67,82.88,736,888
93,94,94,Billy Horschel,99,82.78,1120,1353
94,95,95,Mark Wilson,89,82.69,979,1184
95,96,96,Scott Pinckney,88,82.68,1012,1224
96,97,97,Whee Kim,71,82.64,795,962
97,98,98,J.J. Henry,94,82.62,1036,1254
98,99,99,Steve Wheatcroft,87,82.6,954,1155
99,100,100,Roberto Castro,54,82.59,574,695
100,101,101,Sean O'Hair,86,82.54,988,1197
101,102,102,Tony Finau,106,82.53,1219,1477
102,103,103,Scott Langley,94,82.44,1056,1281
103,104,104,Sergio Garcia,59,82.32,652,792
104,105,105,Charley Hoffman,97,82.31,1084,1317
105,106,106,Carl Pettersson,106,82.3,1218,1480
106,T107,T107,Alex Cejka,94,82.28,1054,1281
107,T107,T107,Kyle Reifers,96,82.28,1054,1281
108,T109,T109,Chad Collins,79,82.27,905,1100
109,T109,T109,Byron Smith,59,82.27,631,767
110,111,111,Gonzalo Fernandez-Castaño,81,82.26,881,1071
111,112,112,Carlos Ortiz,100,82.12,1098,1337
112,113,113,Ryo Ishikawa,90,82.1,1009,1229
113,T114,T114,Brooks Koepka,84,82.09,935,1139
114,T114,T114,Robert Streb,110,82.09,1274,1552
115,116,116,Dustin Johnson,75,82.02,830,1012
116,117,117,Brice Garnett,81,81.85,902,1102
117,118,118,Tim Wilkinson,73,81.8,809,989
118,119,119,Robert Allenby,63,81.77,673,823
119,120,120,K.J. Choi,66,81.76,708,866
120,121,121,Matt Jones,89,81.74,989,1210
121,122,122,Daniel Berger,97,81.62,1106,1355
122,123,123,Lee Westwood,56,81.56,597,732
123,124,124,Louis Oosthuizen,68,81.53,724,888
124,125,125,Brandt Snedeker,98,81.51,1080,1325
125,126,126,Tom Hoge,83,81.41,898,1103
126,127,127,Charles Howell III,105,81.34,1190,1463
127,128,128,Ian Poulter,68,81.3,739,909
128,129,129,Scott Piercy,90,81.24,1022,1258
129,130,130,Ángel Cabrera,53,81.23,606,746
130,131,131,Troy Merritt,91,81.22,1029,1267
131,132,132,Rickie Fowler,76,81.2,825,1016
132,133,133,Jamie Donaldson,50,81.17,539,664
133,134,134,Bubba Watson,71,81.15,779,960
134,135,135,Max Homa,78,81.09,836,1031
135,136,136,Sangmoon Bae,98,81.04,1111,1371
136,137,137,Michael Thompson,83,81.03,914,1128
137,T138,T138,Hunter Mahan,88,81.0,959,1184
138,T138,T138,Jim Renner,68,81.0,746,921
139,140,140,Kevin Na,98,80.99,1078,1331
140,141,141,Gary Woodland,81,80.94,841,1039
141,T142,T142,Ernie Els,57,80.82,649,803
142,T142,T142,Bo Van Pelt,81,80.82,889,1100
143,144,144,Andrew Svoboda,80,80.81,880,1089
144,145,145,Harris English,105,80.8,1153,1427
145,146,146,Robert Garrigus,70,80.77,739,915
146,147,147,Chris Kirk,76,80.74,826,1023
147,T148,T148,Andres Gonzales,90,80.53,964,1197
148,T148,T148,Adam Scott,51,80.53,546,678
149,150,150,Patrick Rodgers,57,80.51,595,739
150,151,151,Phil Mickelson,70,80.43,793,986
151,152,152,Jeff Overton,94,80.38,1028,1279
152,153,153,D.A. Points,72,80.29,782,974
153,154,154,Jonathan Randolph,72,80.27,781,973
154,155,155,Ryan Palmer,80,80.19,866,1080
155,156,156,Fabián Gómez,83,80.05,927,1158
156,157,157,Luke Donald,71,80.04,798,997
157,T158,T158,Nick Taylor,91,79.8,1015,1272
158,T158,T158,Jhonattan Vegas,90,79.8,956,1198
159,160,160,Martin Laird,77,79.65,853,1071
160,161,161,Scott Stallings,60,79.64,669,840
161,162,162,Luke Guthrie,84,79.47,906,1140
162,163,163,Jimmy Walker,89,79.46,963,1212
163,164,164,Erik Compton,86,79.28,949,1197
164,165,165,J.B. Holmes,89,79.2,948,1197
165,166,166,Chesson Hadley,101,78.82,1113,1412
166,167,167,Retief Goosen,81,78.8,851,1080
167,168,168,Marc Leishman,74,78.78,776,985
168,169,169,Eric Axley,57,78.75,604,767
169,170,170,Steven Bowditch,103,78.71,1139,1447
170,171,171,Andres Romero,69,78.67,723,919
171,172,172,Seung-Yul Noh,65,78.64,718,913
172,173,173,Jonas Blixt,78,78.41,810,1033
173,174,174,Camilo Villegas,83,78.3,913,1166
174,175,175,Patrick Reed,103,78.08,1097,1405
175,176,176,Morgan Hoffmann,85,78.0,929,1191
176,177,177,Roger Sloan,56,77.79,564,725
177,178,178,Tyrone Van Aswegen,58,77.56,584,753
178,179,179,Padraig Harrington,60,77.04,651,845
179,180,180,Derek Fathauer,81,76.7,823,1073
180,181,181,Ricky Barnes,82,76.13,826,1085
181,182,182,Andrew Putnam,68,75.7,676,893
182,183,183,Aaron Baddeley,76,75.44,780,1034
183,184,184,Matt Every,73,74.85,738,986
