,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
132,133,133,Andrew Svoboda,80,30.97,301,972,+2.16
133,134,134,Bo Van Pelt,81,30.99,278,897,+1.58
134,T135,T135,Luke Donald,71,31.04,230,741,+0.48
135,T135,T135,Harris English,105,31.04,374,1205,+0.59
136,137,137,Chesson Hadley,101,31.17,385,1235,+1.27
137,138,138,Vijay Singh,78,31.31,299,955,+0.47
138,139,139,J.J. Henry,94,31.37,330,1052,+1.39
139,140,140,Stewart Cink,77,31.38,284,905,+0.28
140,141,141,Phil Mickelson,70,31.4,238,758,-0.13
141,T142,T142,Nick Taylor,91,31.45,361,1148,+1.11
142,T142,T142,Jhonattan Vegas,90,31.45,312,992,+0.90
143,144,144,Jonas Blixt,78,31.46,224,712,+1.52
144,145,145,Robert Streb,110,31.54,423,1341,+0.61
145,146,146,Eric Axley,57,31.6,188,595,+0.37
146,147,147,Greg Owen,58,31.65,176,556,+0.57
147,148,148,Andres Gonzales,90,31.7,330,1041,+0.94
148,149,149,Aaron Baddeley,76,31.75,287,904,+0.59
149,150,150,Charley Hoffman,97,31.79,336,1057,+0.18
150,151,151,Hunter Mahan,88,31.82,287,902,+0.42
151,152,152,Ángel Cabrera,53,31.91,187,586,+0.86
152,153,153,Jason Kokrak,88,32.0,352,1100,-0.34
153,154,154,Patrick Rodgers,57,32.02,203,634,+1.23
154,155,155,Robert Garrigus,70,32.23,243,754,+0.74
155,156,156,Patrick Reed,103,32.25,339,1051,+0.27
156,157,157,Andrew Putnam,68,32.29,238,737,+0.84
157,158,158,Adam Scott,51,32.35,143,442,+1.89
158,159,159,Ernie Els,57,32.4,174,537,+1.09
159,160,160,Sangmoon Bae,98,32.47,399,1229,+0.88
160,161,161,Morgan Hoffmann,85,32.67,312,955,+0.06
161,162,162,Whee Kim,71,32.99,255,773,+0.67
162,163,163,Charles Howell III,105,33.02,450,1363,+0.22
163,164,164,Retief Goosen,81,33.13,271,818,+0.70
164,165,165,J.B. Holmes,89,33.33,299,897,+0.27
165,166,166,Byron Smith,59,33.5,200,597,+1.05
166,167,167,Seung-Yul Noh,65,33.51,250,746,+0.72
167,168,168,Martin Flores,95,33.55,366,1091,+0.03
168,169,169,Dustin Johnson,75,33.73,252,747,+0.12
169,170,170,D.A. Points,72,33.75,269,797,+0.52
170,171,171,Ricky Barnes,82,33.84,292,863,+0.68
171,172,172,Max Homa,78,33.92,291,858,+0.79
172,173,173,Ryan Palmer,80,33.96,253,745,-0.20
173,174,174,Camilo Villegas,83,34.34,351,1022,+0.48
174,T175,T175,Steven Bowditch,103,34.62,422,1219,+0.55
175,T175,T175,Tony Finau,106,34.62,439,1268,-0.09
176,177,177,Jason Day,75,34.85,276,792,-0.14
177,178,178,Matt Every,73,35.03,268,765,+1.23
178,179,179,Jonathan Randolph,72,35.73,278,778,+0.86
179,180,180,Jimmy Walker,89,35.76,314,878,+0.76
180,181,181,Bubba Watson,71,35.82,278,776,-0.90
181,182,182,Padraig Harrington,60,35.87,240,669,+1.00
182,183,183,Derek Fathauer,81,35.95,325,904,+0.55
183,184,184,Marc Leishman,74,38.9,291,748,+0.69
