,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
70,T71,T71,Sung Joon Park,79,6.39,56,876,+0.232
71,T71,T71,Sam Saunders,83,6.39,56,877,+0.196
72,73,73,Gonzalo Fernandez-Castaño,81,6.38,56,878,+0.232
73,74,74,Jim Herman,88,6.31,68,1077,+0.191
74,75,75,Kevin Chappell,86,6.3,66,1048,-0.030
75,T76,T76,K.J. Choi,66,6.28,50,796,+0.160
76,T76,T76,John Senden,80,6.28,45,716,+0.311
77,78,78,Vijay Singh,78,6.24,60,962,-0.067
78,79,79,Zach Johnson,90,6.21,61,983,-0.016
79,80,80,Steven Bowditch,103,6.16,76,1233,+0.197
80,81,81,Jeff Overton,94,6.13,64,1044,+0.203
81,82,82,Adam Hadwin,95,6.12,69,1128,+0.232
82,83,83,Steve Wheatcroft,87,6.08,61,1004,+0.098
83,84,84,Seung-Yul Noh,65,6.05,46,760,+0.109
84,T85,T85,Brendan Steele,88,6.03,64,1062,+0.078
85,T85,T85,Andrew Svoboda,80,6.03,59,978,+0.169
86,T87,T87,Robert Garrigus,70,6.02,46,764,+0.087
87,T87,T87,Chesson Hadley,101,6.02,75,1245,+0.200
88,89,89,Hudson Swafford,97,5.95,69,1159,+0.014
89,T90,T90,John Merrick,78,5.93,48,809,-0.021
90,T90,T90,Tim Wilkinson,73,5.93,48,809,+0.292
91,92,92,Alex Prugh,84,5.88,59,1004,-0.034
92,93,93,Geoff Ogilvy,50,5.87,29,494,+0.276
93,94,94,Scott Piercy,90,5.86,68,1160,+0.015
94,95,95,Cameron Tringale,96,5.82,64,1100,-0.031
95,96,96,Danny Lee,120,5.81,81,1394,+0.148
96,97,97,Jason Gore,76,5.8,47,811,+0.106
97,T98,T98,James Hahn,94,5.78,63,1090,-0.016
98,T98,T98,Bill Lunde,50,5.78,29,502,+0.241
99,T100,T100,Brian Davis,86,5.77,57,988,+0.088
100,T100,T100,Jhonattan Vegas,90,5.77,58,1005,+0.155
101,102,102,William McGirt,103,5.76,78,1355,+0.115
102,103,103,Kyle Reifers,96,5.73,64,1117,-0.031
103,T104,T104,Andres Romero,69,5.72,43,752,+0.116
104,T104,T104,Roger Sloan,56,5.72,32,559,+0.313
105,T106,T106,Francesco Molinari,56,5.7,34,596,+0.176
106,T106,T106,Carlos Ortiz,100,5.7,66,1157,+0.182
107,T106,T106,Heath Slocum,57,5.7,31,544,+0.065
108,T109,T109,Eric Axley,57,5.66,34,601,+0.412
109,T109,T109,Stewart Cink,77,5.66,52,919,+0.077
110,111,111,Nicholas Thompson,90,5.65,55,974,+0.036
111,112,112,Erik Compton,86,5.64,55,976,+0.236
112,113,113,Charl Schwartzel,67,5.57,32,574,+0.344
113,T114,T114,Russell Henley,87,5.52,52,942,+0.135
114,T114,T114,Scott Pinckney,88,5.52,57,1032,+0.263
115,116,116,Luke Guthrie,84,5.49,52,947,+0.250
116,117,117,Matt Every,73,5.47,43,786,+0.442
117,118,118,Graham DeLaet,65,5.44,41,754,+0.171
118,119,119,Rory Sabbatini,81,5.43,50,920,+0.280
119,T120,T120,Justin Rose,69,5.41,37,684,+0.054
120,T120,T120,Nick Watney,91,5.41,61,1128,-0.016
121,T120,T120,Lee Westwood,56,5.41,24,444,+0.083
122,123,123,Jason Kokrak,88,5.39,60,1114,+0.233
123,T124,T124,Sangmoon Bae,98,5.36,66,1232,+0.076
124,T124,T124,Brandt Snedeker,98,5.36,56,1045,+0.161
125,T126,T126,Kevin Kisner,104,5.34,70,1311,+0.086
126,T126,T126,Nick Taylor,91,5.34,62,1161,+0.081
127,128,128,David Lingmerth,90,5.32,55,1034,+0.091
128,129,129,Brendon de Jonge,106,5.3,68,1282,+0.088
129,130,130,Scott Stallings,60,5.25,36,686,+0.500
130,131,131,Scott Brown,97,5.22,59,1131,+0.254
131,132,132,Boo Weekley,79,5.14,48,934,+0.125
132,133,133,Jonathan Randolph,72,5.12,40,781,+0.225
133,134,134,Harris English,105,5.06,62,1226,-0.097
134,135,135,Hunter Mahan,88,5.03,46,914,+0.152
135,136,136,Ernie Els,57,4.96,27,544,+0.593
136,137,137,Bill Haas,89,4.94,49,992,-0.020
137,T138,T138,Mark Hubbard,79,4.93,42,852,+0.286
138,T138,T138,Carl Pettersson,106,4.93,66,1339,+0.227
139,140,140,Patrick Reed,103,4.9,52,1062,+0.096
140,T141,T141,Rickie Fowler,76,4.89,39,798,+0.128
141,T141,T141,Jimmy Walker,89,4.89,44,900,+0.250
142,143,143,Steven Alker,62,4.87,34,698,-0.059
143,144,144,Max Homa,78,4.86,42,865,+0.286
144,145,145,Tom Hoge,83,4.84,44,909,+0.023
145,146,146,David Toms,62,4.83,37,766,+0.243
146,147,147,Cameron Percy,72,4.81,39,811,+0.231
147,148,148,Davis Love III,51,4.76,28,588,+0.250
148,149,149,Martin Laird,77,4.72,48,1016,+0.292
149,150,150,Padraig Harrington,60,4.68,32,684,+0.219
150,151,151,Morgan Hoffmann,85,4.67,45,964,+0.200
151,T152,T152,Paul Casey,87,4.65,41,881,-0.122
152,T152,T152,Greg Owen,58,4.65,26,559,-0.115
153,154,154,Gary Woodland,81,4.51,34,754,+0.118
154,155,155,Shawn Stefani,94,4.49,55,1226,+0.145
155,156,156,Jamie Donaldson,50,4.48,20,446,+0.200
156,157,157,Robert Streb,110,4.45,60,1348,+0.150
157,158,158,Lucas Glover,79,4.39,44,1002,+0.159
158,159,159,Hideki Matsuyama,95,4.37,43,984,-0.163
159,160,160,Jason Bohn,95,4.29,52,1212,-0.019
160,161,161,Tony Finau,106,4.28,55,1284,+0.200
161,162,162,Brian Harman,90,4.2,46,1094,+0.043
162,163,163,Charley Hoffman,97,4.04,43,1064,E
163,164,164,Chez Reavie,56,4.02,28,697,+0.107
164,165,165,Derek Ernst,75,3.99,35,878,+0.229
165,166,166,Justin Thomas,106,3.96,53,1338,+0.094
166,167,167,Kevin Streelman,95,3.92,40,1020,+0.050
167,168,168,Billy Horschel,99,3.81,39,1024,-0.026
168,169,169,Greg Chalmers,58,3.8,19,500,+0.211
169,170,170,Oscar Fraustro,58,3.77,21,557,+0.286
170,171,171,Jason Day,75,3.74,30,802,-0.133
171,172,172,Charles Howell III,105,3.7,51,1380,+0.176
172,T173,T173,Keegan Bradley,87,3.58,32,894,E
173,T173,T173,Ryan Palmer,80,3.58,27,754,E
174,175,175,Jordan Spieth,91,3.48,32,920,E
175,176,176,J.B. Holmes,89,3.34,31,928,+0.226
176,177,177,Matt Kuchar,97,3.25,35,1076,+0.114
177,178,178,Webb Simpson,81,3.24,29,894,+0.103
178,179,179,Brooks Koepka,84,3.19,29,910,+0.172
179,180,180,Sergio Garcia,59,2.98,15,504,+0.067
180,181,181,Phil Mickelson,70,2.86,22,768,+0.136
181,182,182,Patrick Rodgers,57,2.8,18,642,+0.222
182,183,183,Dustin Johnson,75,2.65,20,756,-0.150
183,184,184,Bubba Watson,71,2.54,20,788,+0.300
