,Apex_Height_RANK THIS WEEK,Apex_Height_RANK LAST WEEK,Apex_Height_PLAYER NAME,Apex_Height_ROUNDS,Apex_Height_AVG.,Apex_Height_TOTAL APEX HEIGHT,Apex_Height_TOTAL ATTEMPTS,Apex_Height_HIGHEST APEX POINT,Apex_Height_LOWEST APEX POINT
39,T39,T39,Martin Laird,77,"108' 3""",7254',67,"148' 5""","55' 7"""
40,41,41,Jimmy Walker,89,"107' 7""","7636' 2""",71,"154' 9""","70' 10"""
41,42,42,Oscar Fraustro,58,"107' 5""","4081' 9""",38,"139' 7""","76' 4"""
42,T43,T43,Luke Donald,71,"107' 4""","5473' 8""",51,"129' 2""","72' 1"""
43,T43,T43,Harris English,105,"107' 4""","515' 0""",98,"139' 3""","62' 5"""
44,T43,T43,Robert Garrigus,70,"107' 4""","5366' 9""",50,"163' 6""","67' 10"""
45,46,46,Geoff Ogilvy,50,"107' 2""","4287' 3""",40,"142' 8""","75' 8"""
46,47,47,Adam Hadwin,95,"106' 10""","9510' 9""",89,"136' 9""","66' 10"""
47,48,48,Aaron Baddeley,76,"106' 4""","4253' 1""",40,"158' 10""","80' 7"""
48,49,49,Mark Wilson,89,"106' 3""","8714' 9""",82,"130' 10""","79' 9"""
49,50,50,Charlie Beljan,76,"106' 2""","6052' 4""",57,"133' 0""","71' 5"""
50,T51,T51,David Lingmerth,90,"106' 0""","9115' 3""",86,"145' 11""","74' 3"""
51,T51,T51,Scott Stallings,60,"106' 0""",5511',52,"137' 10""","82' 3"""
52,53,53,Jason Gore,76,"105' 10""","6775' 0""",64,"133' 5""","74' 3"""
53,54,54,Hideki Matsuyama,95,"105' 9""","8881' 8""",84,"148' 5""","69' 7"""
54,55,55,Ángel Cabrera,53,"105' 8""","5285' 2""",50,"142' 4""","59' 8"""
55,56,56,Matt Kuchar,97,"105' 7""","9185' 4""",87,"150' 5""","68' 11"""
56,57,57,Daniel Berger,97,"105' 4""","7164' 0""",68,"131' 11""","70' 11"""
57,58,58,Gary Woodland,81,"105' 0""","6196' 2""",59,"142' 3""","79' 7"""
58,59,59,Cameron Tringale,96,"104' 11""",9024',86,"134' 3""","55' 0"""
59,60,60,Blayne Barber,76,"104' 7""","7217' 9""",69,"136' 2""","79' 6"""
60,T61,T61,Jason Kokrak,88,"104' 6""","8779' 2""",84,"138' 6""","62' 0"""
61,T61,T61,Hunter Mahan,88,"104' 6""","7525' 5""",72,"135' 6""","76' 7"""
62,63,63,David Hearn,97,"104' 3""","9799' 2""",94,"129' 10""","75' 11"""
63,64,64,Vijay Singh,78,"104' 2""","7501' 3""",72,"142' 0""","68' 11"""
64,65,65,Kevin Streelman,95,"104' 1""","8431' 7""",81,"134' 5""","66' 9"""
65,66,66,Zach Johnson,90,"104' 0""","8941' 5""",86,"135' 7""","71' 11"""
66,67,67,Bill Haas,89,"103' 11""","8208' 8""",79,"145' 4""","75' 2"""
67,68,68,Max Homa,78,"103' 9""","6433' 3""",62,"154' 0""","60' 0"""
68,69,69,Billy Horschel,99,"103' 6""","8904' 0""",86,"129' 1""","56' 7"""
69,T70,T70,Ernie Els,57,"103' 4""",3823',37,"127' 11""","83' 5"""
70,T70,T70,Cameron Percy,72,"103' 4""","6715' 9""",65,"140' 5""","51' 0"""
71,72,72,Jonathan Byrd,69,"103' 0""","5767' 1""",56,"140' 1""","71' 11"""
72,73,73,Luke Guthrie,84,"102' 10""","8022' 6""",78,"136' 9""","68' 4"""
73,74,74,Bubba Watson,71,"102' 9""",5344',52,"158' 1""","57' 11"""
74,75,75,Shawn Stefani,94,"102' 3""","9303' 3""",91,"135' 1""","66' 1"""
75,76,76,Martin Flores,95,"101' 11""","9069' 3""",89,"161' 7""","63' 5"""
76,77,77,Roberto Castro,54,"101' 10""","3870' 0""",38,"140' 0""","74' 9"""
77,T78,T78,Jonas Blixt,78,"101' 8""","5896' 8""",58,"155' 9""","72' 0"""
78,T78,T78,John Huh,102,"101' 8""","1186' 2""",110,"134' 2""","67' 1"""
79,T78,T78,Jim Renner,68,"101' 8""","5896' 9""",58,"128' 7""","63' 7"""
80,T78,T78,Steve Wheatcroft,87,"101' 8""","9153' 5""",90,"135' 7""","71' 7"""
81,82,82,Andres Gonzales,90,"101' 6""",8829',87,"141' 9""","69' 9"""
82,83,83,Chez Reavie,56,"101' 3""","6077' 0""",60,"124' 1""","74' 6"""
83,T84,T84,Andres Romero,69,"101' 2""","4958' 3""",49,"157' 8""","58' 1"""
84,T84,T84,Nick Watney,91,"101' 2""","8901' 3""",88,"137' 6""","67' 5"""
85,86,86,Steven Bowditch,103,"101' 1""","7' 8""",99,"135' 5""","59' 1"""
86,87,87,Brian Davis,86,"101' 0""","8282' 2""",82,"128' 11""","75' 11"""
87,T88,T88,Marc Leishman,74,"100' 11""","6360' 0""",63,"143' 3""","62' 8"""
88,T88,T88,Webb Simpson,81,"100' 11""","6961' 8""",69,"126' 10""","66' 7"""
89,T90,T90,J.J. Henry,94,"100' 10""",7262',72,"137' 7""","68' 8"""
90,T90,T90,Rory Sabbatini,81,"100' 10""","7461' 5""",74,"140' 9""","74' 10"""
91,T90,T90,Tyrone Van Aswegen,58,"100' 10""","3832' 2""",38,"144' 7""","46' 11"""
92,93,93,Alex Cejka,94,"100' 6""","8239' 7""",82,"137' 3""","65' 2"""
93,T94,T94,Zac Blair,108,"100' 0""","98' 2""",101,"128' 8""","62' 7"""
94,T94,T94,Francesco Molinari,56,"100' 0""","4998' 8""",50,"128' 7""","66' 6"""
95,96,96,Jhonattan Vegas,90,"99' 4""","7548' 0""",76,"139' 11""","54' 11"""
96,T97,T97,Carl Pettersson,106,"99' 2""","311' 8""",104,"141' 8""","62' 8"""
97,T97,T97,Bo Van Pelt,81,"99' 2""","7237' 6""",73,"124' 3""","66' 6"""
98,99,99,Chris Stroud,84,"98' 11""","7122' 3""",72,"139' 7""","64' 1"""
99,100,100,D.A. Points,72,"98' 9""","5332' 6""",54,"147' 6""","56' 6"""
100,101,101,Mark Hubbard,79,"98' 7""","6311' 1""",64,"131' 10""","61' 11"""
101,102,102,Lee Westwood,56,"98' 4""","4030' 2""",41,"124' 7""","50' 1"""
102,103,103,Bill Lunde,50,"98' 2""","3828' 0""",39,"121' 0""","67' 4"""
103,104,104,Andrew Putnam,68,"98' 1""","5786' 5""",59,"136' 0""","62' 6"""
104,105,105,Whee Kim,71,"98' 0""","5388' 8""",55,"141' 3""","71' 9"""
105,T106,T106,Brian Harman,90,"97' 11""","8128' 0""",83,"136' 5""","48' 9"""
106,T106,T106,Jeff Overton,94,"97' 11""","8221' 9""",84,"146' 0""","52' 7"""
107,108,108,Steven Alker,62,"97' 9""","5765' 6""",59,"124' 1""","48' 4"""
108,109,109,Jon Curran,83,"97' 8""","7130' 0""",73,"128' 7""","72' 10"""
109,110,110,Tom Hoge,83,"97' 7""",6535',67,"129' 6""","64' 6"""
110,111,111,Paul Casey,87,"97' 1""","6117' 9""",63,"125' 1""","75' 2"""
111,112,112,Brandt Snedeker,98,"96' 11""","9013' 6""",93,"129' 0""","63' 1"""
112,113,113,John Senden,80,"96' 8""","5801' 5""",60,"127' 4""","70' 5"""
113,114,114,Johnson Wagner,68,"96' 6""","5114' 3""",53,"140' 6""","65' 9"""
114,T115,T115,Adam Scott,51,"96' 5""",3374',35,"131' 1""","61' 4"""
115,T115,T115,David Toms,62,"96' 5""","5879' 6""",61,"128' 11""","73' 11"""
116,117,117,Billy Hurley III,83,"96' 4""","6842' 4""",71,"130' 0""","73' 5"""
117,118,118,Kevin Kisner,104,"96' 1""","471' 2""",109,"132' 1""","69' 6"""
118,119,119,Ryo Ishikawa,90,"95' 11""","8537' 6""",89,"146' 6""","44' 0"""
119,T120,T120,Matt Jones,89,"95' 10""","6610' 2""",69,"142' 5""","55' 8"""
120,T120,T120,Patrick Reed,103,"95' 10""","7951' 9""",83,"148' 0""","48' 11"""
121,122,122,Sangmoon Bae,98,"95' 5""","9253' 1""",97,"139' 0""","47' 4"""
122,T123,T123,Gonzalo Fernandez-Castaño,81,"95' 3""","6192' 8""",65,"125' 10""","68' 10"""
123,T123,T123,John Peterson,84,"95' 3""","8759' 4""",92,"133' 4""","73' 9"""
124,125,125,Louis Oosthuizen,68,"95' 2""","4284' 3""",45,"138' 7""","58' 1"""
125,126,126,Brice Garnett,81,"95' 1""","6562' 8""",69,"126' 11""","63' 3"""
126,127,127,Scott Brown,97,"95' 0""",7982',84,"132' 6""","59' 8"""
127,128,128,Chris Kirk,76,"94' 7""","5862' 1""",62,"139' 10""","46' 11"""
128,129,129,K.J. Choi,66,"94' 5""","5096' 8""",54,"128' 1""","64' 1"""
129,130,130,Kyle Reifers,96,"94' 3""","7444' 0""",79,"132' 0""","45' 1"""
130,131,131,Ryan Moore,81,"93' 9""","6375' 7""",68,"121' 8""","69' 10"""
131,132,132,Tim Wilkinson,73,"93' 5""","5417' 8""",58,"112' 10""","63' 4"""
132,133,133,Jim Herman,88,"93' 3""","7923' 6""",85,"129' 10""","60' 6"""
133,134,134,Andrew Svoboda,80,"93' 2""","6988' 0""",75,"132' 11""","52' 5"""
134,T135,T135,Lucas Glover,79,"92' 11""","7525' 4""",81,"129' 3""","57' 5"""
135,T135,T135,Ian Poulter,68,"92' 11""",4925',53,"130' 3""","68' 0"""
136,T137,T137,Fabián Gómez,83,"92' 8""","6857' 2""",74,"118' 10""","65' 9"""
137,T137,T137,Michael Putnam,87,"92' 8""","6486' 4""",70,"119' 1""","57' 1"""
138,139,139,Scott Pinckney,88,"92' 6""","7495' 9""",81,"123' 1""","61' 11"""
139,T140,T140,Stewart Cink,77,"92' 4""","6093' 7""",66,"126' 7""","59' 3"""
140,T140,T140,Heath Slocum,57,"92' 4""",3877',42,"118' 1""","53' 4"""
141,T142,T142,Erik Compton,86,"92' 2""",7463',81,"147' 3""","56' 2"""
142,T142,T142,Ben Crane,62,"92' 2""","4885' 1""",53,"129' 6""","55' 9"""
143,144,144,Pat Perez,96,"92' 1""","8014' 9""",87,"139' 4""","39' 10"""
144,145,145,Charl Schwartzel,67,"91' 11""","3767' 5""",41,"122' 1""","64' 5"""
145,146,146,Brian Stuard,97,"91' 5""","8589' 5""",94,"126' 0""","54' 11"""
146,147,147,Derek Ernst,75,"91' 2""","6381' 3""",70,"121' 4""","53' 1"""
147,148,148,Ben Martin,93,"90' 11""","8091' 5""",89,"119' 1""","62' 0"""
148,149,149,Brendon Todd,96,"90' 10""","7358' 3""",81,"120' 2""","66' 4"""
149,150,150,Robert Allenby,63,"90' 9""","5083' 5""",56,"126' 3""","49' 5"""
150,T151,T151,Jim Furyk,71,"90' 8""","4715' 9""",52,"117' 0""","56' 4"""
151,T151,T151,Charles Howell III,105,"90' 8""","9612' 1""",106,"149' 2""","62' 0"""
152,153,153,Jamie Donaldson,50,"90' 7""","4075' 0""",45,"126' 4""","53' 2"""
153,154,154,Scott Langley,94,"90' 6""","7057' 8""",78,"129' 4""","39' 10"""
154,155,155,Chad Campbell,97,"90' 2""",9105',101,"114' 11""","61' 10"""
155,156,156,Brendon de Jonge,106,"89' 7""","9134' 5""",102,"132' 6""","51' 3"""
156,157,157,Jason Bohn,95,"89' 6""","8860' 3""",99,"121' 6""","68' 2"""
157,158,158,Greg Owen,58,"89' 0""","4449' 9""",50,"127' 11""","61' 8"""
158,159,159,Camilo Villegas,83,"87' 7""","7357' 5""",84,"130' 11""","34' 10"""
159,T160,T160,Derek Fathauer,81,"87' 6""",5860',67,"127' 2""","54' 1"""
160,T160,T160,Henrik Stenson,63,"87' 6""",2537',29,"121' 2""","42' 11"""
161,162,162,George McNeill,93,"87' 3""","7066' 6""",81,"112' 4""","48' 8"""
162,163,163,Colt Knost,90,"86' 10""","7471' 0""",86,"112' 3""","66' 11"""
163,164,164,Willy Wilcox,58,"86' 8""","3725' 8""",43,"133' 4""","31' 11"""
164,165,165,Greg Chalmers,58,"86' 6""","3719' 1""",43,"117' 5""","60' 4"""
165,166,166,Sung Joon Park,79,"86' 3""","5694' 4""",66,"119' 9""","51' 2"""
166,167,167,Robert Streb,110,"85' 5""","9229' 3""",108,"117' 0""","54' 7"""
167,168,168,William McGirt,103,"84' 6""","9298' 8""",110,"123' 1""","47' 5"""
168,169,169,Bryce Molder,91,"84' 5""","7092' 3""",84,"127' 5""","52' 5"""
169,170,170,Eric Axley,57,"84' 4""",4046',48,"110' 1""","51' 3"""
170,171,171,Justin Leonard,61,"84' 1""","5045' 5""",60,"113' 10""","59' 11"""
171,172,172,John Merrick,78,"84' 0""",5124',61,"112' 7""","56' 2"""
172,173,173,Chad Collins,79,"83' 11""","5958' 7""",71,"113' 8""","37' 5"""
173,174,174,Daniel Summerhays,101,"83' 1""",6809',82,"117' 2""","48' 4"""
174,175,175,Jason Dufner,76,"82' 2""","4603' 3""",56,"130' 3""","58' 6"""
175,T176,T176,Kevin Na,98,"81' 11""","6472' 6""",79,"120' 6""","44' 3"""
176,T176,T176,Boo Weekley,79,"81' 11""",5160',63,"136' 4""","55' 8"""
177,178,178,Jerry Kelly,79,"81' 6""","5702' 7""",70,"111' 5""","52' 0"""
178,179,179,Russell Knox,96,"79' 4""","7850' 2""",99,"127' 0""","49' 0"""
179,180,180,Byron Smith,59,"79' 3""","3248' 5""",41,"115' 7""","43' 4"""
180,181,181,Jonathan Randolph,72,"77' 11""",4906',63,"108' 7""","52' 4"""
181,182,182,Spencer Levin,99,"76' 5""","7413' 0""",97,"124' 2""","44' 9"""
182,183,183,Ken Duke,93,"75' 8""","6813' 4""",90,"112' 3""","43' 2"""
183,184,184,Ricky Barnes,82,"72' 2""","4041' 7""",56,"122' 0""","40' 3"""
