,Right_Rough_Tendency_RANK THIS WEEK,Right_Rough_Tendency_RANK LAST WEEK,Right_Rough_Tendency_PLAYER NAME,Right_Rough_Tendency_ROUNDS,Right_Rough_Tendency_%,Right_Rough_Tendency_TOTAL RIGHT ROUGH,Right_Rough_Tendency_POSSIBLE FWYS,Right_Rough_Tendency_RELATIVE TO PAR
92,T92,T92,Alex Prugh,84,14.69,146,994,+0.09
93,94,94,Steven Bowditch,103,14.77,180,1219,+0.08
94,95,95,Zac Blair,108,14.86,182,1225,+0.11
95,96,96,Ángel Cabrera,53,15.02,88,586,+0.09
96,97,97,Hideki Matsuyama,95,15.1,148,980,+0.06
97,98,98,Cameron Percy,72,15.13,121,800,+0.05
98,T99,T99,George McNeill,93,15.17,187,1233,+0.02
99,T99,T99,Phil Mickelson,70,15.17,115,758,+0.03
100,T101,T101,Jason Kokrak,88,15.18,167,1100,-0.06
101,T101,T101,Jim Renner,68,15.18,117,771,+0.21
102,103,103,Rickie Fowler,76,15.21,120,789,+0.13
103,104,104,Mark Hubbard,79,15.29,130,850,+0.11
104,105,105,Heath Slocum,57,15.31,83,542,+0.23
105,106,106,Bo Van Pelt,81,15.38,138,897,+0.08
106,107,107,Daniel Summerhays,101,15.45,191,1236,+0.09
107,108,108,Ernie Els,57,15.46,83,537,+0.16
108,109,109,Jeff Overton,94,15.5,160,1032,+0.16
109,110,110,Robert Garrigus,70,15.52,117,754,+0.05
110,111,111,Brooks Koepka,84,15.55,139,894,+0.06
111,112,112,Hunter Mahan,88,15.63,141,902,+0.09
112,113,113,Scott Brown,97,15.67,176,1123,+0.05
113,T114,T114,Seung-Yul Noh,65,15.68,117,746,+0.08
114,T114,T114,Nick Taylor,91,15.68,180,1148,+0.13
115,116,116,Stewart Cink,77,15.69,142,905,-0.05
116,117,117,Chad Collins,79,15.77,138,875,+0.06
117,T118,T118,K.J. Choi,66,15.82,125,790,+0.14
118,T118,T118,Brendan Steele,88,15.82,166,1049,+0.01
119,120,120,Jhonattan Vegas,90,15.83,157,992,+0.15
120,121,121,Nick Watney,91,15.84,178,1124,+0.15
121,T122,T122,Andres Gonzales,90,15.85,165,1041,+0.10
122,T122,T122,Willy Wilcox,58,15.85,90,568,+0.04
123,124,124,Michael Putnam,87,16.03,150,936,+0.16
124,125,125,Adam Scott,51,16.06,71,442,+0.18
125,126,126,James Hahn,94,16.17,175,1082,+0.02
126,127,127,Ryo Ishikawa,90,16.2,167,1031,+0.05
127,128,128,Gonzalo Fernandez-Castaño,81,16.21,141,870,+0.18
128,129,129,Fabián Gómez,83,16.23,156,961,+0.20
129,130,130,Jamie Donaldson,50,16.25,72,443,+0.07
130,131,131,Patrick Reed,103,16.27,171,1051,-0.03
131,132,132,Jason Day,75,16.29,129,792,-0.04
132,133,133,Ken Duke,93,16.3,176,1080,+0.11
133,134,134,Matt Every,73,16.34,125,765,+0.26
134,135,135,Harris English,105,16.35,197,1205,+0.10
135,T136,T136,Matt Jones,89,16.36,152,929,+0.06
136,T136,T136,Bryce Molder,91,16.36,175,1070,+0.09
137,138,138,Tyrone Van Aswegen,58,16.44,95,578,+0.06
138,T139,T139,Daniel Berger,97,16.55,190,1148,+0.15
139,T139,T139,David Hearn,97,16.55,195,1178,+0.18
140,T139,T139,Andrew Putnam,68,16.55,122,737,+0.08
141,142,142,Jonathan Randolph,72,16.71,130,778,+0.13
142,143,143,J.B. Holmes,89,16.72,150,897,+0.04
143,144,144,D.A. Points,72,16.81,134,797,E
144,T145,T145,Oscar Fraustro,58,17.0,94,553,+0.09
145,T145,T145,Dustin Johnson,75,17.0,127,747,-0.06
146,147,147,Scott Langley,94,17.03,187,1098,+0.13
147,148,148,Tom Hoge,83,17.04,154,904,+0.06
148,149,149,Charlie Beljan,76,17.26,136,788,+0.16
149,150,150,Jonas Blixt,78,17.28,123,712,+0.15
150,151,151,Martin Flores,95,17.32,189,1091,+0.05
151,152,152,Sergio Garcia,59,17.37,86,495,+0.05
152,153,153,Greg Chalmers,58,17.44,86,493,+0.09
153,154,154,Ryan Palmer,80,17.45,130,745,+0.02
154,155,155,Martin Laird,77,17.51,176,1005,+0.14
155,156,156,Kyle Reifers,96,17.55,195,1111,+0.16
156,157,157,Morgan Hoffmann,85,17.7,169,955,-0.02
157,158,158,Mark Wilson,89,17.72,199,1123,+0.07
158,159,159,Bubba Watson,71,17.91,139,776,-0.13
159,160,160,Roger Sloan,56,18.03,99,549,+0.17
160,161,161,Retief Goosen,81,18.09,148,818,+0.11
161,162,162,Jimmy Walker,89,18.11,159,878,+0.09
162,163,163,Sangmoon Bae,98,18.14,223,1229,+0.13
163,164,164,Robert Streb,110,18.2,244,1341,+0.05
164,165,165,Patrick Rodgers,57,18.3,116,634,+0.10
165,166,166,Bill Lunde,50,18.44,92,499,+0.12
166,167,167,Padraig Harrington,60,18.54,124,669,+0.10
167,168,168,Gary Woodland,81,18.61,139,747,+0.08
168,169,169,Troy Merritt,91,18.64,211,1132,+0.18
169,170,170,Ricky Barnes,82,18.66,161,863,+0.11
170,171,171,Greg Owen,58,18.71,104,556,+0.07
171,172,172,Brice Garnett,81,18.81,167,888,+0.19
172,T173,T173,Max Homa,78,18.88,162,858,+0.09
173,T173,T173,Camilo Villegas,83,18.88,193,1022,+0.11
174,175,175,Scott Pinckney,88,19.08,196,1027,+0.10
175,176,176,Derek Fathauer,81,19.47,176,904,+0.06
176,177,177,Charley Hoffman,97,19.49,206,1057,E
177,178,178,Scott Piercy,90,19.6,225,1148,+0.12
178,179,179,Tony Finau,106,19.64,249,1268,-0.02
179,180,180,Aaron Baddeley,76,19.91,180,904,+0.11
180,181,181,Whee Kim,71,20.05,155,773,+0.07
181,182,182,Byron Smith,59,20.27,121,597,+0.12
182,183,183,Charles Howell III,105,21.28,290,1363,+0.07
183,184,184,Marc Leishman,74,22.06,165,748,+0.10
