,One-Putt_Percentage_-_Round_1_RANK THIS WEEK,One-Putt_Percentage_-_Round_1_RANK LAST WEEK,One-Putt_Percentage_-_Round_1_PLAYER NAME,One-Putt_Percentage_-_Round_1_ROUNDS,One-Putt_Percentage_-_Round_1_%,One-Putt_Percentage_-_Round_1_# OF 1 PUTTS,One-Putt_Percentage_-_Round_1_# OF HOLES
118,T117,T117,Paul Goydos,86,37.5,189,504
119,T117,T117,Brian Watts,56,37.5,108,288
120,121,121,Keith Clearwater,62,37.44,155,414
121,T122,T122,Tom Scherrer,69,37.39,175,468
122,T122,T122,Rocky Walcher,59,37.39,175,468
123,124,124,Mark Calcavecchia,81,37.37,148,396
124,125,125,Steve Stricker,73,37.35,121,324
125,126,126,Robert Allenby,108,37.3,188,504
126,127,127,Kevin Johnson,93,37.28,208,558
127,128,128,Ernie Els,70,37.25,114,306
128,129,129,Kaname Yokoo,81,37.24,181,486
129,T130,T130,Steve Flesch,112,37.22,201,540
130,T130,T130,Carl Paulson,93,37.22,201,540
131,132,132,"David Berganio, Jr.",76,37.2,154,414
132,133,133,Per-Ulrik Johansson,82,37.1,187,504
133,134,134,Woody Austin,99,37.04,220,594
134,T135,T135,Brandt Jobe,96,36.97,193,522
135,T135,T135,Grant Waite,78,36.97,173,468
136,137,137,Dudley Hart,80,36.96,153,414
137,138,138,Mark O'Meara,69,36.94,133,360
138,139,139,Lee Janzen,96,36.9,186,504
139,140,140,Richie Coughlan,66,36.89,166,450
140,T141,T141,Jeff Julian,55,36.87,146,396
141,T141,T141,Rory Sabbatini,73,36.87,146,396
142,143,143,Paul Gow,79,36.75,172,468
143,144,144,Chris Smith,101,36.71,185,504
144,T145,T145,Jeff Brehaut,80,36.67,165,450
145,T145,T145,Brent Schwarzrock,63,36.67,132,360
146,147,147,Jeff Hart,87,36.63,178,486
147,148,148,Billy Mayfair,102,36.51,184,504
148,149,149,Dicky Pride,78,36.42,177,486
149,150,150,Robin Freeman,105,36.36,216,594
150,151,151,Stephen Ames,88,36.34,157,432
151,152,152,Brian Wilson,88,36.3,196,540
152,153,153,Brandel Chamblee,77,36.23,150,414
153,T154,T154,Briny Baird,106,36.11,195,540
154,T154,T154,David Toms,100,36.11,169,468
155,156,156,Jeremy Anderson,69,36.01,175,486
156,157,157,Hal Sutton,96,36.0,162,450
157,158,158,Charles Howell III,89,35.99,149,414
158,159,159,Jean Van de Velde,52,35.93,97,270
159,160,160,Bob Tway,109,35.91,181,504
160,161,161,John Riegger,86,35.9,168,468
161,162,162,Dan Forsman,81,35.88,155,432
162,163,163,John Huston,64,35.8,116,324
163,164,164,Jimmy Green,94,35.76,206,576
164,165,165,J.P. Hayes,76,35.75,148,414
165,166,166,Dennis Paulson,75,35.42,153,432
166,167,167,Bill Glasson,69,35.33,159,450
167,168,168,Steve Lowery,100,35.26,165,468
168,169,169,Neal Lancaster,107,35.24,222,630
169,170,170,Steve Jones,75,35.19,152,432
170,171,171,Bernhard Langer,62,35.07,101,288
171,172,172,Ben Ferguson,76,35.06,183,522
172,173,173,Stewart Cink,102,34.98,170,486
173,174,174,José Coceres,60,34.97,107,306
174,175,175,Donnie Hammond,51,34.92,88,252
175,176,176,Matt Gogel,83,34.67,156,450
176,177,177,Tom Lehman,82,34.66,131,378
177,178,178,Bradley Hughes,96,34.55,199,576
178,179,179,Doug Barron,62,34.44,155,450
179,180,180,Mathew Goggin,96,34.38,198,576
180,181,181,J.J. Henry,86,34.36,167,486
181,182,182,Mark Wiebe,62,34.3,142,414
182,183,183,Cliff Kresge,84,34.26,185,540
183,184,184,Tiger Woods,76,34.21,117,342
184,185,185,Joey Sindelar,69,34.03,147,432
185,186,186,Chris Perry,80,34.0,153,450
186,187,187,Carlos Franco,87,33.74,164,486
187,188,188,Glen Hnatiuk,104,33.7,182,540
188,189,189,Kent Jones,74,33.53,169,504
189,190,190,John Cook,91,33.33,138,414
190,191,191,Joe Durant,80,31.56,142,450
191,192,192,Tim Herron,97,31.48,153,486
192,193,193,Duffy Waldorf,77,30.89,139,450
193,194,194,Fred Couples,68,30.7,105,342
