,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
88,T89,T89,K.J. Choi,95,1.6030000000000002,2654,1656
89,T89,T89,Joe Durant,80,1.6030000000000002,2308,1440
90,T89,T89,Blaine McCallister,80,1.6030000000000002,2309,1440
91,T92,T92,Fred Couples,68,1.604,1963,1224
92,T92,T92,Michael Muehr,94,1.604,2657,1656
93,T92,T92,Carl Paulson,93,1.604,2685,1674
94,T95,T95,Hunter Haas,78,1.605,2196,1368
95,T95,T95,Andrew Magee,97,1.605,2716,1692
96,T97,T97,Joel Edwards,99,1.6059999999999999,2862,1782
97,T97,T97,Harrison Frazar,88,1.6059999999999999,2428,1512
98,T99,T99,Jim McGovern,66,1.607,1822,1134
99,T99,T99,"Dave Stockton, Jr.",61,1.607,1764,1098
100,101,101,Larry Mize,76,1.608,2142,1332
101,T102,T102,Steve Allan,88,1.609,2491,1548
102,T102,T102,Fred Funk,118,1.609,3388,2106
103,T102,T102,J.L. Lewis,108,1.609,3070,1908
104,T105,T105,Jim Carter,103,1.61,2927,1818
105,T105,T105,Paul Gow,79,1.61,2173,1350
106,T105,T105,Paul Goydos,86,1.61,2435,1512
107,T105,T105,Kirk Triplett,88,1.61,2406,1494
108,T109,T109,Robert Damron,91,1.611,2638,1638
109,T109,T109,Craig Parry,68,1.611,1827,1134
110,T109,T109,Craig Perks,78,1.611,2204,1368
111,T109,T109,Jay Williamson,92,1.611,2610,1620
112,T113,T113,Olin Browne,99,1.6119999999999999,2786,1728
113,T113,T113,Kaname Yokoo,81,1.6119999999999999,2350,1458
114,115,115,"David Berganio, Jr.",76,1.6130000000000002,2119,1314
115,T116,T116,Tom Byrum,85,1.614,2470,1530
116,T116,T116,Pete Jordan,105,1.614,2993,1854
117,118,118,Greg Kraft,105,1.615,2965,1836
118,T119,T119,Jeff Julian,55,1.6159999999999999,1600,990
119,T119,T119,Spike McRoy,95,1.6159999999999999,2647,1638
120,T121,T121,Jimmy Green,94,1.617,2678,1656
121,T121,T121,Chris Tidland,83,1.617,2329,1440
122,T123,T123,Dicky Pride,78,1.618,2272,1404
123,T123,T123,Ted Tryba,110,1.618,3087,1908
124,T123,T123,Garrett Willis,88,1.618,2504,1548
125,T126,T126,Stephen Ames,88,1.619,2448,1512
126,T126,T126,Paul Azinger,79,1.619,2302,1422
127,T126,T126,Jason Gore,82,1.619,2331,1440
128,T126,T126,Andrew McLardy,75,1.619,2185,1350
129,T126,T126,Sean Murphy,70,1.619,2040,1260
130,T126,T126,Brian Wilson,88,1.619,2506,1548
131,T132,T132,Brent Geiberger,84,1.62,2303,1422
132,T132,T132,Steve Pate,89,1.62,2507,1548
133,T132,T132,Kenny Perry,94,1.62,2596,1602
134,T135,T135,Tommy Armour III,93,1.621,2655,1638
135,T135,T135,Craig Barlow,74,1.621,2101,1296
136,T135,T135,Doug Dunakey,83,1.621,2363,1458
137,T135,T135,Brian Henninger,81,1.621,2305,1422
138,T135,T135,Franklin Langham,63,1.621,1751,1080
139,T135,T135,Frank Nobilo,91,1.621,2597,1602
140,T135,T135,Paul Stankowski,91,1.621,2567,1584
141,142,142,Tom Lehman,82,1.6219999999999999,2277,1404
142,T143,T143,Gabriel Hjertstedt,76,1.6230000000000002,2220,1368
143,T143,T143,Neal Lancaster,107,1.6230000000000002,3067,1890
144,T143,T143,Rocky Walcher,59,1.6230000000000002,1724,1062
145,T146,T146,Dan Forsman,81,1.624,2280,1404
146,T146,T146,Tommy Tolles,89,1.624,2514,1548
147,T146,T146,Grant Waite,78,1.624,2222,1368
148,T149,T149,Rich Beem,91,1.625,2604,1602
149,T149,T149,Scott Dunlap,80,1.625,2311,1422
150,T149,T149,Mark Hensby,71,1.625,2077,1278
151,152,152,Ronnie Black,51,1.626,1493,918
152,T153,T153,Richie Coughlan,66,1.6280000000000001,1934,1188
153,T153,T153,Kevin Johnson,93,1.6280000000000001,2667,1638
154,T153,T153,Joey Sindelar,69,1.6280000000000001,1934,1188
155,T156,T156,Kelly Grunewald,66,1.629,1935,1188
156,T156,T156,Chris Perry,80,1.629,2287,1404
157,T156,T156,John Riegger,86,1.629,2463,1512
158,159,159,Jeremy Anderson,69,1.63,2025,1242
159,160,160,Shaun Micheel,103,1.631,2935,1800
160,161,161,Bob Burns,92,1.632,2614,1602
161,162,162,Gary Nicklaus,96,1.633,2763,1692
162,T163,T163,Doug Barron,62,1.6340000000000001,1823,1116
163,T163,T163,Ian Leggatt,84,1.6340000000000001,2470,1512
164,T165,T165,Woody Austin,99,1.636,2798,1710
165,T165,T165,John Cook,91,1.636,2591,1584
166,T167,T167,Jeff Brehaut,80,1.6369999999999998,2269,1386
167,T167,T167,Marco Dawson,57,1.6369999999999998,1680,1026
168,T167,T167,Robin Freeman,105,1.6369999999999998,3035,1854
169,T167,T167,Bill Glasson,69,1.6369999999999998,1915,1170
170,T171,T171,Keith Clearwater,62,1.6380000000000001,1828,1116
171,T171,T171,Robert Gamez,59,1.6380000000000001,1740,1062
172,T171,T171,Bob Tway,109,1.6380000000000001,3125,1908
173,T174,T174,Briny Baird,106,1.639,3039,1854
174,T174,T174,Michael Clark II,87,1.639,2507,1530
175,T174,T174,Cliff Kresge,84,1.639,2419,1476
176,T177,T177,Ben Ferguson,76,1.64,2185,1332
177,T177,T177,David Peoples,96,1.64,2745,1674
178,T177,T177,Hal Sutton,96,1.64,2805,1710
179,180,180,Tom Scherrer,69,1.641,1949,1188
180,181,181,Ben Bates,53,1.642,1566,954
181,182,182,Kent Jones,74,1.645,2191,1332
182,183,183,Jeff Hart,87,1.646,2518,1530
183,184,184,Brandt Jobe,96,1.6480000000000001,2789,1692
184,185,185,Charles Howell III,89,1.649,2523,1530
185,186,186,Chris Smith,101,1.65,2881,1746
186,187,187,Donnie Hammond,51,1.655,1519,918
187,188,188,Tim Herron,97,1.656,2712,1638
188,189,189,Glen Hnatiuk,104,1.6569999999999998,3013,1818
189,T190,T190,J.J. Henry,86,1.659,2509,1512
190,T190,T190,Brent Schwarzrock,63,1.659,1881,1134
191,192,192,Mathew Goggin,96,1.6640000000000001,2786,1674
192,193,193,Bradley Hughes,96,1.67,2825,1692
193,194,194,Per-Ulrik Johansson,82,1.6740000000000002,2411,1440
