,One-Putt_Percentage_RANK THIS WEEK,One-Putt_Percentage_RANK LAST WEEK,One-Putt_Percentage_PLAYER NAME,One-Putt_Percentage_ROUNDS,One-Putt_Percentage_%,One-Putt_Percentage_# OF 1 PUTTS,One-Putt_Percentage_# OF HOLES
43,44,44,Andrew Magee,97,39.83,674,1692
44,T45,T45,Harrison Frazar,88,39.81,602,1512
45,T45,T45,Franklin Langham,63,39.81,430,1080
46,47,47,Joel Edwards,99,39.79,709,1782
47,48,48,Scott McCarron,98,39.72,672,1692
48,49,49,Tripp Isenhour,92,39.7,636,1602
49,T50,T50,Jonathan Kaye,116,39.68,800,2016
50,T50,T50,Loren Roberts,84,39.68,600,1512
51,52,52,Brett Quigley,67,39.59,449,1134
52,53,53,Jim Furyk,88,39.58,627,1584
53,54,54,Hunter Haas,78,39.55,541,1368
54,55,55,Jay Williamson,92,39.51,640,1620
55,56,56,Bob Estes,91,39.46,625,1584
56,57,57,Kaname Yokoo,81,39.44,575,1458
57,T58,T58,"David Berganio, Jr.",76,39.42,518,1314
58,T58,T58,Esteban Toledo,116,39.42,809,2052
59,60,60,Garrett Willis,88,39.41,610,1548
60,T61,T61,Scott Dunlap,80,39.38,560,1422
61,T61,T61,Lee Porter,93,39.38,638,1620
62,63,63,Mike Sposa,96,39.37,659,1674
63,64,64,Brian Wilson,88,39.28,608,1548
64,65,65,Paul Stankowski,91,39.27,622,1584
65,66,66,Jim McGovern,66,39.24,445,1134
66,67,67,Mark Hensby,71,39.2,501,1278
67,68,68,Spike McRoy,95,39.19,642,1638
68,69,69,Woody Austin,99,39.18,670,1710
69,70,70,Mark Brooks,88,39.14,620,1584
70,71,71,Tommy Tolles,89,39.08,605,1548
71,72,72,Danny Ellis,76,39.04,534,1368
72,T73,T73,Jeff Maggert,84,38.96,589,1512
73,T73,T73,Kirk Triplett,88,38.96,582,1494
74,75,75,Tom Byrum,85,38.95,596,1530
75,T76,T76,José Coceres,60,38.89,399,1026
76,T76,T76,Dan Forsman,81,38.89,546,1404
77,T76,T76,Bernhard Langer,62,38.89,427,1098
78,T76,T76,Phil Mickelson,85,38.89,574,1476
79,T76,T76,Larry Mize,76,38.89,518,1332
80,T76,T76,Craig Parry,68,38.89,441,1134
81,T82,T82,Pete Jordan,105,38.83,720,1854
82,T82,T82,Michael Muehr,94,38.83,643,1656
83,T84,T84,Sean Murphy,70,38.81,489,1260
84,T84,T84,Nick Price,74,38.81,517,1332
85,86,86,Rocky Walcher,59,38.79,412,1062
86,T87,T87,Rich Beem,91,38.7,620,1602
87,T87,T87,Kenny Perry,94,38.7,620,1602
88,T89,T89,Paul Azinger,79,38.68,550,1422
89,T89,T89,Steve Flesch,112,38.68,738,1908
90,T91,T91,Doug Barron,62,38.62,431,1116
91,T91,T91,Frank Lickliter II,102,38.62,709,1836
92,93,93,Chris Tidland,83,38.61,556,1440
93,94,94,Olin Browne,99,38.6,667,1728
94,95,95,Ben Bates,53,38.57,368,954
95,96,96,Greg Kraft,105,38.56,708,1836
96,97,97,Brian Henninger,81,38.54,548,1422
97,98,98,Vijay Singh,98,38.53,638,1656
98,T99,T99,Gabriel Hjertstedt,76,38.52,527,1368
99,T99,T99,Ted Tryba,110,38.52,735,1908
100,101,101,Bob Burns,92,38.51,617,1602
101,102,102,Shaun Micheel,103,38.5,693,1800
102,103,103,John Riegger,86,38.49,582,1512
103,T104,T104,Steve Elkington,64,38.43,422,1098
104,T104,T104,Sergio Garcia,64,38.43,415,1080
105,106,106,Jimmy Green,94,38.41,636,1656
106,107,107,Grant Waite,78,38.3,524,1368
107,T108,T108,Billy Andrade,82,38.26,544,1422
108,T108,T108,Brent Geiberger,84,38.26,544,1422
109,110,110,Robert Gamez,59,38.23,406,1062
110,111,111,Kelly Grunewald,66,38.22,454,1188
111,112,112,Fred Funk,118,38.18,804,2106
112,113,113,Jesper Parnevik,91,38.16,625,1638
113,114,114,Mark Calcavecchia,81,38.12,542,1422
114,115,115,Keith Clearwater,62,38.08,425,1116
115,116,116,Mike Weir,86,38.05,589,1548
116,117,117,Craig Barlow,74,38.04,493,1296
117,T118,T118,Billy Mayfair,102,38.0,684,1800
118,T118,T118,Rocco Mediate,69,38.0,472,1242
119,T120,T120,Ben Ferguson,76,37.99,506,1332
120,T120,T120,Neal Lancaster,107,37.99,718,1890
121,122,122,Ian Leggatt,84,37.96,574,1512
122,123,123,Matt Gogel,83,37.93,553,1458
123,124,124,Ronnie Black,51,37.91,348,918
124,T125,T125,Kevin Johnson,93,37.85,620,1638
125,T125,T125,Davis Love III,75,37.85,511,1350
126,127,127,Doug Dunakey,83,37.79,551,1458
127,128,128,Frank Nobilo,91,37.77,605,1602
128,129,129,Dicky Pride,78,37.75,530,1404
129,130,130,David Toms,100,37.73,652,1728
130,131,131,Chris DiMarco,108,37.7,699,1854
131,132,132,Tommy Armour III,93,37.67,617,1638
132,133,133,Steve Lowery,100,37.62,650,1728
133,134,134,Bill Glasson,69,37.61,440,1170
134,135,135,Jeremy Anderson,69,37.6,467,1242
135,136,136,Marco Dawson,57,37.52,385,1026
136,T137,T137,Jeff Brehaut,80,37.45,519,1386
137,T137,T137,Michael Clark II,87,37.45,573,1530
138,139,139,Stephen Ames,88,37.43,566,1512
139,T140,T140,John Daly,84,37.4,552,1476
140,T140,T140,Jerry Kelly,104,37.4,680,1818
141,142,142,Kent Jones,74,37.39,498,1332
142,143,143,Richie Coughlan,66,37.37,444,1188
143,T144,T144,J.P. Hayes,76,37.35,511,1368
144,T144,T144,José María Olazábal,51,37.35,316,846
145,146,146,Scott Verplank,99,37.34,652,1746
146,147,147,Dudley Hart,80,37.33,504,1350
147,T148,T148,Tom Scherrer,69,37.29,443,1188
148,T148,T148,Joey Sindelar,69,37.29,443,1188
149,150,150,Steve Pate,89,37.27,577,1548
150,151,151,Andrew McLardy,75,37.26,503,1350
151,152,152,Geoff Ogilvy,60,37.22,402,1080
152,153,153,Mark O'Meara,69,37.18,435,1170
153,154,154,John Huston,64,37.13,401,1080
154,155,155,Bob May,86,37.08,534,1440
155,156,156,Cliff Kresge,84,37.06,547,1476
156,157,157,Robin Freeman,105,36.95,685,1854
157,T158,T158,Brandel Chamblee,77,36.94,512,1386
158,T158,T158,Dennis Paulson,75,36.94,492,1332
159,160,160,Mark Wiebe,62,36.92,412,1116
160,161,161,Chris Smith,101,36.88,644,1746
161,162,162,John Cook,91,36.87,584,1584
162,163,163,Brent Schwarzrock,63,36.77,417,1134
163,164,164,Rory Sabbatini,73,36.47,453,1242
164,165,165,David Duval,78,36.45,479,1314
165,166,166,Brandt Jobe,96,36.41,616,1692
166,167,167,Tiger Woods,76,36.4,498,1368
167,168,168,David Peoples,96,36.32,608,1674
168,169,169,Donnie Hammond,51,36.27,333,918
169,170,170,Carl Paulson,93,36.26,607,1674
170,T171,T171,Steve Jones,75,36.23,463,1278
171,T171,T171,Gary Nicklaus,96,36.23,613,1692
172,173,173,Bob Tway,109,36.22,691,1908
173,174,174,Jeff Hart,87,36.21,554,1530
174,175,175,Charles Howell III,89,36.14,553,1530
175,176,176,Ernie Els,70,36.11,390,1080
176,177,177,Glen Hnatiuk,104,36.08,656,1818
177,178,178,Briny Baird,106,36.03,668,1854
178,179,179,Mathew Goggin,96,36.02,603,1674
179,180,180,Kevin Sutherland,101,35.83,632,1764
180,T181,T181,Stewart Cink,102,35.68,623,1746
181,T181,T181,Jean Van de Velde,52,35.68,289,810
182,183,183,Hal Sutton,96,35.67,610,1710
183,184,184,Robert Allenby,108,35.53,678,1908
184,185,185,Joe Durant,80,35.49,511,1440
185,186,186,Carlos Franco,87,35.25,552,1566
186,187,187,Chris Perry,80,35.04,492,1404
187,188,188,Bradley Hughes,96,34.93,591,1692
188,189,189,Per-Ulrik Johansson,82,34.86,502,1440
189,190,190,J.J. Henry,86,34.85,527,1512
190,191,191,Tim Herron,97,34.8,570,1638
191,192,192,Fred Couples,68,34.64,424,1224
192,193,193,Tom Lehman,82,34.05,478,1404
193,194,194,Duffy Waldorf,77,33.8,438,1296
