,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
80,T80,T80,Paul Goydos,86,28.99,2435,84,22
81,T80,T80,Kirk Triplett,88,28.99,2406,83,23
82,T83,T83,Craig Parry,68,29.0,1827,63,24
83,T83,T83,Dennis Paulson,75,29.0,2088,72,21
84,T83,T83,Craig Perks,78,29.0,2204,76,22
85,T83,T83,Kevin Sutherland,101,29.0,2726,94,23
86,T83,T83,Jay Williamson,92,29.0,2610,90,23
87,88,88,Kaname Yokoo,81,29.01,2350,81,24
88,89,89,Olin Browne,99,29.02,2786,96,22
89,T90,T90,"David Berganio, Jr.",76,29.03,2119,73,22
90,T90,T90,Steve Lowery,100,29.03,2787,96,24
91,92,92,David Toms,100,29.05,2702,93,22
92,T93,T93,Tom Byrum,85,29.06,2470,85,23
93,T93,T93,Pete Jordan,105,29.06,2993,103,24
94,T93,T93,Jerry Kelly,104,29.06,2877,99,25
95,T96,T96,José Coceres,60,29.07,1599,55,23
96,T96,T96,Ernie Els,70,29.07,1628,56,25
97,T96,T96,Greg Kraft,105,29.07,2965,102,24
98,99,99,J.P. Hayes,76,29.08,2094,72,25
99,T100,T100,Jeff Julian,55,29.09,1600,55,25
100,T100,T100,Spike McRoy,95,29.09,2647,91,23
101,T102,T102,Jimmy Green,94,29.11,2678,92,23
102,T102,T102,Chris Tidland,83,29.11,2329,80,23
103,T104,T104,Ted Tryba,110,29.12,3087,106,23
104,T104,T104,Garrett Willis,88,29.12,2504,86,23
105,T106,T106,Andrew McLardy,75,29.13,2185,75,23
106,T106,T106,Rocco Mediate,69,29.13,1981,68,25
107,T106,T106,Dicky Pride,78,29.13,2272,78,24
108,T109,T109,Stephen Ames,88,29.14,2448,84,24
109,T109,T109,Paul Azinger,79,29.14,2302,79,24
110,T109,T109,Jason Gore,82,29.14,2331,80,21
111,T109,T109,Sean Murphy,70,29.14,2040,70,21
112,T109,T109,Brian Wilson,88,29.14,2506,86,22
113,T114,T114,Brent Geiberger,84,29.15,2303,79,24
114,T114,T114,Jeff Maggert,84,29.15,2390,82,23
115,T114,T114,Steve Pate,89,29.15,2507,86,20
116,T117,T117,Doug Dunakey,83,29.17,2363,81,20
117,T117,T117,Dudley Hart,80,29.17,2071,71,24
118,T117,T117,Kenny Perry,94,29.17,2596,89,24
119,T117,T117,Paul Stankowski,91,29.17,2567,88,21
120,T121,T121,Tommy Armour III,93,29.18,2655,91,23
121,T121,T121,Craig Barlow,74,29.18,2101,72,24
122,T121,T121,Brian Henninger,81,29.18,2305,79,24
123,T121,T121,Franklin Langham,63,29.18,1751,60,24
124,T121,T121,Frank Nobilo,91,29.18,2597,89,23
125,126,126,David Duval,78,29.2,2015,69,22
126,T127,T127,John Daly,84,29.21,2337,80,24
127,T127,T127,Gabriel Hjertstedt,76,29.21,2220,76,24
128,T127,T127,Neal Lancaster,107,29.21,3067,105,22
129,130,130,Rocky Walcher,59,29.22,1724,59,25
130,T131,T131,Dan Forsman,81,29.23,2280,78,24
131,T131,T131,Tommy Tolles,89,29.23,2514,86,23
132,133,133,Grant Waite,78,29.24,2222,76,24
133,T134,T134,Scott Dunlap,80,29.25,2311,79,23
134,T134,T134,Mark Hensby,71,29.25,2077,71,24
135,T134,T134,Tiger Woods,76,29.25,2106,72,23
136,137,137,Rich Beem,91,29.26,2604,89,24
137,138,138,Ronnie Black,51,29.27,1493,51,25
138,139,139,Jean Van de Velde,52,29.28,1259,43,24
139,140,140,Stewart Cink,102,29.29,2724,93,23
140,T141,T141,Richie Coughlan,66,29.3,1934,66,24
141,T141,T141,Joey Sindelar,69,29.3,1934,66,23
142,143,143,Kevin Johnson,93,29.31,2667,91,24
143,T144,T144,Kelly Grunewald,66,29.32,1935,66,22
144,T144,T144,John Riegger,86,29.32,2463,84,25
145,T146,T146,Jeremy Anderson,69,29.35,2025,69,22
146,T146,T146,Shaun Micheel,103,29.35,2935,100,23
147,T148,T148,Bob Burns,92,29.37,2614,89,23
148,T148,T148,Mark Wiebe,62,29.37,1762,60,24
149,150,150,Gary Nicklaus,96,29.39,2763,94,25
150,T151,T151,Doug Barron,62,29.4,1823,62,23
151,T151,T151,Ian Leggatt,84,29.4,2470,84,21
152,153,153,Bob May,86,29.41,2294,78,23
153,154,154,Steve Jones,75,29.43,2031,69,25
154,155,155,John Cook,91,29.44,2591,88,23
155,156,156,Woody Austin,99,29.45,2798,95,23
156,157,157,Bill Glasson,69,29.46,1915,65,22
157,T158,T158,Jeff Brehaut,80,29.47,2269,77,25
158,T158,T158,Marco Dawson,57,29.47,1680,57,22
159,T158,T158,Robin Freeman,105,29.47,3035,103,23
160,T161,T161,Keith Clearwater,62,29.48,1828,62,24
161,T161,T161,John Huston,64,29.48,1710,58,24
162,T161,T161,Bob Tway,109,29.48,3125,106,25
163,T164,T164,Michael Clark II,87,29.49,2507,85,23
164,T164,T164,Robert Gamez,59,29.49,1740,59,24
165,T164,T164,Rory Sabbatini,73,29.49,1917,65,22
166,T167,T167,Robert Allenby,108,29.5,3009,102,22
167,T167,T167,Briny Baird,106,29.5,3039,103,23
168,T167,T167,Cliff Kresge,84,29.5,2419,82,21
169,170,170,Carl Paulson,93,29.51,2685,91,23
170,171,171,David Peoples,96,29.52,2745,93,23
171,T172,T172,Ben Ferguson,76,29.53,2185,74,22
172,T172,T172,Tom Scherrer,69,29.53,1949,66,24
173,T172,T172,Hal Sutton,96,29.53,2805,95,23
174,175,175,Ben Bates,53,29.55,1566,53,24
175,T176,T176,Joe Durant,80,29.59,2308,78,24
176,T176,T176,Carlos Franco,87,29.59,2456,83,24
177,178,178,Kent Jones,74,29.61,2191,74,24
178,179,179,Jeff Hart,87,29.62,2518,85,25
179,180,180,Brandt Jobe,96,29.67,2789,94,25
180,181,181,Charles Howell III,89,29.68,2523,85,24
181,182,182,Chris Smith,101,29.69,2910,98,21
182,183,183,Chris Perry,80,29.7,2287,77,23
183,184,184,Fred Couples,68,29.74,1963,66,24
184,185,185,Donnie Hammond,51,29.78,1519,51,25
185,186,186,Tim Herron,97,29.8,2712,91,24
186,187,187,Glen Hnatiuk,104,29.83,3013,101,24
187,188,188,Duffy Waldorf,77,29.84,2029,68,25
188,189,189,Brent Schwarzrock,63,29.86,1881,63,23
189,190,190,J.J. Henry,86,29.87,2509,84,23
190,191,191,Mathew Goggin,96,29.96,2786,93,24
191,192,192,Tom Lehman,82,29.99,2309,77,26
192,193,193,Bradley Hughes,96,30.05,2825,94,23
193,194,194,Per-Ulrik Johansson,82,30.14,2411,80,25
