,Tenth_Tee_Early_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Scoring_Average_ROUNDS,Tenth_Tee_Early_Scoring_Average_AVG,Tenth_Tee_Early_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Scoring_Average_TOTAL 10TH TEE EARLY RDS.
53,54,54,Padraig Harrington,54,70.17,842,12
54,55,55,Sung Kang,89,70.18,1193,17
55,T56,T56,Harris English,97,70.21,1334,19
56,T56,T56,Chez Reavie,90,70.21,1334,19
57,T56,T56,Shawn Stefani,91,70.21,1334,19
58,59,59,Brian Harman,104,70.24,1194,17
59,T60,T60,Fabián Gómez,82,70.25,843,12
60,T60,T60,Retief Goosen,55,70.25,843,12
61,T60,T60,Scott Piercy,87,70.25,562,8
62,T63,T63,Si Woo Kim,113,70.27,1054,15
63,T63,T63,Rory McIlroy,69,70.27,773,11
64,T65,T65,Luke List,79,70.29,1476,21
65,T65,T65,Jamie Lovemark,91,70.29,1476,21
66,67,67,Roberto Castro,97,70.35,1407,20
67,68,68,Ben Martin,92,70.39,1267,18
68,69,69,K.J. Choi,73,70.4,1056,15
69,70,70,Tim Wilkinson,72,70.42,1338,19
70,T71,T71,Chris Kirk,90,70.43,986,14
71,T71,T71,Francesco Molinari,64,70.43,986,14
72,T71,T71,Patrick Reed,105,70.43,1479,21
73,T71,T71,Harold Varner III,92,70.43,986,14
74,75,75,Jason Gore,78,70.44,1127,16
75,T76,T76,Freddie Jacobson,86,70.47,1198,17
76,T76,T76,Sean O'Hair,89,70.47,1057,15
77,T78,T78,Graham DeLaet,70,70.5,1128,16
78,T78,T78,Andrew Landry,53,70.5,846,12
79,80,80,Brandt Snedeker,93,70.52,1622,23
80,81,81,David Toms,62,70.54,917,13
81,T82,T82,Tony Finau,95,70.56,1270,18
82,T82,T82,Billy Hurley III,66,70.56,1129,16
83,T84,T84,Rob Oppenheim,67,70.57,988,14
84,T84,T84,Boo Weekley,83,70.57,988,14
85,T86,T86,Scott Brown,88,70.59,1553,22
86,T86,T86,Michael Thompson,71,70.59,1200,17
87,88,88,Jonas Blixt,79,70.61,1271,18
88,89,89,George McNeill,51,70.62,918,13
89,90,90,Peter Malnati,85,70.63,1342,19
90,91,91,Jeff Overton,69,70.64,989,14
91,T92,T92,J.B. Holmes,77,70.67,848,12
92,T92,T92,John Huh,86,70.67,1060,15
93,94,94,Brett Stegmaier,87,70.68,1343,19
94,T95,T95,Kelly Kraft,63,70.69,919,13
95,T95,T95,Scott Langley,65,70.69,1131,16
96,97,97,Mark Wilson,66,70.72,1273,18
97,98,98,Brooks Koepka,75,70.73,778,11
98,99,99,Aaron Baddeley,93,70.74,1627,23
99,T100,T100,Will MacKenzie,84,70.76,1486,21
100,T100,T100,Greg Owen,85,70.76,1203,17
101,T102,T102,Alex Cejka,71,70.77,920,13
102,T102,T102,Justin Rose,65,70.77,920,13
103,104,104,Steve Marino,72,70.79,991,14
104,105,105,Brendon de Jonge,83,70.81,1487,21
105,T106,T106,Jerry Kelly,76,70.82,779,11
106,T106,T106,Michael Kim,100,70.82,1558,22
107,T106,T106,Robert Streb,87,70.82,1204,17
108,T109,T109,Blayne Barber,84,70.83,850,12
109,T109,T109,Webb Simpson,70,70.83,850,12
110,T109,T109,Chris Stroud,82,70.83,1275,18
111,112,112,Bill Haas,86,70.85,921,13
112,113,113,Justin Thomas,99,70.86,1488,21
113,T114,T114,Daniel Berger,92,70.9,1418,20
114,T114,T114,Hiroshi Iwata,85,70.9,1418,20
115,116,116,Vaughn Taylor,72,70.92,922,13
116,T117,T117,Tom Hoge,81,70.95,1348,19
117,T117,T117,Spencer Levin,104,70.95,1348,19
118,T119,T119,Chad Collins,73,71.0,1562,22
119,T119,T119,Luke Donald,81,71.0,923,13
120,T119,T119,Derek Ernst,59,71.0,639,9
121,T119,T119,Jim Herman,93,71.0,1065,15
122,T119,T119,Charley Hoffman,91,71.0,710,10
123,T119,T119,Kevin Kisner,97,71.0,1136,16
124,T119,T119,Graeme McDowell,63,71.0,852,12
125,T119,T119,William McGirt,98,71.0,1207,17
126,127,127,Sam Saunders,69,71.07,995,14
127,128,128,Jon Curran,99,71.08,1848,26
128,129,129,Vijay Singh,72,71.11,640,9
129,T130,T130,Zac Blair,99,71.14,1565,22
130,T130,T130,Kevin Chappell,93,71.14,996,14
131,T130,T130,Colt Knost,90,71.14,996,14
132,133,133,Abraham Ancer,51,71.17,854,12
133,T134,T134,Tyler Aldridge,83,71.19,1495,21
134,T134,T134,Kyle Stanley,92,71.19,1139,16
135,T136,T136,Ryan Palmer,86,71.2,712,10
136,T136,T136,Rod Pampling,54,71.2,712,10
137,T138,T138,Ernie Els,66,71.21,1353,19
138,T138,T138,Mark Hubbard,101,71.21,1709,24
139,T138,T138,Hudson Swafford,104,71.21,997,14
140,141,141,Erik Compton,65,71.25,1140,16
141,T142,T142,Carlos Ortiz,79,71.29,1497,21
142,T142,T142,Dawie van der Walt,72,71.29,1212,17
143,T144,T144,Troy Merritt,77,71.3,713,10
144,T144,T144,D.A. Points,55,71.3,713,10
145,146,146,Whee Kim,82,71.32,1355,19
146,147,147,Kevin Streelman,82,71.33,1070,15
147,148,148,Seung-Yul Noh,85,71.38,1142,16
148,149,149,Ken Duke,58,71.4,714,10
149,150,150,Dicky Pride,55,71.44,643,9
150,T151,T151,Jason Bohn,67,71.5,1144,16
151,T151,T151,Paul Casey,77,71.5,429,6
152,T151,T151,Stewart Cink,61,71.5,858,12
153,T151,T151,Branden Grace,63,71.5,715,10
154,T151,T151,Morgan Hoffmann,71,71.5,1573,22
155,T151,T151,Henrik Norlander,71,71.5,1001,14
156,157,157,Scott Pinckney,87,71.53,1073,15
157,T158,T158,Luke Guthrie,57,71.55,787,11
158,T158,T158,Shane Lowry,57,71.55,787,11
159,160,160,Patton Kizzire,93,71.58,1360,19
160,161,161,Thomas Aiken,70,71.61,1289,18
161,162,162,Rory Sabbatini,57,71.67,645,9
162,163,163,Cameron Smith,73,71.71,1004,14
163,164,164,Camilo Villegas,83,71.73,789,11
164,165,165,Smylie Kaufman,91,71.76,1220,17
165,166,166,J.J. Henry,68,71.85,934,13
166,167,167,Danny Lee,93,71.93,1007,14
167,168,168,Martin Piller,59,72.0,1368,19
168,169,169,Steve Wheatcroft,85,72.05,1369,19
169,170,170,Russell Henley,76,72.11,649,9
170,171,171,Derek Fathauer,94,72.27,1084,15
171,172,172,Andres Gonzales,80,72.32,1374,19
172,173,173,Rhein Gibson,58,72.36,796,11
173,174,174,Geoff Ogilvy,63,72.42,869,12
174,T175,T175,Robert Garrigus,69,72.45,797,11
175,T175,T175,Willy Wilcox,67,72.45,797,11
176,177,177,Hunter Mahan,61,72.5,1305,18
177,178,178,Brendon Todd,66,72.56,653,9
178,179,179,Ángel Cabrera,62,72.67,872,12
179,180,180,Andrew Loupe,75,73.0,1241,17
180,181,181,Steven Bowditch,71,73.08,877,12
181,182,182,Wes Roach,59,73.42,881,12
182,183,183,Robert Allenby,51,73.43,1028,14
183,184,184,James Hahn,85,73.78,664,9
184,185,185,D.H. Lee,61,73.83,886,12
