,Scoring_Average_Actual_RANK THIS WEEK,Scoring_Average_Actual_RANK LAST WEEK,Scoring_Average_Actual_PLAYER NAME,Scoring_Average_Actual_ROUNDS,Scoring_Average_Actual_AVG,Scoring_Average_Actual_TOTAL STROKES,Scoring_Average_Actual_TOTAL ROUNDS
109,T109,T109,David Toms,62,70.95,4399,62
110,111,111,Willy Wilcox,67,70.97,4613,65
111,112,112,Michael Kim,100,70.98,6814,96
112,T113,T113,Scott Pinckney,87,71.0,6035,85
113,T113,T113,Shawn Stefani,91,71.0,6177,87
114,T113,T113,Cameron Tringale,81,71.0,5467,77
115,T116,T116,Billy Horschel,73,71.01,4971,70
116,T116,T116,Dawie van der Walt,72,71.01,4971,70
117,T118,T118,Graham DeLaet,70,71.02,4687,66
118,T118,T118,Brian Stuard,66,71.02,4687,66
119,120,120,Tyrone Van Aswegen,105,71.03,7245,102
120,121,121,Jonas Blixt,79,71.05,5400,76
121,122,122,Patton Kizzire,93,71.06,6324,89
122,123,123,Charley Hoffman,91,71.07,6254,88
123,T124,T124,Jeff Overton,69,71.08,4620,65
124,T124,T124,Harold Varner III,92,71.08,6539,92
125,126,126,Tyler Aldridge,83,71.09,5616,79
126,127,127,Derek Fathauer,94,71.1,6683,94
127,128,128,Mark Hubbard,101,71.12,6899,97
128,129,129,Morgan Hoffmann,71,71.13,4766,67
129,130,130,Vaughn Taylor,72,71.14,5122,72
130,131,131,Matt Jones,83,71.16,5693,80
131,T132,T132,Troy Merritt,77,71.18,5481,77
132,T132,T132,Rod Pampling,54,71.18,3559,50
133,T132,T132,D.A. Points,55,71.18,3630,51
134,T132,T132,Kevin Streelman,82,71.18,5837,82
135,T132,T132,Mark Wilson,66,71.18,4413,62
136,T137,T137,Brendon de Jonge,83,71.2,5767,81
137,T137,T137,Will MacKenzie,84,71.2,5696,80
138,T137,T137,Graeme McDowell,63,71.2,4272,60
139,140,140,Sam Saunders,69,71.23,4630,65
140,141,141,Scott Langley,65,71.24,4488,63
141,T142,T142,Zac Blair,99,71.25,6769,95
142,T142,T142,Wes Roach,59,71.25,3919,55
143,T144,T144,Peter Malnati,85,71.26,6057,85
144,T144,T144,Robert Streb,87,71.26,5986,84
145,T144,T144,Steve Wheatcroft,85,71.26,5772,81
146,T147,T147,Tom Hoge,81,71.29,5489,77
147,T147,T147,Whee Kim,82,71.29,5561,78
148,T147,T147,Andrew Loupe,75,71.29,5347,75
149,T147,T147,Steve Marino,72,71.29,4848,68
150,T151,T151,Jason Gore,78,71.3,5276,74
151,T151,T151,Anirban Lahiri,72,71.3,4920,69
152,T153,T153,Jim Herman,93,71.31,6632,93
153,T153,T153,Danny Lee,93,71.31,6418,90
154,T155,T155,Chad Collins,73,71.32,5206,73
155,T155,T155,Vijay Singh,72,71.32,5135,72
156,T157,T157,Andres Gonzales,80,71.33,5564,78
157,T157,T157,James Hahn,85,71.33,6063,85
158,T157,T157,Greg Owen,85,71.33,5778,81
159,T160,T160,Fabián Gómez,82,71.37,5638,79
160,T160,T160,Chesson Hadley,81,71.37,5638,79
161,162,162,Rob Oppenheim,67,71.4,4498,63
162,163,163,Geoff Ogilvy,63,71.42,4214,59
163,164,164,Camilo Villegas,83,71.43,5643,79
164,165,165,Hiroshi Iwata,85,71.47,5932,83
165,166,166,Shane Lowry,57,71.5,3861,54
166,167,167,Derek Ernst,59,71.51,4076,57
167,168,168,Rhein Gibson,58,71.54,3863,54
168,169,169,Martin Piller,59,71.56,4079,57
169,T170,T170,Abraham Ancer,51,71.6,3437,48
170,T170,T170,Dicky Pride,55,71.6,3795,53
171,T172,T172,Ernie Els,66,71.74,4735,66
172,T172,T172,Cameron Smith,73,71.74,4950,69
173,174,174,Carlos Ortiz,79,71.76,5382,75
174,175,175,George McNeill,51,71.86,3665,51
175,176,176,Erik Compton,65,71.87,4528,63
176,177,177,J.J. Henry,68,71.88,4744,66
177,178,178,Rory Sabbatini,57,72.0,3888,54
178,179,179,Ken Duke,58,72.04,3890,54
179,180,180,Hunter Mahan,61,72.21,4405,61
180,181,181,Ángel Cabrera,62,72.24,4479,62
181,182,182,Brendon Todd,66,72.44,4564,63
182,183,183,D.H. Lee,61,72.75,4147,57
183,184,184,Robert Allenby,51,72.82,3714,51
184,185,185,Steven Bowditch,71,74.2,5268,71
