,Reverse_Bounce_Back_RANK THIS WEEK,Reverse_Bounce_Back_RANK LAST WEEK,Reverse_Bounce_Back_PLAYER NAME,Reverse_Bounce_Back_ROUNDS,Reverse_Bounce_Back_% UNDER THEN OVER PAR,Reverse_Bounce_Back_TOTAL UNDER THEN OVER PAR,Reverse_Bounce_Back_UNDER PAR
75,76,76,Dustin Johnson,87,15.56,56,360
76,77,77,Hideki Matsuyama,76,15.57,45,289
77,78,78,Freddie Jacobson,86,15.67,47,300
78,79,79,Charl Schwartzel,73,15.71,41,261
79,80,80,J.B. Holmes,77,15.73,45,286
80,81,81,Ángel Cabrera,62,15.76,29,184
81,82,82,Jason Bohn,67,15.77,38,241
82,83,83,Si Woo Kim,113,15.82,62,392
83,84,84,Cameron Smith,73,15.84,35,221
84,85,85,Chris Stroud,82,15.87,43,271
85,86,86,William McGirt,98,15.88,54,340
86,87,87,Luke Donald,81,15.92,39,245
87,88,88,Ryan Moore,86,15.93,47,295
88,89,89,Webb Simpson,70,15.98,39,244
89,90,90,Hiroshi Iwata,85,16.03,42,262
90,91,91,Jhonattan Vegas,97,16.05,52,324
91,T92,T92,Harris English,97,16.1,52,323
92,T92,T92,Chez Reavie,90,16.1,47,292
93,94,94,Scott Brown,88,16.11,48,298
94,95,95,Keegan Bradley,82,16.13,45,279
95,96,96,Michael Thompson,71,16.21,41,253
96,97,97,Jason Kokrak,89,16.25,52,320
97,T98,T98,Jason Gore,78,16.27,41,252
98,T98,T98,Andrew Loupe,75,16.27,48,295
99,100,100,Adam Hadwin,93,16.38,57,348
100,101,101,Cameron Tringale,81,16.42,44,268
101,102,102,Anirban Lahiri,72,16.45,38,231
102,T103,T103,Jon Curran,99,16.57,55,332
103,T103,T103,Spencer Levin,104,16.57,55,332
104,105,105,Luke Guthrie,57,16.58,33,199
105,106,106,Willy Wilcox,67,16.59,37,223
106,107,107,Morgan Hoffmann,71,16.6,40,241
107,108,108,Steve Marino,72,16.67,38,228
108,109,109,Chad Collins,73,16.74,36,215
109,110,110,Derek Fathauer,94,16.83,53,315
110,T111,T111,Jonas Blixt,79,16.85,47,279
111,T111,T111,Daniel Summerhays,99,16.85,61,362
112,113,113,Whee Kim,82,16.94,41,242
113,114,114,Padraig Harrington,54,17.05,30,176
114,115,115,Kevin Streelman,82,17.08,48,281
115,116,116,Brendan Steele,88,17.13,49,286
116,117,117,Hudson Swafford,104,17.15,65,379
117,118,118,Jimmy Walker,85,17.17,51,297
118,119,119,Tyler Aldridge,83,17.19,44,256
119,120,120,Jeff Overton,69,17.24,35,203
120,121,121,David Toms,62,17.26,34,197
121,T122,T122,Martin Laird,82,17.27,48,278
122,T122,T122,Peter Malnati,85,17.27,48,278
123,124,124,Brandt Snedeker,93,17.34,56,323
124,125,125,Scott Pinckney,87,17.35,51,294
125,126,126,Harold Varner III,92,17.41,55,316
126,127,127,Jason Dufner,105,17.43,65,373
127,T128,T128,Matt Jones,83,17.45,48,275
128,T128,T128,Tim Wilkinson,72,17.45,41,235
129,130,130,Rob Oppenheim,67,17.46,33,189
130,131,131,Retief Goosen,55,17.49,32,183
131,T132,T132,Patton Kizzire,93,17.53,54,308
132,T132,T132,Scott Piercy,87,17.53,51,291
133,134,134,Billy Horschel,73,17.67,44,249
134,135,135,Ben Crane,80,17.74,44,248
135,136,136,Brendon de Jonge,83,17.79,45,253
136,137,137,Danny Lee,93,17.8,55,309
137,138,138,Steve Wheatcroft,85,17.87,47,263
138,139,139,Charley Hoffman,91,17.91,53,296
139,T140,T140,Blayne Barber,84,17.92,50,279
140,T140,T140,Patrick Rodgers,89,17.92,55,307
141,142,142,Aaron Baddeley,93,17.95,56,312
142,143,143,Robert Streb,87,17.98,48,267
143,144,144,Derek Ernst,59,18.02,31,172
144,145,145,Vijay Singh,72,18.1,42,232
145,146,146,Seung-Yul Noh,85,18.21,51,280
146,147,147,Ryan Palmer,86,18.24,60,329
147,148,148,Francesco Molinari,64,18.27,38,208
148,149,149,Brooks Koepka,75,18.28,51,279
149,T150,T150,J.J. Henry,68,18.29,32,175
150,T150,T150,Shane Lowry,57,18.29,32,175
151,152,152,Camilo Villegas,83,18.53,48,259
152,153,153,Brett Stegmaier,87,18.6,53,285
153,154,154,Louis Oosthuizen,63,18.72,35,187
154,155,155,Steve Stricker,53,18.86,33,175
155,156,156,Andres Gonzales,80,18.89,51,270
156,157,157,Chesson Hadley,81,19.13,53,277
157,158,158,Michael Kim,100,19.2,62,323
158,159,159,Carlos Ortiz,79,19.23,50,260
159,160,160,Kevin Chappell,93,19.29,65,337
160,161,161,Mark Hubbard,101,19.33,63,326
161,162,162,Kyle Stanley,92,19.45,57,293
162,163,163,Martin Piller,59,19.77,35,177
163,164,164,D.H. Lee,61,19.89,35,176
164,165,165,Greg Owen,85,19.93,54,271
165,T166,T166,Tom Hoge,81,20.0,51,255
166,T166,T166,Ben Martin,92,20.0,65,325
167,168,168,Bronson Burgoon,83,20.08,50,249
168,169,169,Nick Taylor,83,20.15,54,268
169,170,170,Rhein Gibson,58,20.47,35,171
170,171,171,Abraham Ancer,51,20.51,32,156
171,172,172,Steven Bowditch,71,20.98,43,205
172,173,173,Thomas Aiken,70,21.15,44,208
173,174,174,George McNeill,51,21.38,34,159
174,175,175,Mark Wilson,66,21.55,39,181
175,176,176,Graham DeLaet,70,21.76,52,239
176,177,177,Sam Saunders,69,21.92,48,219
177,178,178,Vaughn Taylor,72,22.4,56,250
178,179,179,Wes Roach,59,22.8,44,193
179,180,180,Ken Duke,58,23.26,40,172
180,181,181,Hunter Mahan,61,23.74,47,198
181,182,182,Rory Sabbatini,57,23.98,41,171
182,183,183,Brendon Todd,66,24.1,40,166
183,184,184,Ernie Els,66,24.31,53,218
184,185,185,Robert Allenby,51,24.63,33,134
