,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
107,T105,T105,Chez Reavie,90,3.47,298,86
108,T105,T105,Dawie van der Walt,72,3.47,243,70
109,T110,T110,Fabián Gómez,82,3.46,273,79
110,T110,T110,Jason Gore,78,3.46,256,74
111,T110,T110,Anirban Lahiri,72,3.46,239,69
112,T113,T113,Henrik Norlander,71,3.45,231,67
113,T113,T113,Kyle Stanley,92,3.45,307,89
114,T115,T115,K.J. Choi,73,3.44,251,73
115,T115,T115,Scott Stallings,74,3.44,241,70
116,T115,T115,Brett Stegmaier,87,3.44,292,85
117,T115,T115,Nick Taylor,83,3.44,272,79
118,T119,T119,Jon Curran,99,3.43,340,99
119,T119,T119,Mark Hubbard,101,3.43,333,97
120,T119,T119,Louis Oosthuizen,63,3.43,192,56
121,T119,T119,Greg Owen,85,3.43,278,81
122,T123,T123,Ben Crane,80,3.42,260,76
123,T123,T123,Chris Kirk,90,3.42,291,85
124,T123,T123,Sam Saunders,69,3.42,222,65
125,T123,T123,Vijay Singh,72,3.42,246,72
126,T127,T127,Sung Kang,89,3.39,295,87
127,T127,T127,Brian Stuard,66,3.39,224,66
128,T129,T129,Stuart Appleby,71,3.38,233,69
129,T129,T129,Retief Goosen,55,3.38,186,55
130,T129,T129,Charley Hoffman,91,3.38,297,88
131,T129,T129,Billy Hurley III,66,3.38,223,66
132,T129,T129,Peter Malnati,85,3.38,287,85
133,134,134,Rory Sabbatini,57,3.37,182,54
134,T135,T135,John Huh,86,3.36,286,85
135,T135,T135,Geoff Ogilvy,63,3.36,198,59
136,T137,T137,Rhein Gibson,58,3.35,181,54
137,T137,T137,Bryce Molder,80,3.35,261,78
138,T137,T137,Cameron Smith,73,3.35,231,69
139,T140,T140,Will MacKenzie,84,3.34,267,80
140,T140,T140,Camilo Villegas,83,3.34,264,79
141,T142,T142,Abraham Ancer,51,3.33,160,48
142,T142,T142,James Hahn,85,3.33,283,85
143,144,144,Tyler Aldridge,83,3.32,262,79
144,T145,T145,Tom Hoge,81,3.31,255,77
145,T145,T145,Shane Lowry,57,3.31,179,54
146,T145,T145,Francesco Molinari,64,3.31,212,64
147,T148,T148,Brendon de Jonge,83,3.3,267,81
148,T148,T148,Ernie Els,66,3.3,218,66
149,T148,T148,Hunter Mahan,61,3.3,201,61
150,T148,T148,Steve Wheatcroft,85,3.3,267,81
151,152,152,Thomas Aiken,70,3.29,217,66
152,T153,T153,Ken Duke,58,3.28,177,54
153,T153,T153,Jim Herman,93,3.28,305,93
154,T155,T155,Robert Streb,87,3.27,275,84
155,T155,T155,David Toms,62,3.27,203,62
156,T155,T155,Tyrone Van Aswegen,105,3.27,334,102
157,T158,T158,Colt Knost,90,3.26,280,86
158,T158,T158,Jeff Overton,69,3.26,212,65
159,160,160,George McNeill,51,3.25,166,51
160,T161,T161,Bronson Burgoon,83,3.24,256,79
161,T161,T161,Whee Kim,82,3.24,253,78
162,T161,T161,Andrew Landry,53,3.24,159,49
163,164,164,Dicky Pride,55,3.23,171,53
164,T165,T165,Zac Blair,99,3.21,305,95
165,T165,T165,Martin Piller,59,3.21,183,57
166,167,167,Luke Donald,81,3.2,259,81
167,168,168,Erik Compton,65,3.19,201,63
168,169,169,Jerry Kelly,76,3.18,242,76
169,170,170,Hiroshi Iwata,85,3.17,263,83
170,T171,T171,Scott Langley,65,3.13,197,63
171,T171,T171,Shawn Stefani,91,3.13,272,87
172,173,173,Derek Ernst,59,3.12,178,57
173,T174,T174,Bill Haas,86,3.11,255,82
174,T174,T174,D.H. Lee,61,3.11,177,57
175,176,176,Jim Furyk,52,3.1,161,52
176,T177,T177,Ángel Cabrera,62,3.08,191,62
177,T177,T177,Chad Collins,73,3.08,225,73
178,T179,T179,Rob Oppenheim,67,3.06,193,63
179,T179,T179,Rod Pampling,54,3.06,153,50
180,181,181,Mark Wilson,66,3.02,187,62
181,182,182,Steven Bowditch,71,3.01,214,71
182,183,183,Brendon Todd,66,2.78,175,63
183,184,184,J.J. Henry,68,2.76,182,66
184,185,185,Robert Allenby,51,2.65,135,51
