,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
42,T43,T43,Robert Garrigus,69,35.32,2296,65
43,T43,T43,Daniel Summerhays,99,35.32,3497,99
44,T45,T45,Blayne Barber,84,35.33,2826,80
45,T45,T45,Keegan Bradley,82,35.33,2897,82
46,T45,T45,Brandt Snedeker,93,35.33,3144,89
47,48,48,Kevin Na,96,35.34,3287,93
48,T49,T49,Jason Kokrak,89,35.35,3146,89
49,T49,T49,Patrick Rodgers,89,35.35,3005,85
50,T51,T51,Jason Dufner,105,35.36,3607,102
51,T51,T51,John Huh,86,35.36,3006,85
52,T53,T53,Luke Guthrie,57,35.38,1946,55
53,T53,T53,Bill Haas,86,35.38,2901,82
54,55,55,Brett Stegmaier,87,35.39,3008,85
55,56,56,Sung Kang,89,35.4,3080,87
56,T57,T57,Stuart Appleby,71,35.41,2443,69
57,T57,T57,Ben Martin,92,35.41,3116,88
58,T57,T57,Chris Stroud,82,35.41,2833,80
59,T60,T60,Kevin Chappell,93,35.42,3294,93
60,T60,T60,Adam Hadwin,93,35.42,3294,93
61,T60,T60,Henrik Norlander,71,35.42,2373,67
62,T63,T63,Marc Leishman,89,35.43,3047,86
63,T63,T63,Graeme McDowell,63,35.43,2126,60
64,T63,T63,Nick Taylor,83,35.43,2799,79
65,T66,T66,Spencer Levin,104,35.44,3544,100
66,T66,T66,Will MacKenzie,84,35.44,2835,80
67,T66,T66,Kyle Reifers,115,35.44,3934,111
68,T69,T69,Andrew Landry,53,35.45,1737,49
69,T69,T69,David Toms,62,35.45,2198,62
70,T69,T69,Johnson Wagner,86,35.45,3049,86
71,T72,T72,Brendon de Jonge,83,35.46,2872,81
72,T72,T72,Kyle Stanley,92,35.46,3156,89
73,T74,T74,Jason Gore,78,35.47,2625,74
74,T74,T74,Kevin Kisner,97,35.47,3334,94
75,T74,T74,Russell Knox,92,35.47,3157,89
76,T74,T74,Jamie Lovemark,91,35.47,3228,91
77,T74,T74,Justin Thomas,99,35.47,3405,96
78,T79,T79,Jason Bohn,67,35.48,2377,67
79,T79,T79,Brian Stuard,66,35.48,2342,66
80,T81,T81,Sergio Garcia,54,35.49,1810,51
81,T81,T81,Chris Kirk,90,35.49,3017,85
82,T83,T83,Michael Thompson,71,35.5,2414,68
83,T83,T83,Dawie van der Walt,72,35.5,2485,70
84,T85,T85,Ben Crane,80,35.51,2699,76
85,T85,T85,Retief Goosen,55,35.51,1953,55
86,T85,T85,Bubba Watson,72,35.51,2450,69
87,T88,T88,Scott Brown,88,35.52,3126,88
88,T88,T88,Bronson Burgoon,83,35.52,2806,79
89,T88,T88,Colt Knost,90,35.52,3055,86
90,T88,T88,Rod Pampling,54,35.52,1776,50
91,92,92,Freddie Jacobson,86,35.53,3056,86
92,T93,T93,Brian Harman,104,35.55,3697,104
93,T93,T93,Jim Herman,93,35.55,3306,93
94,T93,T93,Luke List,79,35.55,2737,77
95,T93,T93,Francesco Molinari,64,35.55,2275,64
96,T93,T93,Boo Weekley,83,35.55,2951,83
97,T98,T98,Jim Furyk,52,35.56,1849,52
98,T98,T98,Martin Laird,82,35.56,2774,78
99,T98,T98,Tyrone Van Aswegen,105,35.56,3627,102
100,101,101,Jerry Kelly,76,35.57,2703,76
101,T102,T102,Graham DeLaet,70,35.58,2348,66
102,T102,T102,Tony Finau,95,35.58,3380,95
103,T102,T102,Jeff Overton,69,35.58,2313,65
104,T102,T102,Willy Wilcox,67,35.58,2313,65
105,T106,T106,Steve Marino,72,35.59,2420,68
106,T106,T106,Kevin Streelman,82,35.59,2918,82
107,T106,T106,Jimmy Walker,85,35.59,2918,82
108,T109,T109,Andres Gonzales,80,35.6,2777,78
109,T109,T109,Scott Piercy,87,35.6,2990,84
110,T109,T109,Brendan Steele,88,35.6,2990,84
111,112,112,Smylie Kaufman,91,35.61,3134,88
112,T113,T113,Jon Curran,99,35.62,3526,99
113,T113,T113,Seung-Yul Noh,85,35.62,2885,81
114,T113,T113,Wes Roach,59,35.62,1959,55
115,T116,T116,Mark Hubbard,101,35.63,3456,97
116,T116,T116,David Lingmerth,84,35.63,2886,81
117,118,118,Greg Owen,85,35.64,2887,81
118,T119,T119,Michael Kim,100,35.65,3422,96
119,T119,T119,D.A. Points,55,35.65,1818,51
120,T121,T121,Tyler Aldridge,83,35.66,2817,79
121,T121,T121,Derek Fathauer,94,35.66,3352,94
122,123,123,Patton Kizzire,93,35.67,3175,89
123,T124,T124,Bryce Molder,80,35.68,2783,78
124,T124,T124,Shawn Stefani,91,35.68,3104,87
125,T124,T124,Mark Wilson,66,35.68,2212,62
126,T127,T127,Thomas Aiken,70,35.7,2356,66
127,T127,T127,Jonas Blixt,79,35.7,2713,76
128,T129,T129,Chesson Hadley,81,35.71,2821,79
129,T129,T129,Justin Rose,65,35.71,2214,62
130,T129,T129,Scott Stallings,74,35.71,2500,70
131,T132,T132,Chad Collins,73,35.74,2609,73
132,T132,T132,Padraig Harrington,54,35.74,1930,54
133,T134,T134,Branden Grace,63,35.75,2145,60
134,T134,T134,Peter Malnati,85,35.75,3039,85
135,T136,T136,Billy Hurley III,66,35.77,2361,66
136,T136,T136,Harold Varner III,92,35.77,3291,92
137,T138,T138,Kelly Kraft,63,35.78,2111,59
138,T138,T138,Rob Oppenheim,67,35.78,2254,63
139,T140,T140,Luke Donald,81,35.79,2899,81
140,T140,T140,Tom Hoge,81,35.79,2756,77
141,T140,T140,Billy Horschel,73,35.79,2505,70
142,T140,T140,Vaughn Taylor,72,35.79,2577,72
143,144,144,Steve Wheatcroft,85,35.8,2900,81
144,T145,T145,Andrew Loupe,75,35.81,2686,75
145,T145,T145,Shane Lowry,57,35.81,1934,54
146,T147,T147,K.J. Choi,73,35.82,2615,73
147,T147,T147,James Hahn,85,35.82,3045,85
148,T147,T147,Cameron Tringale,81,35.82,2758,77
149,T150,T150,Charley Hoffman,91,35.84,3154,88
150,T150,T150,Anirban Lahiri,72,35.84,2473,69
151,T150,T150,Scott Pinckney,87,35.84,3046,85
152,153,153,Vijay Singh,72,35.85,2581,72
153,T154,T154,Scott Langley,65,35.86,2259,63
154,T154,T154,Robert Streb,87,35.86,3012,84
155,T156,T156,Fabián Gómez,82,35.89,2835,79
156,T156,T156,Sam Saunders,69,35.89,2333,65
157,T158,T158,Hiroshi Iwata,85,35.9,2980,83
158,T158,T158,Matt Jones,83,35.9,2872,80
159,160,160,Ángel Cabrera,62,35.92,2227,62
160,T161,T161,Abraham Ancer,51,35.94,1725,48
161,T161,T161,Morgan Hoffmann,71,35.94,2408,67
162,163,163,Whee Kim,82,35.95,2804,78
163,T164,T164,Troy Merritt,77,35.96,2769,77
164,T164,T164,Martin Piller,59,35.96,2050,57
165,T166,T166,Zac Blair,99,35.98,3418,95
166,T166,T166,J.J. Henry,68,35.98,2375,66
167,T168,T168,Danny Lee,93,36.0,3240,90
168,T168,T168,Camilo Villegas,83,36.0,2844,79
169,170,170,Erik Compton,65,36.03,2270,63
170,171,171,Carlos Ortiz,79,36.04,2703,75
171,172,172,Dicky Pride,55,36.06,1911,53
172,173,173,Ernie Els,66,36.08,2381,66
173,174,174,Cameron Smith,73,36.1,2491,69
174,175,175,Hunter Mahan,61,36.16,2206,61
175,T176,T176,Derek Ernst,59,36.25,2066,57
176,T176,T176,Geoff Ogilvy,63,36.25,2139,59
177,178,178,George McNeill,51,36.27,1850,51
178,179,179,D.H. Lee,61,36.33,2071,57
179,180,180,Rory Sabbatini,57,36.37,1964,54
180,181,181,Rhein Gibson,58,36.39,1965,54
181,182,182,Brendon Todd,66,36.43,2295,63
182,183,183,Ken Duke,58,36.46,1969,54
183,184,184,Robert Allenby,51,36.8,1877,51
184,185,185,Steven Bowditch,71,37.58,2668,71
