,Total_Birdies_RANK THIS WEEK,Total_Birdies_RANK LAST WEEK,Total_Birdies_PLAYER NAME,Total_Birdies_ROUNDS,Total_Birdies_TOTAL
175,T176,T176,Ken Duke,58,177
176,T176,T176,D.H. Lee,61,177
177,178,178,Brendon Todd,66,175
178,179,179,Dicky Pride,55,171
179,180,180,George McNeill,51,166
180,181,181,Jim Furyk,52,161
181,182,182,Abraham Ancer,51,160
182,183,183,Andrew Landry,53,159
183,184,184,Rod Pampling,54,153
184,185,185,Robert Allenby,51,135
