,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
146,T147,T147,Chesson Hadley,81,-0.29,71.37,71.08
147,T147,T147,Whee Kim,82,-0.29,71.29,71.0
148,149,149,Steve Marino,72,-0.3,71.29,70.99
149,T150,T150,Jason Gore,78,-0.32,71.3,70.98
150,T150,T150,Scott Pinckney,87,-0.32,71.0,70.68
151,152,152,Zac Blair,99,-0.33,71.25,70.92
152,T153,T153,Brendon de Jonge,83,-0.35,71.2,70.85
153,T153,T153,Rod Pampling,54,-0.35,71.18,70.83
154,T153,T153,Sam Saunders,69,-0.35,71.23,70.88
155,156,156,Jeff Overton,69,-0.38,71.08,70.7
156,157,157,Troy Merritt,77,-0.39,71.18,70.79
157,T158,T158,Chad Collins,73,-0.4,71.32,70.92
158,T158,T158,D.A. Points,55,-0.4,71.18,70.78
159,160,160,Tom Hoge,81,-0.42,71.29,70.87
160,161,161,Scott Langley,65,-0.45,71.24,70.79
161,162,162,Mark Wilson,66,-0.47,71.18,70.71
162,163,163,Peter Malnati,85,-0.48,71.26,70.78
163,T164,T164,Hiroshi Iwata,85,-0.5,71.47,70.97
164,T164,T164,Wes Roach,59,-0.5,71.25,70.75
165,166,166,Greg Owen,85,-0.51,71.33,70.82
166,167,167,Andres Gonzales,80,-0.52,71.33,70.81
167,168,168,Martin Piller,59,-0.53,71.56,71.03
168,169,169,Cameron Smith,73,-0.56,71.74,71.18
169,T170,T170,Hunter Mahan,61,-0.61,72.21,71.6
170,T170,T170,George McNeill,51,-0.61,71.86,71.25
171,172,172,Erik Compton,65,-0.66,71.87,71.21
172,173,173,Carlos Ortiz,79,-0.68,71.76,71.08
173,174,174,J.J. Henry,68,-0.73,71.88,71.15
174,175,175,Ken Duke,58,-0.75,72.04,71.29
175,176,176,Derek Ernst,59,-0.78,71.51,70.73
176,177,177,Rhein Gibson,58,-0.81,71.54,70.73
177,178,178,Ángel Cabrera,62,-0.9,72.24,71.34
178,179,179,Dicky Pride,55,-0.91,71.6,70.69
179,180,180,Abraham Ancer,51,-0.99,71.6,70.61
180,181,181,Rory Sabbatini,57,-1.17,72.0,70.83
181,182,182,Brendon Todd,66,-1.53,72.44,70.91
182,183,183,Robert Allenby,51,-1.94,72.82,70.88
183,184,184,D.H. Lee,61,-2.1,72.75,70.65
184,185,185,Steven Bowditch,71,-3.08,74.2,71.12
