,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
48,49,49,Ernie Els,69,164.6,1152,7
49,50,50,Sergio Garcia,59,165.0,990,6
50,51,51,Robert Garrigus,85,166.0,1494,9
51,52,52,Carl Pettersson,95,167.4,1674,10
52,53,53,Jon Mills,68,169.7,1188,7
53,54,54,Tom Pernice Jr.,108,170.2,1872,11
54,55,55,Aaron Baddeley,78,171.0,1368,8
55,56,56,Carlos Franco,86,172.0,1548,9
56,57,57,Chris Smith,67,172.3,1206,7
57,58,58,Bill Haas,99,172.8,1728,10
58,59,59,Chad Campbell,91,174.0,1566,9
59,60,60,Steve Lowery,99,174.6,1746,10
60,61,61,Stuart Appleby,83,175.5,1404,8
61,T62,T62,Zach Johnson,98,176.0,1584,9
62,T62,T62,Vaughn Taylor,88,176.0,1584,9
63,64,64,Arron Oberholser,82,177.8,1422,8
64,T65,T65,Jerry Kelly,100,180.0,1800,10
65,T65,T65,Pat Perez,50,180.0,900,5
66,T65,T65,Patrick Sheehan,104,180.0,1800,10
67,T65,T65,Paul Stankowski,70,180.0,1260,7
68,69,69,Alex Aragon,63,183.0,1098,6
69,T70,T70,Steve Elkington,52,183.6,918,5
70,T70,T70,Ryuji Imada,105,183.6,1836,10
71,T70,T70,Bo Van Pelt,102,183.6,1836,10
72,T73,T73,Todd Hamilton,72,185.1,1296,7
73,T73,T73,Bernhard Langer,77,185.1,1296,7
74,75,75,J.J. Henry,96,186.0,1674,9
75,76,76,Rory Sabbatini,84,186.8,1494,8
76,77,77,Jason Bohn,104,187.2,1872,10
77,78,78,Luke Donald,66,189.0,1134,6
78,79,79,Henrik Bjornstad,97,190.0,1710,9
79,80,80,Trevor Immelman,86,193.5,1548,8
80,81,81,Paul Azinger,87,195.8,1566,8
81,T82,T82,Briny Baird,81,198.0,1386,7
82,T82,T82,Jonathan Byrd,66,198.0,1188,6
83,84,84,Joe Durant,101,202.0,1818,9
84,T85,T85,Ben Crane,85,205.7,1440,7
85,T85,T85,James Driscoll,80,205.7,1440,7
86,T85,T85,David McKenzie,82,205.7,1440,7
87,88,88,David Toms,76,207.0,1242,6
88,T89,T89,Charles Howell III,96,209.3,1674,8
89,T89,T89,Shaun Micheel,96,209.3,1674,8
90,91,91,Mathew Goggin,72,210.0,1260,6
91,92,92,"Wes Short, Jr.",96,211.5,1692,8
92,93,93,Dudley Hart,83,213.4,1494,7
93,94,94,Nick Watney,97,213.8,1710,8
94,T95,T95,Michael Allen,84,216.0,1512,7
95,T95,T95,Bubba Dickerson,98,216.0,1728,8
96,T95,T95,Tom Lehman,70,216.0,1080,5
97,T98,T98,Bob Estes,85,218.6,1530,7
98,T98,T98,Mike Weir,88,218.6,1530,7
99,100,100,John Daly,51,220.5,882,4
100,101,101,Bart Bryant,87,221.1,1548,7
101,102,102,Billy Andrade,78,222.0,1332,6
102,103,103,Steve Stricker,64,223.2,1116,5
103,104,104,Stewart Cink,93,226.3,1584,7
104,105,105,Mathias Grönberg,92,228.9,1602,7
105,106,106,Brian Davis,92,231.4,1620,7
106,T107,T107,Brian Bateman,69,234.0,1170,5
107,T107,T107,Joe Ogilvie,95,234.0,1638,7
108,109,109,Matt Hansen,68,237.6,1188,5
109,110,110,Nicholas Thompson,96,239.1,1674,7
110,111,111,D.A. Points,82,240.0,1440,6
111,112,112,John Cook,67,241.2,1206,5
112,113,113,Jeff Maggert,81,243.0,1458,6
113,114,114,Rich Beem,85,249.0,1494,6
114,115,115,Frank Lickliter II,99,249.4,1746,7
115,116,116,Dean Wilson,115,249.8,1998,8
116,T117,T117,Freddie Jacobson,56,252.0,1008,4
117,T117,T117,Rod Pampling,89,252.0,1512,6
118,T117,T117,Kirk Triplett,58,252.0,1008,4
119,120,120,Ryan Palmer,101,254.6,1782,7
120,121,121,Tag Ridings,103,257.1,1800,7
121,122,122,Kenny Perry,73,259.2,1296,5
122,123,123,Shane Bertsch,104,262.3,1836,7
123,124,124,Olin Browne,108,267.4,1872,7
124,T125,T125,Brett Quigley,109,270.0,1890,7
125,T125,T125,Jason Schultz,77,270.0,1350,5
126,T125,T125,Joey Sindelar,90,270.0,1620,6
127,128,128,Robert Damron,91,273.0,1638,6
128,T129,T129,Ian Leggatt,80,273.6,1368,5
129,T129,T129,Mark Wilson,79,273.6,1368,5
130,131,131,Woody Austin,107,275.1,1926,7
131,132,132,K.J. Choi,93,276.0,1656,6
132,133,133,Greg Owen,79,277.2,1386,5
133,134,134,Heath Slocum,96,279.0,1674,6
134,T135,T135,Jeff Brehaut,100,288.0,1728,6
135,T135,T135,Michael Connell,51,288.0,864,3
136,137,137,Ryan Moore,68,292.5,1170,4
137,138,138,Hunter Mahan,98,294.0,1764,6
138,139,139,Chris Riley,86,295.2,1476,5
139,T140,T140,Thomas Levet,53,306.0,918,3
140,T140,T140,Larry Mize,53,306.0,918,3
141,142,142,Scott Verplank,88,309.6,1548,5
142,143,143,Nathan Green,108,312.0,1872,6
143,144,144,Marco Dawson,87,313.2,1566,5
144,T145,T145,Fred Funk,106,315.0,1890,6
145,T145,T145,Corey Pavin,74,315.0,1260,4
146,T147,T147,Alex Cejka,93,327.6,1638,5
147,T147,T147,Tim Petrovic,95,327.6,1638,5
148,T149,T149,Jonathan Kaye,95,331.2,1656,5
149,T149,T149,Shigeki Maruyama,94,331.2,1656,5
150,151,151,Jeff Overton,95,334.8,1674,5
151,152,152,Chris Couch,75,337.5,1350,4
152,T153,T153,J.L. Lewis,57,342.0,1026,3
153,T153,T153,Tjaart van der Walt,60,342.0,1026,3
154,155,155,Jimmy Walker,60,348.0,1044,3
155,156,156,Brent Geiberger,99,349.2,1746,5
156,157,157,Chris DiMarco,83,351.0,1404,4
157,T158,T158,Ryan Hietala,61,354.0,1062,3
158,T158,T158,Len Mattiace,59,354.0,1062,3
159,T158,T158,Omar Uresti,61,354.0,1062,3
160,T161,T161,Tim Clark,80,355.5,1422,4
161,T161,T161,Lee Janzen,79,355.5,1422,4
162,163,163,Bob May,65,372.0,1116,3
163,164,164,Brian Gay,107,385.2,1926,5
164,T165,T165,Tommy Armour III,65,390.0,1170,3
165,T165,T165,Mike Sposa,68,390.0,1170,3
166,167,167,Jim Furyk,89,396.0,1584,4
167,T168,T168,Greg Chalmers,71,402.0,1206,3
168,T168,T168,"John Engler, Jr.",69,402.0,1206,3
169,T170,T170,Jerry Smith,94,414.0,1656,4
170,T170,T170,Duffy Waldorf,96,414.0,1656,4
171,T172,T172,Robert Gamez,94,423.0,1692,4
172,T172,T172,Richard Johnson,94,423.0,1692,4
173,174,174,Skip Kendall,72,432.0,1296,3
174,175,175,Todd Fischer,101,445.5,1782,4
175,T176,T176,Padraig Harrington,54,450.0,900,2
176,T176,T176,Greg Kraft,79,450.0,1350,3
177,178,178,Brad Faxon,78,468.0,1404,3
178,179,179,J.P. Hayes,55,495.0,990,2
179,180,180,Mark Brooks,90,534.0,1602,3
180,181,181,Mark Calcavecchia,94,558.0,1674,3
181,182,182,Justin Rose,98,570.0,1710,3
182,183,183,Danny Ellis,68,576.0,1152,2
183,184,184,Jeff Sluman,101,606.0,1818,3
184,185,185,Paul Goydos,72,648.0,1296,2
185,186,186,Hidemichi Tanaka,74,657.0,1314,2
186,187,187,Ron Whittaker,81,711.0,1422,2
187,188,188,Steve Jones,83,738.0,1476,2
188,189,189,Stephen Leaney,84,756.0,1512,2
189,190,190,Ben Curtis,86,774.0,1548,2
190,191,191,Jeff Gove,91,783.0,1566,2
191,192,192,David Howell,52,810.0,810,1
192,193,193,Ian Poulter,53,936.0,936,1
193,194,194,Doug Barron,74,1314.0,1314,1
194,195,195,Peter Lonard,77,1368.0,1368,1
