,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
139,140,140,Chris Riley,86,71.47399999999999,5828,32.898,82
140,141,141,David McKenzie,82,71.491,5696,23.281,80
141,142,142,Arjun Atwal,97,71.501,6771,21.584,95
142,143,143,Patrick Sheehan,104,71.503,7140,10.344,100
143,144,144,J.P. Hayes,55,71.517,3918,15.410,55
144,145,145,D.A. Points,82,71.521,5720,1.688,80
145,146,146,Todd Fischer,101,71.556,7072,11.997,99
146,147,147,Chris Smith,67,71.567,4782,13.020,67
147,148,148,Tjaart van der Walt,60,71.57600000000001,4070,9.830,57
148,149,149,Robert Garrigus,85,71.582,5937,4.328,83
149,T150,T150,Bubba Dickerson,98,71.592,6851,21.826,96
150,T150,T150,Jimmy Walker,60,71.592,4154,- 1.690,58
151,152,152,Kirk Triplett,58,71.613,4007,3.321,56
152,153,153,Henrik Bjornstad,97,71.61399999999999,6793,10.313,95
153,154,154,Tim Petrovic,95,71.624,6523,- 5.176,91
154,155,155,Mark Calcavecchia,94,71.63,6700,- 38.376,93
155,156,156,Steve Jones,83,71.634,5887,- 13.005,82
156,157,157,David Duval,71,71.63600000000001,4975,- 32.117,69
157,158,158,Brian Bateman,69,71.664,4652,6.142,65
158,159,159,Jeff Brehaut,100,71.668,6852,28.169,96
159,160,160,Greg Kraft,79,71.683,5370,6.251,75
160,161,161,Bob Tway,81,71.687,5575,16.568,78
161,162,162,Ron Whittaker,81,71.72800000000001,5656,10.495,79
162,163,163,Chris Couch,75,71.73,5367,12.759,75
163,164,164,Robert Damron,91,71.734,6511,16.828,91
164,165,165,Tag Ridings,103,71.737,7177,- 3.266,100
165,166,166,Scott Gutschewski,53,71.744,3641,17.942,51
166,167,167,Danny Ellis,68,71.76899999999999,4582,11.205,64
167,168,168,Larry Mize,53,71.78399999999999,3662,- .992,51
168,169,169,Brad Faxon,78,71.789,5634,- 34.479,78
169,170,170,Thomas Levet,53,71.848,3674,- 9.766,51
170,171,171,Lee Janzen,79,71.896,5684,- 4.206,79
171,172,172,J.L. Lewis,57,71.90899999999999,4104,- 5.212,57
172,173,173,Jason Schultz,77,71.923,5379,15.205,75
173,174,174,Doug Barron,74,71.935,5248,3.246,73
174,175,175,Matt Hansen,68,71.965,4737,12.663,66
175,T176,T176,Carlos Franco,86,71.975,6181,8.831,86
176,T176,T176,Vance Veazey,59,71.975,4249,- 2.474,59
177,178,178,Mike Sposa,68,72.008,4668,12.492,65
178,179,179,Jason Gore,86,72.051,6065,- 12.690,84
179,180,180,Nicholas Thompson,96,72.057,6693,8.345,93
180,181,181,Ian Leggatt,80,72.102,5464,15.786,76
181,182,182,Mark Brooks,90,72.158,6410,12.018,89
182,183,183,Mark O'Meara,52,72.244,3619,- 6.800,50
183,184,184,Greg Chalmers,71,72.25,4840,.739,67
184,185,185,James Driscoll,80,72.25399999999999,5785,- 4.699,80
185,186,186,Jon Mills,68,72.256,4758,10.908,66
186,187,187,"Wes Short, Jr.",96,72.3,6794,2.156,94
187,188,188,John Daly,51,72.396,3568,- 20.616,49
188,189,189,Len Mattiace,59,72.40899999999999,4274,- 1.856,59
189,190,190,Roger Tambellini,64,72.562,4415,11.304,61
190,191,191,Ryan Hietala,61,72.612,4281,3.126,59
191,192,192,Michael Connell,51,72.809,3481,13.819,48
192,193,193,Todd Hamilton,72,72.836,5271,- 26.779,72
193,194,194,Alex Aragon,63,72.90100000000001,4445,1.974,61
194,195,195,"John Engler, Jr.",69,72.956,4877,11.074,67
195,196,196,Hidemichi Tanaka,74,73.457,5349,13.351,73
