,Birdie_or_Better_Percentage_-_Right_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Right_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Right_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Right_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Right_Rough_%,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL HOLES
74,T73,T73,Tjaart van der Walt,60,15.48,13,84
75,76,76,John Rollins,93,15.38,20,130
76,77,77,Brad Faxon,78,15.34,25,163
77,78,78,Carlos Franco,86,15.27,20,131
78,79,79,Nick Watney,97,15.15,25,165
79,80,80,Harrison Frazar,95,15.06,25,166
80,81,81,Jonathan Kaye,95,15.0,24,160
81,82,82,Billy Andrade,78,14.95,16,107
82,83,83,Charles Howell III,96,14.94,26,174
83,84,84,Steve Jones,83,14.91,17,114
84,85,85,Len Mattiace,59,14.75,18,122
85,86,86,Ian Leggatt,80,14.69,21,143
86,T87,T87,Patrick Sheehan,104,14.67,22,150
87,T87,T87,Brett Wetterich,82,14.67,22,150
88,89,89,Will MacKenzie,91,14.63,18,123
89,90,90,"Wes Short, Jr.",96,14.55,24,165
90,91,91,Rory Sabbatini,84,14.5,19,131
91,92,92,Kenny Perry,73,14.47,11,76
92,93,93,Mathias Grönberg,92,14.41,17,118
93,T94,T94,Davis Love III,85,14.29,15,105
94,T94,T94,Steve Stricker,64,14.29,11,77
95,T94,T94,Nicholas Thompson,96,14.29,17,119
96,97,97,Greg Chalmers,71,14.19,21,148
97,98,98,Jesper Parnevik,84,14.17,18,127
98,99,99,Charles Warren,93,14.16,16,113
99,100,100,Aaron Baddeley,78,14.11,23,163
100,101,101,Frank Lickliter II,99,14.09,21,149
101,102,102,Greg Kraft,79,13.98,13,93
102,103,103,Chad Campbell,91,13.87,19,137
103,104,104,David Duval,71,13.83,13,94
104,T105,T105,Marco Dawson,87,13.74,18,131
105,T105,T105,J.B. Holmes,81,13.74,18,131
106,T105,T105,D.J. Trahan,92,13.74,18,131
107,108,108,Bob May,65,13.7,10,73
108,109,109,Bernhard Langer,77,13.68,13,95
109,T110,T110,Henrik Bjornstad,97,13.66,22,161
110,T110,T110,Shigeki Maruyama,94,13.66,22,161
111,112,112,Bart Bryant,87,13.64,15,110
112,113,113,Ted Purdy,103,13.57,19,140
113,114,114,Ryan Hietala,61,13.56,16,118
114,115,115,Stephen Leaney,84,13.51,15,111
115,116,116,Scott Verplank,88,13.46,14,104
116,117,117,Brian Davis,92,13.45,16,119
117,118,118,Woody Austin,107,13.44,25,186
118,119,119,Jeff Overton,95,13.43,27,201
119,120,120,Robert Damron,91,13.42,20,149
120,T121,T121,Arjun Atwal,97,13.33,18,135
121,T121,T121,Jason Schultz,77,13.33,20,150
122,T123,T123,Pat Perez,50,13.27,13,98
123,T123,T123,Adam Scott,70,13.27,13,98
124,125,125,Tom Pernice Jr.,108,13.25,20,151
125,126,126,Bob Tway,81,13.19,12,91
126,T127,T127,John Huston,74,13.18,17,129
127,T127,T127,Kent Jones,103,13.18,17,129
128,T129,T129,Steve Flesch,119,13.07,23,176
129,T129,T129,Camilo Villegas,95,13.07,20,153
130,131,131,Rod Pampling,89,13.0,13,100
131,132,132,K.J. Choi,93,12.93,19,147
132,133,133,Jerry Smith,94,12.84,19,148
133,134,134,Ryuji Imada,105,12.82,20,156
134,135,135,Chris Smith,67,12.73,14,110
135,136,136,Tim Herron,82,12.69,17,134
136,137,137,Jeff Maggert,81,12.66,10,79
137,138,138,Troy Matteson,101,12.57,23,183
138,T139,T139,Shane Bertsch,104,12.5,17,136
139,T139,T139,Jason Bohn,104,12.5,18,144
140,141,141,Hunter Mahan,98,12.41,18,145
141,142,142,Joe Ogilvie,95,12.33,18,146
142,143,143,Paul Stankowski,70,12.26,13,106
143,144,144,Jim Furyk,89,12.22,11,90
144,145,145,Kevin Sutherland,100,12.21,16,131
145,146,146,Mike Sposa,68,12.2,10,82
146,T147,T147,Lee Janzen,79,12.17,14,115
147,T147,T147,David McKenzie,82,12.17,14,115
148,149,149,Mark O'Meara,52,11.94,8,67
149,150,150,Vance Veazey,59,11.88,12,101
150,151,151,Luke Donald,66,11.86,7,59
151,152,152,Hidemichi Tanaka,74,11.71,13,111
152,153,153,Mathew Goggin,72,11.65,12,103
153,154,154,Bill Haas,99,11.63,20,172
154,155,155,Brian Gay,107,11.59,19,164
155,156,156,Olin Browne,108,11.49,10,87
156,157,157,Carl Pettersson,95,11.48,14,122
157,158,158,Paul Azinger,87,11.3,20,177
158,159,159,Bubba Watson,83,11.24,20,178
159,160,160,Joey Sindelar,90,11.21,13,116
160,161,161,Ryan Palmer,101,11.19,16,143
161,162,162,Dean Wilson,115,11.18,17,152
162,163,163,José María Olazábal,62,10.96,8,73
163,164,164,Richard Johnson,94,10.95,15,137
164,165,165,Ben Curtis,86,10.71,12,112
165,166,166,Alex Cejka,93,10.68,11,103
166,167,167,Chris Riley,86,10.58,11,104
167,168,168,Brandt Jobe,91,10.56,15,142
168,169,169,Corey Pavin,74,10.42,10,96
169,170,170,Scott Gutschewski,53,10.29,7,68
170,171,171,Todd Hamilton,72,10.24,13,127
171,172,172,Paul Goydos,72,10.23,9,88
172,173,173,Bubba Dickerson,98,10.2,15,147
173,174,174,John Cook,67,10.14,7,69
174,175,175,Zach Johnson,98,10.08,13,129
175,176,176,Tommy Armour III,65,10.0,10,100
176,177,177,Rich Beem,85,9.76,12,123
177,T178,T178,David Howell,52,9.52,4,42
178,T178,T178,Jerry Kelly,100,9.52,12,126
179,180,180,J.L. Lewis,57,9.41,8,85
180,181,181,Freddie Jacobson,56,9.38,9,96
181,182,182,Robert Gamez,94,9.26,10,108
182,183,183,Thomas Levet,53,9.2,8,87
183,184,184,Ron Whittaker,81,9.15,13,142
184,185,185,David Branshaw,98,9.09,14,154
185,186,186,Jon Mills,68,8.89,8,90
186,187,187,Tim Clark,80,8.82,6,68
187,188,188,"John Engler, Jr.",69,8.8,11,125
188,189,189,Mark Brooks,90,8.33,10,120
189,190,190,Michael Connell,51,8.14,7,86
190,191,191,Peter Lonard,77,8.05,7,87
191,192,192,Skip Kendall,72,7.69,6,78
192,193,193,D.A. Points,82,7.41,10,135
193,194,194,Geoff Ogilvy,76,5.56,5,90
194,195,195,Larry Mize,53,4.26,2,47
195,196,196,Omar Uresti,61,3.13,2,64
