,Scoring_Average_Actual_RANK THIS WEEK,Scoring_Average_Actual_RANK LAST WEEK,Scoring_Average_Actual_PLAYER NAME,Scoring_Average_Actual_ROUNDS,Scoring_Average_Actual_AVG,Scoring_Average_Actual_TOTAL STROKES,Scoring_Average_Actual_TOTAL ROUNDS
35,36,36,Jeff Gove,91,70.74,6154,87
36,37,37,Joe Durant,101,70.75,7146,101
37,T38,T38,Ryuji Imada,105,70.76,7218,102
38,T38,T38,Mike Weir,88,70.76,6015,85
39,40,40,Harrison Frazar,95,70.77,6440,91
40,T41,T41,Stephen Ames,63,70.79,4389,62
41,T41,T41,David Branshaw,98,70.79,6937,98
42,T41,T41,Steve Flesch,119,70.79,8141,115
43,T41,T41,Stephen Leaney,84,70.79,5946,84
44,T41,T41,Bo Van Pelt,102,70.79,7221,102
45,T46,T46,Jerry Kelly,100,70.8,7080,100
46,T46,T46,Rory Sabbatini,84,70.8,5876,83
47,T46,T46,Mark Wilson,79,70.8,5381,76
48,T49,T49,Bob May,65,70.81,4390,62
49,T49,T49,Omar Uresti,61,70.81,4178,59
50,T51,T51,Jason Bohn,104,70.82,7365,104
51,T51,T51,Nick Watney,97,70.82,6728,95
52,T53,T53,J.J. Henry,96,70.84,6588,93
53,T53,T53,Joe Ogilvie,95,70.84,6446,91
54,T55,T55,Zach Johnson,98,70.85,6235,88
55,T55,T55,Richard Johnson,94,70.85,6660,94
56,T57,T57,Steve Elkington,52,70.86,3614,51
57,T57,T57,Vaughn Taylor,88,70.86,6236,88
58,59,59,Stuart Appleby,83,70.87,5528,78
59,T60,T60,Chad Campbell,91,70.9,6168,87
60,T60,T60,Fred Funk,106,70.9,7444,105
61,T60,T60,Jerry Smith,94,70.9,6523,92
62,T63,T63,Shaun Micheel,96,70.91,6595,93
63,T63,T63,Corey Pavin,74,70.91,4964,70
64,65,65,Padraig Harrington,54,70.92,3546,50
65,66,66,Jeff Sluman,101,70.93,7164,101
66,67,67,Kenny Perry,73,70.94,5108,72
67,68,68,Ryan Palmer,101,70.95,7024,99
68,T69,T69,Brent Geiberger,99,70.96,6883,97
69,T69,T69,Nathan Green,108,70.96,7380,104
70,T69,T69,Bill Haas,99,70.96,6812,96
71,72,72,Alex Cejka,93,70.97,6458,91
72,T73,T73,Retief Goosen,68,70.98,4259,60
73,T73,T73,Jeff Overton,95,70.98,6601,93
74,T73,T73,Rod Pampling,89,70.98,5962,84
75,T76,T76,Billy Mayfair,94,71.0,6674,94
76,T76,T76,Greg Owen,79,71.0,5467,77
77,T78,T78,Marco Dawson,87,71.01,6178,87
78,T78,T78,Daisuke Maruyama,83,71.01,5610,79
79,T80,T80,Eric Axley,91,71.03,6322,89
80,T80,T80,Paul Azinger,87,71.03,6180,87
81,T80,T80,Ryan Moore,68,71.03,4617,65
82,T80,T80,Duffy Waldorf,96,71.03,6535,92
83,T84,T84,Tim Clark,80,71.04,5612,79
84,T84,T84,John Cook,67,71.04,4760,67
85,T84,T84,Chris DiMarco,83,71.04,5541,78
86,T84,T84,Ian Poulter,53,71.04,3694,52
87,T84,T84,Heath Slocum,96,71.04,6607,93
88,89,89,Kent Jones,103,71.05,7176,101
89,90,90,Michael Allen,84,71.06,5969,84
90,T91,T91,Mathias Grönberg,92,71.07,6325,89
91,T91,T91,Dudley Hart,83,71.07,5899,83
92,T91,T91,Chris Riley,86,71.07,5828,82
93,94,94,Camilo Villegas,95,71.08,6610,93
94,T95,T95,Billy Andrade,78,71.09,5261,74
95,T95,T95,José María Olazábal,62,71.09,4123,58
96,97,97,Skip Kendall,72,71.1,5119,72
97,T98,T98,Woody Austin,107,71.11,7609,107
98,T98,T98,Brian Davis,92,71.11,6400,90
99,T98,T98,Davis Love III,85,71.11,5404,76
100,101,101,John Rollins,93,71.12,6472,91
101,102,102,Bernhard Langer,77,71.13,5121,72
102,103,103,Will MacKenzie,91,71.14,6260,88
103,104,104,Kris Cox,83,71.15,5763,81
104,105,105,Geoff Ogilvy,76,71.19,4983,70
105,T106,T106,Brandt Jobe,91,71.2,6266,88
106,T106,T106,David McKenzie,82,71.2,5696,80
107,108,108,Troy Matteson,101,71.21,7192,101
108,T109,T109,Craig Barlow,77,71.22,5199,73
109,T109,T109,Steve Lowery,99,71.22,6908,97
110,111,111,Ben Crane,85,71.23,5698,80
111,T112,T112,Bart Bryant,87,71.24,6127,86
112,T112,T112,Paul Goydos,72,71.24,5129,72
113,T112,T112,J.P. Hayes,55,71.24,3918,55
114,115,115,Jonathan Kaye,95,71.25,6555,92
115,116,116,Arjun Atwal,97,71.27,6771,95
116,117,117,Justin Leonard,83,71.28,5631,79
117,118,118,Shane Bertsch,104,71.29,7272,102
118,119,119,Carl Pettersson,95,71.31,6632,93
119,120,120,Freddie Jacobson,56,71.32,3994,56
120,121,121,John Huston,74,71.33,5136,72
121,122,122,Olin Browne,108,71.35,7420,104
122,123,123,Bubba Dickerson,98,71.36,6851,96
123,124,124,Chris Smith,67,71.37,4782,67
124,125,125,Jeff Brehaut,100,71.38,6852,96
125,126,126,Scott Gutschewski,53,71.39,3641,51
126,T127,T127,Patrick Sheehan,104,71.4,7140,100
127,T127,T127,Tjaart van der Walt,60,71.4,4070,57
128,129,129,Aaron Baddeley,78,71.41,5427,76
129,130,130,Todd Fischer,101,71.43,7072,99
130,131,131,J.B. Holmes,81,71.44,5501,77
131,132,132,Sergio Garcia,59,71.45,3930,55
132,133,133,Charles Howell III,96,71.46,6646,93
133,T134,T134,Paul Stankowski,70,71.47,5003,70
134,T134,T134,Bob Tway,81,71.47,5575,78
135,T136,T136,Tommy Armour III,65,71.48,4646,65
136,T136,T136,D.J. Trahan,92,71.48,6433,90
137,T138,T138,D.A. Points,82,71.5,5720,80
138,T138,T138,Ted Purdy,103,71.5,7221,101
139,T140,T140,Henrik Bjornstad,97,71.51,6793,95
140,T140,T140,Robert Gamez,94,71.51,6722,94
141,142,142,Robert Garrigus,85,71.53,5937,83
142,143,143,Rich Beem,85,71.54,5938,83
143,T144,T144,Robert Damron,91,71.55,6511,91
144,T144,T144,Kirk Triplett,58,71.55,4007,56
145,146,146,Chris Couch,75,71.56,5367,75
146,T147,T147,Brian Bateman,69,71.57,4652,65
147,T147,T147,Mathew Goggin,72,71.57,5010,70
148,T149,T149,Ben Curtis,86,71.59,6157,86
149,T149,T149,Danny Ellis,68,71.59,4582,64
150,T149,T149,Ron Whittaker,81,71.59,5656,79
151,T152,T152,Greg Kraft,79,71.6,5370,75
152,T152,T152,Tom Lehman,70,71.6,4296,60
153,T152,T152,Joey Sindelar,90,71.6,6444,90
154,T155,T155,Sean O'Hair,100,71.62,7019,98
155,T155,T155,Pat Perez,50,71.62,3581,50
156,T155,T155,Jimmy Walker,60,71.62,4154,58
157,158,158,Jeff Maggert,81,71.65,5804,81
158,159,159,David Howell,52,71.67,3225,45
159,160,160,Tim Petrovic,95,71.68,6523,91
160,161,161,Tim Herron,82,71.7,5808,81
161,T162,T162,Fred Couples,52,71.72,3586,50
162,T162,T162,Jason Schultz,77,71.72,5379,75
163,T164,T164,Matt Hansen,68,71.77,4737,66
164,T164,T164,Tag Ridings,103,71.77,7177,100
165,T166,T166,Steve Jones,83,71.79,5887,82
166,T166,T166,Peter Lonard,77,71.79,5456,76
167,168,168,Larry Mize,53,71.8,3662,51
168,169,169,Mike Sposa,68,71.82,4668,65
169,170,170,Carlos Franco,86,71.87,6181,86
170,T171,T171,Doug Barron,74,71.89,5248,73
171,T171,T171,Ian Leggatt,80,71.89,5464,76
172,173,173,Lee Janzen,79,71.95,5684,79
173,174,174,Nicholas Thompson,96,71.97,6693,93
174,175,175,J.L. Lewis,57,72.0,4104,57
175,T176,T176,Mark Brooks,90,72.02,6410,89
176,T176,T176,Vance Veazey,59,72.02,4249,59
177,T178,T178,Mark Calcavecchia,94,72.04,6700,93
178,T178,T178,Thomas Levet,53,72.04,3674,51
179,180,180,Jon Mills,68,72.09,4758,66
180,181,181,David Duval,71,72.1,4975,69
181,182,182,Jason Gore,86,72.2,6065,84
182,183,183,Brad Faxon,78,72.23,5634,78
183,184,184,Greg Chalmers,71,72.24,4840,67
184,185,185,"Wes Short, Jr.",96,72.28,6794,94
185,186,186,James Driscoll,80,72.31,5785,80
186,T187,T187,Mark O'Meara,52,72.38,3619,50
187,T187,T187,Roger Tambellini,64,72.38,4415,61
188,189,189,Len Mattiace,59,72.44,4274,59
189,190,190,Michael Connell,51,72.52,3481,48
190,191,191,Ryan Hietala,61,72.56,4281,59
191,192,192,"John Engler, Jr.",69,72.79,4877,67
192,193,193,John Daly,51,72.82,3568,49
193,194,194,Alex Aragon,63,72.87,4445,61
194,195,195,Todd Hamilton,72,73.21,5271,72
195,196,196,Hidemichi Tanaka,74,73.27,5349,73
