,First_Tee_Late_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Scoring_Average_PLAYER NAME,First_Tee_Late_Scoring_Average_ROUNDS,First_Tee_Late_Scoring_Average_AVG,First_Tee_Late_Scoring_Average_TOTAL STROKES,First_Tee_Late_Scoring_Average_TOTAL 1ST TEE LATE ROUNDS
52,53,53,Jason Gore,86,70.86,1559,22
53,T54,T54,Tom Pernice Jr.,108,70.88,2835,40
54,T54,T54,Justin Rose,98,70.88,2835,40
55,56,56,David McKenzie,82,70.89,1276,18
56,T57,T57,Joe Durant,101,70.91,2411,34
57,T57,T57,Paul Stankowski,70,70.91,1560,22
58,T59,T59,K.J. Choi,93,70.93,2057,29
59,T59,T59,Will MacKenzie,91,70.93,1986,28
60,T61,T61,J.J. Henry,96,70.94,2554,36
61,T61,T61,Charley Hoffman,100,70.94,2554,36
62,T63,T63,David Branshaw,98,70.96,1774,25
63,T63,T63,Charles Howell III,96,70.96,1703,24
64,T65,T65,Billy Andrade,78,71.0,1491,21
65,T65,T65,Stuart Appleby,83,71.0,2627,37
66,T65,T65,Aaron Baddeley,78,71.0,1633,23
67,T65,T65,Doug Barron,74,71.0,1349,19
68,T65,T65,Steve Lowery,99,71.0,1846,26
69,70,70,Brian Gay,107,71.03,2486,35
70,71,71,Steve Flesch,119,71.06,2416,34
71,T72,T72,Robert Allenby,79,71.07,2132,30
72,T72,T72,Jonathan Kaye,95,71.07,1990,28
73,T72,T72,Brett Wetterich,82,71.07,1990,28
74,T75,T75,Brent Geiberger,99,71.11,1280,18
75,T75,T75,Dudley Hart,83,71.11,1991,28
76,T77,T77,Padraig Harrington,54,71.14,1565,22
77,T77,T77,Shigeki Maruyama,94,71.14,2063,29
78,T77,T77,D.J. Trahan,92,71.14,1494,21
79,80,80,Briny Baird,81,71.15,1921,27
80,T81,T81,Jeff Brehaut,100,71.16,1779,25
81,T81,T81,Retief Goosen,68,71.16,2206,31
82,T83,T83,Daniel Chopra,110,71.18,3132,44
83,T83,T83,Larry Mize,53,71.18,783,11
84,85,85,Harrison Frazar,95,71.22,2279,32
85,T86,T86,Chris DiMarco,83,71.23,2137,30
86,T86,T86,Steve Elkington,52,71.23,926,13
87,T86,T86,Lee Janzen,79,71.23,1567,22
88,T86,T86,Jesper Parnevik,84,71.23,1852,26
89,T90,T90,Marco Dawson,87,71.24,1781,25
90,T90,T90,J.B. Holmes,81,71.24,1781,25
91,92,92,Shaun Micheel,96,71.25,2565,36
92,93,93,Joey Sindelar,90,71.26,1639,23
93,T94,T94,Billy Mayfair,94,71.27,2138,30
94,T94,T94,John Rollins,93,71.27,2138,30
95,96,96,Jason Bohn,104,71.28,2281,32
96,T97,T97,Michael Allen,84,71.29,1497,21
97,T97,T97,Alex Aragon,63,71.29,998,14
98,99,99,Scott Gutschewski,53,71.3,1426,20
99,T100,T100,Arjun Atwal,97,71.31,1854,26
100,T100,T100,Tim Herron,82,71.31,1854,26
101,T100,T100,Hunter Mahan,98,71.31,2068,29
102,T103,T103,Paul Azinger,87,71.32,1569,22
103,T103,T103,Daisuke Maruyama,83,71.32,1355,19
104,T105,T105,Bubba Dickerson,98,71.33,1712,24
105,T105,T105,Corey Pavin,74,71.33,1498,21
106,T105,T105,Jeff Sluman,101,71.33,2354,33
107,T105,T105,Kirk Triplett,58,71.33,1070,15
108,109,109,Greg Owen,79,71.34,2283,32
109,110,110,Sean O'Hair,100,71.36,1998,28
110,T111,T111,Tommy Armour III,65,71.38,1142,16
111,T111,T111,Bernhard Langer,77,71.38,1713,24
112,T113,T113,Chris Couch,75,71.39,1642,23
113,T113,T113,Lucas Glover,105,71.39,2927,41
114,115,115,Arron Oberholser,82,71.4,2499,35
115,116,116,Bart Bryant,87,71.42,2214,31
116,T117,T117,Davis Love III,85,71.43,2000,28
117,T117,T117,Mark Wilson,79,71.43,1500,21
118,119,119,Ryan Hietala,61,71.44,643,9
119,120,120,Dean Wilson,115,71.45,2215,31
120,121,121,Sergio Garcia,59,71.46,1715,24
121,122,122,Tim Clark,80,71.47,2430,34
122,T123,T123,Fred Funk,106,71.48,2359,33
123,T123,T123,Chris Riley,86,71.48,1501,21
124,T123,T123,Chris Smith,67,71.48,1644,23
125,126,126,Rod Pampling,89,71.5,2002,28
126,T127,T127,Steve Jones,83,71.52,1502,21
127,T127,T127,Mike Weir,88,71.52,2360,33
128,T129,T129,Ben Curtis,86,71.54,1860,26
129,T129,T129,Carlos Franco,86,71.54,1717,24
130,131,131,Brian Davis,92,71.59,1575,22
131,T132,T132,Henrik Bjornstad,97,71.6,1790,25
132,T132,T132,Todd Fischer,101,71.6,1790,25
133,134,134,Peter Lonard,77,71.63,1934,27
134,135,135,Carl Pettersson,95,71.64,2006,28
135,136,136,David Howell,52,71.65,1218,17
136,137,137,Bo Van Pelt,102,71.66,2938,41
137,138,138,Eric Axley,91,71.67,1720,24
138,139,139,Skip Kendall,72,71.68,1362,19
139,140,140,John Cook,67,71.7,1434,20
140,141,141,Justin Leonard,83,71.72,2080,29
141,142,142,Tim Petrovic,95,71.73,1578,22
142,T143,T143,John Huston,74,71.74,1650,23
143,T143,T143,Joe Ogilvie,95,71.74,1937,27
144,T143,T143,Jeff Overton,95,71.74,1363,19
145,T143,T143,Ted Purdy,103,71.74,2511,35
146,T147,T147,Matt Hansen,68,71.75,1148,16
147,T147,T147,Duffy Waldorf,96,71.75,1722,24
148,149,149,Brandt Jobe,91,71.76,2081,29
149,150,150,Jimmy Walker,60,71.77,933,13
150,T151,T151,Stephen Ames,63,71.78,1651,23
151,T151,T151,Troy Matteson,101,71.78,2297,32
152,153,153,Jeff Maggert,81,71.79,2082,29
153,154,154,Robert Damron,91,71.83,2083,29
154,155,155,Tag Ridings,103,71.85,1868,26
155,156,156,Kent Jones,103,71.91,1654,23
156,157,157,Jason Schultz,77,71.95,1439,20
157,T158,T158,James Driscoll,80,71.96,1727,24
158,T158,T158,Mathias Grönberg,92,71.96,1871,26
159,160,160,Freddie Jacobson,56,72.0,1368,19
160,161,161,Kris Cox,83,72.04,1657,23
161,162,162,Mathew Goggin,72,72.05,1441,20
162,163,163,Fred Couples,52,72.11,1298,18
163,164,164,J.L. Lewis,57,72.13,1154,16
164,165,165,Robert Garrigus,85,72.14,1515,21
165,166,166,Geoff Ogilvy,76,72.17,2165,30
166,167,167,Ron Whittaker,81,72.18,794,11
167,168,168,Ian Leggatt,80,72.19,1516,21
168,169,169,Bob Tway,81,72.2,1444,20
169,170,170,Mike Sposa,68,72.21,1011,14
170,171,171,Michael Connell,51,72.23,939,13
171,172,172,Nicholas Thompson,96,72.25,1445,20
172,173,173,D.A. Points,82,72.36,1592,22
173,174,174,Roger Tambellini,64,72.44,1304,18
174,T175,T175,Tom Lehman,70,72.5,1450,20
175,T175,T175,Pat Perez,50,72.5,870,12
176,177,177,Mark Calcavecchia,94,72.52,2103,29
177,178,178,Patrick Sheehan,104,72.55,1596,22
178,179,179,Mark Brooks,90,72.77,1601,22
179,180,180,Mark O'Meara,52,72.79,1019,14
180,T181,T181,David Duval,71,72.82,801,11
181,T181,T181,Todd Hamilton,72,72.82,801,11
182,183,183,John Daly,51,72.83,874,12
183,184,184,Jon Mills,68,72.92,948,13
184,185,185,"Wes Short, Jr.",96,72.95,1605,22
185,186,186,Rich Beem,85,72.96,1824,25
186,T187,T187,Greg Kraft,79,73.0,1533,21
187,T187,T187,Hidemichi Tanaka,74,73.0,1168,16
188,189,189,Olin Browne,108,73.08,1827,25
189,190,190,Danny Ellis,68,73.15,951,13
190,191,191,Greg Chalmers,71,73.25,879,12
191,192,192,Brad Faxon,78,73.47,1102,15
192,193,193,"John Engler, Jr.",69,73.53,1103,15
193,194,194,Len Mattiace,59,73.64,1031,14
194,195,195,Vance Veazey,59,74.0,592,8
195,196,196,Thomas Levet,53,74.54,969,13
