,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
47,T47,T47,Greg Owen,79,70.75,1415,20
48,49,49,Jeff Overton,95,70.76,2689,38
49,50,50,Steve Flesch,119,70.77,2760,39
50,T51,T51,Paul Azinger,87,70.79,1982,28
51,T51,T51,Jeff Sluman,101,70.79,2336,33
52,T53,T53,Robert Allenby,79,70.8,1770,25
53,T53,T53,Mathias Grönberg,92,70.8,1770,25
54,T53,T53,Ted Purdy,103,70.8,2124,30
55,T53,T53,Charles Warren,93,70.8,2124,30
56,T53,T53,Dean Wilson,115,70.8,2903,41
57,58,58,Stephen Leaney,84,70.82,1983,28
58,59,59,Chris DiMarco,83,70.83,1700,24
59,T60,T60,Troy Matteson,101,70.86,1984,28
60,T60,T60,Bob Tway,81,70.86,1559,22
61,T60,T60,Ron Whittaker,81,70.86,1984,28
62,T63,T63,Rich Beem,85,70.87,2197,31
63,T63,T63,Kevin Sutherland,100,70.87,2197,31
64,65,65,John Senden,96,70.88,2268,32
65,T66,T66,Brian Gay,107,70.9,2127,30
66,T66,T66,Scott Gutschewski,53,70.9,709,10
67,T68,T68,Steve Elkington,52,70.92,851,12
68,T68,T68,Harrison Frazar,95,70.92,1844,26
69,T70,T70,K.J. Choi,93,70.93,2979,42
70,T70,T70,Mike Weir,88,70.93,1915,27
71,72,72,Greg Kraft,79,70.95,1561,22
72,T73,T73,Chris Riley,86,70.96,1632,23
73,T73,T73,Mark Wilson,79,70.96,1845,26
74,T75,T75,Olin Browne,108,71.0,2982,42
75,T75,T75,Padraig Harrington,54,71.0,923,13
76,T75,T75,Patrick Sheehan,104,71.0,2414,34
77,78,78,Carl Pettersson,95,71.03,2628,37
78,79,79,Geoff Ogilvy,76,71.04,1634,23
79,T80,T80,Ian Leggatt,80,71.05,1492,21
80,T80,T80,Scott Verplank,88,71.05,1421,20
81,T82,T82,Freddie Jacobson,56,71.06,1137,16
82,T82,T82,Thomas Levet,53,71.06,1279,18
83,T82,T82,Billy Mayfair,94,71.06,2203,31
84,T82,T82,D.J. Trahan,92,71.06,2274,32
85,86,86,John Rollins,93,71.1,1493,21
86,87,87,Bob May,65,71.11,1280,18
87,88,88,J.J. Henry,96,71.13,2205,31
88,T89,T89,Brian Davis,92,71.14,1992,28
89,T89,T89,Joe Durant,101,71.14,2063,29
90,T91,T91,Chad Campbell,91,71.15,1921,27
91,T91,T91,Tom Lehman,70,71.15,1423,20
92,93,93,Rory Sabbatini,84,71.16,2277,32
93,T94,T94,Craig Barlow,77,71.17,1708,24
94,T94,T94,Ryan Palmer,101,71.17,2491,35
95,96,96,Bill Haas,99,71.18,2349,33
96,97,97,Bart Bryant,87,71.2,2136,30
97,98,98,Kenny Perry,73,71.21,1709,24
98,T99,T99,Tjaart van der Walt,60,71.24,1496,21
99,T99,T99,Bubba Watson,83,71.24,1781,25
100,101,101,Vaughn Taylor,88,71.25,2280,32
101,102,102,J.P. Hayes,55,71.27,1069,15
102,103,103,David McKenzie,82,71.28,1782,25
103,104,104,Luke Donald,66,71.31,927,13
104,105,105,Robert Garrigus,85,71.32,1783,25
105,106,106,Arjun Atwal,97,71.33,1712,24
106,107,107,José María Olazábal,62,71.35,1641,23
107,108,108,Brandt Jobe,91,71.36,2355,33
108,109,109,Shaun Micheel,96,71.38,1713,24
109,110,110,Robert Damron,91,71.39,1642,23
110,111,111,Kent Jones,103,71.4,2856,40
111,T112,T112,Mark Brooks,90,71.41,1928,27
112,T112,T112,Mike Sposa,68,71.41,1571,22
113,114,114,Jeff Gove,91,71.42,1857,26
114,T115,T115,Michael Allen,84,71.43,2143,30
115,T115,T115,Nathan Green,108,71.43,2143,30
116,T117,T117,Brian Bateman,69,71.44,1143,16
117,T117,T117,Dudley Hart,83,71.44,1929,27
118,T119,T119,Frank Lickliter II,99,71.45,2072,29
119,T119,T119,Duffy Waldorf,96,71.45,2215,31
120,T121,T121,Zach Johnson,98,71.46,1858,26
121,T121,T121,Justin Leonard,83,71.46,1715,24
122,T121,T121,D.A. Points,82,71.46,2001,28
123,124,124,Jerry Smith,94,71.47,2144,30
124,125,125,Bernhard Langer,77,71.48,1644,23
125,126,126,Todd Fischer,101,71.5,2288,32
126,T127,T127,Tommy Armour III,65,71.52,1502,21
127,T127,T127,Danny Ellis,68,71.52,1788,25
128,129,129,Jimmy Walker,60,71.53,1216,17
129,130,130,Nicholas Thompson,96,71.54,2003,28
130,T131,T131,Matt Hansen,68,71.57,1503,21
131,T131,T131,Ian Poulter,53,71.57,1002,14
132,133,133,Woody Austin,107,71.58,2577,36
133,T134,T134,Charles Howell III,96,71.59,2649,37
134,T134,T134,Jon Mills,68,71.59,1575,22
135,T136,T136,Paul Stankowski,70,71.62,1504,21
136,T136,T136,Nick Watney,97,71.62,2077,29
137,T138,T138,Jonathan Kaye,95,71.64,1791,25
138,T138,T138,Len Mattiace,59,71.64,1003,14
139,T140,T140,Doug Barron,74,71.65,1433,20
140,T140,T140,J.L. Lewis,57,71.65,1218,17
141,T142,T142,Henrik Bjornstad,97,71.66,2293,32
142,T142,T142,Ben Curtis,86,71.66,2078,29
143,T144,T144,Aaron Baddeley,78,71.67,1505,21
144,T144,T144,Ernie Els,69,71.67,860,12
145,T146,T146,Billy Andrade,78,71.68,2007,28
146,T146,T146,Fred Funk,106,71.68,2652,37
147,148,148,John Huston,74,71.71,1721,24
148,149,149,Ryan Moore,68,71.72,1291,18
149,150,150,Mathew Goggin,72,71.73,1578,22
150,151,151,Ryan Hietala,61,71.75,1435,20
151,152,152,Carlos Franco,86,71.77,1866,26
152,153,153,Stuart Appleby,83,71.79,1364,19
153,154,154,Skip Kendall,72,71.8,1436,20
154,155,155,Brad Faxon,78,71.81,2298,32
155,T156,T156,Shane Bertsch,104,71.82,2370,33
156,T156,T156,Tag Ridings,103,71.82,2011,28
157,T158,T158,Tim Petrovic,95,71.83,2586,36
158,T158,T158,Camilo Villegas,95,71.83,1652,23
159,160,160,Jerry Kelly,100,71.84,1796,25
160,161,161,Steve Lowery,99,71.86,2587,36
161,162,162,Jeff Brehaut,100,71.93,2158,30
162,T163,T163,"Wes Short, Jr.",96,71.94,2230,31
163,T163,T163,Kirk Triplett,58,71.94,1223,17
164,T165,T165,Michael Connell,51,72.0,720,10
165,T165,T165,Sergio Garcia,59,72.0,1296,18
166,T165,T165,Jeff Maggert,81,72.0,1656,23
167,168,168,Heath Slocum,96,72.03,2593,36
168,169,169,Will MacKenzie,91,72.05,1585,22
169,170,170,Ben Crane,85,72.07,2162,30
170,171,171,Mark Calcavecchia,94,72.09,2307,32
171,172,172,James Driscoll,80,72.12,1803,25
172,173,173,Robert Gamez,94,72.13,2741,38
173,174,174,Greg Chalmers,71,72.15,1948,27
174,175,175,Jason Schultz,77,72.16,1371,19
175,176,176,"John Engler, Jr.",69,72.19,1155,16
176,177,177,Sean O'Hair,100,72.21,3105,43
177,T178,T178,Fred Couples,52,72.35,1230,17
178,T178,T178,Paul Goydos,72,72.35,1664,23
179,180,180,Tim Herron,82,72.38,2099,29
180,181,181,Steve Jones,83,72.45,2101,29
181,T182,T182,Larry Mize,53,72.47,1232,17
182,T182,T182,Hidemichi Tanaka,74,72.47,1377,19
183,184,184,Joey Sindelar,90,72.5,2030,28
184,185,185,Mark O'Meara,52,72.53,1378,19
185,186,186,Roger Tambellini,64,72.57,1016,14
186,187,187,David Duval,71,72.65,2252,31
187,188,188,Peter Lonard,77,72.71,2036,28
188,189,189,David Howell,52,72.76,1237,17
189,190,190,Lee Janzen,79,72.8,1820,25
190,191,191,J.B. Holmes,81,72.92,1896,26
191,192,192,John Daly,51,73.0,1679,23
192,193,193,Vance Veazey,59,73.05,1534,21
193,194,194,Todd Hamilton,72,73.22,2343,32
194,195,195,Alex Aragon,63,73.25,1465,20
195,196,196,Jason Gore,86,73.58,2281,31
