,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
153,T152,T152,Jeff Maggert,81,1.02,278,273
154,T152,T152,Tag Ridings,103,1.02,367,361
155,T152,T152,Bob Tway,81,1.02,263,257
156,T157,T157,Mark Calcavecchia,94,1.0,338,337
157,T157,T157,Matt Hansen,68,1.0,227,227
158,T157,T157,Tim Petrovic,95,1.0,291,292
159,T157,T157,Ron Whittaker,81,1.0,254,254
160,T161,T161,Brian Bateman,69,0.99,206,208
161,T161,T161,Jason Schultz,77,0.99,249,252
162,T163,T163,Doug Barron,74,0.98,239,244
163,T163,T163,Lee Janzen,79,0.98,283,290
164,T163,T163,Jimmy Walker,60,0.98,195,200
165,T166,T166,Carlos Franco,86,0.97,298,307
166,T166,T166,Ian Leggatt,80,0.97,255,263
167,T166,T166,Vance Veazey,59,0.97,207,213
168,T169,T169,Fred Couples,52,0.96,168,175
169,T169,T169,Larry Mize,53,0.96,143,149
170,T169,T169,Mike Sposa,68,0.96,210,218
171,T172,T172,Jason Gore,86,0.95,294,310
172,T172,T172,Steve Jones,83,0.95,260,274
173,T174,T174,J.L. Lewis,57,0.94,178,189
174,T174,T174,Nicholas Thompson,96,0.94,314,333
175,T176,T176,David Duval,71,0.93,243,261
176,T176,T176,Tim Herron,82,0.93,262,283
177,T176,T176,Tom Lehman,70,0.93,182,196
178,179,179,"Wes Short, Jr.",96,0.92,346,375
179,T180,T180,Mark Brooks,90,0.91,259,284
180,T180,T180,Greg Chalmers,71,0.91,221,242
181,T180,T180,John Daly,51,0.91,175,192
182,T180,T180,Peter Lonard,77,0.91,232,256
183,184,184,Thomas Levet,53,0.9,151,168
184,185,185,Mark O'Meara,52,0.89,154,173
185,186,186,Brad Faxon,78,0.88,244,277
186,187,187,James Driscoll,80,0.87,268,308
187,188,188,Jon Mills,68,0.86,194,226
188,T189,T189,Len Mattiace,59,0.84,190,225
189,T189,T189,Roger Tambellini,64,0.84,198,236
190,191,191,Michael Connell,51,0.82,151,185
191,192,192,Ryan Hietala,61,0.8,181,226
192,193,193,Alex Aragon,63,0.78,199,255
193,194,194,"John Engler, Jr.",69,0.75,192,257
194,195,195,Todd Hamilton,72,0.71,215,303
195,196,196,Hidemichi Tanaka,74,0.68,195,286
