,Stroke_Differential_Field_Average_RANK THIS WEEK,Stroke_Differential_Field_Average_RANK LAST WEEK,Stroke_Differential_Field_Average_PLAYER NAME,Stroke_Differential_Field_Average_ROUNDS,Stroke_Differential_Field_Average_STROKE DIFFERENTIAL,Stroke_Differential_Field_Average_PLAYER'S SCORE,Stroke_Differential_Field_Average_FIELD AVERAGE SCORE
144,T145,T145,Arjun Atwal,97,-0.2,71.27,71.07
145,T145,T145,David McKenzie,82,-0.2,71.2,71.0
146,147,147,D.A. Points,82,-0.21,71.5,71.29
147,148,148,Chris Smith,67,-0.22,71.37,71.15
148,T149,T149,Robert Gamez,94,-0.23,71.51,71.28
149,T149,T149,Tim Petrovic,95,-0.23,71.68,71.45
150,151,151,Jeff Brehaut,100,-0.25,71.38,71.13
151,T152,T152,Mark Calcavecchia,94,-0.28,72.04,71.76
152,T152,T152,Bubba Dickerson,98,-0.28,71.36,71.08
153,154,154,Scott Gutschewski,53,-0.29,71.39,71.1
154,155,155,Henrik Bjornstad,97,-0.32,71.51,71.19
155,T156,T156,Steve Jones,83,-0.33,71.79,71.46
156,T156,T156,Larry Mize,53,-0.33,71.8,71.47
157,T156,T156,Tjaart van der Walt,60,-0.33,71.4,71.07
158,159,159,Bob Tway,81,-0.36,71.47,71.11
159,160,160,David Duval,71,-0.37,72.1,71.73
160,161,161,Robert Damron,91,-0.38,71.55,71.17
161,162,162,Greg Kraft,79,-0.39,71.6,71.21
162,163,163,Danny Ellis,68,-0.41,71.59,71.18
163,164,164,Chris Couch,75,-0.42,71.56,71.14
164,165,165,Brad Faxon,78,-0.43,72.23,71.8
165,166,166,J.L. Lewis,57,-0.45,72.0,71.55
166,T167,T167,Tag Ridings,103,-0.47,71.77,71.3
167,T167,T167,Ron Whittaker,81,-0.47,71.59,71.12
168,169,169,Jimmy Walker,60,-0.49,71.62,71.13
169,170,170,Brian Bateman,69,-0.5,71.57,71.07
170,171,171,Vance Veazey,59,-0.52,72.02,71.5
171,T172,T172,Jason Gore,86,-0.54,72.2,71.66
172,T172,T172,Lee Janzen,79,-0.54,71.95,71.41
173,174,174,Thomas Levet,53,-0.55,72.04,71.49
174,175,175,Carlos Franco,86,-0.57,71.87,71.3
175,176,176,Jason Schultz,77,-0.58,71.72,71.14
176,177,177,Doug Barron,74,-0.63,71.89,71.26
177,178,178,Mike Sposa,68,-0.67,71.82,71.15
178,179,179,John Daly,51,-0.69,72.82,72.13
179,180,180,Mark O'Meara,52,-0.72,72.38,71.66
180,181,181,Mark Brooks,90,-0.73,72.02,71.29
181,182,182,Matt Hansen,68,-0.74,71.77,71.03
182,183,183,Nicholas Thompson,96,-0.76,71.97,71.21
183,184,184,Ian Leggatt,80,-0.77,71.89,71.12
184,185,185,Jon Mills,68,-0.91,72.09,71.18
185,186,186,"Wes Short, Jr.",96,-0.95,72.28,71.33
186,187,187,Greg Chalmers,71,-0.98,72.24,71.26
187,188,188,James Driscoll,80,-1.01,72.31,71.3
188,189,189,Len Mattiace,59,-1.12,72.44,71.32
189,190,190,Roger Tambellini,64,-1.17,72.38,71.21
190,191,191,Ryan Hietala,61,-1.31,72.56,71.25
191,192,192,Todd Hamilton,72,-1.44,73.21,71.77
192,193,193,Michael Connell,51,-1.5,72.52,71.02
193,T194,T194,Alex Aragon,63,-1.57,72.87,71.3
194,T194,T194,"John Engler, Jr.",69,-1.57,72.79,71.22
195,196,196,Hidemichi Tanaka,74,-2.08,73.27,71.19
