,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
60,T59,,Joe Ogilvie,29,61.11
61,T59,,John Rollins,28,61.11
62,T63,,Brian Bateman,26,60.0
63,T63,,Chris DiMarco,26,60.0
64,T63,,Dudley Hart,29,60.0
65,T63,,Will MacKenzie,29,60.0
66,T63,,Ryan Palmer,30,60.0
67,T63,,Rod Pampling,24,60.0
68,T63,,Vance Veazey,20,60.0
69,T70,,Joe Durant,28,59.09
70,T70,,Brian Gay,31,59.09
71,T72,,Robert Allenby,22,58.82
72,T72,,Ben Crane,26,58.82
73,T72,,Ben Curtis,26,58.82
74,T72,,Ernie Els,18,58.82
75,T72,,Richard Johnson,29,58.82
76,T72,,Phil Mickelson,19,58.82
77,T78,,Stephen Ames,21,58.33
78,T78,,Vijay Singh,27,58.33
79,T80,,Charles Howell III,30,57.89
80,T80,,Jeff Overton,28,57.89
81,T82,,Aaron Baddeley,25,57.14
82,T82,,Lucas Glover,31,57.14
83,T82,,Charley Hoffman,29,57.14
84,T82,,Hidemichi Tanaka,31,57.14
85,T82,,Bob Tway,25,57.14
86,87,,Paul Azinger,30,56.25
87,T88,,Tommy Armour III,25,55.56
88,T88,,Bubba Dickerson,32,55.56
89,T88,,Steve Elkington,17,55.56
90,T88,,Mathew Goggin,26,55.56
91,T88,,Matt Hansen,25,55.56
92,T88,,Shigeki Maruyama,30,55.56
93,T88,,Shaun Micheel,29,55.56
94,T88,,Pat Perez,19,55.56
95,96,,David Branshaw,29,55.0
96,T97,,Paul Goydos,24,54.55
97,T97,,Padraig Harrington,15,54.55
98,T97,,J.L. Lewis,17,54.55
99,T100,,Steve Flesch,33,53.85
100,T100,,Sergio Garcia,17,53.85
101,T100,,Tom Lehman,20,53.85
102,T103,,Rich Beem,27,53.33
103,T103,,Retief Goosen,18,53.33
104,T103,,Bubba Watson,27,53.33
105,T106,,Tag Ridings,33,52.94
106,T106,,Patrick Sheehan,34,52.94
107,T108,,Chad Campbell,25,52.63
108,T108,,John Senden,28,52.63
109,110,,Jeff Sluman,29,52.38
110,T111,,Alex Aragon,26,50.0
111,T111,,Craig Barlow,22,50.0
112,T111,,Bart Bryant,26,50.0
113,T111,,Kris Cox,28,50.0
114,T111,,Harrison Frazar,29,50.0
115,T111,,Robert Gamez,30,50.0
116,T111,,Jeff Gove,29,50.0
117,T111,,Bill Haas,30,50.0
118,T111,,J.P. Hayes,19,50.0
119,T111,,David Howell,14,50.0
120,T111,,John Huston,27,50.0
121,T111,,David McKenzie,28,50.0
122,T111,,Ryan Moore,22,50.0
123,T111,,Rory Sabbatini,24,50.0
124,T111,,Chris Smith,21,50.0
125,T111,,Omar Uresti,22,50.0
126,T111,,Camilo Villegas,29,50.0
127,128,,Hunter Mahan,29,47.62
128,T129,,Sean O'Hair,30,47.37
129,T129,,Scott Verplank,25,47.37
130,T129,,Duffy Waldorf,28,47.37
131,T129,,Mike Weir,24,47.37
132,T133,,Michael Allen,25,47.06
133,T133,,Bob Estes,25,47.06
134,T133,,Brandt Jobe,28,47.06
135,T136,,Arjun Atwal,33,46.67
136,T136,,Robert Garrigus,28,46.67
137,T136,,Greg Owen,24,46.67
138,T136,,Mark Wilson,24,46.67
139,T140,,Greg Kraft,26,46.15
140,T140,,Corey Pavin,23,46.15
141,T140,,Paul Stankowski,22,46.15
142,T143,,Woody Austin,31,45.45
143,T143,,James Driscoll,29,45.45
144,T143,,Bob May,21,45.45
145,146,,Zach Johnson,27,45.0
146,T147,,Tim Clark,22,44.44
147,T147,,Thomas Levet,18,44.44
148,T147,,Troy Matteson,32,44.44
149,T147,,Mike Sposa,25,44.44
150,T151,,Jonathan Kaye,32,43.75
151,T151,,Daisuke Maruyama,25,43.75
152,T153,,K.J. Choi,26,42.86
153,T153,,Daniel Chopra,33,42.86
154,T153,,"John Engler, Jr.",27,42.86
155,T153,,Ryan Hietala,23,42.86
156,T153,,Stephen Leaney,27,42.86
157,T153,,Jeff Maggert,26,42.86
158,T153,,Nicholas Thompson,32,42.86
159,160,,Nick Watney,29,42.11
160,T161,,D.A. Points,28,41.67
161,T161,,Ian Poulter,15,41.67
162,T163,,Doug Barron,28,40.0
163,T163,,Chris Couch,27,40.0
164,T163,,Mathias Grönberg,30,40.0
165,T163,,Justin Leonard,26,40.0
166,T163,,Justin Rose,28,40.0
167,T163,,Jason Schultz,28,40.0
168,T169,,Bo Van Pelt,28,39.13
169,T169,,Dean Wilson,34,39.13
170,171,,Robert Damron,31,38.46
171,T172,,Alex Cejka,30,37.5
172,T172,,Marco Dawson,27,37.5
173,T172,,J.B. Holmes,26,37.5
174,T172,,Chris Riley,27,37.5
175,176,,Danny Ellis,23,36.36
176,T177,,Tim Herron,27,35.71
177,T177,,Steve Jones,27,35.71
178,179,,Jerry Smith,29,35.29
179,T180,,Billy Andrade,24,33.33
180,T180,,Michael Connell,22,33.33
181,T180,,Jon Mills,27,33.33
182,T180,,Roger Tambellini,25,33.33
183,184,,Shane Bertsch,34,31.58
184,185,,Ian Leggatt,29,30.0
185,186,,Peter Lonard,22,29.41
186,T187,,Mark Calcavecchia,27,28.57
187,T187,,Scott Gutschewski,19,28.57
188,189,,Olin Browne,30,26.09
189,T190,,Larry Mize,18,25.0
190,T190,,Kevin Sutherland,29,25.0
191,192,,Mark Brooks,36,22.22
192,193,,Kirk Triplett,18,20.0
193,194,,Todd Fischer,35,18.75
194,T195,,John Daly,21,14.29
195,T195,,"Wes Short, Jr.",33,14.29
