,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
38,39,39,Carl Pettersson,95,0.701,52.601000000000006,25.406999999999996,27.194000000000003,75
39,40,40,Justin Rose,98,0.6970000000000001,59.917,61.417,-1.5,86
40,T41,T41,Tim Clark,80,0.679,39.368,26.322,13.046,58
41,T41,T41,Kenny Perry,73,0.679,40.747,61.565,-20.818,60
42,43,43,David Howell,52,0.675,20.237000000000002,1.179,19.058,30
43,44,44,Rory Sabbatini,84,0.6579999999999999,42.13,51.088,-8.958,64
44,45,45,Bo Van Pelt,102,0.647,58.18899999999999,53.985,4.204,90
45,46,46,Shaun Micheel,96,0.637,49.65,39.111999999999995,10.538,78
46,47,47,Scott Verplank,88,0.617,41.952,36.659,5.292999999999999,68
47,48,48,Ben Crane,85,0.613,37.379,-23.423000000000002,60.802,61
48,49,49,Briny Baird,81,0.595,41.638000000000005,42.466,-0.828,70
49,50,50,Brian Gay,107,0.5770000000000001,57.733000000000004,-3.427,61.16,100
50,51,51,Charley Hoffman,100,0.5710000000000001,50.849,45.29,5.559,89
51,52,52,Brett Wetterich,82,0.552,40.269,52.998000000000005,-12.729000000000001,73
52,T53,T53,Camilo Villegas,95,0.545,44.716,67.32,-22.604,82
53,T53,T53,Charles Warren,93,0.545,44.17100000000001,68.33800000000001,-24.166999999999998,81
54,55,55,Richard Johnson,94,0.523,44.413000000000004,-16.19,60.603,85
55,56,56,Daniel Chopra,110,0.502,45.195,-8.896,54.091,90
56,57,57,Jeff Sluman,101,0.484,40.193000000000005,28.578000000000003,11.615,83
57,58,58,Charles Howell III,96,0.478,37.769,33.900999999999996,3.8680000000000003,79
58,T59,T59,Joe Durant,101,0.47600000000000003,45.67,85.06200000000001,-39.391999999999996,96
59,T59,T59,Jerry Kelly,100,0.47600000000000003,39.976,36.424,3.552,84
60,61,61,Bubba Watson,83,0.475,34.2,53.957,-19.757,72
61,62,62,Jeff Gove,91,0.456,36.955,56.083999999999996,-19.129,81
62,63,63,Steve Flesch,119,0.451,46.437,31.965,14.472000000000001,103
63,64,64,Bart Bryant,87,0.433,30.730999999999998,35.299,-4.5680000000000005,71
64,65,65,Freddie Jacobson,56,0.428,23.11,2.582,20.528000000000002,54
65,66,66,Tom Lehman,70,0.426,20.011,25.666,-5.655,47
66,67,67,Ted Purdy,103,0.42,33.611999999999995,23.519000000000002,10.093,80
67,68,68,Dean Wilson,115,0.408,37.907,-23.061,60.968,93
68,69,69,Hunter Mahan,98,0.392,34.896,26.081999999999997,8.814,89
69,70,70,Stephen Leaney,84,0.377,29.009,7.697,21.311999999999998,77
70,71,71,Billy Mayfair,94,0.36,27.719,20.026,7.693,77
71,72,72,Kevin Sutherland,100,0.359,31.194000000000003,24.372,6.822,87
72,73,73,Nathan Green,108,0.32899999999999996,30.936999999999998,-24.351999999999997,55.288999999999994,94
73,74,74,Corey Pavin,74,0.325,18.534000000000002,10.261,8.273,57
74,75,75,Chad Campbell,91,0.311,20.811999999999998,25.897,-5.085,67
75,76,76,Bernhard Langer,77,0.308,18.158,0.517,17.641,59
76,77,77,Justin Leonard,83,0.28600000000000003,18.575,22.038,-3.463,65
77,78,78,John Rollins,93,0.25,19.027,12.133,6.894,76
78,79,79,Kent Jones,103,0.239,21.017,-1.776,22.793000000000003,88
79,80,80,Brandt Jobe,91,0.231,16.174,7.2,8.974,70
80,81,81,Steve Lowery,99,0.23,19.065,29.51,-10.445,83
81,82,82,Heath Slocum,96,0.22699999999999998,19.055999999999997,43.948,-24.892,84
82,83,83,Bob Estes,85,0.22399999999999998,16.789,15.869000000000002,0.92,75
83,T84,T84,Shigeki Maruyama,94,0.223,17.836,0.556,17.28,80
84,T84,T84,Nick Watney,97,0.223,19.189,26.77,-7.581,86
85,T86,T86,Olin Browne,108,0.20800000000000002,17.867,-6.098,23.965,86
86,T86,T86,Mark Wilson,79,0.20800000000000002,15.005,-4.478,19.483,72
87,88,88,Billy Andrade,78,0.162,9.731,20.513,-10.782,60
88,89,89,Paul Azinger,87,0.159,12.742,-9.612,22.354,80
89,90,90,Ryuji Imada,105,0.151,13.132,12.503,0.629,87
90,91,91,Fred Couples,52,0.141,4.499,10.535,-6.0360000000000005,32
91,92,92,Brian Davis,92,0.133,10.773,40.797,-30.024,81
92,93,93,Duffy Waldorf,96,0.131,10.706,2.498,8.208,82
93,94,94,Joe Ogilvie,95,0.11599999999999999,9.037,6.45,2.5869999999999997,78
94,95,95,Ben Curtis,86,0.113,7.6,-8.182,15.782,67
95,96,96,Steve Elkington,52,0.107,4.915,17.399,-12.484000000000002,46
96,97,97,Michael Allen,84,0.102,7.3629999999999995,-25.095,32.458,72
97,98,98,Harrison Frazar,95,0.092,6.87,-9.59,16.46,75
98,99,99,Kirk Triplett,58,0.078,3.845,5.428,-1.5830000000000002,49
99,100,100,Ryan Moore,68,0.07400000000000001,4.27,-12.171,16.441,58
100,101,101,Kris Cox,83,0.07,5.0169999999999995,12.681,-7.664,72
101,102,102,Marco Dawson,87,0.065,5.038,-8.488,13.526,77
102,103,103,Chris DiMarco,83,0.057,3.489,1.318,2.171,61
103,104,104,Woody Austin,107,0.043,4.04,11.13,-7.09,93
104,105,105,J.P. Hayes,55,0.038,1.901,-1.212,3.113,50
105,106,106,Jerry Smith,94,0.015,1.258,14.992,-13.734000000000002,84
106,107,107,Mathias Grönberg,92,0.01,0.792,14.658,-13.866,79
107,108,108,Bob May,65,0.005,0.29100000000000004,15.26,-14.969000000000001,54
108,109,109,Aaron Baddeley,78,0.001,0.07,-40.44,40.51,68
109,110,110,Joey Sindelar,90,-0.018000000000000002,-1.3980000000000001,27.273000000000003,-28.671,76
110,111,111,David Branshaw,98,-0.019,-1.683,9.873,-11.556,87
111,112,112,Paul Goydos,72,-0.03,-1.89,11.602,-13.492,64
112,113,113,Jeff Overton,95,-0.046,-4.026,2.7119999999999997,-6.7379999999999995,87
113,114,114,Rich Beem,85,-0.048,-3.142,5.586,-8.728,65
114,115,115,Dudley Hart,83,-0.051,-3.641,-5.246,1.605,71
115,116,116,Mathew Goggin,72,-0.057,-3.3310000000000004,12.177,-15.508,58
116,117,117,Brent Geiberger,99,-0.061,-5.513,-41.424,35.911,90
117,118,118,Craig Barlow,77,-0.066,-3.83,8.861,-12.690999999999999,58
118,119,119,Jonathan Kaye,95,-0.068,-5.807,39.846,-45.653,86
119,120,120,Bill Haas,99,-0.087,-7.627999999999999,16.407,-24.035,88
120,121,121,Peter Lonard,77,-0.08900000000000001,-5.905,23.601999999999997,-29.506999999999998,66
121,122,122,Skip Kendall,72,-0.092,-5.406000000000001,-8.722999999999999,3.3169999999999997,59
122,123,123,Sean O'Hair,100,-0.102,-7.772,5.064,-12.835999999999999,76
123,124,124,J.B. Holmes,81,-0.10300000000000001,-6.46,14.795,-21.255,63
124,125,125,Ryan Palmer,101,-0.109,-8.921,-11.661,2.74,82
125,126,126,Daisuke Maruyama,83,-0.111,-7.792000000000001,6.372999999999999,-14.165,70
126,127,127,Eric Axley,91,-0.134,-10.592,-27.303,16.711,79
127,128,128,Tim Herron,82,-0.14400000000000002,-8.9,27.753,-36.653,62
128,129,129,Mark Calcavecchia,94,-0.168,-13.269,7.857,-21.125999999999998,79
129,130,130,Robert Gamez,94,-0.175,-14.367,0.633,-15.0,82
130,131,131,Omar Uresti,61,-0.179,-9.136000000000001,25.605,-34.741,51
131,132,132,Jeff Maggert,81,-0.183,-12.415,-1.66,-10.755,68
132,133,133,Robert Garrigus,85,-0.198,-14.634,11.297,-25.930999999999997,74
133,134,134,Tim Petrovic,95,-0.201,-16.717,-26.859,10.142000000000001,83
134,135,135,Tommy Armour III,65,-0.217,-11.501,-21.18,9.679,53
135,136,136,John Cook,67,-0.244,-13.415,-23.741999999999997,10.327,55
136,137,137,Danny Ellis,68,-0.248,-14.878,-28.712,13.834000000000001,60
137,138,138,Will MacKenzie,91,-0.253,-18.94,18.628,-37.568000000000005,75
138,139,139,Pat Perez,50,-0.267,-11.203,12.921,-24.124000000000002,42
139,140,140,D.J. Trahan,92,-0.275,-20.91,-5.309,-15.600999999999999,76
140,141,141,John Huston,74,-0.284,-18.485,-9.37,-9.115,65
141,142,142,D.A. Points,82,-0.28800000000000003,-20.477,-27.863000000000003,7.386,71
142,143,143,Paul Stankowski,70,-0.297,-18.739,-11.579,-7.16,63
143,144,144,Alex Cejka,93,-0.311,-24.862,33.42,-58.282,80
144,145,145,Tjaart van der Walt,60,-0.314,-16.336,-14.470999999999998,-1.865,52
145,146,146,Robert Damron,91,-0.33299999999999996,-27.276999999999997,-8.169,-19.108,82
146,147,147,Troy Matteson,101,-0.349,-30.739,-25.689,-5.05,88
147,148,148,Chris Smith,67,-0.35200000000000004,-20.781999999999996,-27.149,6.367000000000001,59
148,149,149,Arjun Atwal,97,-0.359,-29.428,-49.178000000000004,19.75,82
149,150,150,Jeff Brehaut,100,-0.369,-31.337,-15.263,-16.074,85
150,151,151,Todd Fischer,101,-0.38,-34.19,-58.571999999999996,24.381999999999998,90
151,152,152,Chris Riley,86,-0.384,-26.484,-38.509,12.025,69
152,153,153,Henrik Bjornstad,97,-0.39399999999999996,-35.086,-38.861999999999995,3.7760000000000002,89
153,154,154,Shane Bertsch,104,-0.42,-37.82,-45.062,7.242000000000001,90
154,155,155,Carlos Franco,86,-0.424,-32.654,-12.467,-20.187,77
155,156,156,Greg Kraft,79,-0.47,-31.504,-41.183,9.679,67
156,157,157,Jason Gore,86,-0.48,-34.586,-39.926,5.34,72
157,158,158,Steve Jones,83,-0.496,-34.23,-31.173000000000002,-3.057,69
158,159,159,Brad Faxon,78,-0.49700000000000005,-36.313,-86.557,50.244,73
159,160,160,David McKenzie,82,-0.504,-34.791,-55.22,20.429000000000002,69
160,161,161,Bob Tway,81,-0.51,-34.195,-31.644000000000002,-2.551,67
161,162,162,Bubba Dickerson,98,-0.512,-44.035,-22.279,-21.756,86
162,163,163,Larry Mize,53,-0.536,-21.96,-37.468,15.508,41
163,164,164,Jimmy Walker,60,-0.557,-31.191999999999997,-43.977,12.785,56
164,165,165,Patrick Sheehan,104,-0.59,-51.358000000000004,-31.274,-20.084,87
165,T166,T166,Scott Gutschewski,53,-0.598,-26.894000000000002,-16.894000000000002,-10.0,45
166,T166,T166,Ron Whittaker,81,-0.598,-42.446999999999996,-47.068000000000005,4.621,71
167,168,168,Tag Ridings,103,-0.6,-54.001000000000005,-84.715,30.714000000000002,90
168,169,169,Brian Bateman,69,-0.611,-36.02,-36.858000000000004,0.838,59
169,170,170,Doug Barron,74,-0.628,-42.081,-47.763999999999996,5.683,67
170,171,171,Chris Couch,75,-0.654,-43.843999999999994,-17.003,-26.840999999999998,67
171,172,172,David Duval,71,-0.679,-36.013000000000005,-44.206,8.193,53
172,173,173,Mike Sposa,68,-0.703,-40.792,-39.847,-0.945,58
173,174,174,John Daly,51,-0.738,-30.263,-7.381,-22.881999999999998,41
174,175,175,Vance Veazey,59,-0.772,-41.681999999999995,-59.821999999999996,18.14,54
175,176,176,J.L. Lewis,57,-0.775,-38.732,-41.629,2.897,50
176,177,177,Thomas Levet,53,-0.7929999999999999,-38.042,-1.8090000000000002,-36.233000000000004,48
177,178,178,Ian Leggatt,80,-0.818,-57.244,-47.555,-9.689,70
178,179,179,Lee Janzen,79,-0.826,-56.16,-42.22,-13.94,68
179,180,180,Jason Schultz,77,-0.871,-56.625,-62.526,5.901,65
180,181,181,Mark O'Meara,52,-0.893,-32.134,-47.155,15.020999999999999,36
181,182,182,Mark Brooks,90,-0.914,-67.648,-30.828000000000003,-36.82,74
182,183,183,Len Mattiace,59,-0.9309999999999999,-48.397,-76.14399999999999,27.747,52
183,184,184,Matt Hansen,68,-0.9540000000000001,-55.348,-13.573,-41.775,58
184,185,185,Jon Mills,68,-0.9940000000000001,-53.653999999999996,-37.895,-15.759,54
185,186,186,"Wes Short, Jr.",96,-1.038,-88.24799999999999,-50.806000000000004,-37.442,85
186,187,187,Nicholas Thompson,96,-1.09,-84.98700000000001,-14.495,-70.492,78
187,188,188,James Driscoll,80,-1.169,-88.865,-91.71700000000001,2.852,76
188,189,189,Roger Tambellini,64,-1.2109999999999999,-64.194,-48.45399999999999,-15.74,53
189,190,190,Ryan Hietala,61,-1.3330000000000002,-67.97,-66.156,-1.814,51
190,191,191,Greg Chalmers,71,-1.341,-76.42399999999999,-93.98100000000001,17.557000000000002,57
191,192,192,Michael Connell,51,-1.5190000000000001,-63.806999999999995,-44.81,-18.997,42
192,193,193,"John Engler, Jr.",69,-1.6059999999999999,-101.15299999999999,-103.57,2.417,63
193,194,194,Alex Aragon,63,-1.675,-90.46600000000001,-86.811,-3.655,54
194,195,195,Todd Hamilton,72,-1.726,-96.67,-87.944,-8.726,56
195,196,196,Hidemichi Tanaka,74,-2.055,-133.6,-124.37700000000001,-9.222999999999999,65
