,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
135,T135,T135,Chris Riley,27,2.87,235,82
136,T135,T135,Ron Whittaker,28,2.87,227,79
137,T138,T138,Woody Austin,31,2.88,308,107
138,T138,T138,Doug Barron,28,2.88,210,73
139,T138,T138,Mark Brooks,36,2.88,256,89
140,T138,T138,Robert Garrigus,28,2.88,239,83
141,T138,T138,Chris Smith,21,2.88,193,67
142,T143,T143,Robert Gamez,30,2.89,272,94
143,T143,T143,Matt Hansen,25,2.89,191,66
144,T143,T143,Kenny Perry,22,2.89,208,72
145,T146,T146,Henrik Bjornstad,31,2.91,276,95
146,T146,T146,Kent Jones,32,2.91,294,101
147,T146,T146,Tim Petrovic,30,2.91,265,91
148,T149,T149,John Huston,27,2.92,210,72
149,T149,T149,Thomas Levet,18,2.92,149,51
150,T149,T149,Carl Pettersson,28,2.92,272,93
151,152,152,D.A. Points,28,2.93,234,80
152,T153,T153,Charles Howell III,30,2.94,273,93
153,T153,T153,Jeff Maggert,26,2.94,238,81
154,155,155,Vaughn Taylor,26,2.95,260,88
155,T156,T156,Sergio Garcia,17,2.96,163,55
156,T156,T156,David Howell,14,2.96,133,45
157,T156,T156,J.L. Lewis,17,2.96,169,57
158,T159,T159,Robert Damron,31,2.98,271,91
159,T159,T159,Mike Sposa,25,2.98,194,65
160,161,161,Bob Tway,25,2.99,233,78
161,162,162,Greg Chalmers,28,3.0,201,67
162,163,163,Steve Jones,27,3.02,248,82
163,T164,T164,Mark Calcavecchia,27,3.03,282,93
164,T164,T164,Tom Lehman,20,3.03,182,60
165,T164,T164,Peter Lonard,22,3.03,230,76
166,T164,T164,Jason Schultz,28,3.03,227,75
167,T168,T168,Ian Leggatt,29,3.05,232,76
168,T168,T168,Jimmy Walker,21,3.05,177,58
169,T170,T170,Olin Browne,30,3.06,318,104
170,T170,T170,Mark O'Meara,18,3.06,153,50
171,T170,T170,Pat Perez,19,3.06,153,50
172,173,173,Brad Faxon,26,3.08,240,78
173,174,174,Jon Mills,27,3.09,204,66
174,175,175,Nicholas Thompson,32,3.1,288,93
175,176,176,Tag Ridings,33,3.11,311,100
176,177,177,Vance Veazey,20,3.12,184,59
177,178,178,Jason Gore,29,3.13,263,84
178,T179,T179,Fred Couples,17,3.14,157,50
179,T179,T179,Tim Herron,27,3.14,254,81
180,T181,T181,Chris Couch,27,3.16,237,75
181,T181,T181,Carlos Franco,29,3.16,272,86
182,183,183,J.B. Holmes,26,3.18,245,77
183,T184,T184,David Duval,24,3.19,220,69
184,T184,T184,Lee Janzen,28,3.19,252,79
185,186,186,John Daly,21,3.22,158,49
186,187,187,Len Mattiace,22,3.24,191,59
187,188,188,James Driscoll,29,3.31,265,80
188,189,189,Hidemichi Tanaka,31,3.32,242,73
189,190,190,Ryan Hietala,23,3.37,199,59
190,191,191,"Wes Short, Jr.",33,3.39,319,94
191,192,192,Michael Connell,22,3.42,164,48
192,193,193,"John Engler, Jr.",27,3.43,230,67
193,194,194,Roger Tambellini,25,3.46,211,61
194,195,195,Alex Aragon,26,3.59,219,61
195,196,196,Todd Hamilton,27,3.67,264,72
